Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
tender,1,6,"[0, 6, 7, 364]",S47C.tsv
it's,1,22,"[2, 22, 33, 40, 63, 86, 93, 119, 126, 128, 130, 131, 188, 194, 209, 225, 231, 233, 248, 249, 253, 348, 389, 393, 449, 490, 552, 575, 576, 581, 643, 763, 782, 788, 792, 832, 833, 870, 872, 928]",S47C.tsv
er,1,77,"[2, 7, 29, 77, 178, 249, 331, 409, 445, 543, 576, 610, 631, 649, 727, 730, 751, 756, 771, 867]",S47C.tsv
an,1,85,"[2, 85, 230, 384, 386, 411, 529, 543, 552, 573, 581, 599, 631, 656, 860, 862, 889]",S47C.tsv
it's an,2,581,"[2, 581]",S47C.tsv
no,1,30,"[7, 29, 30, 35, 43, 65, 75, 89, 92, 112, 116, 118, 122, 123, 146, 153, 157, 161, 175, 198, 199, 228, 244, 256, 263, 267, 279, 280, 299, 311, 313, 331, 380, 382, 416, 430, 449, 454, 456, 460, 466, 561, 564, 576, 577, 595, 607, 608, 615, 632, 700, 710, 733, 742, 768, 771, 792, 811, 826, 864, 882, 919]",S47C.tsv
er no,2,331,"[7, 331]",S47C.tsv
mean,1,9,"[3, 6, 8, 9, 29, 85, 144, 277, 283, 289, 301, 891]",S47C.tsv
me,1,26,"[14, 26, 36, 43, 48, 83, 143, 146, 230, 412, 536, 538, 558, 565, 582, 703, 729, 753, 828, 834, 841, 843, 897, 898, 901, 907, 911, 922, 939, 943]",S47C.tsv
oh,1,47,"[14, 47, 62, 71, 93, 103, 110, 155, 176, 220, 251, 252, 273, 289, 359, 421, 429, 442, 445, 465, 476, 501, 626, 629, 665, 683, 685, 692, 701, 706, 743, 747, 758, 780, 793, 799, 801, 805, 809, 816, 841, 848, 854, 856, 865, 875, 920, 938, 941]",S47C.tsv
alright,1,357,"[16, 124, 237, 292, 357, 724]",S47C.tsv
why,1,34,"[17, 27, 34, 53, 61, 75, 83, 296, 314, 316, 333, 334, 344, 418, 439, 521, 526, 562, 609, 690, 721, 767, 791, 830, 852, 922, 925, 937]",S47C.tsv
it,1,27,"[3, 8, 27, 43, 45, 48, 49, 52, 57, 61, 67, 69, 76, 77, 80, 85, 87, 95, 96, 98, 103, 120, 121, 125, 127, 129, 180, 189, 194, 195, 203, 207, 209, 216, 232, 242, 306, 309, 310, 315, 340, 350, 354, 356, 369, 414, 427, 437, 439, 448, 450, 451, 453, 455, 456, 457, 458, 460, 462, 483, 505, 523, 555, 556, 565, 575, 576, 579, 582, 585, 587, 588, 589, 591, 596, 597, 612, 613, 614, 616, 618, 627, 642, 644, 647, 655, 656, 657, 680, 681, 682, 688, 701, 705, 714, 718, 725, 750, 751, 756, 763, 771, 791, 792, 829, 840, 843, 845, 852, 854, 855, 856, 857, 858, 862, 867, 870, 916, 919, 920, 923, 939, 941]",S47C.tsv
