Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
have,1,1,"[0, 1, 22, 72, 87, 89, 93, 100, 108, 109, 115, 116, 125, 127, 132, 133, 137, 139, 144, 145, 166, 181, 225, 253, 257, 261, 262, 263, 273, 281, 299, 336, 347, 371, 387, 388, 412, 420, 422, 440, 445, 478, 494, 513, 516, 520, 523, 526, 534, 590, 614, 649, 651, 658, 660, 665, 667, 677, 697, 707, 712, 715, 717, 726, 758, 759, 762, 788, 790, 834, 836, 837, 891, 907, 982, 987, 1029, 1047, 1056, 1068, 1073, 1096, 1108, 1120, 1145, 1146, 1150, 1204, 1242, 1271, 1279, 1282, 1295, 1297, 1307, 1317, 1330, 1349, 1350, 1351, 1352, 1358, 1359, 1368, 1371, 1379, 1394, 1395, 1398, 1402, 1403, 1418, 1427, 1433, 1435, 1446, 1450, 1460, 1481, 1485, 1489, 1497, 1498, 1501, 1520, 1530, 1532, 1571, 1582, 1586, 1617, 1626, 1661, 1683, 1684, 1685, 1765, 1767, 1777, 1803, 1833]",SJRQ.tsv
you,1,6,"[0, 6, 8, 14, 17, 19, 38, 41, 46, 53, 57, 60, 65, 68, 72, 77, 87, 94, 96, 108, 109, 129, 135, 136, 137, 139, 144, 164, 203, 204, 228, 231, 233, 250, 253, 257, 264, 270, 273, 274, 276, 281, 285, 293, 301, 310, 321, 334, 362, 366, 367, 371, 373, 376, 378, 399, 401, 402, 414, 423, 431, 435, 437, 439, 440, 445, 447, 466, 467, 470, 474, 475, 477, 504, 519, 522, 531, 537, 545, 548, 549, 553, 560, 563, 567, 575, 590, 591, 602, 604, 607, 611, 613, 614, 624, 627, 639, 640, 641, 649, 651, 658, 660, 668, 670, 673, 674, 680, 689, 690, 692, 694, 697, 700, 701, 715, 717, 718, 732, 744, 761, 762, 777, 788, 796, 805, 809, 811, 813, 814, 817, 821, 823, 834, 836, 837, 839, 849, 854, 866, 876, 885, 909, 911, 915, 926, 935, 943, 944, 953, 955, 958, 962, 976, 980, 992, 995, 998, 1015, 1017, 1029, 1038, 1042, 1052, 1064, 1066, 1067, 1068, 1078, 1080, 1094, 1098, 1099, 1102, 1108, 1111, 1133, 1137, 1139, 1145, 1146, 1154, 1155, 1160, 1162, 1163, 1164, 1165, 1170, 1172, 1174, 1177, 1178, 1179, 1181, 1185, 1186, 1187, 1188, 1190, 1205, 1206, 1207, 1209, 1211, 1212, 1219, 1221, 1223, 1225, 1227, 1228, 1230, 1231, 1233, 1235, 1236, 1239, 1241, 1243, 1246, 1250, 1252, 1253, 1259, 1260, 1261, 1263, 1264, 1267, 1269, 1271, 1273, 1275, 1277, 1281, 1283, 1284, 1287, 1288, 1289, 1290, 1297, 1298, 1304, 1307, 1308, 1311, 1312, 1314, 1317, 1318, 1319, 1322, 1324, 1325, 1339, 1344, 1348, 1360, 1361, 1362, 1363, 1373, 1375, 1376, 1381, 1386, 1387, 1390, 1404, 1405, 1408, 1427, 1435, 1440, 1442, 1454, 1458, 1463, 1475, 1479, 1489, 1495, 1496, 1497, 1516, 1518, 1519, 1520, 1530, 1535, 1542, 1544, 1564, 1566, 1568, 1570, 1572, 1578, 1579, 1581, 1606, 1610, 1617, 1628, 1631, 1634, 1666, 1667, 1671, 1683, 1684, 1685, 1687, 1693, 1696, 1700, 1701, 1702, 1704, 1720, 1721, 1734, 1738, 1740, 1744, 1749, 1750, 1752, 1755, 1759, 1764, 1769, 1773, 1774, 1777, 1779, 1781, 1782, 1784, 1789, 1791, 1794, 1798, 1803, 1806, 1809, 1810, 1811, 1815, 1818, 1831, 1834]",SJRQ.tsv
get,1,10,"[0, 10, 17, 22, 27, 57, 60, 68, 93, 100, 123, 127, 131, 136, 145, 224, 253, 255, 269, 313, 371, 379, 384, 395, 434, 438, 454, 470, 478, 512, 553, 572, 585, 597, 599, 604, 613, 618, 625, 631, 634, 673, 684, 689, 701, 707, 715, 717, 719, 721, 722, 737, 750, 756, 778, 813, 814, 829, 830, 832, 833, 834, 842, 846, 858, 859, 861, 863, 866, 884, 931, 941, 955, 956, 978, 982, 984, 985, 998, 1027, 1047, 1052, 1055, 1060, 1063, 1066, 1075, 1085, 1088, 1090, 1094, 1100, 1102, 1108, 1115, 1131, 1150, 1167, 1177, 1179, 1181, 1185, 1186, 1190, 1203, 1205, 1206, 1211, 1212, 1214, 1215, 1216, 1219, 1222, 1235, 1236, 1250, 1259, 1260, 1261, 1263, 1264, 1278, 1284, 1299, 1311, 1313, 1314, 1317, 1318, 1331, 1337, 1358, 1373, 1379, 1381, 1382, 1389, 1390, 1398, 1408, 1446, 1448, 1451, 1454, 1472, 1489, 1491, 1518, 1527, 1528, 1550, 1552, 1564, 1566, 1568, 1570, 1571, 1572, 1578, 1581, 1591, 1597, 1600, 1606, 1617, 1623, 1633, 1642, 1685, 1701, 1704, 1705, 1706, 1710, 1721, 1729, 1733, 1737, 1740, 1742, 1745, 1746, 1773, 1776, 1777, 1782, 1787, 1797, 1798, 1802, 1803, 1806, 1807, 1815, 1816, 1818, 1829, 1831, 1835, 1837, 1838, 1839]",SJRQ.tsv
there,1,14,"[0, 14, 145, 147, 175, 179, 234, 253, 338, 352, 373, 423, 469, 478, 482, 507, 509, 511, 534, 661, 825, 891, 895, 901, 931, 958, 963, 1003, 1105, 1207, 1214, 1233, 1234, 1246, 1324, 1327, 1390, 1402, 1408, 1421, 1432, 1453, 1458, 1466, 1623, 1637, 1675, 1750, 1752, 1767, 1814, 1817, 1832]",SJRQ.tsv
so,1,44,"[0, 31, 44, 64, 149, 152, 166, 203, 290, 293, 334, 344, 355, 398, 410, 420, 475, 485, 512, 529, 536, 565, 571, 672, 685, 710, 722, 774, 788, 849, 862, 883, 891, 893, 895, 948, 958, 967, 987, 989, 1051, 1054, 1092, 1096, 1109, 1115, 1127, 1134, 1152, 1153, 1167, 1170, 1177, 1231, 1239, 1246, 1279, 1378, 1393, 1414, 1460, 1509, 1535, 1554, 1583, 1586, 1637, 1658, 1661, 1678, 1691, 1700, 1701, 1728, 1746, 1749, 1779, 1814, 1822]",SJRQ.tsv
you get,2,68,"[0, 68, 371, 470, 613, 673, 701, 715, 717, 834, 998, 1108, 1177, 1179, 1181, 1211, 1284, 1314, 1318, 1381, 1408, 1617, 1773, 1815]",SJRQ.tsv
what,1,90,"[0, 3, 90, 119, 120, 152, 185, 191, 205, 217, 275, 276, 293, 316, 322, 344, 363, 394, 398, 401, 405, 435, 445, 459, 466, 467, 483, 485, 486, 565, 575, 588, 613, 627, 641, 644, 661, 673, 686, 710, 711, 732, 750, 751, 768, 779, 780, 782, 784, 795, 797, 816, 820, 821, 828, 876, 877, 898, 909, 927, 958, 978, 1002, 1015, 1051, 1068, 1077, 1101, 1111, 1136, 1169, 1209, 1215, 1226, 1229, 1239, 1267, 1269, 1271, 1276, 1277, 1279, 1285, 1296, 1313, 1315, 1338, 1382, 1403, 1479, 1497, 1507, 1537, 1542, 1611, 1617, 1638, 1648, 1658, 1662, 1671, 1684, 1701, 1744, 1746, 1760, 1806, 1815, 1834, 1835]",SJRQ.tsv
get there,2,145,"[0, 145]",SJRQ.tsv
have you,2,273,"[0, 109, 273, 371, 715, 717, 762, 834, 1108, 1427, 1497, 1617, 1683]",SJRQ.tsv
what have you get,4,1617,"[0, 1617]",SJRQ.tsv
so what,2,152,"[0, 152, 565, 958, 1746]",SJRQ.tsv
