Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
right,1,161,"[0, 161, 243, 278, 318, 489, 525, 812, 1087, 1237, 1263, 1282, 1497, 1511, 1642, 1748]",S8RC.tsv
yeah,1,5,"[3, 5, 6, 17, 18, 25, 26, 27, 29, 31, 32, 34, 35, 36, 37, 38, 39, 42, 45, 46, 47, 52, 57, 71, 76, 78, 83, 86, 92, 93, 97, 103, 107, 109, 110, 112, 114, 119, 122, 136, 142, 144, 158, 165, 170, 176, 177, 180, 187, 193, 196, 211, 218, 219, 221, 222, 227, 231, 238, 240, 248, 250, 255, 257, 259, 263, 265, 268, 274, 278, 281, 283, 284, 287, 293, 297, 303, 309, 310, 312, 313, 316, 327, 337, 344, 345, 346, 349, 350, 353, 355, 356, 357, 362, 364, 369, 372, 374, 376, 380, 385, 387, 388, 398, 400, 403, 411, 412, 413, 417, 421, 425, 428, 430, 433, 435, 436, 439, 444, 447, 448, 450, 454, 462, 464, 471, 473, 475, 476, 477, 478, 489, 491, 496, 500, 503, 504, 505, 509, 510, 512, 519, 520, 522, 527, 530, 536, 539, 540, 544, 547, 548, 549, 552, 553, 559, 562, 567, 568, 569, 571, 573, 574, 577, 578, 583, 588, 600, 601, 603, 606, 609, 612, 613, 614, 615, 616, 619, 625, 627, 631, 632, 634, 637, 639, 642, 651, 655, 656, 666, 669, 673, 684, 691, 703, 708, 709, 714, 725, 734, 736, 739, 743, 746, 753, 754, 757, 771, 773, 774, 775, 778, 779, 780, 783, 785, 788, 792, 802, 809, 811, 813, 819, 822, 829, 838, 839, 840, 844, 849, 850, 855, 857, 864, 865, 866, 873, 877, 879, 895, 916, 924, 937, 938, 939, 945, 952, 953, 954, 964, 965, 976, 977, 984, 986, 987, 1004, 1006, 1007, 1015, 1017, 1022, 1027, 1028, 1035, 1039, 1041, 1044, 1057, 1064, 1065, 1067, 1070, 1071, 1076, 1078, 1080, 1082, 1084, 1089, 1091, 1092, 1101, 1102, 1103, 1111, 1113, 1118, 1120, 1121, 1127, 1130, 1132, 1133, 1134, 1135, 1137, 1138, 1141, 1145, 1154, 1155, 1158, 1160, 1196, 1201, 1205, 1210, 1212, 1214, 1215, 1220, 1223, 1224, 1226, 1229, 1231, 1247, 1248, 1249, 1251, 1253, 1256, 1258, 1260, 1262, 1264, 1267, 1288, 1291, 1299, 1301, 1302, 1306, 1308, 1309, 1314, 1317, 1334, 1338, 1345, 1352, 1355, 1363, 1368, 1370, 1375, 1379, 1381, 1387, 1388, 1406, 1408, 1414, 1424, 1427, 1430, 1434, 1435, 1438, 1443, 1444, 1448, 1449, 1452, 1456, 1464, 1466, 1474, 1477, 1481, 1488, 1489, 1492, 1497, 1500, 1504, 1506, 1522, 1536, 1539, 1543, 1546, 1553, 1561, 1562, 1577, 1579, 1581, 1583, 1584, 1585, 1587, 1589, 1590, 1595, 1598, 1607, 1615, 1619, 1620, 1621, 1624, 1627, 1630, 1634, 1636, 1637, 1639, 1641, 1648, 1651, 1663, 1665, 1670, 1674, 1678, 1681, 1686, 1687, 1692, 1706, 1708, 1709, 1717, 1727, 1740, 1741, 1746, 1747, 1753, 1757, 1758, 1763, 1764, 1767, 1770, 1774, 1776, 1788, 1795, 1799, 1833, 1836, 1840, 1842, 1846, 1848, 1851, 1859, 1868, 1869, 1887, 1894, 1898, 1903, 1905, 1911, 1913, 1915, 1919, 1920, 1921, 1928, 1932, 1933, 1935, 1936, 1939, 1941, 1942, 1948, 1950, 1951, 1955, 1957, 1959, 1960, 1962, 1968, 1972, 1974, 1975, 1976, 1977, 1980, 1981, 1982, 1983, 1986, 1993, 2000, 2002, 2004, 2005, 2008, 2009, 2012, 2016, 2017, 2023, 2026, 2030, 2033, 2034, 2036, 2050, 2052, 2061, 2064, 2067, 2069, 2071, 2083, 2085, 2088, 2089, 2090]",S8RC.tsv
oh,1,3,"[2, 3, 7, 9, 11, 19, 21, 29, 41, 45, 47, 49, 51, 52, 55, 63, 66, 67, 69, 82, 93, 98, 100, 108, 112, 118, 120, 134, 136, 142, 146, 147, 148, 163, 175, 177, 179, 188, 202, 211, 218, 219, 220, 231, 236, 237, 238, 243, 246, 249, 262, 266, 268, 272, 277, 286, 300, 311, 323, 343, 367, 371, 382, 427, 447, 461, 470, 473, 474, 479, 480, 487, 489, 493, 497, 517, 519, 541, 554, 576, 580, 587, 593, 676, 683, 685, 696, 697, 701, 718, 720, 726, 743, 760, 764, 779, 782, 785, 787, 792, 800, 801, 803, 816, 820, 837, 840, 847, 851, 868, 910, 935, 943, 979, 989, 1014, 1039, 1048, 1050, 1069, 1071, 1074, 1077, 1082, 1083, 1085, 1087, 1100, 1101, 1102, 1108, 1122, 1137, 1142, 1143, 1152, 1159, 1161, 1163, 1167, 1191, 1212, 1237, 1247, 1265, 1276, 1282, 1284, 1297, 1308, 1340, 1370, 1374, 1385, 1390, 1396, 1409, 1452, 1481, 1487, 1497, 1511, 1513, 1514, 1517, 1518, 1520, 1527, 1530, 1534, 1538, 1539, 1545, 1549, 1558, 1567, 1572, 1630, 1659, 1682, 1687, 1697, 1706, 1707, 1713, 1722, 1746, 1751, 1791, 1792, 1805, 1828, 1832, 1834, 1882, 1916, 1918, 1959, 1966, 1975, 1984, 1990, 2007, 2040, 2060, 2062, 2085, 2087]",S8RC.tsv
oh that's,2,41,"[3, 41, 108, 134]",S8RC.tsv
that's,1,5,"[3, 5, 13, 34, 41, 45, 104, 106, 108, 112, 127, 134, 157, 182, 233, 235, 239, 242, 266, 267, 269, 321, 344, 346, 397, 402, 419, 420, 426, 465, 507, 716, 761, 762, 805, 807, 813, 920, 923, 964, 970, 987, 1051, 1055, 1066, 1154, 1199, 1201, 1250, 1265, 1275, 1293, 1304, 1327, 1428, 1436, 1489, 1568, 1585, 1587, 1596, 1602, 1603, 1642, 1676, 1679, 1687, 1706, 1715, 1719, 1738, 1764, 1778, 1798, 1801, 1850, 1884, 1886, 1910, 1999, 2006, 2055, 2074]",S8RC.tsv
there,1,4,"[1, 2, 4, 5, 37, 49, 98, 112, 130, 149, 172, 173, 204, 239, 262, 285, 293, 294, 299, 331, 395, 397, 401, 403, 519, 520, 537, 544, 551, 632, 650, 661, 668, 670, 683, 695, 806, 807, 823, 828, 944, 948, 1013, 1124, 1144, 1208, 1384, 1395, 1399, 1437, 1616, 1628, 1629, 1635, 1642, 1643, 1657, 1667, 1672, 1784, 1785, 1795, 1797, 1825, 1840, 1849, 1896, 1897, 2007, 2032, 2070, 2074]",S8RC.tsv
go,1,9,"[4, 5, 9, 12, 16, 63, 74, 76, 82, 178, 210, 217, 256, 262, 282, 310, 349, 395, 410, 463, 486, 492, 514, 520, 537, 548, 550, 623, 661, 708, 711, 735, 752, 755, 758, 803, 812, 823, 879, 941, 968, 1064, 1110, 1115, 1117, 1172, 1179, 1184, 1235, 1275, 1344, 1387, 1416, 1424, 1548, 1610, 1616, 1619, 1622, 1635, 1638, 1644, 1645, 1672, 1683, 1690, 1733, 1744, 1745, 1775, 1840, 1882, 1897, 2043, 2052]",S8RC.tsv
that,1,13,"[4, 13, 39, 44, 48, 64, 72, 76, 82, 87, 90, 91, 94, 96, 102, 112, 117, 139, 140, 157, 171, 173, 178, 187, 189, 191, 202, 210, 233, 234, 235, 239, 242, 243, 244, 245, 255, 256, 258, 282, 283, 285, 291, 308, 321, 324, 349, 365, 371, 373, 375, 377, 378, 388, 416, 421, 424, 427, 433, 442, 446, 460, 463, 466, 467, 501, 514, 533, 535, 536, 551, 555, 558, 570, 581, 610, 628, 640, 645, 652, 703, 707, 719, 727, 738, 740, 742, 743, 749, 750, 751, 756, 762, 763, 777, 789, 792, 798, 845, 846, 848, 854, 856, 877, 891, 892, 904, 913, 922, 931, 937, 948, 954, 990, 1023, 1024, 1090, 1093, 1101, 1102, 1104, 1106, 1122, 1144, 1146, 1156, 1157, 1162, 1176, 1198, 1201, 1204, 1207, 1208, 1215, 1221, 1222, 1224, 1242, 1246, 1272, 1275, 1280, 1293, 1304, 1320, 1328, 1334, 1343, 1344, 1351, 1355, 1357, 1360, 1367, 1370, 1395, 1416, 1420, 1422, 1435, 1440, 1472, 1473, 1481, 1483, 1486, 1495, 1496, 1498, 1505, 1513, 1525, 1526, 1535, 1550, 1556, 1559, 1587, 1612, 1616, 1628, 1638, 1642, 1644, 1655, 1666, 1671, 1680, 1682, 1696, 1707, 1719, 1732, 1735, 1742, 1744, 1754, 1762, 1763, 1780, 1787, 1804, 1815, 1819, 1840, 1844, 1856, 1858, 1868, 1904, 1929, 1958, 1959, 2011, 2082, 2084]",S8RC.tsv
so,1,5,"[4, 5, 16, 34, 57, 102, 104, 133, 149, 168, 249, 285, 326, 334, 342, 344, 346, 348, 365, 366, 378, 399, 410, 438, 445, 446, 463, 506, 520, 527, 542, 558, 561, 562, 581, 604, 645, 646, 657, 671, 723, 727, 737, 750, 751, 758, 759, 768, 783, 796, 879, 931, 948, 956, 985, 987, 1023, 1087, 1162, 1177, 1194, 1201, 1218, 1230, 1241, 1266, 1275, 1277, 1286, 1336, 1348, 1353, 1357, 1360, 1404, 1428, 1434, 1436, 1559, 1568, 1573, 1575, 1576, 1578, 1587, 1593, 1602, 1642, 1674, 1716, 1721, 1728, 1732, 1738, 1742, 1744, 1759, 1761, 1763, 1764, 1785, 1792, 1794, 1796, 1807, 1810, 1811, 1829, 1830, 1837, 1840, 1852, 1858, 1882, 1906, 1963, 1971, 1987, 1988, 2013, 2035, 2047, 2051, 2054, 2057, 2061, 2065, 2068, 2082, 2085]",S8RC.tsv
that go,2,282,"[4, 282]",S8RC.tsv
