Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
it be,2,3,"[0, 2, 3, 15, 19, 21, 33, 63, 124, 148, 160, 206, 231, 265, 267, 331, 381, 412, 415, 445, 446, 564, 598, 616, 632, 638, 652, 655, 665, 690, 693, 700, 745, 755, 830, 835, 871, 917, 922, 926, 928, 979, 1008, 1105, 1115, 1125, 1138, 1189, 1214, 1223, 1238, 1239, 1242, 1247, 1312, 1401, 1417]",SFER.tsv
yeah,1,3,"[0, 3, 9, 15, 19, 20, 25, 26, 37, 41, 43, 53, 57, 60, 61, 62, 63, 64, 65, 66, 70, 72, 91, 103, 105, 107, 113, 117, 119, 124, 125, 128, 131, 132, 134, 139, 141, 148, 150, 154, 155, 156, 157, 158, 160, 161, 174, 175, 178, 179, 182, 187, 195, 197, 199, 202, 210, 215, 216, 217, 218, 220, 224, 239, 240, 254, 268, 272, 274, 288, 290, 291, 295, 301, 303, 305, 307, 309, 313, 315, 319, 322, 324, 328, 329, 332, 333, 336, 339, 349, 353, 359, 361, 365, 370, 372, 373, 374, 387, 388, 389, 392, 394, 395, 396, 398, 409, 411, 412, 414, 416, 417, 419, 427, 430, 431, 434, 438, 439, 446, 447, 449, 450, 451, 452, 457, 461, 466, 468, 469, 471, 478, 482, 487, 489, 490, 496, 500, 503, 507, 512, 516, 528, 537, 541, 544, 548, 550, 552, 571, 573, 578, 583, 585, 588, 605, 627, 629, 640, 641, 646, 648, 652, 653, 654, 659, 663, 664, 669, 679, 683, 685, 687, 698, 713, 716, 727, 731, 735, 738, 739, 740, 746, 747, 749, 752, 759, 760, 761, 763, 766, 774, 785, 786, 794, 798, 800, 814, 818, 820, 822, 823, 826, 828, 830, 833, 835, 850, 852, 854, 856, 861, 863, 865, 866, 872, 873, 875, 878, 879, 885, 888, 890, 898, 901, 905, 906, 907, 909, 913, 918, 919, 920, 921, 923, 924, 925, 927, 931, 935, 944, 945, 947, 951, 953, 955, 957, 967, 969, 971, 973, 975, 983, 985, 987, 989, 991, 995, 1000, 1001, 1007, 1013, 1017, 1037, 1038, 1039, 1051, 1054, 1056, 1057, 1060, 1065, 1069, 1076, 1077, 1079, 1083, 1089, 1095, 1097, 1099, 1104, 1108, 1112, 1114, 1116, 1120, 1122, 1124, 1126, 1129, 1133, 1134, 1144, 1149, 1150, 1154, 1156, 1168, 1178, 1180, 1186, 1188, 1190, 1192, 1198, 1206, 1209, 1212, 1217, 1221, 1223, 1225, 1231, 1237, 1244, 1247, 1249, 1252, 1260, 1262, 1263, 1269, 1271, 1274, 1276, 1282, 1284, 1286, 1289, 1293, 1297, 1301, 1304, 1305, 1308, 1309, 1310, 1312, 1319, 1327, 1333, 1335, 1336, 1337, 1339, 1353, 1369, 1371, 1385, 1397, 1401, 1408, 1416, 1418, 1422, 1425]",SFER.tsv
be,1,3,"[0, 2, 3, 4, 5, 11, 15, 16, 17, 18, 19, 21, 25, 33, 42, 45, 54, 57, 63, 74, 79, 80, 81, 82, 84, 90, 95, 96, 99, 104, 108, 111, 124, 130, 143, 148, 159, 160, 162, 167, 175, 179, 189, 206, 208, 228, 231, 233, 242, 244, 247, 252, 254, 264, 265, 267, 269, 276, 281, 283, 289, 290, 300, 304, 306, 308, 312, 318, 321, 323, 331, 337, 344, 352, 366, 371, 379, 381, 391, 397, 402, 405, 412, 415, 422, 424, 444, 445, 446, 453, 458, 467, 477, 483, 488, 492, 505, 508, 510, 517, 518, 519, 520, 542, 553, 554, 559, 561, 564, 576, 577, 578, 579, 581, 587, 589, 598, 600, 609, 612, 613, 616, 618, 620, 624, 628, 632, 634, 638, 647, 649, 652, 653, 655, 660, 661, 662, 665, 667, 669, 671, 675, 676, 682, 684, 690, 692, 693, 695, 696, 700, 704, 706, 712, 716, 721, 724, 728, 745, 755, 758, 765, 769, 770, 779, 784, 791, 808, 815, 825, 830, 832, 834, 835, 836, 842, 851, 860, 864, 866, 869, 871, 876, 877, 887, 890, 891, 892, 893, 905, 916, 917, 918, 922, 924, 926, 928, 930, 932, 934, 940, 944, 946, 957, 960, 966, 968, 970, 972, 979, 980, 988, 990, 993, 995, 999, 1000, 1008, 1010, 1012, 1014, 1028, 1032, 1034, 1036, 1038, 1045, 1053, 1059, 1060, 1068, 1070, 1074, 1078, 1080, 1086, 1088, 1091, 1098, 1100, 1105, 1107, 1109, 1111, 1115, 1119, 1121, 1122, 1125, 1127, 1135, 1138, 1143, 1148, 1149, 1157, 1177, 1183, 1185, 1189, 1191, 1194, 1195, 1204, 1205, 1208, 1214, 1216, 1220, 1222, 1223, 1224, 1226, 1234, 1236, 1238, 1239, 1242, 1247, 1249, 1256, 1261, 1265, 1267, 1271, 1279, 1281, 1293, 1294, 1296, 1300, 1306, 1311, 1312, 1315, 1332, 1337, 1346, 1352, 1357, 1361, 1364, 1366, 1373, 1384, 1386, 1391, 1392, 1398, 1401, 1410, 1417, 1419, 1423, 1424, 1428]",SFER.tsv
oh,1,3,"[0, 3, 7, 14, 15, 33, 48, 52, 60, 80, 95, 105, 121, 122, 126, 145, 152, 158, 160, 169, 173, 207, 230, 238, 248, 256, 260, 269, 279, 285, 287, 295, 355, 356, 362, 384, 392, 414, 416, 425, 437, 442, 509, 570, 595, 601, 604, 606, 627, 633, 639, 648, 652, 683, 691, 698, 716, 728, 737, 741, 763, 771, 778, 780, 784, 787, 796, 797, 801, 805, 807, 814, 816, 833, 862, 865, 867, 868, 875, 922, 931, 935, 940, 941, 944, 949, 1005, 1061, 1143, 1166, 1243, 1251, 1253, 1266, 1271, 1276, 1324, 1352, 1353, 1358, 1363, 1391, 1399, 1402]",SFER.tsv
it,1,3,"[0, 2, 3, 6, 11, 15, 16, 18, 19, 21, 25, 29, 33, 34, 40, 63, 66, 75, 81, 89, 101, 108, 119, 124, 148, 159, 160, 168, 203, 206, 208, 216, 225, 226, 227, 231, 232, 234, 236, 240, 255, 259, 265, 267, 271, 272, 284, 306, 323, 331, 343, 350, 357, 358, 360, 361, 366, 381, 404, 405, 411, 412, 415, 424, 436, 444, 445, 446, 464, 469, 475, 479, 481, 494, 495, 507, 508, 510, 512, 513, 515, 521, 553, 554, 564, 566, 568, 569, 577, 578, 579, 581, 589, 598, 616, 617, 628, 632, 634, 635, 638, 650, 652, 655, 657, 658, 665, 666, 671, 673, 685, 690, 692, 693, 695, 696, 700, 704, 706, 712, 715, 719, 720, 730, 741, 742, 745, 748, 751, 753, 755, 756, 760, 763, 778, 779, 783, 784, 795, 797, 799, 808, 810, 812, 815, 820, 821, 824, 830, 835, 836, 842, 844, 860, 862, 864, 869, 871, 874, 876, 880, 887, 889, 890, 904, 912, 914, 916, 917, 922, 924, 926, 928, 930, 933, 944, 946, 948, 950, 954, 968, 970, 976, 979, 1004, 1006, 1008, 1010, 1012, 1014, 1018, 1026, 1028, 1030, 1036, 1037, 1050, 1053, 1078, 1084, 1088, 1098, 1100, 1105, 1115, 1117, 1119, 1121, 1125, 1127, 1130, 1131, 1133, 1135, 1138, 1143, 1146, 1149, 1153, 1158, 1161, 1171, 1175, 1179, 1183, 1185, 1189, 1191, 1194, 1195, 1201, 1208, 1212, 1214, 1216, 1223, 1234, 1238, 1239, 1242, 1245, 1246, 1247, 1261, 1265, 1269, 1271, 1273, 1275, 1281, 1285, 1292, 1294, 1296, 1308, 1311, 1312, 1315, 1318, 1326, 1348, 1352, 1366, 1370, 1372, 1375, 1376, 1378, 1400, 1401, 1405, 1407, 1417, 1419, 1423]",SFER.tsv
there,1,3,"[0, 3, 4, 5, 6, 25, 45, 54, 63, 67, 68, 69, 74, 79, 84, 90, 93, 96, 99, 104, 130, 149, 153, 167, 170, 264, 265, 269, 284, 306, 308, 318, 323, 337, 352, 360, 383, 402, 405, 436, 483, 609, 643, 652, 667, 692, 704, 706, 728, 765, 766, 788, 808, 832, 864, 887, 890, 891, 905, 908, 940, 944, 970, 978, 980, 986, 988, 990, 992, 993, 995, 999, 1001, 1010, 1014, 1023, 1037, 1038, 1053, 1064, 1078, 1080, 1088, 1109, 1121, 1123, 1127, 1135, 1143, 1148, 1159, 1203, 1224, 1226, 1232, 1234, 1242, 1259, 1263, 1265, 1267, 1269, 1271, 1275, 1283, 1290, 1296, 1306, 1314, 1318, 1349, 1351, 1392, 1393, 1401]",SFER.tsv
you,1,12,"[0, 11, 12, 15, 16, 17, 22, 25, 29, 42, 54, 56, 63, 67, 80, 85, 87, 89, 93, 102, 120, 122, 124, 130, 135, 140, 142, 144, 158, 189, 190, 191, 198, 208, 213, 225, 226, 227, 246, 255, 258, 265, 269, 273, 281, 286, 306, 308, 310, 314, 316, 317, 321, 323, 327, 328, 339, 343, 350, 351, 352, 354, 360, 364, 365, 366, 368, 371, 372, 376, 390, 395, 397, 398, 400, 404, 406, 410, 424, 436, 444, 467, 469, 471, 473, 481, 483, 486, 488, 490, 492, 493, 495, 501, 502, 504, 505, 507, 513, 515, 519, 520, 524, 525, 527, 535, 536, 538, 542, 543, 546, 554, 559, 564, 568, 588, 590, 603, 607, 624, 650, 652, 655, 662, 669, 672, 673, 682, 688, 689, 692, 697, 700, 704, 706, 724, 725, 732, 733, 736, 741, 744, 745, 753, 769, 772, 780, 782, 788, 790, 792, 795, 797, 799, 803, 806, 808, 809, 812, 813, 815, 820, 834, 835, 860, 862, 871, 876, 882, 887, 894, 899, 900, 914, 924, 926, 928, 929, 933, 938, 944, 946, 953, 957, 960, 980, 982, 988, 990, 994, 996, 998, 1004, 1010, 1014, 1018, 1026, 1028, 1040, 1041, 1050, 1059, 1066, 1072, 1078, 1086, 1087, 1088, 1090, 1091, 1100, 1102, 1107, 1109, 1111, 1119, 1127, 1133, 1137, 1149, 1155, 1165, 1175, 1193, 1194, 1196, 1204, 1208, 1213, 1214, 1217, 1234, 1236, 1249, 1257, 1263, 1267, 1269, 1275, 1277, 1279, 1285, 1288, 1290, 1294, 1296, 1298, 1302, 1303, 1306, 1308, 1309, 1311, 1327, 1332, 1341, 1344, 1346, 1349, 1366, 1370, 1378, 1384, 1385, 1392, 1397, 1401, 1404, 1407, 1410, 1411, 1416, 1417, 1419, 1421, 1423, 1426, 1428]",SFER.tsv
no,1,12,"[0, 2, 4, 11, 12, 30, 31, 38, 44, 47, 55, 74, 80, 82, 86, 94, 109, 110, 115, 145, 159, 226, 247, 259, 260, 280, 284, 289, 296, 340, 368, 370, 371, 379, 381, 401, 402, 403, 405, 407, 408, 424, 454, 474, 476, 480, 481, 493, 498, 502, 532, 534, 538, 546, 547, 548, 559, 560, 561, 562, 569, 574, 589, 591, 592, 600, 694, 721, 744, 754, 770, 797, 816, 835, 845, 846, 870, 883, 884, 895, 930, 934, 980, 994, 997, 998, 1008, 1019, 1021, 1022, 1036, 1043, 1088, 1109, 1133, 1205, 1214, 1219, 1238, 1261, 1278, 1294, 1342, 1351, 1360, 1380, 1381, 1382, 1393, 1404, 1406, 1409, 1426, 1427, 1429, 1431]",SFER.tsv
i,1,27,"[0, 6, 11, 15, 16, 25, 27, 28, 34, 44, 54, 63, 76, 80, 88, 98, 111, 121, 152, 153, 156, 207, 208, 226, 233, 234, 253, 255, 269, 276, 280, 281, 287, 295, 300, 308, 312, 335, 338, 341, 356, 366, 388, 394, 408, 411, 413, 415, 418, 422, 424, 426, 467, 506, 509, 511, 522, 524, 546, 555, 559, 564, 568, 589, 598, 616, 617, 621, 628, 632, 634, 650, 652, 662, 676, 705, 706, 719, 726, 730, 734, 738, 741, 742, 745, 748, 749, 751, 757, 764, 789, 802, 803, 812, 815, 817, 821, 844, 851, 862, 864, 866, 869, 897, 917, 924, 926, 935, 944, 950, 952, 956, 958, 961, 964, 968, 976, 995, 1013, 1043, 1060, 1063, 1069, 1071, 1082, 1087, 1101, 1109, 1111, 1115, 1117, 1119, 1131, 1133, 1135, 1149, 1166, 1183, 1193, 1195, 1197, 1201, 1205, 1209, 1212, 1214, 1216, 1218, 1220, 1228, 1234, 1238, 1239, 1242, 1249, 1256, 1259, 1269, 1271, 1273, 1275, 1276, 1277, 1281, 1283, 1287, 1289, 1290, 1338, 1340, 1342, 1345, 1348, 1352, 1356, 1360, 1364, 1366, 1382, 1386, 1405, 1406, 1410, 1412, 1414, 1432]",SFER.tsv
yes,1,33,"[0, 33, 36, 48, 50, 88, 209, 235, 299, 325, 430, 445, 495, 520, 599, 615, 616, 618, 758, 814, 964, 966, 1000, 1011, 1020, 1173, 1186, 1271, 1393]",SFER.tsv
