Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
have,1,3,"[0, 3, 5, 8, 14, 20, 44, 53, 55, 63, 89, 111, 148, 166, 179, 181, 215, 219, 228, 261, 307, 318, 321, 352, 356, 359, 372, 374, 377]",S7DT.tsv
you,1,22,"[0, 13, 15, 20, 22, 23, 24, 27, 28, 33, 35, 36, 38, 39, 42, 43, 44, 45, 48, 50, 51, 52, 53, 55, 57, 59, 60, 64, 65, 67, 68, 78, 80, 81, 84, 86, 87, 98, 104, 107, 111, 113, 119, 121, 139, 144, 148, 150, 151, 153, 166, 170, 184, 195, 196, 201, 202, 204, 205, 212, 215, 226, 228, 231, 240, 243, 244, 245, 248, 252, 261, 266, 272, 273, 276, 278, 286, 287, 301, 318, 319, 322, 325, 327, 335, 353, 359, 360, 365, 368, 372, 374, 377, 378, 380, 386, 391, 402, 411, 413, 415, 418, 419, 420]",S7DT.tsv
you have,2,44,"[0, 44, 53, 359, 374]",S7DT.tsv
do,1,44,"[0, 4, 6, 44, 64, 65, 68, 77, 89, 128, 142, 146, 152, 170, 178, 206, 209, 231, 232, 243, 244, 250, 273, 278, 286, 321, 325, 326, 328, 335, 348, 352, 368, 381, 382, 387, 391, 395, 397, 407, 408, 415, 418, 424]",S7DT.tsv
what,1,50,"[0, 4, 6, 25, 29, 50, 57, 59, 60, 77, 78, 128, 166, 179, 180, 206, 222, 270, 286, 287, 291, 299, 349, 363, 364, 371, 373, 377, 397, 403, 417]",S7DT.tsv
phone,1,7,"[0, 7, 53, 59, 62, 83, 93, 104, 114, 117, 124, 128, 134, 150, 151, 161, 166, 170, 179, 199, 204, 206, 215, 228, 231, 232, 238, 254, 260, 286, 294, 295, 303, 306, 315, 318, 321, 324, 338, 349, 359, 368, 372]",S7DT.tsv
do you,2,65,"[0, 64, 65, 170, 243, 244, 278, 286, 325, 391]",S7DT.tsv
what what,2,179,"[0, 4, 179]",S7DT.tsv
i've get an iphone,4,2,"[1, 2, 110]",S7DT.tsv
newest one,2,3,"[2, 3]",S7DT.tsv
four,1,3,"[2, 3, 57, 212, 423]",S7DT.tsv
the,1,3,"[2, 3, 4, 9, 16, 20, 22, 25, 28, 43, 44, 48, 49, 51, 53, 57, 59, 61, 62, 65, 68, 78, 81, 93, 97, 98, 101, 103, 104, 121, 134, 138, 146, 148, 149, 166, 177, 179, 181, 182, 185, 186, 199, 202, 212, 215, 216, 219, 233, 234, 237, 238, 240, 243, 245, 248, 254, 257, 260, 275, 276, 286, 288, 291, 292, 301, 306, 307, 313, 321, 330, 335, 341, 352, 357, 366, 368, 369, 374, 377, 382, 399, 401, 403, 406, 409, 423, 426, 429]",S7DT.tsv
an,1,14,"[1, 2, 5, 13, 14, 15, 104, 109, 110, 147, 228, 313, 329, 374, 401, 419]",S7DT.tsv
be,1,8,"[2, 8, 9, 11, 13, 14, 15, 17, 18, 19, 22, 25, 27, 29, 31, 43, 47, 48, 49, 57, 59, 63, 66, 71, 75, 93, 97, 111, 114, 116, 117, 118, 127, 147, 157, 162, 166, 167, 168, 169, 170, 173, 175, 177, 179, 180, 181, 185, 199, 216, 218, 219, 220, 223, 226, 232, 234, 240, 242, 243, 248, 252, 254, 266, 287, 289, 291, 299, 300, 301, 319, 321, 322, 330, 342, 343, 345, 349, 351, 354, 355, 356, 361, 362, 367, 368, 371, 377, 378, 382, 384, 387, 390, 395, 401, 402, 406, 413, 419, 423, 429, 432, 433, 435]",S7DT.tsv
