Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
with,1,11,"[0, 11, 89, 208, 217, 225, 240, 257]",S8YL.tsv
and,1,10,"[3, 10, 11, 15, 22, 29, 31, 35, 38, 42, 43, 50, 59, 61, 62, 65, 68, 79, 82, 89, 96, 100, 116, 131, 135, 138, 153, 154, 155, 156, 159, 161, 165, 185, 188, 191, 199, 208, 210, 217, 225, 242, 243, 247, 255, 257, 264]",S8YL.tsv
mm,1,5,"[4, 5, 9, 12, 19, 23, 36, 37, 41, 43, 45, 52, 54, 55, 60, 82, 88, 110, 111, 129, 132, 136, 137, 146, 160, 169, 174, 175, 177, 178, 190, 202, 207, 218, 233, 248, 253, 256]",S8YL.tsv
mm mm,2,52,"[5, 52]",S8YL.tsv
hmm,1,25,"[14, 25, 136, 200, 203, 204]",S8YL.tsv
the,1,22,"[1, 6, 11, 13, 15, 16, 17, 20, 22, 27, 35, 38, 42, 50, 62, 64, 66, 73, 80, 89, 99, 100, 102, 114, 116, 117, 128, 131, 149, 153, 157, 165, 180, 197, 225, 226, 245, 247, 250, 254, 257, 260]",S8YL.tsv
they're,1,22,"[1, 2, 21, 22, 25, 42, 65, 67, 84, 105, 106, 107, 108, 125, 131, 135, 210, 215, 219, 222, 242]",S8YL.tsv
they're all,2,22,"[21, 22, 25]",S8YL.tsv
all,1,21,"[11, 17, 20, 21, 22, 25, 27, 31, 35, 43, 131, 188, 193, 196, 197, 199, 201, 226, 242, 253, 257, 260, 266]",S8YL.tsv
so,1,42,"[22, 42, 117, 165, 187, 257]",S8YL.tsv
well,1,27,"[1, 27, 77, 100, 104, 149, 150, 176, 187, 197, 209, 211, 214, 226, 230, 257]",S8YL.tsv
in,1,27,"[1, 11, 20, 27, 35, 38, 42, 56, 68, 75, 77, 79, 100, 109, 116, 128, 131, 138, 145, 149, 157, 167, 182, 188, 197, 217, 226, 255]",S8YL.tsv
be,1,27,"[4, 6, 11, 13, 15, 27, 30, 31, 33, 34, 35, 38, 42, 46, 53, 59, 61, 62, 63, 73, 79, 81, 84, 85, 86, 87, 89, 91, 102, 104, 105, 109, 112, 131, 138, 141, 143, 148, 153, 154, 155, 157, 167, 176, 179, 180, 181, 188, 197, 199, 201, 213, 225, 240, 241, 244, 250, 257, 263, 264]",S8YL.tsv
ones,1,27,"[10, 16, 27, 81, 242]",S8YL.tsv
be all,2,35,"[27, 31, 35, 188, 197]",S8YL.tsv
those,1,35,"[27, 35, 94, 96, 215]",S8YL.tsv
they,1,31,"[1, 4, 7, 11, 13, 17, 30, 31, 33, 34, 63, 73, 80, 81, 83, 100, 103, 105, 112, 114, 116, 117, 119, 120, 121, 123, 131, 133, 154, 155, 159, 188, 199, 201, 219, 222, 241, 242, 243, 244, 245, 255, 257]",S8YL.tsv
they be,2,31,"[4, 11, 31, 33, 34, 63, 73, 81, 154, 155, 188, 241, 257]",S8YL.tsv
like,1,31,"[7, 25, 31, 35, 38, 50, 53, 61, 65, 67, 79, 81, 86, 96, 104, 109, 112, 114, 123, 124, 128, 194, 212, 215, 221, 239, 250]",S8YL.tsv
and go,2,35,"[31, 35]",S8YL.tsv
really,1,49,"[31, 34, 49, 61, 83, 124, 171, 230, 244]",S8YL.tsv
go,1,31,"[11, 13, 15, 31, 35, 58, 109, 117, 149, 226, 239, 242, 253, 257, 263, 266]",S8YL.tsv
weren't,1,34,"[7, 34, 63, 78, 80]",S8YL.tsv
yeah,1,39,"[7, 16, 18, 21, 24, 26, 28, 32, 35, 39, 51, 62, 68, 69, 76, 81, 85, 90, 94, 97, 100, 101, 104, 109, 115, 120, 125, 127, 130, 134, 139, 143, 151, 157, 158, 163, 166, 170, 173, 179, 183, 184, 186, 189, 190, 195, 209, 216, 219, 220, 227, 246, 249]",S8YL.tsv
them,1,43,"[4, 11, 42, 43, 68, 75, 89, 99, 114, 116, 121, 188, 192, 193, 212, 242, 243]",S8YL.tsv
no,1,44,"[43, 44, 47, 48, 71, 72, 73, 74, 108, 142, 149, 150, 153, 188, 197, 233, 235, 243, 253, 254, 261]",S8YL.tsv
at,1,43,"[6, 11, 43, 79, 215]",S8YL.tsv
mm and,2,82,"[43, 82]",S8YL.tsv
on,1,102,"[43, 102, 105, 106, 107, 108, 117, 140, 141, 149, 161, 188, 239, 243, 247, 250, 254, 255, 257, 263]",S8YL.tsv
there's,1,121,"[43, 121, 206, 234]",S8YL.tsv
just,1,46,"[1, 38, 46, 61, 70, 82, 102, 135, 143, 165, 188, 194, 218, 219, 243]",S8YL.tsv
it's,1,46,"[11, 25, 35, 46, 50, 56, 57, 59, 70, 98, 99, 114, 118, 119, 122, 123, 124, 128, 133, 138, 187, 209, 253]",S8YL.tsv
it,1,46,"[35, 46, 53, 56, 57, 58, 59, 61, 79, 84, 86, 91, 92, 93, 95, 103, 104, 109, 117, 128, 131, 142, 148, 150, 153, 162, 179, 180, 181, 188, 197, 199, 201, 208, 216, 217, 225, 226, 242, 244, 245, 247, 255, 257, 266]",S8YL.tsv
not,1,46,"[42, 46, 64, 105, 120, 211, 214]",S8YL.tsv
it's just,2,70,"[46, 70]",S8YL.tsv
right,1,46,"[36, 46, 158, 166, 228]",S8YL.tsv
it's like,2,50,"[25, 50, 123, 124, 128]",S8YL.tsv
fruit,1,50,"[35, 50]",S8YL.tsv
of,1,50,"[6, 11, 50, 62, 64, 66, 73, 80, 89, 114, 116, 138, 185, 188, 206, 221, 245, 254, 260]",S8YL.tsv
have to,2,11,"[4, 11, 53, 61, 68, 91, 93, 100, 131, 254, 255]",S8YL.tsv
have,1,53,"[4, 11, 29, 42, 53, 61, 68, 85, 91, 93, 100, 131, 135, 199, 234, 235, 239, 243, 254, 255, 257, 259, 263, 266]",S8YL.tsv
to,1,53,"[2, 4, 11, 15, 29, 35, 53, 59, 61, 62, 68, 78, 79, 89, 91, 93, 100, 131, 135, 143, 157, 159, 165, 167, 208, 209, 236, 242, 244, 250, 254, 255, 257]",S8YL.tsv
this,1,53,"[7, 11, 35, 49, 53, 121, 131, 153, 157, 161, 188, 243, 257, 259, 266]",S8YL.tsv
get,1,53,"[11, 35, 53, 56, 68, 73, 77, 79, 84, 86, 89, 96, 100, 109, 116, 138, 157, 208, 215, 228, 232, 236, 239, 255, 257, 264]",S8YL.tsv
you,1,53,"[11, 35, 38, 42, 53, 61, 68, 78, 82, 95, 96, 109, 126, 138, 143, 145, 176, 187, 208, 210, 215, 217, 221, 232, 233, 234, 240, 247, 252, 254, 255, 257]",S8YL.tsv
eighteen,1,58,"[53, 58]",S8YL.tsv
look like,2,86,"[53, 86]",S8YL.tsv
why,1,86,"[53, 86, 244]",S8YL.tsv
alcohol,1,58,"[56, 58]",S8YL.tsv
a,1,62,"[1, 59, 62, 64, 65, 66, 67, 68, 100, 114, 125, 157, 172, 180, 188, 257]",S8YL.tsv
use to,2,35,"[11, 29, 35, 59, 61, 62, 68, 79, 100, 250]",S8YL.tsv
the size of a wagon wheel,6,64,"[62, 64]",S8YL.tsv
wagon wheel,2,64,"[62, 64, 68]",S8YL.tsv
the size of a,4,66,"[62, 66]",S8YL.tsv
a wagon wheel,3,68,"[62, 68]",S8YL.tsv
don't,1,65,"[1, 17, 65, 91, 96, 106, 114, 118, 119, 120, 188, 208, 237, 242, 244, 245, 255]",S8YL.tsv
i,1,65,"[4, 11, 65, 70, 75, 77, 85, 87, 91, 93, 106, 114, 118, 119, 122, 142, 143, 149, 171, 172, 188, 208, 212, 215, 224, 230, 240, 242, 244, 251, 260]",S8YL.tsv
know,1,65,"[11, 35, 65, 106, 114, 171, 188, 208, 244, 257]",S8YL.tsv
wheel,1,65,"[62, 64, 65, 67, 68]",S8YL.tsv
and now,2,65,"[59, 61, 65, 82]",S8YL.tsv
i don't know,3,119,"[65, 106, 114, 119, 188, 208, 244]",S8YL.tsv
now,1,148,"[59, 61, 65, 148, 155, 180]",S8YL.tsv
them in,2,75,"[68, 75, 116]",S8YL.tsv
cos,1,75,"[11, 70, 75, 232, 245]",S8YL.tsv
two,1,82,"[75, 82, 185]",S8YL.tsv
remember,1,149,"[75, 149]",S8YL.tsv
but,1,84,"[6, 35, 80, 84, 91, 99, 109, 114, 119, 150, 157, 197, 206, 208, 214, 247, 251, 257, 264]",S8YL.tsv
that's,1,84,"[36, 38, 64, 79, 84, 86, 117, 135, 143, 158, 166, 178, 208, 210, 216, 233]",S8YL.tsv
get smaller,2,84,"[73, 84, 86]",S8YL.tsv
be get,2,86,"[84, 86, 138, 257, 264]",S8YL.tsv
people,1,89,"[84, 89, 96, 99, 138]",S8YL.tsv
weird,1,84,"[57, 84, 85, 118, 121, 162]",S8YL.tsv
apart from,2,180,"[84, 180]",S8YL.tsv
from,1,180,"[84, 109, 112, 180]",S8YL.tsv
that,1,99,"[11, 13, 15, 42, 49, 59, 73, 77, 79, 80, 85, 89, 91, 96, 99, 131, 138, 139, 148, 150, 156, 167, 171, 176, 180, 187, 188, 194, 199, 250, 257, 260]",S8YL.tsv
fee them,2,121,"[99, 121, 242]",S8YL.tsv
who,1,100,"[99, 100, 164, 260]",S8YL.tsv
be like,2,104,"[35, 81, 104, 109]",S8YL.tsv
they're on,2,108,"[106, 107, 108]",S8YL.tsv
benefit,1,108,"[106, 107, 108]",S8YL.tsv
yeah but,2,109,"[35, 109, 157]",S8YL.tsv
go in,2,109,"[35, 109]",S8YL.tsv
i think,2,114,"[70, 114, 142, 251]",S8YL.tsv
like they,2,123,"[114, 123]",S8YL.tsv
in the,2,116,"[1, 35, 38, 116, 128, 149, 157, 197, 226]",S8YL.tsv
because,1,116,"[4, 91, 116, 131, 157, 167, 199, 255, 257]",S8YL.tsv
them and,2,116,"[42, 116, 188]",S8YL.tsv
over,1,121,"[116, 121, 140, 141, 142]",S8YL.tsv
