Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
the,1,1,"[0, 1, 3, 11, 33, 34, 35, 37, 43, 44, 52, 55, 56, 60, 61, 65, 72, 80, 97, 98, 99, 101, 106, 110, 117, 123, 133, 156, 160, 167, 172, 174, 175, 176, 192, 193, 194, 199, 203, 208, 209, 210, 211, 223, 227, 230, 231, 242, 243, 247, 250, 251, 253, 254, 256, 264, 267, 268, 270, 275, 277, 282, 285, 300, 311, 317, 318, 325, 330, 331, 342, 356, 377, 378, 383, 384, 385, 386, 387, 392, 394, 397, 398, 399, 402, 403, 404, 405, 407, 412, 424, 425, 427, 430, 451, 464, 469, 479, 485, 487, 488, 499, 500, 503, 506, 508, 514, 519, 521, 522, 524, 531, 534, 555, 559, 564, 567, 578, 582, 584, 591, 595, 601, 614, 619, 634]",S5TE.tsv
one,1,13,"[0, 13, 99, 152, 194, 195, 227, 228, 237, 278, 282, 294, 303, 306, 307, 309, 356, 362, 383, 384, 385, 391, 400, 406, 407, 412, 430, 444, 502, 512, 539, 544, 568, 631, 632]",S5TE.tsv
or,1,20,"[0, 20, 23, 25, 27, 44, 52, 68, 82, 111, 118, 121, 123, 147, 203, 235, 277, 294, 344, 361, 392, 394, 421, 437, 580, 603, 622]",S5TE.tsv
the other,2,193,"[0, 193, 300, 488]",S5TE.tsv
other,1,397,"[0, 193, 397, 488, 603]",S5TE.tsv
to,1,2,"[1, 2, 3, 6, 12, 40, 44, 51, 52, 56, 72, 82, 93, 99, 106, 120, 123, 136, 137, 142, 144, 145, 167, 192, 242, 282, 300, 313, 320, 322, 344, 346, 355, 363, 375, 383, 394, 444, 452, 466, 473, 496, 497, 500, 544, 596, 605]",S5TE.tsv
yeah,1,3,"[2, 3, 7, 9, 19, 26, 28, 34, 42, 50, 75, 78, 81, 94, 95, 98, 106, 107, 109, 111, 113, 128, 129, 132, 135, 137, 138, 143, 145, 146, 149, 155, 161, 162, 164, 165, 166, 172, 173, 178, 180, 186, 187, 188, 190, 191, 196, 199, 200, 201, 202, 213, 214, 216, 218, 221, 222, 223, 228, 231, 238, 241, 243, 244, 246, 258, 259, 260, 261, 269, 274, 281, 285, 286, 291, 293, 295, 298, 301, 305, 312, 321, 324, 334, 336, 339, 343, 353, 357, 359, 364, 365, 367, 375, 376, 377, 382, 385, 395, 396, 398, 399, 404, 422, 431, 432, 436, 438, 444, 446, 451, 454, 463, 465, 471, 474, 476, 477, 480, 493, 494, 496, 500, 503, 504, 505, 507, 511, 513, 516, 518, 520, 521, 522, 523, 529, 533, 535, 536, 538, 539, 542, 544, 545, 551, 553, 561, 562, 566, 567, 574, 576, 577, 578, 579, 580, 583, 584, 585, 586, 589, 593, 595, 597, 599, 600, 601, 604, 606, 614, 620, 625, 632, 634]",S5TE.tsv
get,1,3,"[2, 3, 13, 18, 24, 57, 58, 72, 79, 82, 84, 144, 145, 156, 175, 198, 206, 225, 230, 231, 277, 300, 303, 316, 322, 443, 483, 487, 489, 496, 497, 502, 508, 534, 605, 620, 634]",S5TE.tsv
need,1,5,"[2, 5, 6, 12, 394, 500]",S5TE.tsv
put,1,15,"[2, 15, 29, 32, 129, 158, 342, 363, 371, 444, 463, 524, 534, 549, 569, 571, 583, 622]",S5TE.tsv
mm,1,12,"[2, 4, 12, 14, 21, 22, 31, 36, 57, 71, 73, 102, 114, 124, 126, 150, 204, 224, 226, 232, 234, 236, 245, 262, 286, 287, 289, 299, 308, 314, 317, 327, 332, 373, 393, 409, 411, 425, 428, 439, 449, 464, 470, 472, 481, 482, 501, 509, 525, 530, 554, 556, 558, 572, 575, 577, 581, 588, 598, 627]",S5TE.tsv
ones,1,24,"[2, 19, 24, 25, 80, 262, 506, 534, 600]",S5TE.tsv
you,1,32,"[2, 6, 31, 32, 35, 37, 38, 39, 40, 41, 44, 51, 52, 54, 58, 63, 65, 66, 68, 70, 82, 87, 96, 119, 131, 134, 135, 136, 138, 192, 193, 215, 235, 262, 266, 268, 271, 291, 294, 300, 302, 316, 319, 340, 348, 354, 368, 371, 372, 374, 376, 379, 383, 391, 394, 400, 413, 435, 443, 448, 452, 453, 455, 456, 459, 463, 475, 476, 478, 487, 492, 495, 499, 503, 506, 515, 532, 534, 539, 540, 549, 552, 557, 563, 569, 571, 576, 578, 580, 581, 594, 596, 597, 600, 601, 605, 610, 612, 614, 618, 619, 624, 629]",S5TE.tsv
you've get,2,72,"[2, 72, 79, 84, 300, 322, 497, 534, 620]",S5TE.tsv
up,1,84,"[2, 84, 106, 129, 134, 135, 143, 174, 227, 288, 300, 303, 344, 402, 404, 407]",S5TE.tsv
