Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
mm hm,2,3,"[2, 3, 24, 49, 58, 134, 162, 206, 237, 289, 301, 306, 387]",S8TN.tsv
mm,1,13,"[2, 3, 13, 24, 27, 44, 49, 58, 59, 63, 78, 86, 88, 114, 118, 120, 127, 134, 142, 143, 150, 151, 157, 159, 160, 162, 164, 185, 195, 198, 200, 205, 206, 221, 222, 224, 225, 227, 229, 237, 251, 264, 266, 289, 301, 303, 306, 308, 340, 356, 363, 387]",S8TN.tsv
why,1,97,"[10, 12, 97, 145, 180, 189, 307]",S8TN.tsv
do,1,18,"[12, 18, 23, 26, 36, 38, 44, 50, 64, 66, 77, 79, 97, 99, 102, 104, 111, 129, 135, 141, 146, 149, 152, 169, 172, 189, 202, 210, 231, 246, 247, 253, 285, 297, 304, 309, 323, 344, 381]",S8TN.tsv
they,1,17,"[12, 17, 18, 26, 202, 316, 344]",S8TN.tsv
have,1,44,"[12, 44, 54, 71, 74, 75, 94, 132, 135, 137, 138, 139, 141, 146, 149, 152, 169, 175, 188, 192, 193, 194, 197, 199, 203, 218, 225, 263, 277, 288, 300, 309, 314, 339, 347, 360, 365]",S8TN.tsv
so,1,14,"[4, 14, 21, 22, 27, 36, 39, 115, 137, 144, 152, 174, 185, 206, 257, 262, 285, 313, 371, 372]",S8TN.tsv
impressive,1,14,"[11, 14]",S8TN.tsv
it,1,14,"[5, 14, 36, 39, 40, 41, 47, 54, 56, 64, 66, 68, 70, 84, 92, 101, 102, 104, 109, 111, 123, 129, 145, 157, 159, 177, 178, 179, 181, 183, 210, 212, 214, 215, 217, 227, 244, 269, 307, 309, 329, 340, 341, 342, 343, 347, 362, 375, 379, 380, 382, 386]",S8TN.tsv
what,1,46,"[14, 46, 47, 49, 89, 99, 108, 135, 202, 255, 328, 381]",S8TN.tsv
yeah,1,25,"[7, 9, 23, 25, 35, 41, 65, 72, 75, 82, 109, 110, 139, 141, 150, 170, 174, 208, 209, 228, 236, 248, 250, 256, 259, 271, 275, 291, 321, 325, 349, 361, 366]",S8TN.tsv
i,1,27,"[11, 15, 17, 18, 23, 27, 32, 46, 51, 55, 58, 64, 65, 66, 67, 70, 75, 76, 84, 91, 97, 123, 140, 146, 149, 172, 174, 181, 191, 192, 194, 196, 202, 203, 204, 211, 217, 218, 219, 223, 232, 236, 267, 269, 279, 284, 285, 288, 312, 316, 319, 327, 330, 331, 364, 375, 377, 379]",S8TN.tsv
ninja,1,29,"[4, 29, 49, 50]",S8TN.tsv
could,1,29,"[28, 29, 50, 54, 57, 239, 279, 313, 331]",S8TN.tsv
we,1,132,"[29, 50, 54, 132, 135, 137, 138, 139, 184, 217, 231, 235, 239, 245, 263, 279, 302, 336, 367]",S8TN.tsv
for,1,31,"[26, 31, 49, 61, 210, 243, 286, 315]",S8TN.tsv
that,1,38,"[11, 19, 23, 26, 28, 33, 37, 38, 62, 64, 70, 83, 84, 111, 140, 149, 151, 163, 189, 201, 210, 220, 232, 252, 258, 267, 269, 277, 288, 324, 326, 327, 330, 340, 355, 364]",S8TN.tsv
very,1,96,"[38, 96, 157, 210, 351]",S8TN.tsv
a,1,32,"[16, 17, 18, 22, 28, 32, 40, 41, 50, 55, 58, 94, 119, 120, 123, 136, 137, 138, 144, 169, 171, 190, 199, 202, 210, 219, 230, 231, 232, 263, 277, 283, 288, 291, 314, 318, 336, 345, 346, 349, 357, 365, 367]",S8TN.tsv
burger,1,41,"[32, 40, 41, 71, 115, 160]",S8TN.tsv
like,1,41,"[17, 21, 22, 32, 40, 41, 44, 54, 60, 69, 70, 84, 141, 149, 164, 169, 196, 203, 207, 217, 218, 223, 234, 319, 339, 344, 374]",S8TN.tsv
oh,1,51,"[30, 51, 65, 74, 85, 97, 100, 101, 109, 110, 125, 150, 178, 216, 238, 257, 287, 290, 310, 338, 354, 356, 357, 371]",S8TN.tsv
be,1,53,"[1, 4, 11, 37, 44, 47, 49, 53, 54, 56, 57, 61, 64, 94, 99, 111, 115, 119, 132, 137, 145, 151, 157, 161, 164, 165, 171, 206, 211, 219, 220, 224, 227, 228, 235, 236, 258, 288, 297, 298, 299, 300, 316, 323, 324, 327, 329, 336, 340, 347, 352, 355, 361, 375, 380]",S8TN.tsv
know,1,53,"[23, 46, 53, 97, 217, 327]",S8TN.tsv
go,1,53,"[28, 32, 53, 58, 115, 157, 161, 169, 182, 235, 239, 245, 317, 336, 339, 380]",S8TN.tsv
this,1,66,"[53, 66, 77, 79, 137, 175, 223]",S8TN.tsv
right,1,92,"[55, 92, 284, 292, 365]",S8TN.tsv
if,1,181,"[55, 70, 181, 217, 269, 331]",S8TN.tsv
can,1,55,"[15, 55, 75, 83, 191, 217, 225, 232, 283, 284, 285, 288, 344]",S8TN.tsv
