Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i,1,1,"[0, 1, 3, 5, 10, 11, 13, 19, 21, 23, 27, 29, 31, 35, 41, 44, 53, 56, 67, 81, 82, 86, 89, 91, 93, 94, 95, 97, 103, 105, 112, 113, 114, 117, 118, 119, 121, 127, 128, 134, 135, 152, 156, 159, 165, 168, 175, 176, 177, 179, 190, 198, 216, 282, 307, 325, 330, 334, 338, 344, 358, 359, 362, 367, 370, 371, 382, 383, 396, 399, 406, 407, 410, 421, 426, 434, 441, 448, 460, 478, 481, 492, 497, 502, 504, 512, 514, 518, 519, 521, 529, 545, 549, 550, 555, 568, 577, 582, 586, 590, 596, 611, 614, 622, 624, 626, 627, 636, 640, 646, 650, 655, 661, 667, 676, 682, 683, 685, 687, 690, 692, 705, 706, 708, 722, 726, 731, 737, 738, 757, 758, 772, 775, 789, 790, 792, 805, 831, 835, 853, 857, 858, 861, 866, 870, 876, 878, 879, 886, 887, 891, 892, 894, 896, 898, 900, 903, 906, 913, 916, 918, 923, 937, 944, 955, 968, 970, 972, 980, 983, 986, 992, 1012, 1017, 1025, 1047, 1048, 1051, 1059, 1076, 1083, 1089, 1093, 1101, 1106, 1108, 1111, 1113, 1115, 1132, 1134, 1140, 1141, 1153, 1155, 1176, 1191, 1193, 1197, 1199, 1201, 1202, 1204, 1223, 1225, 1226, 1231, 1247, 1249, 1251, 1258, 1260, 1261, 1263, 1265, 1268, 1274, 1277, 1278]",S2KP.tsv
know,1,11,"[0, 11, 23, 31, 93, 97, 118, 216, 260, 334, 358, 368, 380, 383, 396, 398, 399, 502, 521, 685, 731, 758, 788, 794, 903, 937, 940, 955, 962, 965, 980, 983, 985, 986, 990, 1017, 1025, 1070, 1083, 1092, 1191, 1199, 1201, 1202, 1223, 1263, 1265, 1268, 1278, 1303]",S2KP.tsv
i don't,2,19,"[0, 19, 31, 93, 97, 118, 334, 367, 370, 383, 396, 426, 434, 502, 683, 685, 687, 690, 731, 789, 790, 805, 887, 903, 972, 980, 986, 1025, 1132, 1153, 1201, 1202, 1204, 1223, 1260]",S2KP.tsv
i don't know,3,31,"[0, 31, 93, 97, 118, 334, 383, 396, 502, 685, 731, 903, 980, 986, 1025, 1201, 1202, 1223]",S2KP.tsv
don't,1,12,"[0, 12, 19, 31, 46, 61, 74, 93, 97, 118, 134, 315, 334, 367, 368, 370, 383, 384, 396, 398, 418, 426, 434, 480, 502, 533, 585, 635, 674, 683, 685, 687, 690, 723, 731, 737, 752, 789, 790, 805, 836, 885, 887, 903, 904, 936, 948, 954, 960, 962, 965, 972, 980, 985, 986, 988, 990, 1025, 1118, 1132, 1133, 1138, 1153, 1172, 1175, 1182, 1201, 1202, 1203, 1204, 1222, 1223, 1229, 1242, 1250, 1260]",S2KP.tsv
don't know,2,368,"[0, 31, 93, 97, 118, 334, 368, 383, 396, 398, 502, 685, 731, 903, 962, 965, 980, 985, 986, 1025, 1201, 1202, 1223]",S2KP.tsv
do,1,28,"[1, 3, 5, 8, 19, 21, 28, 31, 41, 63, 71, 77, 95, 126, 130, 133, 143, 171, 173, 178, 179, 192, 201, 253, 255, 291, 294, 297, 301, 304, 330, 341, 360, 362, 365, 367, 368, 369, 375, 410, 413, 423, 431, 462, 463, 474, 480, 481, 488, 497, 504, 519, 544, 556, 560, 580, 593, 608, 611, 620, 622, 640, 667, 671, 672, 674, 692, 696, 707, 744, 750, 759, 764, 766, 770, 773, 775, 778, 785, 790, 793, 795, 803, 812, 813, 836, 855, 857, 872, 876, 880, 885, 890, 891, 894, 895, 896, 904, 918, 966, 978, 980, 983, 990, 994, 1002, 1014, 1037, 1040, 1045, 1048, 1049, 1099, 1111, 1115, 1123, 1129, 1138, 1139, 1157, 1179, 1182, 1194, 1200, 1204, 1208, 1211, 1218, 1222, 1224, 1232, 1254, 1262, 1309]",S2KP.tsv
it,1,8,"[1, 3, 5, 8, 9, 10, 12, 14, 15, 16, 18, 19, 23, 25, 26, 27, 28, 31, 35, 37, 39, 48, 55, 56, 57, 76, 77, 91, 94, 95, 111, 113, 114, 117, 122, 126, 128, 133, 134, 135, 141, 143, 144, 158, 162, 171, 172, 173, 177, 182, 189, 193, 194, 197, 198, 211, 212, 213, 219, 223, 226, 239, 253, 254, 264, 265, 267, 271, 273, 288, 289, 292, 294, 296, 298, 299, 300, 301, 302, 303, 304, 306, 310, 313, 314, 325, 326, 334, 336, 340, 342, 343, 344, 362, 364, 365, 375, 376, 382, 383, 387, 398, 399, 401, 405, 406, 408, 416, 421, 423, 429, 430, 431, 437, 446, 449, 450, 451, 453, 454, 456, 457, 458, 460, 462, 463, 464, 466, 468, 469, 474, 478, 486, 487, 511, 512, 518, 519, 529, 530, 538, 550, 562, 571, 574, 577, 580, 585, 590, 592, 593, 595, 600, 608, 625, 627, 633, 636, 639, 640, 644, 674, 698, 702, 705, 706, 722, 723, 728, 732, 735, 737, 738, 740, 741, 743, 745, 750, 752, 754, 755, 758, 762, 764, 766, 778, 780, 782, 788, 789, 790, 793, 795, 796, 797, 799, 800, 802, 805, 806, 812, 813, 814, 816, 823, 824, 825, 826, 829, 834, 841, 844, 879, 880, 896, 904, 905, 909, 912, 923, 937, 948, 963, 965, 968, 978, 980, 981, 983, 984, 1025, 1039, 1048, 1071, 1088, 1091, 1106, 1110, 1111, 1113, 1118, 1120, 1128, 1132, 1135, 1136, 1139, 1145, 1148, 1153, 1155, 1162, 1164, 1194, 1199, 1200, 1201, 1204, 1208, 1209, 1216, 1219, 1224, 1225, 1233, 1235, 1245, 1251]",S2KP.tsv
do it,2,28,"[5, 8, 28, 31, 143, 171, 173, 294, 365, 431, 462, 463, 580, 608, 766, 793, 812, 880, 896, 980, 1048, 1111, 1139]",S2KP.tsv
you,1,28,"[2, 11, 12, 22, 23, 24, 28, 40, 47, 48, 61, 63, 65, 68, 71, 74, 83, 95, 113, 116, 123, 126, 127, 136, 149, 154, 163, 165, 172, 179, 182, 191, 202, 206, 211, 216, 233, 235, 255, 259, 278, 279, 291, 294, 297, 304, 322, 330, 341, 345, 358, 376, 380, 398, 399, 405, 415, 423, 434, 446, 463, 474, 478, 481, 489, 493, 510, 511, 525, 528, 534, 536, 544, 546, 552, 553, 554, 556, 560, 569, 571, 585, 592, 593, 594, 595, 608, 612, 643, 645, 659, 669, 671, 677, 681, 689, 691, 692, 693, 694, 696, 698, 701, 706, 707, 718, 730, 732, 737, 738, 744, 758, 759, 769, 775, 776, 778, 780, 784, 788, 793, 800, 802, 805, 814, 816, 818, 822, 826, 829, 830, 834, 842, 846, 851, 854, 856, 857, 867, 871, 872, 883, 885, 890, 892, 902, 904, 918, 926, 932, 934, 935, 940, 950, 962, 967, 1013, 1021, 1035, 1047, 1055, 1058, 1062, 1070, 1071, 1076, 1079, 1080, 1088, 1091, 1092, 1098, 1099, 1100, 1106, 1107, 1112, 1113, 1114, 1123, 1125, 1127, 1128, 1131, 1133, 1136, 1138, 1139, 1142, 1153, 1155, 1172, 1177, 1182, 1186, 1188, 1190, 1194, 1200, 1204, 1205, 1208, 1209, 1211, 1214, 1216, 1218, 1222, 1226, 1230, 1239, 1250, 1270, 1271, 1272, 1275, 1277, 1279, 1285, 1288, 1291, 1293, 1299, 1303, 1305, 1306, 1307, 1310, 1312, 1313]",S2KP.tsv
