Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
the,1,10,"[0, 2, 4, 5, 9, 10, 20, 45, 51, 54, 60, 62, 66, 79, 80, 96, 107, 108, 111, 121, 124, 129, 130, 132, 136, 138, 145, 146, 149, 151, 154, 155, 157, 158, 162, 164, 166, 176, 178, 181, 186, 194, 196, 201, 204, 205, 209, 210, 211, 216, 218, 219, 223, 235, 237, 240, 242, 244, 245, 247, 254, 255, 266, 267, 269, 270, 273, 277, 278, 279, 285, 286, 289, 302, 305, 306, 310, 313, 321, 323, 327, 338, 351, 360, 369, 377]",SEBP.tsv
be,1,6,"[0, 6, 14, 17, 20, 26, 47, 49, 51, 52, 53, 54, 62, 81, 93, 96, 106, 108, 111, 114, 117, 121, 125, 128, 137, 138, 145, 146, 147, 149, 151, 154, 157, 158, 161, 164, 166, 168, 171, 176, 178, 181, 184, 186, 192, 193, 194, 200, 201, 202, 206, 209, 210, 211, 212, 213, 215, 219, 223, 229, 237, 238, 240, 241, 245, 247, 249, 251, 252, 254, 260, 262, 264, 266, 269, 272, 273, 275, 278, 279, 284, 285, 288, 294, 298, 306, 313, 314, 317, 323, 331, 340, 341, 353, 357, 359, 365, 367, 370, 374, 376]",SEBP.tsv
i,1,6,"[0, 2, 6, 10, 19, 51, 57, 66, 68, 69, 75, 106, 113, 127, 139, 140, 147, 148, 149, 151, 155, 160, 164, 178, 181, 183, 185, 186, 192, 202, 211, 212, 219, 222, 227, 228, 242, 248, 252, 253, 256, 257, 260, 264, 266, 273, 274, 279, 285, 290, 292, 295, 296, 298, 301, 306, 313, 314, 320, 323, 327, 333, 334, 351, 354, 357, 358, 361]",SEBP.tsv
i'm,1,3,"[0, 3, 17, 33, 51, 133, 147, 154, 186, 193, 219, 220, 225, 288, 295, 306, 331]",SEBP.tsv
and,1,6,"[0, 2, 6, 8, 40, 45, 51, 52, 54, 58, 76, 108, 111, 149, 150, 151, 152, 154, 156, 157, 158, 164, 166, 168, 171, 176, 178, 184, 186, 191, 192, 193, 204, 209, 219, 225, 229, 232, 240, 244, 256, 258, 266, 269, 270, 275, 277, 278, 281, 286, 288, 298, 299, 305, 306, 321, 323, 327, 369]",SEBP.tsv
so,1,3,"[0, 2, 3, 14, 27, 31, 39, 42, 44, 46, 60, 65, 70, 83, 90, 106, 107, 108, 112, 158, 171, 173, 201, 204, 205, 218, 223, 224, 242, 272, 279, 291, 306, 381, 384]",SEBP.tsv
it,1,6,"[0, 2, 6, 26, 48, 51, 52, 53, 54, 55, 58, 77, 78, 81, 106, 114, 137, 138, 146, 151, 157, 158, 164, 171, 173, 176, 178, 186, 192, 193, 200, 201, 202, 205, 206, 207, 209, 210, 222, 223, 224, 229, 240, 245, 246, 253, 255, 260, 264, 269, 272, 273, 275, 278, 283, 285, 286, 291, 298, 300, 302, 303, 304, 305, 306, 313, 324, 341, 343, 355, 357, 369, 379, 384]",SEBP.tsv
in,1,40,"[0, 2, 17, 40, 45, 51, 71, 73, 111, 158, 164, 171, 185, 240, 267, 275, 284, 300, 331, 369]",SEBP.tsv
what,1,85,"[0, 7, 9, 14, 34, 52, 76, 85, 107, 130, 132, 158, 166, 186, 238, 240, 241, 242, 248, 252, 257, 267, 269, 275, 279, 286, 313, 314, 331, 353, 360, 362, 367, 370, 373, 377]",SEBP.tsv
all the,2,162,"[0, 162, 242, 351]",SEBP.tsv
