Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i,1,1,"[0, 1, 4, 5, 7, 8, 10, 12, 20, 22, 24, 29, 40, 42, 44, 47, 49, 50, 54, 57, 65, 67, 68, 69, 70, 71, 73, 74, 75, 76, 78, 81, 82, 84, 87, 89, 96, 104, 106, 107, 111, 113, 114, 116, 117, 124, 128, 129, 133, 139, 142, 147, 165, 173, 178, 192, 200, 206, 214, 221, 222, 250, 254, 255, 259, 261, 265, 268, 274, 276, 278, 284, 285, 287, 299, 300, 308, 311, 327, 332, 335, 337, 341, 345, 355, 361, 363, 369, 387, 418, 420, 422, 424, 439, 444, 445, 447, 448, 452, 456, 458, 467, 474, 483, 484, 487, 490, 491, 497, 507, 508, 512, 514, 517, 520, 523, 524, 529, 531, 532, 538, 540, 543, 554, 558, 560, 561, 562, 565, 567, 568, 573, 582, 583, 584, 595, 598, 600, 602, 604, 607, 612, 619, 620, 635, 646, 650, 656, 670, 671, 687, 691, 694, 696, 700, 704, 724, 728, 729, 733, 744, 748, 750, 752, 761, 763, 766, 768, 770, 772, 793, 802, 804, 809, 817, 831, 832, 837, 838, 839, 840, 864, 867, 871, 872, 878, 880, 900, 904, 905, 917, 925, 930, 940, 942, 943, 948, 950, 952, 970]",SAVN.tsv
it,1,1,"[0, 1, 5, 14, 22, 28, 32, 39, 52, 53, 58, 59, 68, 69, 71, 78, 81, 82, 89, 106, 107, 116, 117, 124, 128, 129, 139, 147, 157, 166, 179, 180, 183, 195, 198, 216, 228, 242, 248, 249, 253, 257, 263, 264, 268, 281, 285, 286, 287, 300, 301, 316, 322, 323, 349, 359, 367, 378, 387, 393, 394, 397, 398, 400, 405, 406, 408, 415, 421, 422, 428, 431, 433, 437, 446, 448, 450, 451, 452, 453, 455, 464, 465, 470, 476, 484, 485, 486, 508, 509, 511, 529, 559, 568, 573, 584, 589, 594, 595, 596, 603, 615, 617, 628, 641, 690, 694, 695, 703, 704, 717, 724, 727, 771, 773, 775, 779, 785, 810, 813, 817, 824, 826, 843, 847, 855, 858, 866, 867, 868, 877, 881, 887, 890, 893, 898, 900, 904, 906, 907, 908, 929, 932, 941, 942, 943, 946, 948, 952, 964, 965]",SAVN.tsv
the,1,2,"[0, 2, 14, 15, 22, 27, 47, 49, 50, 53, 59, 66, 82, 87, 89, 91, 101, 106, 111, 117, 124, 126, 132, 141, 142, 147, 159, 161, 173, 178, 183, 186, 187, 189, 193, 195, 198, 212, 216, 218, 223, 227, 229, 230, 237, 241, 243, 249, 250, 255, 256, 258, 263, 265, 266, 278, 285, 298, 300, 304, 311, 327, 334, 339, 341, 345, 354, 355, 363, 367, 369, 383, 384, 387, 390, 391, 392, 398, 402, 403, 408, 412, 422, 431, 433, 436, 438, 439, 441, 444, 446, 455, 457, 460, 461, 464, 470, 479, 481, 486, 487, 494, 501, 506, 508, 513, 520, 524, 561, 562, 568, 570, 572, 583, 584, 592, 597, 604, 615, 622, 635, 637, 638, 641, 647, 659, 661, 662, 664, 669, 676, 679, 681, 683, 687, 689, 691, 702, 703, 722, 729, 731, 737, 743, 756, 766, 768, 774, 777, 778, 786, 794, 798, 800, 801, 802, 804, 821, 826, 827, 834, 841, 842, 855, 859, 863, 864, 866, 876, 880, 882, 883, 898, 900, 902, 904, 907, 910, 912, 913, 918, 919, 939, 943, 944, 946, 950, 952, 967]",SAVN.tsv
be,1,6,"[0, 5, 6, 9, 14, 15, 19, 20, 22, 24, 31, 35, 42, 47, 50, 52, 55, 58, 67, 68, 69, 70, 71, 73, 78, 96, 99, 102, 104, 106, 108, 109, 113, 117, 124, 128, 131, 132, 133, 136, 139, 142, 146, 147, 149, 157, 159, 164, 166, 172, 176, 183, 189, 195, 197, 198, 206, 212, 218, 222, 227, 228, 229, 230, 233, 234, 237, 241, 242, 245, 247, 250, 253, 255, 258, 263, 264, 265, 266, 267, 271, 274, 276, 278, 281, 284, 288, 293, 300, 308, 311, 327, 339, 345, 348, 353, 355, 361, 369, 370, 373, 374, 376, 378, 384, 387, 393, 394, 397, 398, 402, 403, 405, 407, 408, 411, 415, 418, 419, 420, 422, 423, 424, 431, 437, 444, 445, 447, 448, 452, 457, 458, 460, 464, 465, 467, 469, 471, 474, 487, 501, 506, 508, 514, 538, 541, 546, 559, 560, 564, 566, 568, 570, 572, 573, 578, 579, 581, 584, 588, 592, 594, 596, 597, 615, 630, 638, 647, 649, 668, 669, 670, 676, 689, 690, 716, 717, 722, 723, 724, 737, 742, 747, 748, 749, 753, 754, 763, 771, 773, 775, 778, 779, 780, 784, 786, 790, 793, 794, 800, 802, 804, 810, 813, 817, 847, 848, 857, 858, 864, 867, 868, 869, 871, 872, 877, 882, 887, 890, 894, 895, 899, 907, 916, 917, 923, 928, 929, 937, 942, 944, 948, 964, 966, 967, 970]",SAVN.tsv
you,1,6,"[0, 6, 7, 15, 20, 30, 31, 39, 67, 69, 71, 82, 84, 99, 105, 106, 111, 113, 117, 124, 126, 132, 144, 147, 152, 155, 166, 170, 177, 179, 183, 195, 198, 201, 203, 205, 214, 216, 227, 229, 237, 243, 245, 247, 249, 263, 264, 268, 274, 276, 286, 293, 294, 299, 309, 311, 324, 325, 332, 333, 339, 341, 344, 355, 361, 368, 383, 384, 386, 395, 417, 420, 422, 426, 427, 434, 438, 440, 442, 443, 447, 452, 455, 457, 460, 462, 464, 465, 466, 467, 471, 473, 474, 479, 483, 493, 495, 498, 506, 509, 517, 531, 539, 548, 562, 568, 570, 573, 575, 581, 583, 585, 587, 588, 592, 594, 599, 613, 615, 625, 638, 646, 647, 654, 659, 663, 665, 669, 672, 679, 681, 683, 685, 688, 697, 699, 700, 702, 703, 706, 707, 713, 722, 725, 733, 739, 743, 748, 749, 751, 760, 762, 767, 776, 780, 793, 794, 798, 800, 803, 806, 810, 825, 828, 839, 855, 866, 880, 885, 894, 898, 905, 927, 929, 931, 933, 944, 945, 947, 962, 967]",SAVN.tsv
you know,2,71,"[0, 71, 82, 105, 111, 113, 144, 147, 195, 205, 214, 237, 243, 245, 263, 264, 268, 274, 276, 420, 426, 427, 442, 460, 462, 464, 471, 473, 483, 498, 509, 531, 570, 573, 575, 581, 587, 592, 638, 646, 828, 894, 944]",SAVN.tsv
to,1,20,"[0, 20, 22, 24, 42, 46, 71, 78, 82, 96, 109, 117, 119, 121, 133, 155, 164, 172, 174, 176, 179, 180, 183, 195, 198, 206, 216, 227, 229, 241, 243, 244, 255, 268, 274, 293, 294, 298, 300, 303, 311, 327, 334, 345, 354, 367, 373, 384, 386, 387, 393, 394, 412, 422, 426, 431, 433, 434, 436, 438, 439, 440, 441, 442, 444, 448, 450, 451, 460, 463, 464, 466, 469, 474, 491, 526, 555, 557, 568, 573, 581, 585, 591, 595, 597, 602, 612, 638, 653, 661, 691, 694, 720, 739, 743, 748, 749, 751, 756, 760, 772, 795, 798, 802, 824, 825, 829, 831, 832, 839, 841, 857, 859, 863, 880, 887, 890, 899, 900, 904, 913, 919, 928, 931, 944, 967]",SAVN.tsv
know,1,20,"[0, 20, 46, 71, 76, 82, 105, 107, 111, 113, 116, 128, 144, 147, 195, 205, 206, 214, 221, 222, 227, 237, 243, 245, 250, 261, 263, 264, 268, 274, 276, 278, 335, 337, 418, 420, 426, 427, 442, 448, 453, 456, 460, 462, 464, 471, 473, 474, 483, 484, 490, 497, 498, 509, 531, 560, 562, 570, 573, 575, 581, 584, 587, 592, 598, 607, 619, 638, 646, 752, 817, 828, 832, 872, 878, 894, 900, 942, 944, 948]",SAVN.tsv
where,1,24,"[0, 24, 26, 99, 111, 147, 218, 361, 409, 410, 530, 568, 806, 929, 940]",SAVN.tsv
because,1,132,"[0, 132, 136, 187, 189, 195, 216, 227, 241, 265, 426, 483, 487, 966]",SAVN.tsv
