Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
do,1,3,"[0, 2, 3, 5, 11, 23, 26, 27, 29, 34, 36, 40, 45, 46, 48, 85, 95, 103, 124, 140, 169, 170, 183, 185, 202, 306, 307, 311, 342, 393, 411, 419, 426, 447, 451, 461, 468, 480, 521, 542, 583, 587, 602, 671, 679, 688, 692, 693, 695, 707, 730, 735, 756, 759]",S376.tsv
who,1,38,"[0, 38, 232, 444, 505, 526, 612, 658, 660, 746]",S376.tsv
do you,2,26,"[0, 26, 40, 46, 48, 447, 461, 521]",S376.tsv
you,1,5,"[0, 4, 5, 7, 10, 13, 21, 26, 29, 32, 34, 40, 46, 48, 54, 76, 102, 103, 114, 118, 119, 123, 127, 130, 132, 146, 148, 153, 159, 170, 173, 174, 183, 188, 191, 192, 193, 198, 200, 206, 212, 221, 225, 235, 237, 240, 242, 246, 254, 257, 259, 261, 262, 264, 278, 288, 290, 301, 309, 312, 316, 317, 319, 326, 330, 335, 336, 347, 358, 366, 367, 371, 382, 395, 404, 407, 419, 421, 422, 430, 434, 440, 447, 454, 461, 462, 476, 479, 481, 489, 496, 507, 511, 514, 517, 521, 542, 553, 558, 561, 571, 573, 578, 582, 583, 586, 605, 611, 621, 626, 645, 657, 671, 672, 739, 741, 745, 750, 751, 756]",S376.tsv
into,1,78,"[0, 78, 145, 617]",S376.tsv
we,1,6,"[2, 4, 6, 11, 32, 34, 91, 92, 95, 96, 101, 115, 116, 120, 138, 140, 142, 143, 144, 145, 149, 155, 168, 172, 219, 223, 233, 253, 263, 270, 300, 310, 311, 325, 326, 330, 335, 424, 426, 456, 462, 558, 564, 611, 757]",S376.tsv
so,1,13,"[2, 4, 13, 31, 76, 89, 95, 101, 113, 144, 148, 158, 161, 202, 206, 207, 222, 223, 225, 230, 326, 395, 427, 440, 496, 517, 554, 569, 600, 670, 679, 686, 701, 756]",S376.tsv
actually,1,34,"[2, 34, 81, 253, 300, 379, 385, 683]",S376.tsv
he,1,4,"[3, 4, 5, 6, 13, 66, 67, 69, 71, 116, 132, 155, 179, 185, 240, 285, 342, 345, 347, 349, 379, 399, 401, 404, 411, 413, 418, 440, 447, 448, 449, 451, 498, 500, 502, 504, 512, 539, 575, 610, 646, 647, 648, 650, 656, 659, 665, 667, 668, 670, 674, 675, 679, 680, 707, 728, 729, 730, 732, 733, 734, 735, 759]",S376.tsv
say,1,4,"[3, 4, 5, 6, 7, 10, 14, 34, 94, 115, 130, 132, 148, 159, 169, 328, 329, 330, 335, 345, 347, 356, 358, 359, 364, 381, 383, 399, 401, 404, 440, 454, 496, 500, 507, 509, 542, 671, 755]",S376.tsv
he be,2,6,"[4, 6, 13, 69, 71, 240, 345, 411, 440, 447, 449, 512, 539, 646, 648, 650, 656, 667, 670, 674, 732]",S376.tsv
be like,2,6,"[4, 5, 6, 11, 18, 23, 148, 154, 240, 300, 345, 361, 440, 539, 558, 565, 643, 646]",S376.tsv
hey,1,6,"[4, 6, 460, 577, 636]",S376.tsv
guy,1,6,"[4, 6, 288, 388, 418, 447]",S376.tsv
be,1,5,"[4, 5, 6, 10, 11, 13, 16, 18, 22, 23, 27, 33, 36, 54, 62, 69, 71, 85, 89, 98, 104, 108, 111, 119, 124, 125, 128, 130, 135, 136, 137, 138, 142, 143, 144, 148, 149, 153, 154, 155, 157, 159, 163, 167, 169, 174, 176, 177, 190, 202, 206, 208, 210, 211, 212, 214, 222, 223, 226, 227, 228, 230, 232, 233, 234, 240, 242, 244, 250, 253, 257, 268, 272, 275, 279, 280, 283, 286, 297, 300, 307, 310, 314, 328, 329, 330, 332, 339, 345, 346, 350, 358, 361, 362, 364, 369, 371, 377, 381, 383, 385, 386, 387, 398, 404, 405, 406, 407, 411, 418, 419, 421, 425, 428, 433, 434, 436, 437, 440, 443, 445, 447, 449, 451, 454, 456, 459, 464, 466, 469, 470, 471, 474, 477, 482, 488, 502, 509, 511, 512, 513, 518, 522, 531, 533, 535, 536, 538, 539, 542, 543, 558, 559, 562, 563, 564, 565, 566, 567, 570, 571, 579, 585, 586, 600, 606, 611, 613, 616, 623, 624, 625, 627, 631, 639, 641, 643, 646, 647, 648, 650, 654, 655, 656, 662, 663, 664, 667, 670, 674, 675, 680, 688, 689, 695, 696, 706, 715, 723, 727, 732, 734, 742, 752, 753, 756]",S376.tsv
and,1,5,"[4, 5, 6, 13, 21, 23, 28, 33, 42, 47, 53, 55, 62, 63, 69, 87, 89, 101, 111, 114, 115, 118, 119, 124, 125, 130, 132, 135, 136, 138, 139, 142, 148, 154, 157, 159, 166, 169, 170, 172, 176, 180, 184, 185, 191, 198, 200, 202, 206, 222, 225, 226, 230, 244, 257, 261, 263, 268, 280, 282, 300, 308, 326, 328, 331, 337, 347, 361, 371, 394, 395, 407, 428, 429, 434, 440, 442, 447, 451, 452, 489, 496, 498, 500, 501, 519, 535, 545, 547, 549, 557, 558, 569, 600, 601, 609, 614, 616, 617, 620, 642, 672, 726, 740, 742, 751, 754, 755, 756]",S376.tsv
i,1,5,"[4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 21, 27, 28, 31, 32, 33, 34, 36, 39, 41, 42, 44, 45, 46, 47, 50, 51, 52, 54, 57, 58, 60, 61, 62, 63, 64, 65, 68, 77, 81, 83, 88, 91, 95, 100, 108, 115, 119, 121, 122, 124, 125, 128, 130, 132, 136, 137, 143, 145, 146, 148, 149, 154, 159, 160, 161, 169, 170, 176, 189, 194, 195, 196, 197, 199, 201, 202, 206, 214, 215, 222, 223, 228, 230, 231, 232, 233, 234, 236, 240, 242, 257, 258, 269, 280, 288, 300, 306, 307, 308, 309, 311, 314, 315, 321, 323, 328, 329, 331, 356, 362, 377, 379, 381, 383, 385, 393, 395, 399, 412, 419, 420, 427, 428, 429, 434, 438, 440, 451, 456, 465, 466, 469, 470, 471, 472, 477, 480, 486, 488, 492, 496, 500, 502, 508, 509, 510, 518, 519, 522, 531, 539, 542, 559, 563, 565, 567, 584, 587, 591, 596, 602, 604, 613, 614, 615, 616, 617, 625, 628, 631, 639, 641, 644, 646, 657, 663, 671, 674, 695, 696, 710, 713, 728, 732, 742, 749, 755, 757]",S376.tsv
from,1,9,"[4, 9, 62, 110, 155, 340, 354, 496, 566, 606, 728]",S376.tsv
