Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
get,1,37,"[0, 40, 42, 76, 90, 98, 106]","[37, 41, 55, 57, 63, 69, 71, 73, 89, 93, 99, 103, 107]",S3XC.tsv,S0679,S0680
what do you,3,55,"[0, 106]",[55],S3XC.tsv,S0679,S0680
house,1,63,"[0, 62]","[63, 65]",S3XC.tsv,S0679,S0680
want to,2,101,[0],[101],S3XC.tsv,S0679,S0680
you want to,3,103,[0],[103],S3XC.tsv,S0679,S0680
top,1,4,"[4, 20, 94]","[1, 21, 55, 95]",S3XC.tsv,S0679,S0680
it be,2,7,"[4, 6, 36, 108]","[7, 41, 47, 53, 57, 63, 65, 83, 97]",S3XC.tsv,S0679,S0680
could,1,13,"[4, 98]","[13, 31, 37, 55, 63, 71, 79, 103]",S3XC.tsv,S0679,S0680
on the,2,21,[4],"[21, 59]",S3XC.tsv,S0679,S0680
because i,2,21,[4],"[21, 45, 63, 65, 103]",S3XC.tsv,S0679,S0680
think,1,21,"[4, 16, 30, 40, 94, 98, 106]","[21, 65, 83, 105, 27, 31, 39, 41, 55, 63, 97, 107]",S3XC.tsv,S0679,S0680
might,1,21,"[4, 20, 84]","[21, 39, 55]",S3XC.tsv,S0679,S0680
know,1,21,"[4, 38, 54, 94]","[21, 23, 63, 77, 83, 103, 53, 65, 99]",S3XC.tsv,S0679,S0680
i think,2,27,"[4, 16, 30, 40, 94]","[27, 31, 39, 41, 55, 63, 65, 97, 107]",S3XC.tsv,S0679,S0680
in there,2,31,[4],[31],S3XC.tsv,S0679,S0680
i think there,3,39,[4],[39],S3XC.tsv,S0679,S0680
there and,2,39,[4],[39],S3XC.tsv,S0679,S0680
the garden set,3,45,[4],[45],S3XC.tsv,S0679,S0680
set,1,45,"[4, 68]",[45],S3XC.tsv,S0679,S0680
know what,2,53,[4],[53],S3XC.tsv,S0679,S0680
the right,2,55,[4],"[55, 93]",S3XC.tsv,S0679,S0680
be in,2,55,"[4, 36]","[55, 63, 99]",S3XC.tsv,S0679,S0680
right,1,55,[4],"[55, 87]",S3XC.tsv,S0679,S0680
on the right,3,63,[4],[63],S3XC.tsv,S0679,S0680
you know,2,63,"[4, 38, 94]","[63, 65, 99, 103]",S3XC.tsv,S0679,S0680
i mean,2,63,"[4, 48]","[63, 99]",S3XC.tsv,S0679,S0680
right because,2,75,[4],[75],S3XC.tsv,S0679,S0680
toy,1,79,[4],"[79, 83]",S3XC.tsv,S0679,S0680
possible,1,79,[4],[79],S3XC.tsv,S0679,S0680
like,1,9,"[6, 32, 72, 94, 98]","[9, 13, 19, 39, 53, 55, 57, 65, 103]",S3XC.tsv,S0679,S0680
quite,1,43,"[6, 74]",[43],S3XC.tsv,S0679,S0680
be quite,2,65,"[6, 74]","[65, 71, 79, 83]",S3XC.tsv,S0679,S0680
