Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
have to do,3,1,[0],[1],SVED.tsv,S0509,S0510
do them,2,1,[0],[1],SVED.tsv,S0509,S0510
tell,1,103,"[0, 2]",[103],SVED.tsv,S0509,S0510
to do,2,109,"[0, 759]","[109, 679]",SVED.tsv,S0509,S0510
anyway,1,209,"[0, 88, 340]","[209, 441, 851]",SVED.tsv,S0509,S0510
have to,2,318,"[0, 305, 476, 480, 542, 621, 796]","[318, 327, 574, 689, 329]",SVED.tsv,S0509,S0510
i have to,3,329,[0],[329],SVED.tsv,S0509,S0510
today,1,329,"[0, 2, 6, 8, 400, 621, 779]","[329, 576]",SVED.tsv,S0509,S0510
i have,2,360,"[0, 2, 39, 189, 400, 628]","[360, 361, 562, 572, 576]",SVED.tsv,S0509,S0510
tell you,2,433,"[0, 2]",[433],SVED.tsv,S0509,S0510
do i,2,594,"[0, 186, 621]",[594],SVED.tsv,S0509,S0510
start,1,669,"[0, 56, 731, 759, 786]","[669, 799]",SVED.tsv,S0509,S0510
i tell you,3,670,"[0, 2]",[670],SVED.tsv,S0509,S0510
didn't i,2,2,[2],[1],SVED.tsv,S0509,S0510
yeah,1,5,"[2, 4, 12, 18, 20, 22, 30, 36, 39, 54, 68, 80, 84, 90, 98, 100, 102, 104, 108, 110, 112, 117, 121, 125, 133, 135, 143, 153, 169, 171, 175, 179, 182, 184, 196, 205, 246, 250, 284, 286, 288, 300, 303, 309, 315, 319, 324, 326, 328, 338, 342, 344, 348, 350, 359, 362, 365, 369, 382, 387, 402, 423, 440, 450, 454, 456, 458, 460, 480, 488, 510, 520, 531, 537, 542, 582, 585, 589, 593, 602, 604, 608, 611, 613, 621, 624, 626, 635, 639, 641, 643, 645, 647, 668, 678, 680, 682, 688, 690, 692, 694, 702, 706, 708, 712, 717, 719, 723, 725, 727, 747, 757, 759, 761, 777, 796, 798, 800, 805, 832, 834, 836, 838, 840, 852]","[5, 9, 19, 27, 29, 59, 63, 73, 75, 77, 81, 83, 109, 116, 122, 126, 134, 136, 138, 150, 156, 162, 168, 170, 174, 181, 188, 197, 208, 224, 226, 228, 230, 233, 259, 297, 299, 301, 304, 306, 316, 318, 320, 337, 339, 347, 372, 374, 376, 379, 381, 410, 417, 465, 467, 473, 475, 477, 483, 493, 495, 500, 505, 511, 513, 515, 527, 539, 543, 547, 549, 560, 566, 588, 600, 616, 634, 636, 638, 650, 659, 667, 705, 713, 726, 730, 738, 744, 752, 754, 764, 766, 768, 772, 780, 787, 789, 791, 795, 806, 809, 811, 813, 819, 821, 825, 827, 829, 833, 839, 843, 845, 291]",SVED.tsv,S0509,S0510
cos i,2,166,"[2, 24, 62, 189, 296, 315, 404]","[166, 590, 594]",SVED.tsv,S0509,S0510
cos,1,174,"[2, 22, 24, 28, 48, 62, 189, 252, 296, 303, 315, 338, 396, 404, 411, 412, 621, 759, 801, 808, 814]","[174, 185, 202, 318, 327, 397, 415, 465, 547, 603, 291, 590, 594]",SVED.tsv,S0509,S0510
yeah cos,2,291,[2],[291],SVED.tsv,S0509,S0510
have that,2,310,[2],[310],SVED.tsv,S0509,S0510
have all,2,627,[2],[627],SVED.tsv,S0509,S0510
and so,2,210,"[6, 8, 765]","[210, 673]",SVED.tsv,S0509,S0510
so it,2,390,[6],"[390, 453]",SVED.tsv,S0509,S0510
it it,2,403,"[6, 70, 510, 649]","[403, 427]",SVED.tsv,S0509,S0510
one,1,8,"[8, 24, 30, 43, 45, 47, 48, 52, 82, 100, 315, 416, 492, 494, 526, 544, 628, 731, 779]","[3, 51, 81, 85, 87, 91, 132, 174, 195, 199, 212, 249, 308, 457, 570, 574, 590, 605, 661, 675, 689, 716, 718, 799, 89, 415, 576, 584, 592, 596]",SVED.tsv,S0509,S0510
go,1,11,"[8, 30, 62, 119, 149, 163, 193, 248, 250, 303, 518, 555, 557, 559, 589, 739, 767, 792, 830]","[11, 87, 132, 170, 235, 261, 302, 422, 437, 441, 449, 497, 509, 549, 551, 556, 564, 590, 670]",SVED.tsv,S0509,S0510
first one of,3,89,[8],[89],SVED.tsv,S0509,S0510
so i,2,114,"[8, 28, 409, 492, 508]","[114, 168, 539]",SVED.tsv,S0509,S0510
which be,2,132,"[8, 32, 34, 216, 753, 777, 781, 798, 805]",[132],SVED.tsv,S0509,S0510
the the,2,201,"[8, 254]","[201, 308, 677, 691, 742]",SVED.tsv,S0509,S0510
kind,1,208,"[8, 24, 157, 621, 628, 629, 751, 781, 818]",[208],SVED.tsv,S0509,S0510
and just,2,209,[8],[209],SVED.tsv,S0509,S0510
kind of,2,312,"[8, 24, 157, 621, 628, 629, 751, 781, 818]","[312, 449, 539, 572, 574, 693, 839]",SVED.tsv,S0509,S0510
do the,2,323,"[8, 14, 814, 818]","[323, 541, 661]",SVED.tsv,S0509,S0510
one of those,3,415,"[8, 526]",[415],SVED.tsv,S0509,S0510
one of,2,576,"[8, 45, 526]","[576, 584, 592, 596]",SVED.tsv,S0509,S0510
of those,2,632,"[8, 66, 526]",[632],SVED.tsv,S0509,S0510
just do the,3,661,[8],[661],SVED.tsv,S0509,S0510
