Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
um,1,2,"[2, 10, 31, 37, 49, 53, 59, 72, 80, 86, 96, 98, 113, 118, 120, 205, 223, 232, 234, 254, 258, 284, 309, 326, 328, 356, 372, 384, 406, 424, 469, 473, 477, 499, 542, 598, 609, 615, 623]","[1, 32, 42, 46, 50, 52, 54, 58, 87, 119, 131, 145, 179, 195, 204, 214, 222, 231, 241, 243, 245, 302, 341, 387, 389, 391, 393, 399, 413, 415, 421, 423, 427, 478, 498, 500, 502, 513, 516, 520, 524, 539, 543, 545, 547, 549, 555, 559, 567, 577, 579, 580, 582, 599, 621, 646]",SZPS.tsv,S0179,S0058
sort of,2,11,"[2, 6, 35, 94, 130, 152, 174, 186, 287, 372, 382, 432, 469, 530, 570]","[11, 13, 21, 44, 46, 50, 60, 66, 69, 71, 135, 173, 179, 210, 212, 222, 231, 245, 302, 314, 321, 423, 500, 502, 516, 520, 524]",SZPS.tsv,S0179,S0058
that be,2,21,"[2, 31, 94, 152, 176, 372, 394, 430, 438, 497]","[21, 133, 191, 321, 502, 524, 529, 549, 580]",SZPS.tsv,S0179,S0058
thing,1,69,"[2, 8, 166, 186, 207, 250, 348, 356, 394, 438, 469, 477]","[69, 87, 135, 245, 327, 329, 353, 355, 478, 123]",SZPS.tsv,S0179,S0058
thing be,2,123,"[2, 438]",[123],SZPS.tsv,S0179,S0058
massive,1,171,[2],[171],SZPS.tsv,S0179,S0058
that be what,3,191,[2],[191],SZPS.tsv,S0179,S0058
what the,2,482,[2],[482],SZPS.tsv,S0179,S0058
be so,2,567,[2],[567],SZPS.tsv,S0179,S0058
and the,2,6,"[6, 440]","[3, 44, 46, 389, 482, 520]",SZPS.tsv,S0179,S0058
the sort of,3,46,[6],"[46, 50, 135, 210, 314, 321, 516]",SZPS.tsv,S0179,S0058
the whole,2,54,[6],"[54, 222]",SZPS.tsv,S0179,S0058
sort of the,3,135,"[6, 570]","[135, 321]",SZPS.tsv,S0179,S0058
the er,2,171,[6],"[171, 267, 327, 482]",SZPS.tsv,S0179,S0058
of the,2,290,"[6, 8, 166, 276, 315, 372, 394, 442, 477, 552, 570, 589]","[290, 327, 347, 381, 478, 498, 527, 543, 555, 580, 619, 321]",SZPS.tsv,S0179,S0058
which be,2,21,"[8, 35, 138, 366, 382]","[21, 38, 488, 518, 224]",SZPS.tsv,S0179,S0058
be the,2,21,"[8, 152, 382, 394, 438]","[21, 62, 123, 133, 135, 163, 222, 321, 389, 478, 224]",SZPS.tsv,S0179,S0058
which be the,3,224,[8],[224],SZPS.tsv,S0179,S0058
it be,2,12,"[12, 41, 94, 113, 120, 122, 168, 170, 176, 232, 278, 394, 396, 430, 432, 456, 459, 485, 494, 497, 505, 631, 637]","[1, 32, 40, 44, 54, 60, 69, 95, 105, 119, 123, 159, 317, 329, 331, 413, 447, 520, 539, 543, 549, 563, 567]",SZPS.tsv,S0179,S0058
yes,1,12,"[12, 31, 39, 47, 98, 109, 134, 172, 234, 244, 293, 295, 334, 394, 426, 483, 493, 499, 514, 637]","[1, 95, 189, 233, 294, 296, 405, 520, 167, 204]",SZPS.tsv,S0179,S0058
it do,2,21,[12],"[21, 529]",SZPS.tsv,S0179,S0058
do it,2,89,"[12, 124]","[89, 123, 133, 143, 151]",SZPS.tsv,S0179,S0058
oh yes,2,167,[12],"[167, 204]",SZPS.tsv,S0179,S0058
suffer,1,15,[14],[15],SZPS.tsv,S0179,S0058
well,1,44,"[16, 33, 47, 55, 72, 74, 82, 84, 102, 130, 144, 156, 166, 176, 213, 215, 232, 244, 260, 276, 330, 336, 345, 400, 402, 408, 438, 444, 479, 497, 499, 505, 519, 536, 548, 635, 637]","[44, 50, 60, 105, 145, 157, 163, 169, 210, 222, 237, 257, 341, 389, 421, 466, 478, 482, 488, 500, 543, 549, 557, 646, 123]",SZPS.tsv,S0179,S0058
