Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
you say,2,41,"[0, 132]","[41, 43]",SD62.tsv,S0255,S0256
right,1,47,"[0, 16, 18, 46, 58, 64, 74, 142, 189, 207, 211, 255, 276, 326]","[47, 92, 289, 312]",SD62.tsv,S0255,S0256
look at,2,57,"[0, 16, 132, 354]","[57, 171]",SD62.tsv,S0255,S0256
look,1,67,"[0, 16, 58, 68, 111, 132, 138, 189, 354]","[67, 69, 92, 110, 178, 171]",SD62.tsv,S0255,S0256
say,1,129,"[0, 44, 111, 132, 247, 259, 278]",[129],SD62.tsv,S0255,S0256
yeah,1,3,"[2, 6, 8, 20, 30, 36, 50, 60, 62, 72, 74, 97, 109, 118, 122, 148, 151, 166, 168, 187, 190, 221, 223, 231, 233, 235, 247, 249, 255, 264, 268, 274, 278, 280, 311, 326, 338]","[3, 5, 9, 15, 17, 23, 25, 27, 31, 35, 39, 45, 53, 69, 71, 75, 78, 84, 99, 105, 107, 113, 119, 125, 131, 137, 149, 165, 195, 197, 204, 228, 252, 263, 267, 307, 317, 321, 323, 325, 329, 331, 343, 360, 193, 230]",SD62.tsv,S0255,S0256
like,1,5,"[2, 76, 77, 111, 112, 138, 148, 155, 225, 247]","[5, 7, 17, 23, 33, 35, 45, 55, 69, 82, 92, 101, 110, 127, 129, 224, 232, 263, 273, 275, 293, 303, 305]",SD62.tsv,S0255,S0256
that's,1,29,"[2, 40, 50, 70, 83, 91, 104, 116, 136, 138, 155, 158, 166, 179, 181, 190, 198, 200, 209, 211, 219, 223, 227, 239, 259, 280, 328, 342]","[29, 57, 71, 101, 115, 117, 121, 129, 133, 141, 147, 157, 159, 165, 169, 173, 175, 184, 191, 193, 210, 226, 258, 279, 293, 312, 230]",SD62.tsv,S0255,S0256
yeah that's,2,193,"[2, 223, 280]","[193, 230]",SD62.tsv,S0255,S0256
oh yeah,2,204,"[2, 62]",[204],SD62.tsv,S0255,S0256
kid,1,7,[4],[7],SD62.tsv,S0255,S0256
be it,2,101,"[4, 16, 194, 215, 223, 278]","[101, 238, 240, 273]",SD62.tsv,S0255,S0256
need,1,285,[6],[285],SD62.tsv,S0255,S0256
cos,1,17,"[8, 16, 24, 181, 187, 330, 354]","[17, 55, 65, 96, 99, 117, 125, 129, 186, 218, 275, 287, 325, 197, 273]",SD62.tsv,S0255,S0256
cos they,2,197,"[8, 187]","[197, 273]",SD62.tsv,S0255,S0256
big,1,224,"[8, 211, 225]","[224, 275]",SD62.tsv,S0255,S0256
yes,1,12,"[12, 102, 183]","[11, 289, 358]",SD62.tsv,S0255,S0256
okay so,2,17,"[12, 40, 44]","[17, 115]",SD62.tsv,S0255,S0256
have to,2,17,"[12, 229]","[17, 21, 167]",SD62.tsv,S0255,S0256
remember,1,29,[12],[29],SD62.tsv,S0255,S0256
i remember,2,47,[12],[47],SD62.tsv,S0255,S0256
to be,2,157,[12],[157],SD62.tsv,S0255,S0256
be in,2,293,"[12, 138, 229, 251, 253]","[293, 295]",SD62.tsv,S0255,S0256
get,1,14,"[14, 24, 46, 98, 112, 150, 164, 166, 211, 213, 247, 313, 354]","[7, 17, 23, 65, 67, 99, 101, 129, 131, 184, 191, 220, 275, 287, 178, 289, 312]",SD62.tsv,S0255,S0256
time,1,21,"[14, 76, 247]",[21],SD62.tsv,S0255,S0256
bite,1,29,"[14, 38]",[29],SD62.tsv,S0255,S0256
i've get,2,178,"[14, 166]",[178],SD62.tsv,S0255,S0256
i've,1,279,"[14, 166, 247]",[279],SD62.tsv,S0255,S0256
get a,2,289,"[14, 112]","[289, 312]",SD62.tsv,S0255,S0256
the cryptic,2,17,"[16, 54, 354]",[17],SD62.tsv,S0255,S0256
different,1,17,[16],[17],SD62.tsv,S0255,S0256
what be,2,238,[16],"[238, 351]",SD62.tsv,S0255,S0256
cryptic,1,275,"[16, 44, 52, 54, 356]",[275],SD62.tsv,S0255,S0256
ratatouille,1,22,"[22, 24, 36, 38]","[17, 19, 33]",SD62.tsv,S0255,S0256
last,1,24,[24],"[21, 210]",SD62.tsv,S0255,S0256
