Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
that's,1,5,"[0, 22, 28, 49, 63, 75, 140, 142, 205]","[5, 23, 27, 40, 48, 70, 72, 76, 98, 105, 131, 208, 184, 218]",S8RY.tsv,S0202,S0208
the word,2,23,[0],[23],S8RY.tsv,S0202,S0208
that's the,2,184,[0],"[184, 218]",S8RY.tsv,S0202,S0208
word,1,228,[0],[228],S8RY.tsv,S0202,S0208
yeah,1,5,"[4, 6, 26, 28, 34, 41, 43, 45, 47, 49, 51, 55, 77, 83, 85, 87, 89, 93, 97, 100, 104, 116, 126, 136, 138, 140, 147, 151, 153, 160, 164, 177, 179, 199, 207, 234]","[5, 54, 96, 98, 105, 127, 133, 139, 165, 173, 175, 178, 204]",S8RY.tsv,S0202,S0208
irritate me,2,6,[6],"[5, 82, 88]",S8RY.tsv,S0202,S0208
irritate,1,52,"[6, 53, 124]","[52, 64, 82, 88]",S8RY.tsv,S0202,S0208
it irritate,2,64,[6],[64],S8RY.tsv,S0202,S0208
yeah it,2,165,"[6, 104]",[165],S8RY.tsv,S0202,S0208
to embarrass her,3,9,[8],[9],S8RY.tsv,S0202,S0208
embarrass,1,242,[8],[242],S8RY.tsv,S0202,S0208
do it,2,10,"[10, 79, 89]","[7, 25, 38, 74, 129, 165]",S8RY.tsv,S0202,S0208
you do,2,74,"[10, 81]","[74, 237]",S8RY.tsv,S0202,S0208
get,1,12,"[12, 14, 30, 211, 213]","[1, 7, 23, 54, 84, 115, 117, 127, 131, 150, 165, 171, 178, 192, 196, 236, 237, 246]",S8RY.tsv,S0202,S0208
just get,2,150,[14],[150],S8RY.tsv,S0202,S0208
fine,1,16,[16],[5],S8RY.tsv,S0202,S0208
cos,1,18,"[18, 30, 75, 104, 108]","[1, 7, 29, 35, 36, 54, 163, 171, 233, 127, 152]",S8RY.tsv,S0202,S0208
