Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
okay,1,12,"[0, 3, 45, 47, 59, 61, 136, 138, 207, 237, 327, 387, 424, 437, 471, 504, 527, 669, 725, 734]","[12, 222, 304]",SY5K.tsv,S0282,S0651
be that,2,90,"[0, 578, 594, 732]","[90, 155, 218, 372, 404, 446, 450, 511]",SY5K.tsv,S0282,S0651
do something,2,90,[0],"[90, 611]",SY5K.tsv,S0282,S0651
something,1,133,"[0, 21, 549, 771]","[133, 173, 232, 304, 603, 774, 611]",SY5K.tsv,S0282,S0651
it do,2,380,"[0, 325]","[380, 790]",SY5K.tsv,S0282,S0651
be it,2,593,"[0, 194, 347, 742]",[593],SY5K.tsv,S0282,S0651
yes,1,52,"[2, 13, 51, 127, 132, 140, 142, 144, 148, 190, 315, 351, 359, 391, 393, 403, 435, 439, 440, 451, 453, 455, 515, 563, 602, 628, 787]","[52, 135, 191, 308, 310, 348, 394, 396, 464, 482, 494, 524, 625, 635, 637, 661, 712, 762, 764]",SY5K.tsv,S0282,S0651
would,1,120,"[2, 269, 514, 594, 719]","[120, 124, 234, 238, 242, 250, 256, 258, 268, 368, 466, 480, 591, 649, 360, 362, 386, 542, 564]",SY5K.tsv,S0282,S0651
that would,2,360,"[2, 269, 594]","[360, 362, 386, 542, 564]",SY5K.tsv,S0282,S0651
right,1,10,"[3, 43, 71, 75, 77, 113, 121, 158, 160, 166, 180, 203, 217, 227, 229, 241, 249, 253, 255, 267, 269, 275, 313, 337, 343, 367, 397, 403, 430, 447, 471, 504, 533, 612, 662, 664, 673, 679, 683, 685, 691, 693, 707, 709, 713, 717, 725, 753, 761, 777, 779]","[10, 12, 48, 631, 786]",SY5K.tsv,S0282,S0651
one,1,14,"[3, 134, 190, 461, 483, 493, 543]","[14, 52, 54, 58, 60, 110, 124, 139, 149, 157, 159, 274, 302, 304, 372, 374, 376, 501, 507, 554, 585, 609, 663, 702, 782, 784]",SY5K.tsv,S0282,S0651
really,1,38,"[3, 186, 355, 691]","[38, 66, 90, 128, 129, 149, 159, 165, 169, 187, 298, 304, 420, 450, 480, 530, 605, 611, 639, 684, 690, 702, 758, 780, 788, 796]",SY5K.tsv,S0282,S0651
which be,2,48,"[3, 580]","[48, 112, 165, 177, 250, 258, 266, 298, 304, 372, 378, 380, 402, 591, 639, 754, 788]",SY5K.tsv,S0282,S0651
kind of,2,50,"[3, 23, 27, 567]","[50, 90, 129, 153, 212, 244, 338, 402, 581, 641, 643, 667, 698, 754, 774, 776, 794, 78, 102]",SY5K.tsv,S0282,S0651
be kind of,3,78,[3],"[78, 102]",SY5K.tsv,S0282,S0651
two,1,102,"[3, 134, 463]","[102, 175, 179, 214, 302, 589, 629, 585]",SY5K.tsv,S0282,S0651
things,1,110,"[3, 426, 463, 578]","[110, 153, 157, 165, 266, 384, 402, 501, 562, 581, 591, 704, 776, 790]",SY5K.tsv,S0282,S0651
there be,2,141,"[3, 573, 580, 763]","[141, 145, 198, 202, 250, 258, 320, 400, 629]",SY5K.tsv,S0282,S0651
suppose,1,161,"[3, 594]","[161, 501, 702, 708]",SY5K.tsv,S0282,S0651
meet,1,238,"[3, 742]","[238, 454, 554, 743]",SY5K.tsv,S0282,S0651
number,1,372,"[3, 461, 463]","[372, 452]",SY5K.tsv,S0282,S0651
today,1,501,[3],[501],SY5K.tsv,S0282,S0651
be there,2,530,"[3, 500]","[530, 591]",SY5K.tsv,S0282,S0651
of two,2,585,[3],[585],SY5K.tsv,S0282,S0651
thing,1,5,"[5, 19, 433, 493, 517, 521, 578]","[4, 6, 48, 202, 242, 274, 312, 334, 402, 509, 599, 641, 712, 786, 794]",SY5K.tsv,S0282,S0651
well,1,38,"[9, 19, 150, 283, 289, 325, 359, 415, 422, 424, 463, 489, 500, 567, 573, 578, 580, 594, 616, 701, 711, 719, 728, 740, 761, 789]","[38, 151, 153, 177, 187, 258, 324, 360, 442, 576, 597, 625, 633, 661, 676, 702, 704]",SY5K.tsv,S0282,S0651
we just,2,704,"[9, 11]",[704],SY5K.tsv,S0282,S0651
yeah,1,14,"[11, 15, 79, 81, 83, 85, 87, 89, 93, 97, 101, 105, 130, 150, 152, 192, 194, 199, 211, 213, 223, 225, 243, 245, 247, 261, 263, 265, 279, 281, 293, 295, 297, 315, 319, 325, 335, 341, 345, 381, 383, 385, 399, 407, 409, 411, 413, 415, 421, 428, 431, 447, 449, 453, 467, 469, 473, 477, 479, 485, 487, 495, 517, 529, 537, 539, 543, 555, 557, 559, 561, 565, 588, 594, 596, 598, 602, 604, 606, 620, 648, 650, 671, 675, 677, 681, 687, 699, 703, 715, 773, 789, 797]","[14, 16, 18, 20, 24, 26, 28, 44, 100, 135, 137, 155, 197, 206, 260, 284, 286, 326, 330, 332, 336, 346, 378, 392, 416, 418, 425, 442, 444, 458, 484, 490, 492, 494, 501, 518, 520, 544, 568, 574, 579, 581, 605, 609, 611, 639, 647, 674, 692, 696, 702, 720, 722, 724, 731, 735, 746, 748, 766, 768, 790, 798, 800]",SY5K.tsv,S0282,S0651
conversation,1,128,"[11, 17, 19]","[128, 368, 370]",SY5K.tsv,S0282,S0651
that's,1,18,"[17, 19, 73, 81, 134, 283, 287, 329, 422, 537, 580, 590, 592, 594, 644, 725, 769]","[18, 90, 112, 116, 124, 137, 155, 159, 161, 165, 222, 226, 236, 256, 274, 276, 278, 310, 362, 366, 374, 412, 480, 528, 591, 595, 609, 621, 631, 639, 712, 716, 737, 754, 774, 790, 800, 452]",SY5K.tsv,S0282,S0651
cos,1,46,"[17, 29, 91, 391, 489, 594]","[46, 50, 54, 86, 92, 112, 120, 122, 145, 153, 171, 236, 244, 250, 258, 266, 278, 294, 300, 338, 370, 372, 400, 402, 444, 486, 507, 552, 556, 599, 609, 611, 621, 623, 692, 700, 702, 712, 776, 786, 790]",SY5K.tsv,S0282,S0651
want,1,70,"[17, 29, 483, 500, 523, 543]","[70, 122, 189, 250, 266, 276, 278, 280, 296, 452, 474, 480, 484, 497, 623, 686, 704, 706, 716, 754, 304, 420, 540]",SY5K.tsv,S0282,S0651
what they,2,246,[17],"[246, 591, 800]",SY5K.tsv,S0282,S0651
they want,2,304,[17],"[304, 420, 540]",SY5K.tsv,S0282,S0651
that's what,2,452,[17],[452],SY5K.tsv,S0282,S0651
and then,2,501,"[17, 23, 387, 441, 590]","[501, 754]",SY5K.tsv,S0282,S0651
about the,2,30,[19],"[30, 40, 46, 110, 112, 274, 312, 438, 480, 786]",SY5K.tsv,S0282,S0651
hospice,1,32,"[19, 359, 481, 483]","[32, 70, 120, 122, 124, 126, 129, 153, 179, 181, 189, 193, 222, 228, 240, 246, 352, 410, 446, 450, 454, 480, 486, 570, 609, 613, 639, 643, 651, 655, 657, 659, 663, 684, 686, 688, 704, 706, 716]",SY5K.tsv,S0282,S0651
thing about the,3,48,[19],[48],SY5K.tsv,S0282,S0651
of the,2,48,"[19, 393, 493, 594]","[48, 52, 68, 76, 106, 110, 112, 116, 124, 141, 159, 165, 169, 222, 274, 338, 372, 378, 414, 507, 554, 562, 581, 663, 692, 754]",SY5K.tsv,S0282,S0651
so erm the,3,52,[19],[52],SY5K.tsv,S0282,S0651
location,1,52,"[19, 29]","[52, 62, 726]",SY5K.tsv,S0282,S0651
also,1,54,"[19, 190, 457, 519, 799]","[54, 96, 185, 224, 268, 282, 292, 429, 466, 562, 599, 611, 774, 786, 790, 796, 486, 175, 613, 165, 181]",SY5K.tsv,S0282,S0651
so erm,2,82,"[19, 287, 732]","[82, 167, 501]",SY5K.tsv,S0282,S0651
the bite,2,100,[19],"[100, 175]",SY5K.tsv,S0282,S0651
be this,2,139,"[19, 545, 664]","[139, 639]",SY5K.tsv,S0282,S0651
erm the,2,141,[19],"[141, 427]",SY5K.tsv,S0282,S0651
as well,2,151,"[19, 422, 424, 580]","[151, 187, 597, 633, 702]",SY5K.tsv,S0282,S0651
bite,1,153,"[19, 239]","[153, 202, 210, 296, 456, 714, 175]",SY5K.tsv,S0282,S0651
