Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
right,1,1,"[0, 10, 12, 28, 30, 32, 36, 38, 42, 46, 75, 81, 87, 89, 91, 93, 95, 99, 103, 121, 188, 190, 212, 214, 218, 220, 235, 239, 241, 243, 259, 261, 263, 265, 269, 285, 287, 291, 307, 315, 317, 353, 355]","[1, 61, 63, 110, 146, 150, 152, 358]",SJDK.tsv,S0486,S0527
really,1,15,"[0, 46, 66, 131, 141, 143, 202, 437]","[15, 25, 31, 71, 80, 82, 84, 108, 122, 128, 130, 136, 197, 230, 250, 260, 416]",SJDK.tsv,S0486,S0527
on and,2,31,[0],"[31, 80]",SJDK.tsv,S0486,S0527
good,1,57,"[0, 101, 267, 293, 297, 341, 349, 437]","[57, 378, 428, 456]",SJDK.tsv,S0486,S0527
it's really,2,84,[0],[84],SJDK.tsv,S0486,S0527
today,1,108,[0],[108],SJDK.tsv,S0486,S0527
we're,1,254,"[0, 105, 455]","[254, 256]",SJDK.tsv,S0486,S0527
to me,2,352,"[0, 101]",[352],SJDK.tsv,S0486,S0527
would,1,13,"[2, 253]","[13, 356, 364]",SJDK.tsv,S0486,S0527
like,1,29,"[2, 335, 345]","[29, 120, 128, 144, 219, 364]",SJDK.tsv,S0486,S0527
and erm,2,31,"[2, 24, 79, 103, 151, 345, 455]","[31, 169]",SJDK.tsv,S0486,S0527
long,1,84,"[2, 79, 233]","[84, 122, 234, 254, 278, 328]",SJDK.tsv,S0486,S0527
you like,2,120,[2],"[120, 364]",SJDK.tsv,S0486,S0527
live in,2,144,"[2, 105, 149]",[144],SJDK.tsv,S0486,S0527
in in,2,430,"[2, 66]",[430],SJDK.tsv,S0486,S0527
forty eight years,3,4,[4],[3],SJDK.tsv,S0486,S0527
years,1,31,"[4, 16, 60, 149]","[31, 37, 41, 80, 82, 122, 408]",SJDK.tsv,S0486,S0527
bear,1,11,[8],[11],SJDK.tsv,S0486,S0527
be you,2,167,"[8, 85, 251, 305]",[167],SJDK.tsv,S0486,S0527
get,1,15,"[12, 62, 68, 75, 77, 111, 113, 131, 208, 275, 349, 395]","[15, 84, 98, 100, 102, 122, 210, 213, 215, 224, 248, 250, 308, 337, 380, 382, 404, 420, 428, 432, 448]",SJDK.tsv,S0486,S0527
accent,1,15,[12],[15],SJDK.tsv,S0486,S0527
probably,1,82,"[12, 172]","[82, 102]",SJDK.tsv,S0486,S0527
erm so,2,102,"[12, 395]","[102, 128, 189]",SJDK.tsv,S0486,S0527
more of a,3,240,[12],[240],SJDK.tsv,S0486,S0527
of a,2,282,[12],[282],SJDK.tsv,S0486,S0527
yeah,1,14,"[14, 22, 44, 50, 64, 70, 83, 103, 105, 123, 137, 139, 143, 158, 160, 164, 168, 170, 174, 178, 184, 186, 192, 194, 214, 225, 237, 247, 249, 255, 257, 283, 293, 303, 327, 331, 338, 340, 341, 357, 359, 361, 369, 377, 379, 381, 385, 391, 395, 397, 401, 409, 413, 415, 419, 425, 427, 429, 433, 435, 449, 451]","[5, 7, 9, 11, 13, 17, 19, 21, 23, 29, 33, 39, 49, 59, 67, 76, 78, 84, 98, 112, 114, 118, 128, 130, 132, 134, 136, 142, 144, 148, 154, 159, 201, 203, 205, 207, 213, 232, 268, 272, 274, 276, 298, 314, 334, 336, 342, 346, 348, 350, 370, 372, 394, 396, 424, 436, 438, 440, 454]",SJDK.tsv,S0486,S0527
i i,2,16,"[16, 60, 343, 435, 455]","[15, 31, 210, 230]",SJDK.tsv,S0486,S0527
know,1,84,"[16, 68, 115, 117, 131, 151, 158, 271, 345, 347, 349, 441, 455]","[84, 102, 110, 122, 128, 136, 144, 163, 167, 173, 175, 177, 185, 191, 228, 318, 410, 418, 400, 248]",SJDK.tsv,S0486,S0527
in a,2,144,"[16, 101]",[144],SJDK.tsv,S0486,S0527
