Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
there's,1,13,"[0, 4, 8, 393, 906]","[13, 25, 27, 80, 119, 176, 202, 222, 226, 253, 257, 271, 381, 519, 584, 644, 662, 901, 939]",SGYW.tsv,S0180,S0070
good,1,127,"[2, 264, 266, 350, 462, 883]","[127, 384]",SGYW.tsv,S0180,S0070
interest,1,9,"[4, 100, 102, 291, 409, 417, 821]","[9, 230, 232, 373, 536, 660]",SGYW.tsv,S0180,S0070
film,1,33,"[4, 20, 71]","[33, 35, 55]",SGYW.tsv,S0180,S0070
and then,2,57,"[4, 150, 603, 895]","[57, 80, 84, 86, 87, 202, 290, 552, 556, 894]",SGYW.tsv,S0180,S0070
get,1,76,"[4, 106, 124, 142, 293, 328, 464, 605, 693, 847, 883]","[76, 313, 323, 371, 400, 484, 486, 618, 676, 680, 711, 730, 846, 949, 951, 953, 890]",SGYW.tsv,S0180,S0070
on that,2,117,[4],"[117, 384, 644]",SGYW.tsv,S0180,S0070
that and,2,384,"[4, 944]","[384, 505]",SGYW.tsv,S0180,S0070
sometimes,1,398,[4],[398],SGYW.tsv,S0180,S0070
an interest,2,660,"[4, 409]",[660],SGYW.tsv,S0180,S0070
you get,2,890,"[4, 464]",[890],SGYW.tsv,S0180,S0070
or whatever,2,880,"[6, 462, 683]",[880],SGYW.tsv,S0180,S0070
but there's not,3,25,[8],[25],SGYW.tsv,S0180,S0070
much,1,39,"[8, 75, 106, 120, 633, 651]","[39, 76, 300, 487, 660, 951]",SGYW.tsv,S0180,S0070
