Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
make,1,1,"[0, 103, 183, 282, 504, 517]","[1, 7, 28, 49, 51, 102, 123, 134, 136, 156, 160, 184, 220, 247, 310, 343, 457, 461, 497, 518]",SPMV.tsv,S0144,S0024
toothpaste,1,1,"[0, 157, 183, 199, 284, 416]","[1, 28, 45, 47, 65, 71, 98, 116, 123, 160, 168, 178, 192, 220, 249, 267, 306, 310, 337, 363, 402, 406, 409, 461, 503]",SPMV.tsv,S0144,S0024
be you,2,84,[0],"[84, 514]",SPMV.tsv,S0144,S0024
make toothpaste,2,160,"[0, 183]",[160],SPMV.tsv,S0144,S0024
yeah,1,11,"[4, 8, 22, 29, 36, 42, 46, 54, 77, 79, 81, 83, 95, 99, 115, 117, 119, 126, 130, 132, 166, 185, 187, 189, 191, 195, 209, 215, 221, 236, 240, 242, 244, 251, 276, 280, 338, 340, 342, 360, 368, 387, 389, 391, 393, 397, 405, 410, 412, 420, 424, 450, 452, 454, 466, 478, 486, 525]","[11, 15, 30, 32, 57, 100, 106, 108, 110, 196, 198, 220, 247, 261, 263, 277, 285, 292, 310, 314, 322, 325, 331, 335, 357, 369, 376, 396, 398, 400, 402, 423, 427, 431, 436, 438, 465, 483, 493, 518]",SPMV.tsv,S0144,S0024
fluoride,1,6,"[6, 397]","[3, 7, 310, 398]",SPMV.tsv,S0144,S0024
stop you get cavities,4,6,[6],[5],SPMV.tsv,S0144,S0024
stop you,2,6,[6],[5],SPMV.tsv,S0144,S0024
stop,1,6,"[6, 448]","[5, 164, 277]",SPMV.tsv,S0144,S0024
get,1,6,"[6, 31, 33, 58, 66, 68, 117, 124, 199, 230, 251, 266, 295, 370, 379, 381, 405, 434, 454, 521]","[5, 23, 45, 53, 71, 82, 90, 116, 144, 154, 162, 180, 194, 245, 249, 257, 267, 310, 329, 343, 349, 459, 487, 497, 524]",SPMV.tsv,S0144,S0024
cavities,1,6,[6],[5],SPMV.tsv,S0144,S0024
you get,2,343,"[6, 58, 66, 68, 405]",[343],SPMV.tsv,S0144,S0024
be that,2,71,"[12, 56, 183, 532]","[71, 275, 325, 497, 524]",SPMV.tsv,S0144,S0024
what be,2,333,"[12, 248, 468]",[333],SPMV.tsv,S0144,S0024
salty,1,14,[14],"[1, 13, 55, 82, 89, 90, 147, 170, 178]",SPMV.tsv,S0144,S0024
probably,1,120,"[16, 166]","[120, 512]",SPMV.tsv,S0144,S0024
a bite,2,18,"[18, 75, 146, 195, 430, 515, 528]","[15, 63, 82, 112, 129, 216, 457, 84, 160, 168, 436]",SPMV.tsv,S0144,S0024
bite of,2,23,"[18, 430]","[23, 84, 160, 168, 436]",SPMV.tsv,S0144,S0024
bite,1,78,"[18, 75, 146, 195, 428, 430, 480, 515, 528]","[78, 152, 82, 84, 112, 129, 160, 168, 216, 436, 457]",SPMV.tsv,S0144,S0024
a bite of,3,84,[18],"[84, 160, 168, 436]",SPMV.tsv,S0144,S0024
sugar,1,90,"[18, 91, 358]","[90, 329]",SPMV.tsv,S0144,S0024
can you,2,310,"[18, 472, 502]","[310, 505, 506]",SPMV.tsv,S0144,S0024
salt,1,355,[18],[355],SPMV.tsv,S0144,S0024
yes,1,355,[20],[355],SPMV.tsv,S0144,S0024
it be,2,63,"[24, 215, 273, 328, 368, 470, 492]","[63, 96, 174, 249, 457, 491]",SPMV.tsv,S0144,S0024
colour,1,112,"[24, 101]","[112, 114]",SPMV.tsv,S0144,S0024
your teeth,2,26,"[26, 29, 320, 332, 395]","[9, 11, 19, 84, 306, 331, 343]",SPMV.tsv,S0144,S0024
teeth,1,28,"[26, 27, 29, 31, 40, 320, 321, 332, 368, 370, 377, 381, 395, 434]","[28, 39, 192, 308, 365, 436, 84, 306, 331, 343]",SPMV.tsv,S0144,S0024
long,1,518,[26],[518],SPMV.tsv,S0144,S0024
