Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
of the,2,11,"[0, 52, 92, 102, 198, 210, 263, 285]","[11, 35, 37, 41, 67, 171, 173, 177, 211, 223, 225, 286]",S4RF.tsv,S0018,S0162
think,1,13,"[0, 94, 96, 98, 118, 122, 130, 154, 168, 180, 194, 198, 200, 228, 232, 251, 255, 259, 265, 267, 275, 277, 295, 297]","[13, 21, 33, 35, 43, 49, 53, 67, 87, 89, 97, 109, 113, 127, 133, 159, 165, 169, 173, 177, 189, 195, 217, 221, 227, 256, 272, 274, 57, 151, 77]",S4RF.tsv,S0018,S0162
one,1,15,"[0, 198, 279]","[15, 31, 147, 242, 246, 278, 288, 37]",S4RF.tsv,S0018,S0162
job,1,17,"[0, 44, 52, 70, 72, 94, 108, 110, 122, 152, 186, 194, 198, 200, 255, 263, 267, 281, 283, 285]","[17, 33, 107, 127, 157, 185, 189, 193, 197, 199, 203, 242, 159, 187, 256, 262]",S4RF.tsv,S0018,S0162
one of the,3,37,[0],[37],S4RF.tsv,S0018,S0162
in the,2,37,"[0, 58, 98, 140, 233, 271]","[37, 105, 141, 151]",S4RF.tsv,S0018,S0162
involve,1,37,"[0, 46]",[37],S4RF.tsv,S0018,S0162
what do you think,4,57,"[0, 251]",[57],S4RF.tsv,S0018,S0162
think be,2,77,[0],[77],S4RF.tsv,S0018,S0162
important,1,119,"[0, 14, 94, 180, 200]",[119],S4RF.tsv,S0018,S0162
do you think,3,151,"[0, 130, 251]",[151],S4RF.tsv,S0018,S0162
the job,2,159,"[0, 52, 186, 198, 200, 263, 283, 285]","[159, 187, 256, 262]",S4RF.tsv,S0018,S0162
so what,2,193,[0],"[193, 260]",S4RF.tsv,S0018,S0162
do you,2,195,"[0, 20, 78, 102, 122, 130, 190, 251, 281]","[195, 256, 262, 282]",S4RF.tsv,S0018,S0162
one of,2,246,[0],[246],S4RF.tsv,S0018,S0162
multimedia be,2,2,[2],[1],S4RF.tsv,S0018,S0162
like,1,9,"[2, 36, 42, 44, 92, 122, 174, 210, 251, 283]","[9, 11, 19, 33, 37, 39, 49, 75, 87, 107, 125, 155, 157, 159, 201, 203, 213, 234, 236, 246, 258, 270, 274, 276, 280, 288, 290]",S4RF.tsv,S0018,S0162
multimedia,1,25,[2],[25],S4RF.tsv,S0018,S0162
and what,2,286,"[2, 8, 92]",[286],S4RF.tsv,S0018,S0162
time,1,6,[6],"[5, 21, 25, 75, 77, 129, 147, 157, 169, 234]",S4RF.tsv,S0018,S0162
well,1,15,"[6, 14, 70, 122, 126, 196, 198, 200, 263, 295]","[15, 49, 89, 103, 113, 119, 131, 217, 264]",S4RF.tsv,S0018,S0162
look,1,33,[6],"[33, 119, 290]",S4RF.tsv,S0018,S0162
say,1,37,"[6, 58, 70, 88, 92, 108, 174, 208, 261, 271, 275, 277]","[37, 47, 49, 59, 119, 133, 147, 203, 215, 234, 238, 256, 276]",S4RF.tsv,S0018,S0162
say that,2,59,"[6, 58]",[59],S4RF.tsv,S0018,S0162
haven't you,2,91,"[6, 14, 62, 136]",[91],S4RF.tsv,S0018,S0162
look at,2,135,[6],"[135, 225]",S4RF.tsv,S0018,S0162
for a,2,173,"[6, 122]","[173, 223]",S4RF.tsv,S0018,S0162
on a,2,193,"[6, 58, 88, 182]",[193],S4RF.tsv,S0018,S0162
for a long time,4,223,[6],[223],S4RF.tsv,S0018,S0162
you say,2,234,[6],[234],S4RF.tsv,S0018,S0162
websites,1,8,[8],[5],S4RF.tsv,S0018,S0162
about their project,3,9,[8],[9],S4RF.tsv,S0018,S0162
kind of,2,9,"[8, 64, 108, 174, 259, 285]","[9, 19, 23, 37, 53, 61, 67, 87, 125, 133, 205, 211, 225, 234, 236, 105]",S4RF.tsv,S0018,S0162
project,1,9,"[8, 88, 267]","[9, 39, 47, 49, 87, 113, 225]",S4RF.tsv,S0018,S0162
be it,2,33,[8],"[33, 137, 205, 207]",S4RF.tsv,S0018,S0162
stuff,1,43,[8],"[43, 103, 129, 137]",S4RF.tsv,S0018,S0162
kind of stuff,3,87,[8],"[87, 105]",S4RF.tsv,S0018,S0162
on their,2,165,[8],[165],S4RF.tsv,S0018,S0162
be it about,3,203,[8],[203],S4RF.tsv,S0018,S0162
put,1,211,"[8, 118, 162, 196, 230]","[211, 217, 221, 288]",S4RF.tsv,S0018,S0162
they put,2,288,[8],[288],S4RF.tsv,S0018,S0162
experience in,2,14,"[14, 271]",[1],S4RF.tsv,S0018,S0162
social,1,14,"[14, 88]","[3, 87]",S4RF.tsv,S0018,S0162
media,1,14,"[14, 126, 128]","[3, 177]",S4RF.tsv,S0018,S0162
film,1,14,[14],"[3, 33, 37]",S4RF.tsv,S0018,S0162
radio,1,14,"[14, 26, 38]","[9, 37, 39, 95]",S4RF.tsv,S0018,S0162
get,1,17,"[14, 38, 122, 136, 138, 180, 186, 198, 200, 232, 255, 259, 263, 283, 285, 295]","[17, 37, 43, 49, 137, 139, 141, 157, 163, 169, 171, 179, 185, 197, 203, 205, 227, 262, 276, 294]",S4RF.tsv,S0018,S0162
quite,1,23,"[14, 92, 94, 128, 148, 208, 210]","[23, 113, 165, 250]",S4RF.tsv,S0018,S0162
cos,1,69,"[14, 26, 58, 122, 124, 194, 200, 208, 210, 267, 285]","[69, 99, 119, 151, 157, 169, 276, 286]",S4RF.tsv,S0018,S0162
in that,2,87,"[14, 261]",[87],S4RF.tsv,S0018,S0162
you get,2,157,"[14, 136]","[157, 262]",S4RF.tsv,S0018,S0162
network,1,157,[14],[157],S4RF.tsv,S0018,S0162
what about,2,193,"[14, 102, 164]","[193, 282, 286]",S4RF.tsv,S0018,S0162
experience,1,205,"[14, 92, 110, 232, 271, 283, 285]",[205],S4RF.tsv,S0018,S0162
you've get you've,3,227,[14],[227],S4RF.tsv,S0018,S0162
you've get,2,227,"[14, 122]",[227],S4RF.tsv,S0018,S0162
have you,2,260,"[14, 138]","[260, 276]",S4RF.tsv,S0018,S0162
have you get,3,276,[14],[276],S4RF.tsv,S0018,S0162
be that,2,37,"[16, 18, 22, 269, 291]","[37, 234, 282]",S4RF.tsv,S0018,S0162
do that,2,33,[20],[33],S4RF.tsv,S0018,S0162
you do,2,211,"[20, 58, 102, 251]","[211, 260]",S4RF.tsv,S0018,S0162
long,1,223,"[20, 78, 130, 194]",[223],S4RF.tsv,S0018,S0162
what be,2,33,"[22, 48, 247, 291]","[33, 203, 205, 207]",S4RF.tsv,S0018,S0162
do it,2,33,"[22, 148]","[33, 37, 149]",S4RF.tsv,S0018,S0162
it about,2,203,[22],[203],S4RF.tsv,S0018,S0162
i guess,2,26,"[26, 32, 102, 128, 283]","[5, 215, 278]",S4RF.tsv,S0018,S0162
edit,1,26,"[26, 102, 196, 198]","[15, 25, 31, 33, 221]",S4RF.tsv,S0018,S0162
piece for,2,26,[26],[21],S4RF.tsv,S0018,S0162
ten,1,26,[26],[21],S4RF.tsv,S0018,S0162
years,1,27,"[26, 94]","[27, 79]",S4RF.tsv,S0018,S0162
be transferable,2,29,[26],[29],S4RF.tsv,S0018,S0162
skills,1,33,"[26, 110, 233, 267]","[33, 203, 205]",S4RF.tsv,S0018,S0162
transferable,1,33,"[26, 28]",[33],S4RF.tsv,S0018,S0162
piece,1,33,[26],"[33, 103, 225]",S4RF.tsv,S0018,S0162
but i,2,35,"[26, 32, 196, 208, 251, 265]","[35, 103, 139, 159, 211, 274]",S4RF.tsv,S0018,S0162
isn't it,2,101,"[28, 128, 210, 239, 267, 275, 285]","[101, 219]",S4RF.tsv,S0018,S0162
yeah,1,30,"[30, 54, 68, 76, 90, 108, 122, 142, 148, 150, 152, 184, 194, 198, 200, 206, 232, 261, 267, 273, 293, 297]","[7, 33, 37, 43, 51, 63, 67, 71, 85, 89, 91, 95, 99, 103, 109, 113, 123, 129, 141, 153, 155, 163, 167, 169, 175, 177, 209, 211, 227, 240, 244, 250, 252, 256, 276, 278, 284, 294]",S4RF.tsv,S0018,S0162
software,1,32,[32],[29],S4RF.tsv,S0018,S0162
though,1,53,"[32, 122, 168, 228, 239, 255]","[53, 256]",S4RF.tsv,S0018,S0162
if you,2,107,"[32, 174, 180, 186]","[107, 157]",S4RF.tsv,S0018,S0162
nowadays,1,199,"[32, 239, 251]",[199],S4RF.tsv,S0018,S0162
that if,2,236,[32],[236],S4RF.tsv,S0018,S0162
in different,2,36,"[36, 88]","[1, 37, 39]",S4RF.tsv,S0018,S0162
