Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
have a,2,122,"[0, 91, 266, 274, 426, 460, 467, 587, 588, 803, 945, 963, 989, 1009, 1011, 1013, 1024, 1034, 1066]","[122, 610, 612, 834, 854, 1008, 1010]",S38F.tsv,S0439,S0441
be a,2,168,"[2, 113, 117, 155, 197, 243, 328, 388, 446, 905, 1013, 1020, 1042]","[168, 291, 387, 395, 405, 766, 1004, 1014]",S38F.tsv,S0439,S0441
god,1,7,"[4, 10, 20, 22, 55, 61, 69, 95, 167, 201, 207, 254, 364, 520, 544, 690, 716, 820, 835, 891, 913, 931, 1058, 1070]","[7, 978, 1023, 1059]",S38F.tsv,S0439,S0441
i know,2,6,"[6, 169, 171, 181, 274, 342, 388, 390, 432, 516, 534, 587, 692, 694, 743, 775, 963]","[3, 41, 43, 84, 210, 892, 914, 922, 930, 958, 269]",S38F.tsv,S0439,S0441
i be,2,41,"[6, 20, 22, 73, 141, 143, 167, 181, 330, 442, 450, 506, 520, 526, 553, 668, 743, 879, 945, 953, 955, 1022, 1024, 1026, 1034]","[41, 47, 126, 222, 353, 419, 566, 632, 691, 766, 798, 840, 854, 906, 421, 472]",S38F.tsv,S0439,S0441
know,1,54,"[6, 14, 20, 113, 135, 145, 149, 155, 167, 169, 171, 179, 181, 193, 231, 239, 260, 264, 274, 342, 358, 362, 388, 390, 424, 426, 432, 450, 506, 510, 516, 534, 538, 553, 587, 644, 650, 692, 694, 720, 743, 753, 755, 757, 763, 775, 779, 818, 829, 863, 963, 987, 997, 1072, 1078]","[54, 128, 190, 206, 222, 224, 230, 413, 624, 663, 709, 811, 819, 838, 860, 84, 210, 269, 892, 914, 922, 930, 958]",S38F.tsv,S0439,S0441
like,1,56,"[6, 20, 22, 29, 34, 36, 61, 67, 73, 93, 121, 129, 131, 141, 143, 147, 149, 155, 167, 169, 171, 173, 179, 181, 183, 195, 207, 227, 231, 239, 243, 274, 284, 292, 294, 296, 298, 300, 326, 328, 330, 358, 374, 380, 382, 388, 392, 394, 402, 406, 410, 412, 418, 424, 428, 442, 448, 450, 460, 477, 480, 482, 484, 490, 504, 506, 508, 510, 512, 520, 522, 534, 550, 553, 557, 561, 587, 605, 611, 617, 625, 638, 640, 668, 684, 690, 694, 698, 700, 704, 716, 718, 720, 731, 739, 747, 777, 781, 785, 787, 791, 803, 822, 827, 851, 861, 865, 867, 871, 873, 879, 909, 919, 921, 925, 927, 945, 953, 955, 963, 971, 979, 987, 989, 991, 993, 999, 1001, 1005, 1007, 1024, 1026, 1028, 1030, 1032, 1034, 1036, 1050, 1078]","[56, 66, 122, 126, 128, 170, 184, 188, 198, 210, 216, 218, 236, 289, 303, 337, 373, 393, 419, 421, 423, 453, 472, 487, 499, 501, 513, 533, 578, 604, 663, 667, 677, 683, 713, 762, 766, 782, 815, 862, 904, 916, 920, 926, 948, 960, 968, 970, 996, 1035, 1079]",S38F.tsv,S0439,S0441
i just,2,62,"[6, 268, 412, 536, 538, 553, 700, 704, 777, 877, 1013, 1062]","[62, 457, 533, 730, 952, 683, 770, 841]",S38F.tsv,S0439,S0441
just get,2,64,"[6, 155, 394]","[64, 802, 683, 770, 841]",S38F.tsv,S0439,S0441
want,1,64,"[6, 20, 195, 211, 239, 294, 296, 314, 358, 382, 394, 418, 450, 617, 638, 777, 781, 799, 919, 987, 1024, 1026, 1050]","[64, 730, 946, 200, 395, 632, 784, 1047, 1051]",S38F.tsv,S0439,S0441
