Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
like,1,8,"[0, 4, 7, 9, 13, 37, 45, 57, 64, 66, 68, 72, 74, 76, 78, 82, 100, 104, 106, 120, 122, 124, 126, 128, 130, 138, 144, 151, 153, 161, 162, 164, 166, 167, 169, 173, 176, 182, 184, 186, 187, 189, 194, 198, 219, 225, 227, 236, 242, 258, 273, 283, 285, 292, 294, 298, 301, 309, 315, 317, 323, 366, 368, 370, 377, 380, 382, 392, 397, 407, 409, 411, 413, 420, 424, 471, 479, 508, 512, 514, 516, 567, 571, 573, 575, 579, 581, 584, 598, 600, 602, 604, 606, 616, 626, 632, 634, 636, 638, 640, 642, 648, 650, 654, 660, 662, 664, 666, 668, 672, 673, 674, 686, 690, 692, 700, 718, 734, 736, 744, 748, 750, 752, 754, 755, 759, 761, 763, 765, 767, 771, 772, 773, 781, 785, 791, 793, 797, 799, 803, 816, 817, 821, 823, 833, 843, 845, 847, 849, 853, 855, 857, 859, 861, 863, 865, 874, 876, 880, 884, 897, 930, 938, 940, 1034, 1038, 1056, 1062, 1108, 1112, 1117, 1118, 1127, 1148, 1168, 1174, 1182]","[8, 34, 83, 95, 109, 116, 119, 123, 133, 141, 179, 181, 185, 188, 205, 222, 241, 251, 259, 278, 286, 288, 289, 302, 310, 312, 318, 320, 322, 324, 333, 335, 345, 347, 349, 359, 365, 371, 378, 381, 396, 423, 450, 509, 521, 523, 541, 556, 564, 572, 576, 585, 587, 595, 629, 633, 645, 665, 681, 689, 691, 705, 715, 717, 725, 727, 729, 733, 743, 745, 753, 764, 782, 784, 802, 818, 820, 822, 828, 834, 840, 844, 850, 860, 864, 866, 902, 904, 953, 955, 981, 1002, 1006, 1031, 1116, 889]",SXK4.tsv,S0585,S0587
that's,1,12,"[0, 68, 124, 130, 167, 169, 173, 180, 186, 194, 236, 262, 273, 290, 294, 334, 407, 430, 441, 443, 569, 575, 602, 604, 622, 626, 634, 666, 686, 734, 744, 746, 754, 833, 847, 865, 870, 876, 878, 1062]","[12, 19, 36, 46, 83, 147, 297, 347, 442, 474, 478, 562, 625, 695, 713, 719, 1039, 1041, 1129, 743]",SXK4.tsv,S0585,S0587
be you,2,23,"[0, 37, 47, 88, 189, 250, 368, 414, 422, 471, 668, 773, 821, 833, 847, 960, 976, 1026, 1062, 1076, 1092, 1152]","[23, 345, 511, 247]",SXK4.tsv,S0585,S0587
say,1,34,"[0, 4, 7, 9, 13, 33, 45, 57, 66, 70, 72, 74, 82, 106, 108, 110, 124, 140, 142, 148, 157, 167, 169, 173, 186, 189, 230, 252, 254, 266, 273, 317, 323, 325, 329, 366, 368, 380, 409, 430, 438, 469, 473, 528, 571, 573, 579, 584, 586, 588, 616, 626, 644, 684, 754, 759, 767, 773, 783, 793, 797, 821, 833, 845, 847, 849, 853, 863, 876, 915, 968, 978, 1018, 1044, 1050, 1056, 1058, 1062, 1088, 1108, 1112, 1127, 1152, 1160]","[34, 44, 46, 61, 75, 103, 114, 175, 188, 205, 249, 251, 291, 330, 333, 371, 427, 470, 478, 550, 589, 633, 774, 792, 840, 860, 862, 1006, 1043, 1057, 1059, 1111, 378]",SXK4.tsv,S0585,S0587
there's,1,54,"[0, 7, 68, 74, 76, 82, 84, 104, 176, 204, 294, 420, 422, 438, 443, 740, 748, 752, 759, 950, 954, 1094]","[54, 177, 205, 363, 448, 541, 681, 717]",SXK4.tsv,S0585,S0587
you do,2,116,"[0, 166, 319, 366, 416, 500, 538, 668, 684, 783, 986, 1088]","[116, 971, 1035]",SXK4.tsv,S0585,S0587
he's,1,119,"[0, 273, 277, 430, 506, 526, 528, 573, 602, 604, 606, 626, 632, 638, 650, 662, 673, 686, 688, 744, 750, 754, 843, 845]","[119, 276, 288, 601, 605, 631, 647, 681, 739, 743, 782, 1116]",SXK4.tsv,S0585,S0587
call,1,121,"[0, 68, 138, 380, 524, 526, 528, 573, 668]","[121, 123, 276, 379, 519, 558, 709]",SXK4.tsv,S0585,S0587
what be you,3,247,"[0, 88, 250, 471, 668, 773, 976]",[247],SXK4.tsv,S0585,S0587
he's call,2,276,"[0, 528, 573]",[276],SXK4.tsv,S0585,S0587
we be,2,343,"[0, 7, 793]","[343, 774]",SXK4.tsv,S0585,S0587
be say,2,378,"[0, 70, 759]","[378, 633]",SXK4.tsv,S0585,S0587
play,1,481,"[0, 484, 618]","[481, 619]",SXK4.tsv,S0585,S0587
next,1,633,"[0, 4, 161, 162, 884]",[633],SXK4.tsv,S0585,S0587
him and,2,729,"[0, 579]","[729, 782]",SXK4.tsv,S0585,S0587
what be,2,729,"[0, 33, 68, 88, 250, 471, 668, 684, 759, 773, 897, 940, 942, 976]",[729],SXK4.tsv,S0585,S0587
that's why,2,743,"[0, 186, 236, 575, 744, 833, 847]",[743],SXK4.tsv,S0585,S0587
and we,2,774,"[0, 765]",[774],SXK4.tsv,S0585,S0587
like what,2,889,"[0, 7, 64, 66, 68, 298, 382, 759, 823]",[889],SXK4.tsv,S0585,S0587
game,1,1085,"[0, 1034, 1066, 1082, 1088]",[1085],SXK4.tsv,S0585,S0587
phone,1,2,[2],"[1, 554]",SXK4.tsv,S0585,S0587
