Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
what's the,2,7,"[0, 119, 121, 899, 917, 921]","[7, 201]",SESD.tsv,S0253,S0254
run,1,11,"[0, 18, 71, 998, 1053]","[11, 27, 41, 47, 49, 53, 57, 302]",SESD.tsv,S0253,S0254
what's,1,201,"[0, 18, 119, 121, 193, 821, 899, 917, 919, 921, 1033, 1171, 1334]","[201, 407, 581, 873]",SESD.tsv,S0253,S0254
relate to,2,3,[2],"[3, 889]",SESD.tsv,S0253,S0254
relate,1,633,[2],[633],SESD.tsv,S0253,S0254
yeah,1,9,"[4, 6, 18, 26, 28, 42, 44, 50, 52, 63, 65, 69, 75, 93, 148, 156, 158, 187, 198, 227, 246, 256, 260, 276, 311, 345, 371, 373, 375, 404, 414, 484, 529, 543, 594, 608, 610, 624, 636, 651, 677, 679, 686, 689, 701, 703, 718, 746, 748, 753, 786, 798, 803, 892, 934, 946, 970, 982, 988, 1017, 1033, 1092, 1100, 1127, 1129, 1151, 1153, 1165, 1226, 1242, 1246, 1256, 1264, 1312, 1330, 1332, 1348, 1354, 1358, 1362, 1414]","[9, 17, 23, 27, 31, 37, 39, 47, 59, 62, 66, 82, 90, 98, 100, 102, 104, 106, 110, 114, 128, 135, 141, 143, 147, 151, 164, 168, 180, 199, 203, 214, 220, 224, 257, 265, 267, 271, 279, 300, 318, 324, 330, 334, 346, 350, 358, 360, 380, 382, 388, 393, 395, 417, 430, 432, 434, 438, 465, 470, 477, 483, 499, 505, 507, 519, 526, 530, 534, 536, 539, 553, 568, 573, 585, 591, 627, 633, 635, 639, 645, 648, 654, 662, 664, 666, 683, 685, 690, 692, 696, 698, 723, 725, 727, 731, 747, 754, 779, 787, 789, 791, 793, 805, 812, 824, 851, 869, 871, 897, 913, 924, 933, 937, 943, 973, 983, 985, 995, 997, 999, 1002, 1008, 1016, 1026, 1034, 1036, 1046, 1071, 1077, 1085, 1087, 1095, 1099, 1103, 1113, 1119, 1128, 1132, 1143, 1154, 1156, 1158, 1162, 1176, 1178, 1180, 1182, 1192, 1200, 1210, 1212, 1214, 1229, 1233, 1235, 1249, 1251, 1259, 1261, 1287, 1291, 1299, 1301, 1317, 1339, 1355, 1361, 1363, 1367, 1373, 1383, 1389, 1391, 1393, 1401, 1403, 1411]",SESD.tsv,S0253,S0254
yeah yeah,2,104,"[6, 746]","[104, 1085, 1261]",SESD.tsv,S0253,S0254
help for heroes,3,8,[8],[7],SESD.tsv,S0253,S0254
i'm,1,27,"[12, 20, 77, 258, 260, 293, 315, 317, 319, 333, 449, 451, 453, 602, 705, 709, 832, 1009, 1033, 1072, 1074, 1205, 1278, 1284, 1302, 1362, 1400]","[27, 34, 57, 62, 263, 344, 360, 372, 421, 539, 577, 579, 581, 587, 688, 725, 752, 814, 871, 1061, 1081, 1168, 1253, 1287, 1405, 1407]",SESD.tsv,S0253,S0254
really,1,27,"[12, 20, 213, 323, 523, 588, 592, 616, 697, 699, 749, 773, 790, 856, 862, 932, 992, 1043, 1056, 1165, 1167, 1191, 1240, 1244, 1362, 1374, 1396, 1410]","[27, 29, 41, 45, 47, 55, 74, 174, 186, 251, 407, 432, 483, 555, 656, 678, 762, 818, 877, 889, 891, 1014, 1048, 1095, 1128, 1141, 1160, 1170, 1172, 1206, 1212, 1233, 1245, 1269, 1309]",SESD.tsv,S0253,S0254
