Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
find,1,25,"[0, 105, 196, 460, 463]","[25, 52, 464, 683, 707, 748, 758]",SW98.tsv,S0018,S0002
that you,2,52,"[0, 36, 127, 240, 440, 446, 978]","[52, 337, 623, 651, 1012]",SW98.tsv,S0018,S0002
with the,2,58,"[0, 706, 839, 980]","[58, 322]",SW98.tsv,S0018,S0002
still,1,64,"[0, 382, 816, 837]","[64, 102, 195, 389, 466, 580, 653, 1002]",SW98.tsv,S0018,S0002
back,1,110,"[0, 274, 692, 925]","[110, 164, 238, 464, 530, 552, 635, 651, 653, 764, 825, 846, 1002]",SW98.tsv,S0018,S0002
be you,2,128,"[0, 170, 207, 317, 398, 533, 600, 804]","[128, 142, 191, 566, 574, 807]",SW98.tsv,S0018,S0002
live,1,165,"[0, 10, 297, 616, 839, 849, 909, 917, 931, 964, 978]","[165, 177, 300, 302, 879, 908, 951, 990, 1010]",SW98.tsv,S0018,S0002
the the,2,468,"[0, 319, 422, 456, 497, 876]","[468, 566, 673, 844, 949]",SW98.tsv,S0018,S0002
october,1,632,[0],[632],SW98.tsv,S0018,S0002
say,1,5,"[2, 93, 103, 107, 117, 143, 220, 240, 244, 450, 501, 646, 647, 747, 901, 978]","[5, 46, 52, 62, 66, 74, 76, 88, 98, 102, 114, 118, 128, 130, 142, 195, 215, 217, 302, 328, 483, 484, 528, 584, 590, 595, 651, 826, 1006, 1037, 807, 871]",SW98.tsv,S0018,S0002
be a,2,13,"[2, 45, 71, 163, 440, 640, 647, 650, 678, 696]","[13, 74, 169, 464, 631, 949, 977, 1021, 164, 213, 366, 46]",SW98.tsv,S0018,S0002
place,1,13,"[2, 12, 24, 36, 184, 268]","[13, 25, 203, 247, 302, 518, 826, 973]",SW98.tsv,S0018,S0002
