Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
take,1,35,"[0, 121, 123, 125, 134, 146, 148, 166, 168, 189, 248]","[35, 39, 74, 83, 102, 118, 135, 161, 210, 328]",SRTU.tsv,S0024,S0144
work,1,307,"[0, 2, 248]","[307, 354, 386, 414]",SRTU.tsv,S0024,S0144
i might,2,326,"[0, 189, 289, 570]",[326],SRTU.tsv,S0024,S0144
might,1,326,"[0, 541]",[326],SRTU.tsv,S0024,S0144
things,1,395,"[0, 191, 230, 367]","[395, 425, 557]",SRTU.tsv,S0024,S0144
if i,2,548,"[0, 248]","[548, 550, 587]",SRTU.tsv,S0024,S0144
walk,1,550,[0],[550],SRTU.tsv,S0024,S0144
that's,1,3,"[2, 12, 61, 77, 142, 146, 150, 166, 295, 316, 325, 379, 381, 391, 420, 422, 432, 510, 527, 586]","[3, 48, 50, 56, 62, 68, 70, 100, 102, 110, 122, 159, 175, 200, 210, 223, 241, 268, 276, 328, 336, 341, 376, 407, 423, 467, 480, 482]",SRTU.tsv,S0024,S0144
still,1,145,"[2, 248, 256]","[145, 386]",SRTU.tsv,S0024,S0144
at least,2,257,"[2, 306]",[257],SRTU.tsv,S0024,S0144
i can,2,587,[2],[587],SRTU.tsv,S0024,S0144
okay,1,33,"[4, 47, 57, 61, 115, 133, 176, 244, 265, 269, 287, 299, 333, 335, 345, 363, 375, 398, 406, 428, 449, 498, 510, 527, 562]","[33, 35, 37, 39, 50, 60, 72, 108, 122, 124, 159, 171, 179, 233, 237, 239, 241, 272, 279, 298, 307, 328, 344, 384, 386, 392, 405, 429, 431, 442, 444, 446, 461, 495, 497, 499, 516, 524, 534, 567]",SRTU.tsv,S0024,S0144
yeah,1,6,"[6, 18, 36, 44, 53, 63, 65, 89, 95, 101, 107, 121, 123, 125, 131, 140, 150, 156, 162, 166, 201, 211, 215, 224, 236, 252, 277, 310, 314, 325, 342, 357, 371, 375, 383, 391, 415, 424, 426, 437, 445, 452, 474, 479, 481, 494, 508, 539, 541, 547, 572, 574, 582]","[1, 23, 25, 27, 37, 45, 48, 52, 54, 56, 72, 76, 80, 86, 88, 106, 112, 135, 137, 151, 159, 175, 177, 179, 188, 202, 208, 214, 225, 241, 255, 268, 274, 286, 288, 302, 311, 315, 326, 328, 332, 334, 339, 392, 403, 409, 414, 431, 451, 455, 457, 459, 513, 524, 530, 532, 538, 555, 581, 587]",SRTU.tsv,S0024,S0144
get a pen,3,6,[6],[5],SRTU.tsv,S0024,S0144
get,1,9,"[6, 8, 14, 85, 152, 166, 189, 199, 228, 242, 250, 254, 291, 293, 303, 322, 325, 338, 355, 357, 367, 391, 413, 417, 424, 426, 462, 491, 498, 515]","[9, 56, 58, 124, 179, 257, 298, 344, 356, 395, 451, 486, 488, 540, 210, 266, 372, 569, 11]",SRTU.tsv,S0024,S0144
i've get,2,11,"[6, 14, 291, 303, 357]","[11, 266, 372]",SRTU.tsv,S0024,S0144
get a,2,210,"[6, 424]","[210, 569]",SRTU.tsv,S0024,S0144
a pen,2,257,"[6, 14]",[257],SRTU.tsv,S0024,S0144
i've,1,261,"[6, 14, 22, 26, 28, 291, 303, 306, 325, 357]","[261, 298, 559, 266, 372]",SRTU.tsv,S0024,S0144
pen,1,585,"[6, 14]",[585],SRTU.tsv,S0024,S0144
get some,2,9,"[8, 355]",[9],SRTU.tsv,S0024,S0144
i'll,1,15,"[8, 189]",[15],SRTU.tsv,S0024,S0144
well,1,35,"[8, 42, 84, 85, 144, 201, 246, 248, 295, 510, 512, 549, 552, 568]","[35, 41, 48, 58, 124, 128, 139, 153, 200, 210, 212, 214, 257, 326, 328, 409, 451, 495, 569]",SRTU.tsv,S0024,S0144
just get,2,395,"[8, 254]","[395, 540]",SRTU.tsv,S0024,S0144
need,1,10,"[10, 34, 79, 87, 125, 136, 138, 201, 248, 287, 289, 312, 500, 584]","[7, 139, 251, 540]",SRTU.tsv,S0024,S0144
make,1,29,"[10, 148, 207, 213, 271, 312, 373, 456, 584]","[29, 143, 337, 356, 431]",SRTU.tsv,S0024,S0144
see,1,45,"[10, 458]","[45, 457, 587]",SRTU.tsv,S0024,S0144
note,1,90,"[10, 91, 121, 125, 131, 134, 138, 146, 148, 166, 168, 178, 209, 271, 293, 297, 373, 584]","[90, 118, 135, 143, 161]",SRTU.tsv,S0024,S0144
powerpoints,1,475,"[10, 472, 582, 586]",[475],SRTU.tsv,S0024,S0144
be i,2,548,"[10, 574]",[548],SRTU.tsv,S0024,S0144
i'm,1,116,"[12, 26, 71, 271, 306, 541, 554, 580]","[116, 212, 351, 546, 557, 587]",SRTU.tsv,S0024,S0144
book,1,128,"[12, 14, 16, 180, 287, 291, 320, 322, 323, 325, 373, 428, 483, 515]","[128, 179, 309, 315, 319, 337, 427, 451, 480, 538, 376]",SRTU.tsv,S0024,S0144
that's my book,3,376,[12],[376],SRTU.tsv,S0024,S0144
one,1,21,"[14, 97, 99, 105, 121, 136, 146, 148, 158, 166, 168, 193, 199, 205, 209, 213, 216, 228, 267, 325, 357, 367, 417, 419, 458, 470, 472, 512]","[21, 35, 60, 76, 96, 139, 153, 157, 179, 185, 241, 272, 298, 372, 409, 414, 416, 423, 488, 534]",SRTU.tsv,S0024,S0144
lecture,1,60,"[14, 16, 67, 209]","[60, 62, 118, 135, 161, 163]",SRTU.tsv,S0024,S0144
i'll use,2,16,[16],[15],SRTU.tsv,S0024,S0144
you can,2,41,[16],"[41, 159]",SRTU.tsv,S0024,S0144
use,1,50,"[16, 148, 404]","[50, 88, 118, 135, 337, 392]",SRTU.tsv,S0024,S0144
go through,2,35,"[18, 77, 348, 391, 437, 578]","[35, 39, 96]",SRTU.tsv,S0024,S0144
go,1,35,"[18, 71, 77, 160, 238, 248, 254, 260, 271, 348, 391, 437, 512, 578, 580]","[35, 96, 135, 143, 188, 210, 212, 214, 241, 374, 409, 451, 587, 39]",SRTU.tsv,S0024,S0144
to go,2,39,"[18, 248, 391]","[39, 210, 212]",SRTU.tsv,S0024,S0144
it'll be,2,155,[18],"[155, 294]",SRTU.tsv,S0024,S0144
easy,1,407,[18],[407],SRTU.tsv,S0024,S0144
no i,2,20,"[20, 189]","[13, 557]",SRTU.tsv,S0024,S0144
right,1,20,"[20, 69, 287, 580]","[19, 35, 163, 173, 179, 259, 264, 356, 409, 418, 431, 557]",SRTU.tsv,S0024,S0144
do it,2,35,"[20, 32, 65, 89, 131, 263, 428, 554, 582]","[35, 159, 185, 354, 540, 550]",SRTU.tsv,S0024,S0144
last,1,214,"[22, 30, 170, 295, 297, 574]","[214, 221, 509]",SRTU.tsv,S0024,S0144
week,1,298,"[22, 195, 207, 254]",[298],SRTU.tsv,S0024,S0144
find,1,188,"[24, 262, 443]","[188, 407]",SRTU.tsv,S0024,S0144
that be,2,272,"[24, 127, 273, 424]","[272, 573]",SRTU.tsv,S0024,S0144
be so,2,407,[24],[407],SRTU.tsv,S0024,S0144
write,1,41,"[26, 289, 470]","[41, 43, 360, 467]",SRTU.tsv,S0024,S0144
like,1,45,"[26, 211, 224, 254, 301, 391, 506, 537, 541, 554, 558, 574]","[45, 139, 315, 354, 358, 538]",SRTU.tsv,S0024,S0144
read,1,92,"[26, 242, 357, 393, 494, 496, 498, 517]","[92, 122, 188, 264, 390, 395, 490, 492, 495, 497, 520, 557, 561]",SRTU.tsv,S0024,S0144
of the,2,163,"[28, 325, 331, 391, 435, 502]","[163, 414, 536]",SRTU.tsv,S0024,S0144
the listen,2,30,[30],"[17, 60]",SRTU.tsv,S0024,S0144
listen,1,35,"[30, 79]","[35, 76, 122, 161, 188, 60]",SRTU.tsv,S0024,S0144
i think,2,83,"[30, 207, 260, 263, 521, 574]","[83, 467]",SRTU.tsv,S0024,S0144
confuse,1,159,[30],[159],SRTU.tsv,S0024,S0144
it be,2,198,"[30, 297, 574, 578]",[198],SRTU.tsv,S0024,S0144
last year it,3,221,[30],[221],SRTU.tsv,S0024,S0144
be the,2,272,"[30, 230, 318, 424]","[272, 384, 511]",SRTU.tsv,S0024,S0144
year,1,294,"[30, 293, 297]","[294, 296]",SRTU.tsv,S0024,S0144
think,1,550,"[30, 207, 220, 260, 263, 502, 521, 529, 574]",[550],SRTU.tsv,S0024,S0144
vocabulary,1,50,"[36, 226, 404]","[50, 567]",SRTU.tsv,S0024,S0144
they've,1,58,"[36, 207, 222, 254, 322, 413, 417, 426]","[58, 390, 492, 495]",SRTU.tsv,S0024,S0144
exam,1,60,"[36, 38, 215, 216]","[60, 66]",SRTU.tsv,S0024,S0144
cos,1,210,"[36, 166, 207, 262, 301, 331, 367, 379, 432]","[210, 451]",SRTU.tsv,S0024,S0144
mid semester exam,3,66,[38],[66],SRTU.tsv,S0024,S0144
semester,1,66,[38],[66],SRTU.tsv,S0024,S0144
first,1,40,"[40, 359, 391, 443, 445, 489, 498, 500, 508]","[17, 102, 339, 390, 74, 128, 298, 337, 416, 444, 451]",SRTU.tsv,S0024,S0144
slide,1,40,"[40, 77, 103, 152]","[35, 43, 74, 96, 102, 151]",SRTU.tsv,S0024,S0144
nine,1,40,"[40, 105, 154, 213]","[35, 74, 96]",SRTU.tsv,S0024,S0144
the first,2,74,"[40, 443, 498]","[74, 128, 298, 416, 444, 451, 337]",SRTU.tsv,S0024,S0144
hang on so,3,161,[40],[161],SRTU.tsv,S0024,S0144
for the,2,296,"[40, 333, 396, 468]","[296, 337, 414]",SRTU.tsv,S0024,S0144
for the first,3,337,[40],[337],SRTU.tsv,S0024,S0144
hang on,2,384,"[40, 119, 166, 189, 367]","[384, 421, 438, 495]",SRTU.tsv,S0024,S0144
so for the,3,414,[40],[414],SRTU.tsv,S0024,S0144
what about,2,493,[42],[493],SRTU.tsv,S0024,S0144
five,1,47,"[47, 105, 113]","[35, 76, 39, 74, 112, 266, 341]",SRTU.tsv,S0024,S0144
minutes,1,47,"[47, 65, 67, 109, 111, 113, 134, 184, 193, 437, 496]","[35, 37, 39, 64, 102, 104, 108, 210, 307, 328, 336, 495, 565, 74, 112, 266, 341]",SRTU.tsv,S0024,S0144
five minutes,2,47,"[47, 113]","[39, 74, 112, 266, 341]",SRTU.tsv,S0024,S0144
okay erm,2,279,[47],[279],SRTU.tsv,S0024,S0144
on moodle,2,52,[51],"[52, 56]",SRTU.tsv,S0024,S0144
test on moodle,3,58,[51],[58],SRTU.tsv,S0024,S0144
and they,2,409,[51],[409],SRTU.tsv,S0024,S0144
they do,2,416,"[51, 456]",[416],SRTU.tsv,S0024,S0144
test,1,444,[51],"[444, 467, 469]",SRTU.tsv,S0024,S0144
moodle,1,55,"[55, 166, 168]","[52, 56, 58]",SRTU.tsv,S0024,S0144
mm okay,2,307,[57],"[307, 405]",SRTU.tsv,S0024,S0144
okay that's,2,241,[61],[241],SRTU.tsv,S0024,S0144
twenty minutes,2,65,"[65, 67, 109, 184, 193, 496]","[37, 64, 104, 108, 210, 307, 328, 336]",SRTU.tsv,S0024,S0144
it say,2,66,"[65, 152]","[66, 68, 70, 74, 96, 110, 151, 185]",SRTU.tsv,S0024,S0144
twenty,1,66,"[65, 67, 109, 184, 193, 496]",[66],SRTU.tsv,S0024,S0144
