Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
hello,1,1,[0],[1],SVT6.tsv,S0619,S0618
drive,1,8,"[8, 100]","[3, 96, 428, 566, 740, 766, 1050]",SVT6.tsv,S0619,S0618
conversation,1,13,"[8, 9, 11, 858]","[13, 1227]",SVT6.tsv,S0619,S0618
that you're,2,63,"[8, 491]","[63, 607, 895]",SVT6.tsv,S0619,S0618
be talk,2,268,"[8, 1111]",[268],SVT6.tsv,S0619,S0618
talk,1,380,"[8, 307, 332, 1111, 1119]","[380, 1129, 1218, 1217]",SVT6.tsv,S0619,S0618
and the,2,813,"[8, 397, 469, 495, 496]",[813],SVT6.tsv,S0619,S0618
about the,2,1067,"[8, 437, 703]",[1067],SVT6.tsv,S0619,S0618
talk about,2,1217,"[8, 332]",[1217],SVT6.tsv,S0619,S0618
cos,1,26,"[9, 75, 241, 329, 451, 610, 705, 798, 818, 850, 884, 900, 974, 1000, 1002, 1115, 1138, 1230]","[26, 53, 65, 264, 464, 533, 674, 676, 733, 740, 945, 978, 1036, 1096, 1171, 1185, 1234, 1241]",SVT6.tsv,S0619,S0618
it be,2,69,"[9, 148, 153, 163, 165, 313, 320, 324, 467, 586, 629, 693, 786, 1002, 1010, 1029, 1031, 1056, 1111, 1119, 1238]","[69, 79, 105, 149, 154, 160, 172, 275, 277, 374, 380, 527, 533, 539, 638, 660, 674, 710, 735, 1053, 1071, 1145, 1169, 1171, 1173]",SVT6.tsv,S0619,S0618
be it,2,158,"[9, 78, 284, 953, 1238]","[158, 380, 609, 1050]",SVT6.tsv,S0619,S0618
kind,1,268,[9],"[268, 400, 432, 568, 674, 887, 913, 988, 1100, 1106]",SVT6.tsv,S0619,S0618
another,1,346,"[9, 773, 1033]","[346, 541, 609, 1191]",SVT6.tsv,S0619,S0618
er with,2,562,[9],[562],SVT6.tsv,S0619,S0618
i suppose,2,754,[9],"[754, 865, 1096]",SVT6.tsv,S0619,S0618
person,1,800,"[9, 822, 1113]",[800],SVT6.tsv,S0619,S0618
