Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
right,1,71,"[1, 10, 146, 211, 215, 243]","[71, 115, 117, 248]",S2FT.tsv,S0179,S0058
i have,2,102,[1],"[102, 106]",S2FT.tsv,S0179,S0058
that be,2,106,"[1, 24, 52]",[106],S2FT.tsv,S0179,S0058
the way,2,27,[3],[27],S2FT.tsv,S0179,S0058
quite,1,80,"[3, 30, 44]","[80, 92, 102, 104, 106, 244, 250]",S2FT.tsv,S0179,S0058
round,1,90,"[3, 243]","[90, 178, 182]",S2FT.tsv,S0179,S0058
way,1,210,[3],[210],S2FT.tsv,S0179,S0058
say,1,25,"[4, 24, 70, 130, 197, 209]","[25, 77, 79, 82, 104, 106, 214]",S2FT.tsv,S0179,S0058
sorry,1,39,"[4, 22, 163, 167, 203]","[39, 75, 242]",S2FT.tsv,S0179,S0058
be you,2,104,"[4, 20]",[104],S2FT.tsv,S0179,S0058
okay,1,63,"[6, 50, 97, 103, 144, 205]","[63, 168, 200, 202, 251]",S2FT.tsv,S0179,S0058
wow,1,9,[8],"[9, 159]",S2FT.tsv,S0179,S0058
this be,2,31,"[10, 120]",[31],S2FT.tsv,S0179,S0058
start,1,19,"[12, 14]","[19, 25, 242]",S2FT.tsv,S0179,S0058
spring,1,25,"[12, 14]","[25, 33]",S2FT.tsv,S0179,S0058
days,1,31,[12],[31],S2FT.tsv,S0179,S0058
it be,2,96,"[12, 181]","[96, 102, 104, 106, 214]",S2FT.tsv,S0179,S0058
a few,2,216,"[12, 110]",[216],S2FT.tsv,S0179,S0058
see,1,106,"[14, 62, 107, 185]","[106, 123, 127, 159, 244]",S2FT.tsv,S0179,S0058
do not,2,21,[16],[21],S2FT.tsv,S0179,S0058
i do,2,102,"[16, 78]","[102, 104, 178, 206]",S2FT.tsv,S0179,S0058
be the,2,31,[18],[31],S2FT.tsv,S0179,S0058
sort of,2,31,"[18, 30, 48, 64, 81, 183, 195]","[31, 35, 77, 102, 104, 147, 178, 206, 210, 216, 224, 232, 248]",S2FT.tsv,S0179,S0058
season be,2,35,"[18, 30]",[35],S2FT.tsv,S0179,S0058
do they,2,79,[18],"[79, 108]",S2FT.tsv,S0179,S0058
well,1,47,"[20, 24, 32, 70, 83, 93, 114, 128, 175, 177, 195, 219, 225, 233]","[47, 90, 102, 104, 106, 125, 145, 174, 176, 206, 208, 226, 240, 250]",S2FT.tsv,S0179,S0058
