Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
em,1,3,"[0, 149, 205, 266, 268, 272, 326, 330, 332, 334, 340, 358, 360, 380, 382, 384, 392, 422, 440, 454]","[3, 17, 33, 45, 47, 49, 51, 85, 87, 89, 91, 105, 113, 129, 158, 160, 164, 168, 170, 210, 213, 229, 233, 239, 253, 283, 355, 387, 389, 401, 413, 447, 449, 453, 485, 487, 500, 520, 526, 534, 536, 548, 554, 564]",SK39.tsv,S0180,S0183
yeah,1,19,"[0, 58, 60, 62, 78, 118, 124, 130, 134, 142, 161, 165, 177, 220, 260, 264, 268, 286, 288, 328, 330, 336, 342, 350, 354, 358, 360, 376, 432, 434, 440, 458, 513, 553, 561, 563, 567, 569]","[19, 41, 49, 57, 69, 73, 79, 87, 89, 117, 123, 131, 162, 170, 184, 192, 213, 219, 243, 245, 247, 249, 251, 265, 285, 287, 295, 297, 299, 301, 305, 309, 393, 405, 427, 437, 445, 455, 457, 463, 471, 485, 491, 493, 506, 546, 562, 568]",SK39.tsv,S0180,S0183
japan,1,45,"[0, 8, 10, 28, 86, 246]","[45, 170, 87, 89]",SK39.tsv,S0180,S0183
to japan,2,87,"[0, 8, 10]","[87, 89]",SK39.tsv,S0180,S0183
be to,2,180,"[0, 260]",[180],SK39.tsv,S0180,S0183
okay,1,291,"[0, 58, 82, 84, 108, 209, 334, 384, 396, 482, 539, 547]","[291, 485]",SK39.tsv,S0180,S0183
so it's,2,508,"[0, 114, 116, 535]",[508],SK39.tsv,S0180,S0183
go,1,3,"[2, 8, 12, 56, 140, 185, 193, 220, 268, 324, 356, 382, 392, 394, 396, 434, 511]","[3, 9, 13, 17, 23, 45, 47, 65, 91, 137, 150, 152, 170, 194, 196, 200, 202, 263, 321, 323, 335, 369, 387, 389, 391, 395, 397, 409, 411, 518, 534, 554, 93]",SK39.tsv,S0180,S0183
you go,2,93,"[2, 12, 140, 185, 434]",[93],SK39.tsv,S0180,S0183
exactly,1,109,[2],[109],SK39.tsv,S0180,S0183
do you,2,395,"[2, 12, 108, 163, 169, 193, 374, 426]",[395],SK39.tsv,S0180,S0183
be that,2,307,"[4, 284]","[307, 558]",SK39.tsv,S0180,S0183
who be,2,516,"[4, 486]",[516],SK39.tsv,S0180,S0183
go with,2,202,"[8, 56, 434]",[202],SK39.tsv,S0180,S0183
didn't go,2,321,[8],[321],SK39.tsv,S0180,S0183
take,1,53,[10],"[53, 213, 233, 235, 439, 463]",SK39.tsv,S0180,S0183
i think,2,109,"[10, 138, 142, 161, 220, 222, 264, 324, 344, 362, 376, 382, 412, 561, 563]","[109, 170, 194, 263, 275, 277, 289, 293, 389, 393, 395, 417, 421, 433, 481, 487, 526, 534, 536, 544, 558]",SK39.tsv,S0180,S0183
think,1,293,"[10, 40, 138, 142, 157, 161, 220, 222, 264, 296, 318, 324, 336, 344, 350, 362, 376, 382, 412, 418, 480, 561, 563]","[293, 307, 335, 341, 373, 395, 399, 463, 389, 393, 417, 421, 433, 481, 487, 526, 534, 536, 544, 558]",SK39.tsv,S0180,S0183
oh i,2,423,"[10, 22, 153, 258, 286, 545]",[423],SK39.tsv,S0180,S0183
go around,2,17,"[12, 511]",[17],SK39.tsv,S0180,S0183
around,1,251,"[12, 16, 332, 511]",[251],SK39.tsv,S0180,S0183
get,1,33,"[16, 108, 140, 163, 264, 296, 304, 318, 360, 382, 384, 386, 390, 416]","[33, 51, 69, 93, 95, 208, 229, 283, 293, 327, 395, 417, 423, 433, 439, 457, 556]",SK39.tsv,S0180,S0183
so you,2,65,"[16, 76, 173, 246]","[65, 568]",SK39.tsv,S0180,S0183
you you,2,485,[16],[485],SK39.tsv,S0180,S0183
she live there,3,19,[18],[19],SK39.tsv,S0180,S0183
live,1,21,"[18, 256]","[21, 23, 502]",SK39.tsv,S0180,S0183
live there,2,154,"[18, 256]",[154],SK39.tsv,S0180,S0183
she be in,3,21,"[20, 26]",[21],SK39.tsv,S0180,S0183
she be,2,21,"[20, 26, 28, 358]","[21, 27, 33, 353]",SK39.tsv,S0180,S0183
be in,2,213,"[20, 26, 292]","[213, 451]",SK39.tsv,S0180,S0183
see,1,22,"[22, 140, 153, 250, 258, 260, 268, 344, 382, 422, 446, 529, 545, 561]","[17, 558, 564]",SK39.tsv,S0180,S0183
work,1,26,"[26, 28, 336]","[15, 335, 345, 347, 417, 518, 544, 21, 156]",SK39.tsv,S0180,S0183
work there,2,26,[26],"[21, 156]",SK39.tsv,S0180,S0183
so she,2,43,"[26, 28]",[43],SK39.tsv,S0180,S0183
course,1,459,[26],[459],SK39.tsv,S0180,S0183
she be work,3,28,[28],[21],SK39.tsv,S0180,S0183
be work,2,156,[28],"[156, 518]",SK39.tsv,S0180,S0183
with a,2,30,[30],"[9, 13]",SK39.tsv,S0180,S0183
stay,1,30,"[30, 173]","[17, 49, 23, 172]",SK39.tsv,S0180,S0183
host family,2,30,[30],[21],SK39.tsv,S0180,S0183
stay with,2,30,[30],[23],SK39.tsv,S0180,S0183
and stay,2,172,[30],[172],SK39.tsv,S0180,S0183
family,1,196,"[30, 304]",[196],SK39.tsv,S0180,S0183
long,1,111,"[32, 144, 173]","[111, 166, 235, 277]",SK39.tsv,S0180,S0183
really,1,49,"[36, 114, 144, 148, 191, 224, 294, 298, 310, 314, 336, 356, 364, 384, 414, 418, 492, 555]","[49, 51, 53, 97, 133, 158, 212, 217, 225, 229, 235, 237, 277, 407, 409, 423, 457, 473, 500, 508, 518]",SK39.tsv,S0180,S0183
oh no,2,423,"[38, 42, 82, 84, 214]",[423],SK39.tsv,S0180,S0183
eat,1,41,[40],[41],SK39.tsv,S0180,S0183
that be,2,55,"[40, 86, 242]","[55, 69, 89, 119, 160, 180, 233, 564]",SK39.tsv,S0180,S0183
cos,1,154,"[40, 130, 140, 302, 330, 336, 350, 362, 549]","[154, 166, 180, 229, 307, 345, 389, 407, 415, 500, 520, 526, 552, 556, 558, 435]",SK39.tsv,S0180,S0183
would,1,180,"[40, 230, 384, 390]","[180, 263, 508]",SK39.tsv,S0180,S0183
be able to,3,417,[40],[417],SK39.tsv,S0180,S0183
cos she,2,435,[40],[435],SK39.tsv,S0180,S0183
think that,2,463,"[40, 336]",[463],SK39.tsv,S0180,S0183
be what,2,558,[40],[558],SK39.tsv,S0180,S0183
tokyo,1,46,"[46, 104, 246]","[3, 65, 47]",SK39.tsv,S0180,S0183
just tokyo,2,47,[46],[47],SK39.tsv,S0180,S0183
wow,1,223,"[48, 203, 430, 434]",[223],SK39.tsv,S0180,S0183
that's,1,285,"[48, 62, 92, 98, 144, 148, 161, 179, 181, 203, 244, 330, 336, 338, 340, 342, 344, 354, 374, 394, 515]","[285, 359]",SK39.tsv,S0180,S0183
have to,2,56,"[56, 312, 330]","[43, 311]",SK39.tsv,S0180,S0183
