Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
to,1,9,"[0, 9, 13, 35, 36, 42, 44, 56, 60, 71, 81, 87, 106, 109, 111, 112, 114, 117, 122, 127, 133, 134, 135, 138, 141, 147, 151, 154, 159, 161, 164, 166, 167, 169, 173, 184, 188, 199, 220, 229, 235, 258, 267, 269, 274, 277, 280, 282, 286, 294, 302, 303, 305, 310, 321, 323, 325, 336, 358, 379, 401, 403, 406, 412, 415, 426, 427, 432, 435, 437, 440, 442, 447, 468, 471, 483, 487, 489, 496, 498, 500, 502, 515, 524, 526, 541, 543, 544, 546, 550, 552, 571, 574, 592, 607, 622, 625, 628, 629, 630, 632, 645]",SUH7.tsv
listen to,2,13,"[0, 13, 500, 592, 629]",SUH7.tsv
you,1,2,"[0, 2, 13, 17, 27, 50, 52, 60, 76, 81, 84, 89, 94, 109, 112, 114, 117, 119, 135, 138, 140, 147, 151, 152, 154, 169, 197, 199, 212, 218, 222, 241, 242, 249, 265, 269, 270, 271, 273, 274, 284, 286, 288, 316, 318, 320, 325, 340, 350, 366, 370, 378, 381, 391, 393, 395, 406, 409, 412, 416, 422, 426, 427, 429, 433, 441, 443, 445, 447, 449, 450, 460, 463, 466, 468, 473, 480, 492, 505, 515, 518, 524, 527, 532, 535, 543, 544, 546, 550, 566, 572, 576, 581, 592, 596, 601, 606, 607, 629, 642, 650]",SUH7.tsv
what,1,15,"[0, 15, 44, 84, 87, 109, 125, 128, 171, 173, 185, 259, 273, 277, 283, 310, 320, 378, 416, 439, 464, 491, 492, 497, 504, 515, 525, 526, 535, 536, 541, 551, 552, 572, 614, 622]",SUH7.tsv
do,1,59,"[0, 59, 61, 73, 75, 161, 189, 205, 230, 241, 257, 259, 273, 283, 365, 367, 388, 409, 416, 427, 439, 442, 445, 463, 477, 480, 492, 504, 505, 515, 525, 526, 541, 584, 590, 592, 601, 613, 625, 628, 637, 639, 647, 650]",SUH7.tsv
do you,2,241,"[0, 241, 273, 409, 416, 427, 480, 492, 505, 515, 650]",SUH7.tsv
to do,2,442,"[0, 442, 541, 625, 628]",SUH7.tsv
you listen to,3,592,"[0, 592]",SUH7.tsv
new,1,18,"[1, 18, 19, 613, 614]",SUH7.tsv
the,1,18,"[10, 17, 18, 26, 41, 42, 44, 45, 46, 51, 52, 75, 81, 82, 87, 88, 89, 92, 94, 97, 98, 101, 103, 112, 122, 127, 130, 131, 133, 135, 138, 140, 146, 147, 150, 152, 153, 154, 159, 161, 167, 178, 181, 184, 190, 192, 193, 196, 199, 204, 208, 210, 212, 214, 218, 220, 229, 233, 234, 235, 238, 240, 241, 242, 248, 251, 253, 256, 257, 263, 266, 268, 269, 274, 276, 284, 286, 290, 292, 294, 312, 313, 314, 316, 320, 321, 323, 335, 336, 337, 338, 346, 348, 350, 355, 356, 358, 362, 365, 366, 370, 372, 374, 378, 383, 387, 393, 410, 412, 414, 419, 421, 422, 426, 429, 454, 463, 477, 480, 486, 508, 515, 517, 521, 526, 534, 535, 537, 543, 544, 557, 572, 575, 576, 578, 587, 592, 594, 601, 609, 610, 614, 617, 628, 630, 637, 643, 647, 649, 653, 654]",SUH7.tsv
new one,2,19,"[18, 19]",SUH7.tsv
one,1,45,"[18, 19, 45, 195, 241, 313, 329, 346, 379, 381, 395, 426, 454, 569, 587, 594, 617]",SUH7.tsv
not,1,20,"[9, 16, 20, 41, 42, 43, 50, 80, 115, 119, 225, 284, 353, 357, 364, 374, 381, 498, 500, 509, 510, 543, 549, 585, 594, 601, 628]",SUH7.tsv
i've,1,506,"[20, 198, 506, 600, 617, 629]",SUH7.tsv
we're all john smith,4,25,"[24, 25]",SUH7.tsv
john smith,2,25,"[24, 25]",SUH7.tsv
all,1,42,"[24, 25, 42, 54, 89, 97, 115, 124, 205, 310, 450, 460, 506, 552, 560, 652]",SUH7.tsv
we're,1,199,"[24, 25, 199, 200, 495, 498, 620]",SUH7.tsv
smith,1,556,"[24, 25, 556, 557, 572]",SUH7.tsv
