Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
do,1,11,"[0, 8, 11, 23, 32, 36, 51, 75, 80, 82, 86, 94, 99, 100, 103, 110, 125, 142, 143, 153, 161, 162, 166, 182, 185, 192, 201, 207, 209, 212, 230, 238, 243, 249, 279, 289, 294, 296, 302, 304, 330, 337, 340, 368, 374, 387, 390, 402, 414, 418, 420, 427, 445, 459, 474, 479, 482, 483, 518, 529, 583, 604, 648, 654, 655, 665, 674, 719, 737, 748, 753, 755, 757, 759, 771, 794, 815, 839, 841, 876, 880, 896, 900, 922, 942, 985, 1003, 1013, 1014, 1023, 1025, 1027, 1030]",SKYQ.tsv
the,1,26,"[0, 2, 4, 6, 8, 14, 18, 22, 24, 26, 29, 30, 32, 34, 38, 39, 40, 45, 46, 51, 53, 54, 56, 60, 66, 68, 69, 78, 80, 82, 90, 95, 107, 109, 119, 121, 125, 126, 127, 137, 165, 169, 179, 184, 191, 197, 201, 210, 224, 226, 228, 230, 234, 243, 251, 253, 269, 271, 273, 274, 280, 284, 296, 298, 306, 307, 308, 310, 323, 325, 327, 332, 340, 351, 356, 365, 376, 377, 380, 382, 385, 386, 388, 394, 396, 402, 409, 412, 415, 418, 424, 450, 454, 456, 458, 465, 474, 477, 486, 488, 494, 500, 504, 508, 511, 514, 517, 518, 520, 521, 526, 529, 530, 532, 535, 539, 546, 547, 548, 549, 551, 553, 557, 570, 578, 579, 581, 584, 592, 594, 595, 596, 599, 601, 604, 618, 623, 626, 627, 630, 633, 634, 639, 652, 654, 655, 659, 664, 670, 672, 674, 676, 678, 687, 689, 693, 695, 709, 715, 719, 728, 729, 732, 734, 737, 739, 744, 746, 748, 751, 755, 756, 760, 762, 771, 774, 775, 778, 779, 787, 788, 789, 792, 797, 800, 808, 811, 814, 818, 820, 823, 827, 860, 861, 863, 875, 886, 893, 894, 897, 899, 901, 908, 910, 912, 916, 925, 927, 942, 947, 951, 956, 959, 963, 964, 969, 971, 975, 981, 988, 990, 992, 995, 1005, 1007, 1014, 1023, 1025, 1027, 1031, 1034, 1036, 1038, 1041, 1042, 1054, 1056]",SKYQ.tsv
be,1,26,"[0, 2, 4, 6, 22, 24, 26, 32, 43, 45, 53, 54, 58, 60, 64, 65, 66, 68, 72, 77, 80, 82, 87, 88, 93, 95, 97, 102, 104, 105, 111, 125, 127, 143, 147, 151, 154, 168, 169, 176, 177, 178, 184, 187, 189, 193, 197, 201, 203, 210, 224, 226, 228, 230, 234, 241, 243, 245, 246, 248, 251, 256, 257, 258, 298, 308, 310, 327, 332, 334, 337, 340, 351, 371, 380, 382, 384, 385, 386, 387, 388, 410, 412, 418, 424, 431, 432, 437, 440, 448, 449, 450, 451, 453, 454, 456, 458, 462, 473, 478, 487, 496, 500, 504, 508, 512, 516, 517, 521, 522, 526, 529, 530, 532, 542, 548, 549, 551, 556, 565, 569, 570, 578, 614, 617, 618, 623, 627, 631, 632, 633, 639, 640, 642, 643, 644, 646, 654, 655, 656, 657, 659, 664, 670, 674, 678, 680, 682, 686, 688, 689, 690, 699, 701, 703, 706, 713, 715, 719, 721, 723, 726, 730, 733, 737, 742, 744, 746, 751, 756, 760, 761, 767, 771, 774, 775, 778, 779, 782, 791, 794, 797, 800, 808, 810, 811, 814, 827, 830, 834, 838, 841, 843, 849, 850, 852, 856, 865, 871, 891, 901, 910, 914, 916, 918, 931, 933, 936, 951, 959, 970, 975, 995, 1005, 1006, 1009, 1011, 1015, 1020, 1026, 1036, 1042, 1043]",SKYQ.tsv
no,1,59,"[0, 6, 59, 66, 70, 74, 80, 82, 112, 129, 151, 186, 187, 222, 238, 241, 244, 258, 290, 304, 312, 319, 335, 361, 362, 364, 392, 393, 405, 407, 410, 435, 443, 461, 464, 480, 490, 496, 504, 508, 509, 512, 519, 549, 594, 595, 597, 603, 605, 641, 647, 648, 649, 684, 685, 719, 730, 737, 758, 789, 794, 804, 807, 811, 831, 833, 834, 844, 845, 877, 881, 883, 884, 908, 957, 976, 996, 1000, 1004, 1009, 1019, 1026, 1027, 1032, 1047]",SKYQ.tsv
all,1,38,"[0, 2, 6, 22, 38, 60, 90, 125, 171, 177, 182, 224, 226, 259, 269, 274, 283, 285, 306, 321, 323, 332, 344, 454, 535, 536, 544, 551, 570, 672, 695, 703, 706, 713, 723, 778, 794, 819, 831, 832, 841, 852, 886, 912, 942, 951, 969, 981]",SKYQ.tsv
them,1,185,"[0, 2, 4, 80, 82, 185, 238, 258, 282, 283, 285, 340, 408, 414, 436, 462, 515, 536, 539, 540, 596, 640, 753, 805, 889, 890, 893, 918, 922, 927, 928, 992, 1006]",SKYQ.tsv
he,1,193,"[0, 22, 32, 34, 80, 125, 127, 186, 193, 195, 197, 207, 209, 210, 212, 224, 228, 230, 241, 250, 300, 487, 488, 500, 507, 508, 512, 517, 518, 523, 526, 527, 529, 531, 536, 540, 542, 544, 546, 548, 549, 551, 582, 583, 849, 850, 852, 873, 875, 876, 877, 1036, 1044]",SKYQ.tsv
so,1,207,"[0, 4, 6, 24, 72, 76, 80, 82, 90, 92, 114, 147, 207, 224, 245, 252, 302, 304, 322, 340, 346, 394, 416, 442, 458, 488, 500, 504, 517, 532, 548, 609, 626, 684, 721, 730, 734, 744, 789, 794, 797, 847, 849, 908, 910, 912, 918, 919, 935, 965, 981, 983, 985, 990, 995, 1001, 1003, 1005, 1011, 1013, 1026, 1031, 1038]",SKYQ.tsv
with the,2,376,"[0, 376, 402, 418, 504, 630, 719, 1031]",SKYQ.tsv
with,1,99,"[0, 6, 18, 66, 77, 80, 95, 99, 105, 306, 310, 332, 340, 376, 400, 402, 418, 496, 500, 504, 592, 630, 719, 751, 760, 787, 939, 1031]",SKYQ.tsv
he do,2,518,"[0, 32, 518]",SKYQ.tsv
