Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
a,1,1,"[0, 1, 55, 81, 112, 119, 120, 121, 139, 141, 151, 153, 155, 168, 169, 170, 188, 210, 216, 220, 221, 230, 233, 244, 254, 258, 270, 274, 282, 288, 292, 308, 313, 319, 324, 336, 343, 363, 369, 380, 381, 384, 395, 396, 397, 400, 402, 409, 412, 416, 419, 429, 434, 437, 440, 448, 456, 463, 464, 468, 474, 476, 477, 482, 486, 496, 498, 502, 503, 505, 509, 515, 519, 537, 540, 572, 574, 584, 603, 611, 648, 651, 659, 669, 679, 686, 692, 702, 705, 708, 709, 715, 717, 743, 749, 761, 765, 775, 793, 798, 802, 803, 812, 817, 822, 823]",SASQ.tsv
transcribe,1,5,"[0, 2, 5]",SASQ.tsv
have,1,11,"[0, 11, 18, 38, 119, 122, 179, 190, 241, 244, 270, 272, 282, 288, 308, 331, 340, 341, 346, 380, 381, 384, 389, 396, 400, 412, 416, 423, 431, 442, 444, 448, 452, 463, 468, 474, 476, 486, 499, 505, 508, 519, 549, 572, 610, 616, 648, 659, 701, 705, 717, 736, 798, 802, 803, 804, 831, 835]",SASQ.tsv
to,1,11,"[0, 2, 11, 14, 15, 55, 130, 134, 140, 169, 172, 190, 198, 203, 208, 212, 222, 233, 234, 237, 244, 249, 254, 270, 272, 274, 275, 279, 281, 282, 284, 286, 288, 290, 291, 304, 308, 312, 313, 327, 331, 335, 346, 363, 365, 380, 389, 400, 414, 416, 419, 421, 423, 429, 431, 448, 458, 463, 467, 468, 474, 476, 479, 484, 505, 509, 510, 529, 532, 543, 549, 553, 558, 562, 565, 574, 577, 582, 595, 604, 611, 615, 620, 624, 625, 634, 636, 638, 644, 651, 659, 664, 668, 669, 673, 686, 701, 705, 713, 730, 734, 736, 738, 790, 809, 817, 823, 835]",SASQ.tsv
that,1,11,"[0, 2, 11, 15, 16, 18, 43, 61, 74, 90, 101, 110, 119, 122, 139, 144, 145, 168, 172, 198, 201, 203, 207, 208, 222, 230, 233, 246, 247, 254, 258, 263, 264, 270, 274, 275, 281, 282, 288, 291, 292, 312, 346, 373, 378, 389, 394, 395, 396, 400, 409, 419, 423, 424, 448, 451, 456, 461, 463, 465, 470, 472, 476, 477, 479, 484, 502, 503, 505, 516, 522, 527, 549, 554, 572, 576, 607, 615, 635, 647, 648, 666, 668, 669, 671, 692, 698, 700, 705, 711, 712, 729, 755, 756, 764, 772, 800, 814, 829]",SASQ.tsv
it,1,15,"[0, 15, 16, 18, 31, 55, 85, 90, 92, 93, 95, 113, 115, 122, 138, 154, 182, 190, 193, 205, 222, 243, 244, 264, 274, 282, 288, 290, 292, 296, 312, 315, 326, 327, 330, 331, 336, 340, 346, 361, 363, 365, 373, 386, 390, 396, 406, 407, 409, 412, 414, 418, 428, 429, 433, 434, 439, 440, 444, 448, 453, 456, 457, 458, 461, 463, 467, 468, 472, 474, 476, 496, 498, 501, 505, 509, 542, 582, 641, 649, 651, 653, 669, 679, 686, 710, 713, 716, 718, 720, 734, 736, 738, 765, 774, 780, 798, 805, 809, 812, 817, 818, 821, 842]",SASQ.tsv
that's,1,65,"[0, 18, 63, 65, 119, 163, 164, 165, 201, 222, 246, 255, 259, 279, 286, 301, 310, 311, 336, 357, 360, 376, 395, 396, 418, 422, 423, 433, 448, 461, 465, 467, 479, 556, 558, 563, 580, 611, 621, 636, 641, 644, 646, 721, 750, 763, 766, 772, 774, 786, 793, 805, 817, 821]",SASQ.tsv
all,1,137,"[0, 137, 153, 233, 234, 317, 321, 391, 393, 409, 414, 419, 465, 636, 659, 674, 732, 798, 835]",SASQ.tsv
someone,1,281,"[0, 281, 291, 292, 313, 405, 429, 463, 614, 620, 768, 775]",SASQ.tsv
isn't it,2,336,"[0, 95, 282, 296, 336, 505, 774]",SASQ.tsv
