Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
day,1,1,"[0, 1, 50, 62, 105, 281, 378, 606, 634, 747, 945, 955, 956, 972, 975, 993]",SDZC.tsv
be,1,1,"[0, 1, 4, 6, 10, 15, 19, 21, 22, 24, 28, 30, 42, 44, 48, 50, 56, 62, 70, 71, 75, 77, 81, 83, 84, 96, 99, 100, 104, 106, 108, 109, 110, 112, 113, 114, 119, 121, 126, 134, 139, 145, 154, 165, 166, 168, 169, 175, 185, 187, 188, 189, 190, 192, 199, 209, 210, 212, 214, 216, 218, 220, 222, 225, 233, 238, 239, 244, 256, 259, 261, 263, 265, 273, 279, 282, 284, 285, 291, 298, 305, 309, 315, 317, 324, 341, 342, 347, 348, 350, 353, 386, 395, 396, 404, 414, 420, 424, 441, 450, 453, 467, 471, 473, 476, 482, 486, 491, 495, 497, 509, 510, 520, 526, 539, 541, 546, 554, 557, 559, 570, 580, 584, 596, 599, 603, 606, 607, 609, 615, 618, 627, 634, 635, 640, 642, 649, 650, 653, 657, 658, 660, 662, 663, 668, 671, 674, 675, 683, 690, 693, 698, 704, 710, 714, 715, 739, 741, 743, 747, 751, 753, 754, 765, 769, 774, 775, 776, 777, 780, 781, 783, 806, 810, 813, 814, 824, 829, 832, 834, 835, 846, 860, 871, 872, 884, 887, 890, 897, 902, 905, 913, 915, 917, 919, 922, 931, 955, 956, 959, 962, 964, 970, 972, 977, 982, 991, 992, 999, 1000, 1007, 1013, 1014, 1019, 1026, 1029, 1031, 1032, 1036, 1049, 1054, 1060, 1061, 1063, 1070, 1073, 1075, 1080, 1081, 1086, 1105, 1106, 1107, 1108]",SDZC.tsv
today,1,1,"[0, 1, 165, 812, 893, 929, 955]",SDZC.tsv
your,1,50,"[0, 50, 58, 101, 105, 209, 214, 243, 320, 330, 340, 358, 363, 402, 406, 410, 456, 468, 473, 491, 498, 531, 561, 607, 615, 658, 692, 709, 718, 753, 774, 791, 793, 801, 829, 845, 1001, 1010, 1019, 1021, 1022, 1042, 1062, 1081]",SDZC.tsv
do,1,7,"[2, 7, 8, 10, 25, 37, 42, 58, 67, 70, 77, 93, 101, 152, 164, 175, 176, 179, 181, 222, 234, 261, 265, 273, 291, 293, 303, 309, 315, 316, 317, 349, 353, 358, 388, 398, 401, 404, 406, 414, 421, 423, 425, 430, 462, 471, 473, 491, 495, 500, 501, 502, 505, 526, 548, 550, 551, 552, 565, 578, 597, 599, 601, 618, 619, 628, 630, 646, 647, 648, 656, 665, 671, 702, 704, 713, 717, 724, 734, 751, 776, 802, 805, 810, 829, 830, 831, 840, 842, 843, 853, 856, 865, 884, 913, 956, 957, 965, 970, 977, 1029, 1033, 1035, 1044, 1045, 1055, 1070, 1092, 1101, 1108]",SDZC.tsv
you,1,19,"[2, 4, 8, 19, 26, 30, 33, 35, 37, 42, 46, 50, 54, 58, 60, 62, 67, 70, 80, 81, 83, 91, 93, 99, 101, 104, 121, 131, 134, 143, 147, 152, 161, 163, 164, 177, 178, 179, 183, 187, 188, 199, 201, 209, 214, 216, 219, 220, 222, 224, 226, 229, 233, 238, 239, 240, 243, 245, 261, 265, 269, 274, 291, 293, 303, 307, 309, 317, 328, 330, 350, 358, 384, 388, 389, 396, 398, 406, 410, 423, 441, 443, 447, 455, 457, 459, 467, 471, 472, 474, 491, 495, 500, 501, 502, 504, 505, 509, 514, 527, 532, 538, 541, 545, 548, 551, 555, 557, 559, 578, 611, 615, 619, 645, 646, 658, 660, 671, 680, 688, 692, 693, 700, 702, 704, 717, 719, 723, 728, 732, 742, 758, 762, 763, 764, 774, 776, 781, 783, 797, 798, 805, 810, 814, 824, 829, 842, 843, 844, 853, 854, 863, 864, 865, 884, 896, 897, 915, 917, 924, 947, 948, 953, 955, 956, 957, 959, 965, 968, 970, 1010, 1019, 1024, 1030, 1032, 1033, 1039, 1046, 1065, 1070, 1073, 1077, 1080, 1088, 1098, 1100, 1102, 1107, 1108]",SDZC.tsv
you do,2,388,"[2, 388, 704, 853]",SDZC.tsv
i,1,17,"[4, 17, 21, 22, 25, 27, 50, 67, 70, 72, 80, 83, 84, 89, 94, 99, 100, 122, 126, 131, 139, 147, 161, 166, 169, 175, 177, 182, 185, 193, 195, 208, 209, 210, 213, 216, 222, 229, 230, 234, 236, 240, 244, 246, 256, 258, 271, 273, 275, 284, 290, 291, 305, 309, 313, 315, 317, 319, 320, 324, 330, 333, 336, 338, 340, 342, 343, 344, 345, 346, 348, 350, 355, 386, 387, 388, 395, 406, 413, 414, 419, 420, 422, 424, 425, 433, 436, 450, 451, 453, 454, 455, 463, 469, 471, 473, 475, 476, 491, 493, 495, 498, 500, 503, 504, 509, 510, 512, 515, 516, 518, 526, 528, 534, 538, 541, 542, 554, 556, 558, 559, 597, 602, 603, 608, 612, 616, 618, 620, 627, 635, 645, 647, 649, 658, 666, 672, 674, 679, 683, 688, 692, 697, 704, 710, 717, 733, 751, 753, 762, 769, 775, 776, 778, 782, 795, 802, 804, 810, 825, 829, 831, 861, 865, 870, 881, 890, 897, 898, 903, 904, 905, 908, 917, 919, 929, 933, 956, 962, 963, 965, 968, 970, 972, 995, 996, 998, 1008, 1013, 1024, 1026, 1032, 1034, 1049, 1051, 1054, 1056, 1063, 1071, 1078, 1080, 1082, 1103, 1106, 1107, 1108]",SDZC.tsv
i think,2,21,"[4, 21, 22, 25, 50, 67, 72, 80, 94, 122, 177, 193, 195, 208, 216, 240, 246, 271, 273, 284, 290, 313, 317, 330, 333, 336, 338, 340, 350, 355, 386, 406, 422, 424, 450, 453, 455, 463, 471, 476, 504, 518, 526, 541, 556, 645, 649, 666, 672, 679, 683, 697, 710, 753, 769, 778, 795, 831, 968, 972]",SDZC.tsv
that,1,21,"[4, 6, 10, 21, 28, 46, 50, 56, 70, 75, 83, 87, 91, 104, 113, 131, 133, 134, 143, 150, 152, 201, 204, 259, 261, 269, 273, 291, 292, 299, 315, 324, 326, 328, 330, 341, 350, 358, 377, 387, 406, 408, 410, 412, 414, 421, 424, 430, 441, 468, 471, 476, 491, 495, 500, 504, 509, 536, 539, 554, 565, 570, 580, 584, 586, 590, 597, 603, 615, 634, 640, 649, 651, 653, 658, 671, 673, 680, 683, 688, 690, 691, 692, 704, 705, 709, 714, 715, 736, 738, 745, 751, 754, 755, 758, 781, 797, 803, 805, 829, 855, 856, 860, 890, 897, 903, 920, 927, 937, 944, 945, 949, 951, 955, 968, 970, 982, 990, 996, 999, 1006, 1007, 1019, 1029, 1049, 1056, 1059, 1062, 1065, 1069, 1078, 1080, 1081, 1084, 1100, 1102, 1108]",SDZC.tsv
