Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
it,1,1,"[0, 1, 3, 5, 8, 13, 14, 15, 18, 20, 22, 23, 24, 25, 26, 29, 33, 35, 41, 43, 47, 52, 57, 68, 81, 87, 88, 97, 98, 100, 102, 103, 105, 110, 114, 116, 119, 127, 129, 135, 149, 153, 158, 160, 161, 169, 170, 171, 202, 212, 215, 234, 235, 236, 254, 262, 272, 287, 291, 298, 302, 309, 346, 355]",SH8K.tsv
be,1,1,"[0, 1, 3, 5, 14, 15, 18, 23, 25, 30, 35, 41, 43, 47, 53, 57, 61, 68, 69, 83, 84, 87, 88, 103, 105, 106, 110, 116, 133, 134, 139, 149, 159, 160, 166, 170, 176, 182, 197, 198, 202, 203, 212, 214, 215, 216, 222, 226, 231, 232, 233, 236, 241, 243, 254, 268, 269, 271, 272, 275, 281, 287, 289, 291, 301, 306, 309, 311, 321, 322, 325, 326, 331, 333, 336, 344, 349, 355]",SH8K.tsv
like,1,13,"[0, 2, 13, 23, 35, 45, 58, 119, 137, 153, 188, 191, 197, 199, 201, 226, 227, 243, 254, 271, 275, 279, 296, 298, 315, 318, 321, 325, 326, 329, 331, 342]",SH8K.tsv
i think,2,15,"[0, 15, 33, 83, 99, 146, 155, 157, 166, 170, 171, 172, 296, 336, 346]",SH8K.tsv
and,1,14,"[0, 2, 14, 23, 26, 27, 33, 35, 57, 102, 119, 123, 128, 139, 149, 159, 160, 165, 170, 181, 188, 191, 215, 226, 243, 248, 256, 259, 262, 263, 272, 279, 287, 296, 298, 302, 310, 321, 333, 338, 346]",SH8K.tsv
just,1,22,"[0, 22, 26, 27, 33, 35, 74, 83, 102, 118, 123, 160, 165, 191, 212, 221, 235, 254, 287, 292, 296, 298, 301, 333]",SH8K.tsv
it be,2,14,"[0, 14, 47, 87, 116, 160, 215, 254]",SH8K.tsv
i,1,14,"[0, 14, 15, 20, 31, 33, 56, 57, 62, 66, 69, 74, 82, 83, 94, 98, 99, 113, 115, 117, 119, 121, 122, 123, 126, 137, 139, 146, 155, 157, 158, 166, 167, 169, 170, 171, 172, 173, 199, 203, 209, 210, 212, 213, 215, 216, 225, 226, 235, 236, 238, 241, 243, 259, 261, 262, 264, 272, 274, 275, 276, 282, 295, 296, 298, 299, 302, 331, 336, 341, 346, 347, 349, 352]",SH8K.tsv
stuff,1,56,"[0, 2, 56, 126, 181, 336]",SH8K.tsv
think,1,168,"[0, 15, 33, 83, 99, 155, 157, 166, 168, 170, 172, 173, 207, 275, 295, 296, 336, 346, 347]",SH8K.tsv
