Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i,1,4,"[0, 3, 4, 11, 15, 18, 20, 26, 28, 39, 40, 44, 48, 50, 64, 73, 75, 77, 79, 82, 84, 85, 87, 88, 89, 90, 96, 98, 99, 101, 102, 113, 121, 122, 124, 129, 130, 133, 154, 171, 182, 185, 189, 190, 192, 210, 211, 212, 217, 220, 221, 225, 228, 230, 252, 256, 258, 260, 261, 266, 272, 276, 281, 284, 287, 293, 306, 311, 312, 315, 319, 321, 323, 327, 330, 334, 336, 338, 340, 343, 347, 357, 359, 360, 361, 366, 369, 371, 373, 381, 382, 384, 393, 403, 408, 427, 462, 468, 470, 472, 474, 477, 482, 492, 495, 499, 506, 508, 522, 527, 530, 539, 550, 565, 567, 585, 588, 600, 601, 602, 609, 617, 622, 624, 625, 631, 632, 634, 635, 645, 647, 649, 652, 653, 654, 671, 678, 680, 681, 686, 688, 695, 699, 700, 705, 707, 721, 750, 752, 757, 761, 765, 766, 767, 773, 779, 780, 786, 788, 789, 808, 811, 813, 819, 823, 831, 834, 835, 842, 851, 853, 855, 886, 896, 897, 898, 899, 902, 929, 963, 967, 969, 971, 977, 992, 996, 1000, 1015, 1021, 1024, 1025, 1044, 1070, 1075, 1077, 1078, 1079, 1085]",S8K6.tsv
and,1,25,"[0, 25, 47, 48, 58, 61, 71, 75, 77, 79, 80, 81, 82, 89, 98, 102, 115, 136, 138, 140, 145, 147, 150, 154, 156, 159, 162, 167, 168, 190, 201, 204, 220, 228, 235, 236, 239, 252, 253, 256, 266, 268, 272, 276, 284, 287, 289, 303, 311, 312, 315, 321, 323, 330, 334, 336, 338, 342, 345, 366, 371, 388, 393, 395, 403, 410, 426, 472, 474, 477, 480, 482, 508, 554, 580, 606, 610, 617, 622, 623, 624, 641, 647, 649, 679, 686, 688, 691, 695, 705, 707, 713, 721, 727, 730, 733, 734, 744, 766, 788, 804, 811, 818, 831, 893, 897, 902, 906, 915, 920, 925, 931, 936, 940, 942, 943, 947, 948, 954, 958, 970, 977, 1047, 1054, 1062, 1064, 1079, 1080, 1085]",S8K6.tsv
and i,2,98,"[0, 79, 98, 252, 266, 272, 287, 312, 334, 336, 366, 472, 474, 617, 624, 647, 688, 705, 707, 831]",S8K6.tsv
it,1,19,"[3, 15, 19, 27, 29, 31, 35, 36, 37, 40, 59, 61, 69, 71, 75, 76, 77, 81, 82, 91, 100, 103, 105, 109, 114, 115, 117, 123, 132, 154, 164, 179, 180, 181, 182, 183, 185, 190, 192, 196, 201, 203, 204, 208, 210, 228, 233, 236, 238, 242, 266, 276, 287, 311, 321, 331, 332, 334, 361, 366, 371, 377, 380, 383, 384, 388, 391, 393, 401, 410, 412, 419, 432, 433, 448, 455, 458, 463, 470, 472, 474, 480, 482, 491, 495, 499, 519, 530, 543, 550, 553, 555, 564, 566, 581, 583, 592, 599, 600, 602, 606, 608, 609, 612, 635, 636, 641, 647, 651, 652, 660, 661, 677, 678, 679, 680, 685, 686, 688, 689, 691, 693, 699, 704, 705, 706, 707, 710, 713, 717, 721, 723, 725, 728, 733, 735, 736, 744, 750, 761, 774, 786, 810, 811, 818, 824, 828, 830, 831, 832, 835, 840, 845, 846, 848, 850, 858, 893, 896, 898, 903, 906, 913, 915, 936, 940, 945, 948, 949, 951, 955, 958, 963, 965, 969, 970, 992, 994, 998, 999, 1000, 1017, 1024, 1027, 1041, 1057, 1059, 1083, 1084, 1085]",S8K6.tsv
i don't,2,39,"[3, 28, 39, 101, 122, 124, 228, 336, 474, 492, 499, 649, 653, 811, 813, 819, 1070]",S8K6.tsv
i don't know,3,28,"[3, 28, 124, 336, 474, 499, 649, 653, 813, 1070]",S8K6.tsv
know,1,70,"[3, 20, 26, 59, 70, 73, 75, 80, 85, 101, 110, 119, 124, 189, 228, 256, 260, 266, 274, 281, 284, 327, 336, 338, 343, 385, 472, 474, 477, 493, 499, 508, 527, 528, 530, 550, 576, 600, 601, 634, 637, 649, 653, 681, 686, 761, 804, 808, 813, 834, 897, 903, 942, 996, 1000, 1027, 1034, 1070]",S8K6.tsv
if,1,102,"[3, 52, 87, 102, 129, 145, 154, 156, 203, 225, 253, 260, 289, 293, 340, 371, 385, 390, 411, 522, 647, 649, 652, 688, 717, 723, 735, 761, 840, 858, 893, 913, 915, 953, 963, 1020, 1023, 1044]",S8K6.tsv
don't know,2,493,"[3, 124, 336, 474, 493, 499, 528, 576, 649, 653, 808, 813, 1070]",S8K6.tsv
turn it,2,707,"[3, 707]",S8K6.tsv
