Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
in,1,4,"[0, 4, 7, 8, 14, 19, 36, 37, 40, 41, 50, 53, 78, 92, 95, 98, 110, 112, 113, 118, 122, 135, 139, 155, 190, 213, 217, 252, 260, 287, 288, 343, 374, 413, 416, 424, 427, 435, 438, 454, 486, 543, 547, 558, 562, 566, 570, 577, 586, 602, 608, 614, 628, 653, 681, 686, 690, 721, 739, 743, 752]",SKJH.tsv
mm,1,30,"[9, 21, 23, 30, 34, 51, 55, 57, 59, 79, 85, 93, 109, 111, 119, 127, 134, 142, 145, 147, 154, 160, 169, 179, 181, 182, 191, 194, 212, 216, 219, 225, 276, 277, 293, 296, 297, 304, 305, 312, 326, 331, 338, 344, 356, 365, 376, 383, 387, 389, 401, 403, 406, 415, 439, 450, 472, 475, 484, 491, 495, 497, 506, 519, 528, 530, 532, 549, 552, 558, 559, 576, 580, 582, 584, 585, 587, 590, 598, 600, 609, 615, 620, 622, 624, 634, 684, 728]",SKJH.tsv
yeah,1,11,"[3, 5, 7, 10, 11, 13, 20, 25, 33, 36, 37, 38, 41, 42, 44, 49, 52, 54, 64, 69, 72, 73, 76, 77, 81, 83, 86, 88, 89, 91, 94, 95, 97, 99, 101, 102, 103, 105, 106, 107, 114, 115, 117, 121, 123, 132, 133, 140, 149, 152, 153, 156, 158, 162, 163, 165, 166, 167, 168, 170, 174, 175, 177, 187, 189, 192, 194, 195, 197, 200, 204, 207, 209, 210, 215, 218, 235, 236, 242, 247, 249, 257, 258, 261, 265, 294, 308, 312, 314, 316, 322, 324, 328, 330, 336, 337, 340, 342, 346, 348, 349, 351, 354, 363, 371, 375, 380, 381, 394, 396, 398, 405, 408, 410, 412, 414, 421, 423, 425, 428, 430, 432, 434, 435, 437, 441, 443, 445, 446, 448, 451, 453, 457, 458, 459, 460, 461, 462, 466, 471, 474, 480, 481, 483, 485, 487, 489, 492, 494, 498, 511, 513, 524, 526, 538, 540, 544, 545, 546, 548, 551, 556, 559, 561, 563, 565, 567, 571, 575, 587, 590, 593, 596, 603, 605, 607, 613, 627, 639, 641, 651, 656, 659, 661, 667, 669, 671, 673, 675, 677, 679, 686, 687, 689, 691, 693, 695, 698, 699, 701, 704, 709, 714, 718, 720, 723, 725, 727, 733, 737, 744, 746, 752]",SKJH.tsv
yeah yeah,2,11,"[5, 11, 49, 54, 69, 114, 204, 337, 432, 435, 445, 448, 524, 587, 661, 693, 695]",SKJH.tsv
no,1,31,"[17, 31, 47, 61, 138, 244, 245, 295, 298, 299, 301, 307, 320, 347, 393, 418, 503, 507, 565, 596, 597, 614, 647, 650, 651, 674, 739, 740, 749, 756, 764, 765]",SKJH.tsv
i,1,19,"[1, 6, 12, 14, 19, 20, 32, 39, 74, 83, 110, 132, 151, 155, 157, 183, 184, 185, 207, 243, 283, 292, 293, 297, 300, 313, 327, 343, 384, 388, 390, 393, 422, 427, 431, 435, 447, 463, 468, 473, 476, 486, 516, 534, 560, 562, 566, 597, 602, 611, 629, 643, 648, 649, 660, 697, 699, 705, 743, 749, 752, 757, 764]",SKJH.tsv
have,1,19,"[4, 8, 14, 19, 65, 95, 106, 120, 231, 250, 252, 260, 281, 303, 306, 311, 324, 334, 336, 337, 345, 355, 364, 366, 367, 372, 374, 397, 431, 435, 444, 449, 470, 498, 542, 566, 574, 577, 583, 586, 604, 608, 610, 614, 617, 623, 631, 633, 638, 663, 688, 711, 722, 734, 743, 755]",SKJH.tsv
think,1,110,"[19, 110, 132, 151, 155, 295, 334, 442, 469, 476, 534, 570, 611, 660, 703, 749, 764]",SKJH.tsv
your,1,170,"[19, 170, 233, 241, 295, 321, 332, 334, 393, 435, 763]",SKJH.tsv
load,1,39,"[19, 39, 129, 302, 583, 731, 732]",SKJH.tsv
