Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
little,1,3,"[0, 3, 13, 42, 89, 173, 184, 361, 400, 489, 548, 562, 777, 901, 1223, 1573, 1749, 1773, 1801, 1808, 1962]",SVZB.tsv
come,1,345,"[0, 73, 345, 402, 405, 412, 414, 497, 564, 568, 772, 792, 804, 808, 832, 843, 850, 856, 861, 864, 921, 936, 955, 1035, 1061, 1114, 1125, 1262, 1280, 1284, 1303, 1331, 1357, 1366, 1376, 1383, 1397, 1398, 1422, 1461, 1478, 1593, 1612, 1636, 1693, 1712, 1715, 1737, 1821]",SVZB.tsv
home,1,446,"[0, 446, 489, 493, 772, 829, 843, 861, 936, 941, 943, 947, 992, 1290, 1293, 1357, 1478, 1612, 1636, 1645, 1650, 1696, 1723, 1808, 1809]",SVZB.tsv
have you,2,92,"[2, 92, 104, 585, 762, 913, 930, 1075, 1380, 1424, 1467, 1593, 1635, 1649, 1912, 1972]",SVZB.tsv
yeah i,2,4,"[3, 4, 8, 23, 50, 131, 148, 157, 179, 261, 455, 550, 643, 686, 726, 830, 836, 892, 905, 944, 955, 959, 1012, 1028, 1058, 1072, 1158, 1221, 1258, 1271, 1451, 1539, 1560, 1579, 1610, 1705, 1709, 1745, 1826, 1830, 1888, 1913, 1939, 1956, 1962, 1967]",SVZB.tsv
yeah,1,47,"[3, 4, 8, 21, 23, 38, 40, 47, 50, 51, 57, 59, 66, 67, 71, 72, 74, 77, 101, 103, 113, 120, 123, 131, 140, 144, 148, 157, 161, 166, 167, 170, 175, 178, 179, 184, 185, 189, 194, 203, 207, 211, 217, 220, 221, 225, 231, 250, 258, 261, 270, 281, 289, 298, 299, 308, 313, 314, 324, 331, 333, 352, 367, 369, 379, 389, 398, 400, 409, 412, 413, 436, 441, 443, 445, 450, 455, 463, 464, 466, 469, 477, 480, 489, 490, 491, 493, 495, 496, 500, 501, 502, 513, 518, 521, 522, 523, 526, 528, 533, 541, 544, 546, 550, 552, 554, 561, 562, 566, 570, 576, 587, 597, 601, 602, 604, 611, 614, 616, 617, 628, 631, 637, 640, 642, 643, 644, 645, 647, 657, 678, 679, 683, 686, 687, 688, 700, 704, 707, 710, 716, 718, 726, 730, 739, 742, 745, 746, 752, 754, 759, 765, 767, 770, 771, 778, 781, 782, 784, 786, 793, 794, 795, 797, 805, 807, 818, 828, 830, 833, 836, 839, 848, 852, 857, 871, 874, 875, 888, 892, 897, 902, 905, 912, 914, 917, 918, 921, 933, 938, 939, 940, 944, 946, 951, 955, 959, 972, 977, 984, 989, 996, 1002, 1003, 1004, 1012, 1017, 1021, 1022, 1023, 1026, 1028, 1029, 1033, 1036, 1038, 1041, 1042, 1054, 1058, 1060, 1070, 1072, 1088, 1090, 1093, 1097, 1112, 1113, 1115, 1116, 1118, 1128, 1130, 1133, 1147, 1153, 1156, 1158, 1159, 1160, 1166, 1170, 1172, 1175, 1177, 1179, 1184, 1190, 1200, 1201, 1206, 1212, 1214, 1219, 1221, 1226, 1230, 1234, 1247, 1253, 1258, 1267, 1271, 1276, 1283, 1286, 1289, 1292, 1296, 1301, 1304, 1306, 1329, 1339, 1345, 1347, 1352, 1354, 1360, 1366, 1372, 1374, 1376, 1378, 1380, 1385, 1387, 1388, 1389, 1391, 1394, 1404, 1406, 1413, 1415, 1417, 1419, 1421, 1427, 1429, 1431, 1433, 1435, 1437, 1445, 1448, 1449, 1451, 1454, 1458, 1460, 1462, 1464, 1465, 1467, 1468, 1469, 1472, 1475, 1480, 1481, 1484, 1488, 1490, 1492, 1500, 1521, 1522, 1524, 1528, 1539, 1545, 1546, 1557, 1560, 1561, 1574, 1575, 1579, 1581, 1582, 1585, 1586, 1593, 1595, 1598, 1604, 1606, 1610, 1612, 1616, 1618, 1632, 1634, 1639, 1645, 1650, 1653, 1656, 1664, 1665, 1667, 1668, 1671, 1674, 1684, 1687, 1688, 1689, 1691, 1692, 1705, 1709, 1711, 1721, 1724, 1725, 1728, 1729, 1731, 1740, 1745, 1746, 1750, 1753, 1755, 1762, 1772, 1773, 1778, 1788, 1791, 1795, 1803, 1806, 1813, 1820, 1824, 1826, 1830, 1832, 1842, 1843, 1851, 1861, 1863, 1868, 1871, 1873, 1875, 1876, 1877, 1888, 1891, 1893, 1894, 1895, 1906, 1909, 1913, 1918, 1924, 1928, 1935, 1938, 1939, 1940, 1945, 1951, 1954, 1956, 1958, 1962, 1967, 1970, 1976]",SVZB.tsv
know,1,58,"[4, 32, 58, 107, 148, 253, 268, 297, 328, 369, 371, 410, 412, 433, 435, 437, 448, 451, 452, 453, 455, 473, 480, 482, 498, 512, 520, 524, 547, 570, 585, 595, 625, 626, 629, 639, 649, 651, 696, 703, 705, 735, 768, 788, 830, 843, 847, 853, 863, 864, 882, 927, 988, 997, 1002, 1017, 1031, 1035, 1068, 1069, 1072, 1079, 1088, 1101, 1115, 1120, 1158, 1178, 1188, 1191, 1199, 1203, 1238, 1248, 1258, 1260, 1266, 1286, 1291, 1293, 1298, 1299, 1328, 1331, 1334, 1338, 1346, 1390, 1392, 1398, 1407, 1418, 1424, 1425, 1432, 1434, 1448, 1451, 1478, 1482, 1514, 1531, 1534, 1540, 1544, 1549, 1590, 1593, 1597, 1604, 1608, 1613, 1635, 1636, 1648, 1652, 1696, 1697, 1705, 1726, 1744, 1784, 1816, 1820, 1824, 1836, 1887, 1899, 1902, 1925, 1939, 1954, 1962]",SVZB.tsv
i know,2,371,"[4, 107, 253, 268, 297, 371, 448, 455, 473, 480, 830, 843, 864, 882, 1068, 1101, 1238, 1346, 1448, 1705, 1816, 1820]",SVZB.tsv
yeah i know,3,455,"[4, 455, 1705]",SVZB.tsv
very cute,2,6,"[5, 6, 293]",SVZB.tsv
