Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
holiday,1,1,"[0, 1, 22, 33, 64, 74, 77, 95, 98, 100, 103, 105, 149, 191, 356, 401]",S7JF.tsv
go to,2,10,"[0, 2, 10, 16, 19, 33, 70, 71, 72, 83, 84, 85, 87, 135, 190, 202, 207, 208, 241, 265, 302, 323, 324, 325, 337, 370, 376, 434, 446]",S7JF.tsv
be it,2,24,"[0, 24, 199, 281, 291, 368]",S7JF.tsv
i'm go to,3,16,"[0, 16, 33]",S7JF.tsv
go,1,6,"[0, 2, 4, 6, 9, 10, 16, 19, 33, 35, 50, 60, 69, 70, 71, 72, 75, 83, 84, 85, 87, 89, 90, 95, 96, 98, 100, 105, 107, 109, 111, 112, 114, 116, 135, 144, 184, 186, 187, 190, 191, 199, 200, 202, 207, 208, 209, 214, 229, 235, 239, 241, 265, 274, 290, 302, 311, 314, 323, 324, 325, 326, 329, 335, 337, 345, 351, 356, 370, 374, 376, 378, 383, 389, 392, 413, 420, 422, 434, 446, 455, 474, 481, 486]",S7JF.tsv
right,1,10,"[0, 10, 22, 64, 73, 77, 91, 115, 121, 143, 167, 173, 174, 179, 228, 233, 242, 247, 256, 259, 261, 263, 290, 345, 365, 367, 375, 379, 389, 396, 399, 402, 424, 426, 453, 461]",S7JF.tsv
talk about,2,65,"[0, 65, 66, 98, 169, 222, 236, 304, 432]",S7JF.tsv
nerja,1,3,"[2, 3, 4]",S7JF.tsv
do you,2,26,"[2, 26, 39, 46, 71, 96, 134, 169, 223, 226, 300, 353, 371, 435]",S7JF.tsv
i've,1,4,"[1, 4, 36, 47, 65, 66, 87, 103, 129, 133, 149, 167, 169, 172, 173, 177, 200, 226, 262, 284, 345, 348, 405, 423, 445, 454]",S7JF.tsv
cos,1,45,"[4, 38, 45, 58, 59, 83, 87, 103, 129, 166, 213, 229, 268, 271, 288, 291, 293, 331, 335, 349, 356, 443]",S7JF.tsv
go on,2,60,"[9, 60, 95, 98, 100, 105, 290, 314, 326]",S7JF.tsv
happen,1,13,"[11, 13, 14, 22, 109, 442, 443, 446, 489]",S7JF.tsv
