Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
the hottest,2,1,"[0, 1]",S86J.tsv
isn't it,2,7,"[0, 7, 48, 52, 180, 203, 265, 314, 343, 386, 440]",S86J.tsv
to be,2,48,"[0, 48]",S86J.tsv
cos,1,105,"[0, 8, 93, 95, 105, 177, 439]",S86J.tsv
have to,2,73,"[0, 67, 73, 286, 334, 345, 390, 391]",S86J.tsv
i'll,1,258,"[0, 258, 366, 395, 441]",S86J.tsv
be it,2,57,"[2, 57, 90, 92, 195, 235, 249, 294, 305, 310, 412, 428]",S86J.tsv
most of,2,395,"[2, 395]",S86J.tsv
time,1,5,"[1, 5, 76, 205, 355, 406, 407, 444]",S86J.tsv
holiday,1,5,"[4, 5, 114, 303, 386]",S86J.tsv
that's,1,80,"[5, 8, 56, 80, 110, 128, 134, 172, 175, 177, 180, 199, 228, 302, 323, 333, 378, 391, 440, 445]",S86J.tsv
make,1,38,"[8, 15, 37, 38, 45, 56, 95, 96, 98, 108, 121, 128]",S86J.tsv
bite,1,124,"[8, 124, 196, 218, 278, 411]",S86J.tsv
stay,1,345,"[8, 289, 345]",S86J.tsv
yeah,1,6,"[1, 6, 11, 13, 19, 20, 21, 27, 58, 65, 79, 80, 84, 102, 104, 112, 140, 159, 160, 166, 174, 176, 178, 181, 184, 202, 206, 225, 241, 247, 253, 260, 264, 301, 308, 309, 313, 341, 344, 349, 350, 358, 372, 386, 403, 410, 416, 436]",S86J.tsv
like,1,11,"[4, 11, 25, 37, 40, 46, 73, 77, 129, 130, 135, 155, 197, 205, 212, 226, 268, 280, 294, 318, 329, 334, 351, 355, 357, 378, 385, 409, 419, 438, 439, 445]",S86J.tsv
think,1,27,"[6, 11, 27, 73, 86, 96, 113, 134, 141, 161, 197, 198, 201, 212, 288, 355, 364, 380, 411]",S86J.tsv
i think,2,73,"[6, 11, 73, 141, 161, 197, 355, 364, 411]",S86J.tsv
one,1,22,"[15, 22, 30, 77, 168, 178, 251, 259, 261, 446]",S86J.tsv
oh yeah,2,20,"[19, 20, 21, 264]",S86J.tsv
in a,2,178,"[27, 178, 238, 360]",S86J.tsv
put,1,369,"[27, 35, 45, 67, 196, 369]",S86J.tsv
as well,2,313,"[29, 313]",S86J.tsv
i've,1,44,"[35, 44, 254, 315, 320, 321, 323, 444]",S86J.tsv
i don't like,3,37,"[25, 37, 445]",S86J.tsv
i don't,2,31,"[25, 31, 37, 96, 113, 129, 196, 212, 288, 319, 323, 350, 354, 380, 425, 434, 445]",S86J.tsv
good,1,48,"[45, 48, 73, 98, 126, 147, 203, 207, 228]",S86J.tsv
there's,1,47,"[46, 47, 281, 350, 391]",S86J.tsv
it on,2,432,"[47, 432]",S86J.tsv
high,1,52,"[51, 52]",S86J.tsv
mm not,2,53,"[30, 53]",S86J.tsv
that's what,2,128,"[56, 128, 134, 199, 333]",S86J.tsv
not hear,2,74,"[30, 74]",S86J.tsv
hear,1,367,"[74, 367, 442]",S86J.tsv
mm hm,2,237,"[76, 115, 120, 196, 199, 237, 270, 361, 377, 395, 405]",S86J.tsv
leave,1,103,"[81, 103, 109, 124, 175]",S86J.tsv
much,1,81,"[6, 10, 81, 124, 196, 303, 311, 423, 424]",S86J.tsv
how much,2,303,"[81, 196, 303, 311, 423, 424]",S86J.tsv
okay,1,83,"[7, 83, 86, 220, 232, 239, 293, 304, 314, 379, 404]",S86J.tsv
of it,2,108,"[83, 108, 411]",S86J.tsv
you do,2,83,"[16, 83, 164, 216, 256, 429]",S86J.tsv
didn't you,2,337,"[83, 337]",S86J.tsv
in the morning,3,85,"[63, 85, 108, 116]",S86J.tsv
go,1,85,"[73, 80, 85, 97, 108, 111, 167, 185, 192, 241, 251, 268, 271, 276, 287, 291, 304, 306, 307, 313, 322, 337, 342, 347, 358, 402]",S86J.tsv
flat,1,85,"[80, 85, 226]",S86J.tsv
many,1,85,"[46, 85, 246, 417]",S86J.tsv
morning,1,377,"[63, 85, 377]",S86J.tsv
uh,1,108,"[89, 108, 242]",S86J.tsv
might,1,89,"[73, 89, 238, 360]",S86J.tsv
see,1,91,"[88, 91, 127, 213, 223, 304, 403, 416, 423, 435, 437]",S86J.tsv
work,1,93,"[90, 92, 93, 151, 160, 161, 162, 201, 278, 391]",S86J.tsv
bring,1,94,"[93, 94, 127, 397]",S86J.tsv
say,1,93,"[10, 93, 98, 109, 146, 199, 293, 328, 337, 393, 406, 435, 443]",S86J.tsv
don't know,2,315,"[93, 129, 191, 196, 315, 323, 325, 350, 354, 425]",S86J.tsv
you don't,2,337,"[93, 337, 416]",S86J.tsv
know,1,93,"[16, 18, 93, 129, 191, 196, 225, 240, 289, 315, 319, 321, 323, 325, 350, 354, 379, 425]",S86J.tsv
bring the,2,397,"[93, 397]",S86J.tsv
bed,1,96,"[95, 96, 98]",S86J.tsv
i make,2,108,"[95, 108]",S86J.tsv
look,1,116,"[95, 97, 116, 129, 135, 208, 277, 323, 377, 381, 382, 384, 419, 420]",S86J.tsv
would,1,101,"[97, 98, 101, 226, 287, 347, 349, 350, 400, 432]",S86J.tsv
no i,2,244,"[97, 244]",S86J.tsv
i would,2,98,"[97, 98, 349, 350]",S86J.tsv
look at,2,208,"[97, 208, 277, 323, 381, 382, 420]",S86J.tsv
do you,2,109,"[16, 28, 75, 109, 134, 146, 161, 198, 201, 211, 243, 261, 271, 293, 313, 406]",S86J.tsv
get,1,116,"[109, 113, 116, 117, 118, 119, 144, 149, 154, 167, 175, 211, 212, 217, 226, 241, 254, 261, 267, 286, 320, 321, 323, 385, 388, 399, 411, 444, 447]",S86J.tsv
to the,2,132,"[109, 132, 133, 271, 364]",S86J.tsv
you say you,3,337,"[109, 337]",S86J.tsv
don't think,2,113,"[86, 113, 212, 380]",S86J.tsv
i don't think,3,113,"[96, 113, 212, 288, 380]",S86J.tsv
they've,1,114,"[113, 114]",S86J.tsv
you get,2,118,"[116, 118, 211, 217, 261, 411]",S86J.tsv
get my,2,167,"[118, 167]",S86J.tsv
be good,2,126,"[48, 126]",S86J.tsv
what they look like,4,135,"[129, 135]",S86J.tsv
i don't know,3,323,"[129, 196, 323, 350, 354, 425]",S86J.tsv
be no,2,283,"[134, 283]",S86J.tsv
really,1,172,"[145, 172, 201, 219, 276, 280, 350, 354, 378, 379, 411, 412, 445]",S86J.tsv
at the,2,385,"[151, 385]",S86J.tsv
cook,1,77,"[73, 77, 153, 254, 255]",S86J.tsv
they're,1,153,"[116, 130, 153, 411]",S86J.tsv
i do,2,165,"[153, 165, 221, 247]",S86J.tsv
stuff,1,168,"[18, 77, 168, 369, 435, 439]",S86J.tsv
quid,1,298,"[173, 298, 385]",S86J.tsv
well,1,29,"[14, 29, 40, 99, 182, 238, 293, 313, 358, 390, 412, 418]",S86J.tsv
nice,1,196,"[59, 80, 121, 194, 196]",S86J.tsv
probably,1,196,"[114, 196]",S86J.tsv
it's not,2,196,"[144, 192, 196, 310, 412, 427]",S86J.tsv
try,1,196,"[44, 46, 54, 196, 226]",S86J.tsv
mm hm i,3,395,"[196, 395]",S86J.tsv
a bite,2,411,"[196, 411]",S86J.tsv
gonna,1,139,"[117, 139, 167, 197, 321, 368]",S86J.tsv
what do you,3,201,"[75, 146, 201]",S86J.tsv
it's a,2,246,"[203, 207, 246, 273, 392, 432]",S86J.tsv
day,1,205,"[1, 128, 192, 205, 371, 407]",S86J.tsv
sure,1,350,"[215, 350]",S86J.tsv
in the,2,219,"[63, 108, 116, 219]",S86J.tsv
shall,1,402,"[221, 293, 402]",S86J.tsv
turn,1,227,"[137, 227, 395]",S86J.tsv
it's hard,2,229,"[77, 229]",S86J.tsv
right,1,233,"[117, 169, 233, 330, 372, 374, 402, 418]",S86J.tsv
want,1,313,"[238, 293, 304, 313, 356, 417, 427, 434]",S86J.tsv
back,1,238,"[178, 238, 347, 360, 364, 394]",S86J.tsv
let,1,288,"[240, 288]",S86J.tsv
what be,2,245,"[148, 165, 208, 245, 249, 277, 313, 381, 428]",S86J.tsv
be that,2,245,"[160, 224, 245, 308, 313]",S86J.tsv
what be that,3,313,"[245, 313]",S86J.tsv
be you,2,252,"[208, 217, 252, 277, 330, 334, 376, 381, 429]",S86J.tsv
i'm,1,252,"[73, 117, 252, 329, 334, 350, 368, 378, 379, 417, 418, 421]",S86J.tsv
get a,2,254,"[144, 254, 411]",S86J.tsv
things,1,263,"[133, 263, 323]",S86J.tsv
on my,2,263,"[22, 263, 395]",S86J.tsv
a shame,2,267,"[144, 267]",S86J.tsv
cream,1,241,"[38, 241, 267, 268, 272, 280, 284]",S86J.tsv
ice cream,2,267,"[38, 267, 268, 272, 280, 283, 284]",S86J.tsv
what be you look at,5,277,"[208, 277, 381]",S86J.tsv
would you,2,287,"[226, 287, 347, 400]",S86J.tsv
