Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
press it twice,3,4,"[0, 4]",SES6.tsv
so you,2,28,"[0, 28, 1258]",SES6.tsv
twice,1,82,"[0, 82]",SES6.tsv
yep,1,1038,"[0, 1038, 1201, 1202]",SES6.tsv
record,1,9,"[2, 9, 21, 38, 42, 697, 706, 713, 715]",SES6.tsv
thank,1,941,"[3, 941, 942]",SES6.tsv
it be,2,93,"[4, 93, 108, 168, 206, 208, 232, 234, 241, 275, 277, 285, 291, 341, 344, 388, 506, 533, 561, 565, 580, 585, 586, 593, 616, 625, 708, 728, 847, 973, 1044, 1055, 1063, 1067, 1156, 1164, 1176, 1183, 1190, 1213, 1215, 1221, 1249]",SES6.tsv
yeah,1,20,"[7, 13, 15, 17, 19, 20, 22, 23, 24, 29, 30, 37, 41, 44, 46, 48, 50, 51, 54, 57, 59, 60, 63, 65, 68, 69, 71, 73, 75, 76, 80, 81, 82, 88, 90, 91, 94, 99, 101, 104, 109, 115, 118, 122, 124, 126, 127, 129, 134, 136, 137, 139, 140, 147, 156, 161, 164, 168, 169, 170, 171, 174, 175, 179, 181, 187, 191, 196, 199, 203, 205, 207, 210, 211, 215, 224, 226, 228, 231, 233, 235, 238, 242, 248, 250, 252, 255, 258, 266, 271, 274, 276, 279, 291, 292, 295, 302, 307, 310, 314, 315, 318, 320, 323, 325, 327, 328, 332, 333, 336, 339, 340, 344, 345, 350, 352, 354, 355, 357, 359, 363, 366, 372, 374, 377, 380, 381, 383, 387, 388, 393, 395, 397, 401, 402, 403, 404, 406, 408, 411, 421, 424, 427, 432, 442, 448, 450, 452, 455, 459, 460, 462, 465, 467, 470, 471, 474, 478, 483, 487, 492, 494, 495, 498, 499, 507, 510, 516, 518, 519, 521, 525, 528, 532, 534, 536, 539, 541, 543, 545, 548, 550, 551, 552, 553, 556, 558, 560, 570, 573, 581, 585, 591, 592, 594, 596, 597, 599, 601, 602, 606, 619, 625, 626, 627, 632, 636, 640, 642, 644, 647, 650, 652, 654, 656, 658, 660, 661, 670, 672, 675, 679, 680, 688, 693, 695, 697, 698, 700, 702, 703, 705, 707, 711, 712, 714, 716, 718, 720, 722, 724, 725, 729, 731, 735, 738, 740, 742, 744, 745, 746, 748, 749, 751, 752, 754, 755, 757, 758, 760, 762, 764, 767, 769, 770, 771, 774, 777, 780, 784, 785, 788, 790, 797, 799, 802, 805, 807, 809, 812, 814, 816, 823, 825, 831, 834, 835, 837, 843, 845, 847, 848, 852, 854, 857, 859, 863, 865, 869, 873, 878, 880, 882, 883, 885, 887, 889, 898, 900, 906, 908, 913, 915, 916, 921, 923, 925, 933, 935, 939, 940, 941, 944, 945, 946, 947, 951, 953, 955, 956, 958, 964, 967, 973, 974, 979, 981, 982, 986, 990, 991, 992, 994, 996, 1001, 1003, 1007, 1009, 1012, 1013, 1015, 1017, 1027, 1029, 1031, 1032, 1040, 1042, 1044, 1046, 1051, 1053, 1054, 1055, 1058, 1062, 1064, 1066, 1071, 1073, 1075, 1076, 1077, 1083, 1085, 1087, 1092, 1098, 1099, 1100, 1101, 1108, 1112, 1113, 1114, 1116, 1119, 1121, 1126, 1128, 1129, 1133, 1135, 1137, 1138, 1139, 1142, 1143, 1145, 1149, 1159, 1161, 1163, 1165, 1167, 1173, 1175, 1176, 1177, 1189, 1191, 1193, 1195, 1200, 1204, 1207, 1209, 1213, 1216, 1218, 1220, 1237, 1240, 1241, 1245, 1247, 1250, 1252, 1253, 1254, 1256, 1259]",SES6.tsv
so it's,2,29,"[9, 29, 314, 433]",SES6.tsv
you do,2,36,"[9, 36, 143, 148, 335, 344, 435, 468, 538, 554, 827, 838, 987, 997, 1054, 1118]",SES6.tsv
record for,2,42,"[9, 42]",SES6.tsv
most of,2,50,"[9, 50, 981, 1074]",SES6.tsv
things,1,50,"[9, 50, 77, 141, 168, 225, 229, 324, 415, 538, 540, 544, 687, 697, 715, 784, 804, 820, 983, 1025, 1028, 1041]",SES6.tsv
of it,2,67,"[9, 67, 212, 216, 251, 342, 380, 399, 868]",SES6.tsv
it's not,2,106,"[9, 21, 32, 106, 111, 294, 373, 446, 546, 629, 692, 726, 954, 1082]",SES6.tsv
