Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
get,1,34,"[0, 3, 34, 77, 86, 106, 109, 113, 149, 153, 189, 199, 216, 227, 234, 270, 271, 294, 297, 303, 320, 321, 324, 346, 363, 364, 365, 382, 387, 392, 417, 428, 440, 464, 510, 526, 551, 555, 565, 574, 617, 627, 649, 670, 671, 672, 673, 689, 692, 694, 696, 708, 715, 716, 733, 748, 754, 765, 784, 787, 800, 806, 827, 828, 847, 859, 885, 898, 907, 910, 920, 924, 926, 931, 961, 963, 966, 982, 992, 997, 1002, 1005, 1006, 1052, 1099]",SVD4.tsv
go,1,85,"[0, 84, 85, 167, 214, 236, 239, 245, 256, 342, 363, 367, 374, 379, 382, 387, 390, 398, 401, 460, 464, 465, 492, 507, 530, 536, 539, 540, 544, 545, 549, 576, 578, 638, 641, 666, 667, 693, 708, 713, 742, 755, 820, 846, 860, 864, 875, 892, 893, 965, 966, 988, 1006, 1018, 1031, 1042, 1049, 1052, 1054, 1071, 1083, 1088, 1091, 1097, 1099, 1104, 1105]",SVD4.tsv
back,1,110,"[0, 3, 110, 315, 465, 492, 530, 545, 549, 552, 555, 692, 693, 696, 708, 714, 763, 916, 917, 966, 1001, 1056]",SVD4.tsv
when you get back,4,555,"[0, 555, 966]",SVD4.tsv
when you get,3,716,"[0, 716, 966]",SVD4.tsv
when you,2,291,"[0, 291, 460, 555, 716, 840, 966]",SVD4.tsv
time,1,128,"[3, 128, 133, 236, 309, 325, 326, 365, 497, 501, 544, 554, 618, 645, 664, 742, 787, 824, 842, 893]",SVD4.tsv
the time,2,326,"[3, 325, 326, 501, 554]",SVD4.tsv
get back,2,555,"[0, 3, 555, 696, 966]",SVD4.tsv
thank you,2,16,"[12, 15, 16, 22, 37, 42, 47, 48, 68, 69, 70, 71, 83, 85, 95, 96, 100, 113, 176, 253, 318, 585, 697, 698, 699, 700, 703, 740, 780]",SVD4.tsv
yeah,1,17,"[4, 5, 6, 10, 17, 19, 20, 23, 24, 32, 35, 41, 50, 62, 72, 83, 84, 111, 126, 132, 144, 160, 168, 171, 175, 181, 203, 209, 219, 226, 247, 276, 284, 296, 308, 322, 326, 349, 351, 353, 354, 357, 366, 376, 382, 384, 386, 389, 391, 428, 432, 451, 453, 457, 463, 466, 467, 469, 499, 501, 510, 517, 526, 550, 556, 560, 569, 570, 579, 594, 605, 630, 639, 675, 694, 699, 706, 753, 754, 770, 772, 804, 817, 822, 830, 852, 864, 887, 894, 896, 897, 915, 925, 950, 952, 956, 962, 983, 991, 999, 1006, 1007, 1015, 1018, 1022, 1027, 1036, 1048, 1078, 1094, 1108, 1113, 1117, 1118]",SVD4.tsv
balsamic,1,28,"[27, 28, 34, 45, 65, 93, 167, 169, 200, 254, 794]",SVD4.tsv
innit,1,995,"[28, 50, 313, 763, 962, 989, 993, 995]",SVD4.tsv
a bite,2,128,"[38, 128, 167, 171, 204, 242, 339, 418, 627, 643, 796, 851, 853, 893, 900, 952, 971, 1094]",SVD4.tsv
bugger,1,659,"[38, 659]",SVD4.tsv
put a,2,742,"[38, 742, 752, 1106, 1109]",SVD4.tsv
what's,1,130,"[44, 130, 227, 303, 338, 427, 480, 522, 717, 746, 985, 1028]",SVD4.tsv
what's that,2,427,"[44, 227, 427, 985, 1028]",SVD4.tsv
do you,2,45,"[25, 45, 54, 74, 124, 147, 169, 171, 177, 183, 197, 217, 227, 254, 288, 314, 319, 321, 390, 399, 402, 507, 532, 552, 554, 602, 673, 674, 675, 706, 829, 835, 837, 841, 843, 862, 866, 876, 914, 961, 974, 1075, 1084]",SVD4.tsv
you have,2,136,"[45, 136, 291, 321, 539, 540, 610, 624, 633, 664, 686, 795, 968, 1002, 1054]",SVD4.tsv
i'm,1,52,"[5, 52, 65, 73, 78, 80, 102, 108, 146, 166, 212, 225, 226, 251, 346, 394, 395, 440, 506, 563, 568, 571, 574, 582, 620, 621, 647, 649, 651, 660, 693, 704, 707, 716, 734, 779, 781, 793, 855, 902, 904, 906, 916, 922, 928, 960, 1018, 1049, 1064, 1065, 1067, 1116]",SVD4.tsv
round,1,74,"[9, 74, 209, 405, 500, 888, 900]",SVD4.tsv
and then,2,238,"[74, 238, 320, 380, 387, 492, 513, 515, 530, 552, 554, 558, 572, 733, 763, 798, 847, 864, 885, 891, 898, 916, 1068, 1105, 1106]",SVD4.tsv
eat,1,74,"[56, 74, 179, 252, 701, 702]",SVD4.tsv
wanna,1,408,"[74, 80, 408, 558, 675, 726]",SVD4.tsv
oh it's,2,78,"[25, 78, 985]",SVD4.tsv
i just,2,170,"[78, 80, 170, 178, 317, 563, 759, 881, 959]",SVD4.tsv
can i,2,110,"[78, 110, 167, 401, 796, 890, 892, 1046]",SVD4.tsv
like,1,80,"[56, 80, 92, 123, 137, 169, 177, 181, 192, 195, 199, 200, 212, 227, 238, 272, 274, 304, 311, 315, 317, 320, 326, 335, 338, 380, 382, 384, 387, 413, 416, 418, 467, 475, 492, 516, 519, 527, 528, 530, 536, 540, 554, 558, 565, 581, 624, 626, 628, 648, 677, 704, 715, 716, 719, 742, 752, 779, 785, 806, 823, 826, 830, 834, 852, 858, 864, 869, 872, 874, 893, 894, 920, 932, 933, 940, 941, 942, 946, 952, 957, 960, 961, 979, 987, 1017, 1026, 1054, 1081, 1083, 1092, 1094, 1099, 1109, 1111]",SVD4.tsv
er no,2,178,"[80, 114, 178, 439]",SVD4.tsv
can't,1,229,"[80, 229, 261, 315, 329, 345, 401, 494, 510, 561, 628, 639, 734, 736, 799, 878, 1053]",SVD4.tsv
gonna,1,398,"[80, 109, 320, 398, 440, 495, 545, 555, 563, 715, 716, 719, 722, 723, 742, 779, 781, 874, 902, 910, 917, 955, 1023, 1049, 1116]",SVD4.tsv
top,1,170,"[80, 103, 107, 170, 200, 381, 382, 384, 567]",SVD4.tsv
