Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
you just,2,120,"[0, 120]",S6H4.tsv
yeah,1,24,"[2, 12, 19, 24, 48, 65, 71, 111, 115, 118, 129, 142, 156, 162, 166, 173, 176, 192]",S6H4.tsv
yes,1,93,"[24, 93]",S6H4.tsv
that's,1,28,"[4, 5, 28, 143, 147]",S6H4.tsv
good,1,30,"[28, 30, 32, 38, 121, 163, 164, 165]",S6H4.tsv
potato,1,73,"[46, 73, 79, 139]",S6H4.tsv
a potato,2,139,"[79, 139]",S6H4.tsv
it be,2,79,"[32, 37, 79, 164]",S6H4.tsv
know,1,89,"[48, 89, 161, 165]",S6H4.tsv
kind of,2,114,"[98, 114, 165]",S6H4.tsv
have to,2,100,"[14, 31, 100, 131]",S6H4.tsv
plate,1,100,"[20, 65, 83, 100, 101, 182]",S6H4.tsv
put,1,100,"[20, 100, 136, 182]",S6H4.tsv
and the,2,101,"[6, 101]",S6H4.tsv
go to the,3,124,"[101, 124]",S6H4.tsv
come,1,132,"[107, 132, 180]",S6H4.tsv
go,1,134,"[101, 124, 134, 157, 159, 161, 190]",S6H4.tsv
i'm,1,194,"[35, 63, 65, 112, 157, 159, 161, 162, 194]",S6H4.tsv
still,1,194,"[65, 124, 194]",S6H4.tsv
fit and strong,3,194,"[193, 194]",S6H4.tsv
strong,1,194,"[193, 194]",S6H4.tsv
need,1,194,"[157, 194, 195, 196]",S6H4.tsv
in the,2,196,"[6, 20, 83, 196]",S6H4.tsv
much,1,196,"[14, 196]",S6H4.tsv
i've,1,196,"[65, 171, 196]",S6H4.tsv
well,1,196,"[195, 196]",S6H4.tsv
do you,2,89,"[8, 60, 62, 89, 131, 135, 161, 163, 182]",S6H4.tsv
make it,2,89,"[33, 35, 89, 90]",S6H4.tsv
make,1,94,"[89, 94, 96]",S6H4.tsv
you know,2,165,"[89, 165]",S6H4.tsv
a cloud,2,98,"[94, 96, 98]",S6H4.tsv
you have to,3,131,"[100, 131]",S6H4.tsv
go to,2,157,"[101, 124, 157]",S6H4.tsv
really,1,194,"[161, 194]",S6H4.tsv
need that,2,196,"[157, 196]",S6H4.tsv
mum,1,181,"[89, 181]",S6H4.tsv
oh oh,2,125,"[104, 105, 125]",S6H4.tsv
find,1,69,"[2, 69]",S6H4.tsv
if there's,2,137,"[2, 137]",S6H4.tsv
try,1,161,"[2, 161]",S6H4.tsv
the same,2,6,"[3, 6]",S6H4.tsv
want some,2,14,"[8, 14, 15, 135]",S6H4.tsv
want,1,60,"[14, 60, 62, 157, 159, 161]",S6H4.tsv
think,1,163,"[14, 41, 153, 163, 176, 180]",S6H4.tsv
i think,2,180,"[14, 164, 176, 180]",S6H4.tsv
but i,2,180,"[14, 180]",S6H4.tsv
hard,1,69,"[21, 69]",S6H4.tsv
i see,2,87,"[21, 87, 158]",S6H4.tsv
see,1,157,"[21, 157, 158, 161, 166, 167, 177]",S6H4.tsv
like,1,43,"[31, 43, 48, 53, 136, 166, 174, 191]",S6H4.tsv
if you don't,3,157,"[31, 157, 159]",S6H4.tsv
you don't,2,157,"[31, 50, 157, 159]",S6H4.tsv
if you,2,157,"[31, 157, 159]",S6H4.tsv
he's,1,165,"[41, 153, 165]",S6H4.tsv
oh yeah,2,118,"[48, 118, 142, 156, 162]",S6H4.tsv
know whether,2,161,"[48, 161]",S6H4.tsv
chicken,1,50,"[8, 10, 50]",S6H4.tsv
you can,2,90,"[50, 90]",S6H4.tsv
get,1,165,"[50, 65, 165, 193]",S6H4.tsv
offer,1,53,"[40, 53]",S6H4.tsv
would,1,180,"[53, 180, 182]",S6H4.tsv
sure,1,65,"[64, 65]",S6H4.tsv
there's,1,137,"[73, 137, 139]",S6H4.tsv
tire,1,115,"[112, 115, 117, 153]",S6H4.tsv
be tire,2,116,"[115, 116, 117]",S6H4.tsv
very good,2,165,"[121, 165]",S6H4.tsv
back,1,132,"[20, 132]",S6H4.tsv
okay,1,162,"[13, 57, 111, 162, 180]",S6H4.tsv
it be good,3,164,"[32, 164]",S6H4.tsv
the violence,2,164,"[163, 164]",S6H4.tsv
think it,2,164,"[163, 164]",S6H4.tsv
something,1,166,"[159, 166]",S6H4.tsv
rather,1,182,"[166, 182]",S6H4.tsv
in a,2,170,"[161, 170]",S6H4.tsv
not gonna,2,193,"[159, 193]",S6H4.tsv
right,1,195,"[5, 83, 195]",S6H4.tsv
at the,2,195,"[18, 165, 177, 195]",S6H4.tsv
you do,2,195,"[159, 189, 195]",S6H4.tsv
just the,2,195,"[163, 195]",S6H4.tsv
oh i,2,21,"[7, 21, 158]",S6H4.tsv
eat,1,31,"[7, 13, 31, 41, 195]",S6H4.tsv
next,1,124,"[29, 124]",S6H4.tsv
five,1,166,"[68, 72, 84, 88, 166, 168]",S6H4.tsv
one,1,137,"[68, 72, 86, 88, 109, 137, 140, 181]",S6H4.tsv
i do,2,161,"[7, 13, 161]",S6H4.tsv
three,1,165,"[68, 72, 86, 88, 140, 165, 181]",S6H4.tsv
what's,1,169,"[123, 169]",S6H4.tsv
all the,2,177,"[7, 177]",S6H4.tsv
wanna,1,182,"[13, 29, 182]",S6H4.tsv
