Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
get,1,1,"[0, 1, 3, 52, 53, 54, 55, 67, 77, 200, 205, 240, 298, 299, 301, 307, 308, 348, 352, 447, 448, 511, 513, 519, 604, 614, 620, 624, 652, 716, 740, 743, 751, 773, 783, 788, 816, 928, 938, 942, 943, 944, 946, 969, 971, 975]",SUWR.tsv
get word with friends,4,52,"[0, 52]",SUWR.tsv
you have to,3,99,"[0, 99, 101, 454, 1051]",SUWR.tsv
word,1,463,"[0, 51, 52, 72, 76, 463, 472, 763, 764, 771, 774, 955, 1026, 1027]",SUWR.tsv
friends,1,463,"[0, 51, 52, 72, 76, 463, 472, 763]",SUWR.tsv
might,1,670,"[2, 670, 818, 932]",SUWR.tsv
come,1,14,"[7, 8, 12, 14, 40, 45, 47, 49, 88, 200, 201, 203, 348, 397, 970, 1007]",SUWR.tsv
push,1,49,"[7, 8, 12, 17, 34, 45, 47, 49, 768]",SUWR.tsv
do you,2,90,"[8, 45, 90, 271, 483, 507, 664, 680, 773, 883, 1006, 1008, 1026]",SUWR.tsv
it be just,3,15,"[14, 15, 163]",SUWR.tsv
it be,2,33,"[14, 15, 33, 61, 112, 132, 140, 142, 143, 144, 145, 147, 154, 160, 163, 166, 169, 186, 190, 193, 221, 292, 307, 332, 369, 429, 473, 475, 536, 558, 562, 585, 634, 637, 649, 681, 682, 693, 731, 738, 807, 808, 828, 898, 952, 975, 1004]",SUWR.tsv
have a,2,151,"[7, 12, 17, 34, 151, 240, 242, 360, 387, 464, 931, 1002, 1007, 1047, 1051]",SUWR.tsv
play,1,72,"[28, 58, 72, 74, 75, 76, 82, 90, 99, 101, 777, 778, 810, 812, 948]",SUWR.tsv
arm wrestle,2,29,"[4, 29, 123]",SUWR.tsv
say,1,34,"[7, 13, 34, 37, 203, 264, 345, 423, 507, 511, 516, 539, 585, 625, 696, 723, 859, 871, 971, 1020, 1051]",SUWR.tsv
distract,1,36,"[14, 27, 36]",SUWR.tsv
yeah,1,45,"[1, 16, 19, 22, 35, 38, 45, 66, 67, 68, 89, 91, 97, 98, 100, 104, 112, 117, 120, 122, 127, 129, 132, 141, 143, 145, 152, 155, 166, 176, 188, 196, 213, 219, 221, 229, 235, 237, 239, 245, 262, 267, 276, 301, 308, 317, 331, 340, 342, 344, 356, 357, 374, 380, 401, 404, 405, 407, 408, 409, 417, 419, 425, 431, 435, 437, 438, 439, 442, 449, 457, 458, 459, 465, 486, 493, 507, 513, 519, 540, 552, 591, 607, 650, 652, 654, 659, 662, 675, 678, 683, 695, 700, 701, 702, 705, 712, 723, 728, 729, 733, 742, 753, 754, 769, 780, 801, 811, 813, 815, 817, 820, 833, 840, 842, 846, 847, 850, 852, 859, 866, 870, 871, 872, 892, 899, 904, 906, 907, 914, 915, 916, 921, 927, 936, 937, 939, 963, 971, 975, 993, 998, 1004, 1013, 1024, 1034, 1049, 1050, 1053, 1057]",SUWR.tsv
word with friends,3,52,"[0, 51, 52, 59, 72, 76, 82, 763]",SUWR.tsv
anyway,1,223,"[51, 223, 363, 398, 490, 644]",SUWR.tsv
the fuck,2,566,"[51, 566, 583, 621, 634, 938]",SUWR.tsv
people,1,336,"[51, 336, 390, 397, 423, 430, 609, 614, 751, 783, 792, 812, 849, 871, 946, 1020]",SUWR.tsv
fuck,1,51,"[5, 32, 51, 61, 137, 196, 199, 200, 215, 228, 344, 363, 371, 444, 486, 514, 535, 566, 574, 575, 583, 612, 621, 634, 661, 703, 717, 748, 829, 838, 853, 854, 904, 912, 938, 1016, 1018, 1038, 1057]",SUWR.tsv
get it,2,54,"[1, 3, 53, 54, 55]",SUWR.tsv
be you gonna,3,58,"[1, 52, 58, 452]",SUWR.tsv
gonna,1,5,"[1, 5, 18, 52, 55, 58, 61, 256, 316, 348, 452, 496, 511, 513, 664, 665, 695, 717, 768, 797, 802, 819, 885, 930, 971]",SUWR.tsv
play with,2,99,"[58, 99]",SUWR.tsv
be you,2,75,"[1, 52, 58, 75, 436, 452, 635, 723, 758, 825, 929, 947]",SUWR.tsv
it's probably,2,417,"[63, 417, 819]",SUWR.tsv
that's,1,67,"[6, 32, 39, 67, 68, 70, 150, 159, 178, 209, 223, 249, 250, 261, 264, 300, 302, 310, 347, 364, 381, 391, 395, 397, 403, 409, 416, 429, 458, 497, 506, 507, 514, 548, 557, 575, 593, 612, 638, 641, 651, 679, 699, 700, 715, 728, 748, 753, 767, 804, 823, 850, 856, 892, 952, 953, 971, 1048]",SUWR.tsv
yeah that's,2,68,"[67, 68, 409, 458, 700, 850, 892]",SUWR.tsv
something,1,273,"[67, 135, 145, 204, 273, 336, 457, 470, 471, 518, 540, 704, 723, 793]",SUWR.tsv
be just,2,74,"[14, 15, 74, 76, 163, 164, 205, 663, 690, 812]",SUWR.tsv
we be,2,187,"[74, 76, 187, 494, 624, 723, 1009]",SUWR.tsv
go,1,87,"[84, 85, 86, 87, 92, 105, 130, 155, 157, 158, 196, 218, 219, 228, 247, 316, 322, 325, 364, 377, 436, 496, 539, 595, 599, 687, 695, 696, 702, 704, 706, 707, 709, 723, 751, 770, 783, 932, 944, 1007, 1051]",SUWR.tsv
and then,2,86,"[14, 86, 130, 208, 248, 346, 348, 350, 352, 360, 620, 731, 1007]",SUWR.tsv
go to,2,130,"[86, 87, 92, 130, 218, 219, 228, 322, 436, 539, 595, 687, 723, 932, 1007, 1051]",SUWR.tsv
i didn't,2,92,"[13, 79, 81, 92, 93, 221, 229, 626, 628, 687, 807, 808]",SUWR.tsv
watch,1,271,"[92, 271, 274, 275, 313, 316, 452, 457, 461, 584, 593, 974, 976, 977]",SUWR.tsv
you have to play,4,101,"[99, 101]",SUWR.tsv
to play,2,101,"[99, 101]",SUWR.tsv
many,1,398,"[101, 391, 398, 412, 641, 944, 984, 1020]",SUWR.tsv
of them,2,125,"[101, 125, 531]",SUWR.tsv
and you,2,101,"[25, 101, 624]",SUWR.tsv
there's,1,101,"[62, 101, 264, 671, 673, 732, 752, 757, 947, 1027]",SUWR.tsv
it's the,2,103,"[4, 103, 175, 264, 266, 805, 917]",SUWR.tsv
they're,1,103,"[97, 103, 345, 348, 511, 513, 731, 797, 879, 957, 1018]",SUWR.tsv
the one,2,261,"[103, 261, 264, 290, 804]",SUWR.tsv
one,1,103,"[40, 43, 103, 261, 264, 266, 287, 289, 290, 323, 368, 404, 407, 410, 411, 413, 447, 448, 451, 513, 526, 531, 553, 560, 562, 658, 742, 758, 803, 804, 810, 1007, 1023, 1042]",SUWR.tsv
the year,2,900,"[103, 900, 997]",SUWR.tsv
adorbs,1,113,"[109, 113, 115, 119]",SUWR.tsv
they be,2,113,"[106, 108, 113, 114, 115, 119, 386, 583, 871]",SUWR.tsv
i don't,2,126,"[69, 72, 73, 126, 242, 273, 277, 319, 476, 570, 572, 622, 645, 718, 725, 932, 948, 1005, 1046]",SUWR.tsv
know,1,126,"[5, 69, 126, 132, 196, 205, 221, 229, 273, 290, 293, 320, 335, 348, 434, 469, 471, 476, 505, 515, 538, 539, 540, 561, 570, 620, 622, 640, 645, 718, 725, 730, 808, 881, 884, 899, 932, 935, 938, 993, 1007, 1009, 1012, 1044, 1046]",SUWR.tsv
like,1,144,"[10, 23, 44, 57, 60, 72, 97, 106, 109, 132, 134, 135, 136, 144, 145, 147, 163, 167, 173, 184, 200, 203, 205, 208, 209, 210, 211, 221, 229, 242, 272, 277, 290, 332, 336, 338, 342, 344, 345, 348, 359, 360, 367, 369, 370, 371, 390, 392, 395, 396, 397, 400, 404, 405, 412, 415, 423, 424, 426, 430, 441, 442, 462, 466, 467, 470, 476, 477, 486, 488, 495, 496, 505, 512, 513, 517, 518, 525, 536, 538, 539, 541, 551, 553, 557, 558, 562, 567, 568, 572, 573, 582, 584, 634, 641, 652, 654, 656, 660, 663, 702, 704, 714, 723, 731, 793, 794, 802, 808, 810, 812, 835, 847, 849, 850, 879, 894, 898, 900, 902, 930, 936, 938, 940, 965, 971, 984, 1007, 1009, 1010, 1011, 1012, 1030, 1044, 1051, 1057]",SUWR.tsv
be like,2,144,"[10, 106, 144, 145, 147, 200, 203, 221, 344, 348, 369, 371, 496, 505, 517, 536, 551, 562, 723, 731, 810, 812, 971, 1007]",SUWR.tsv
spicy,1,170,"[167, 169, 170, 174, 175]",SUWR.tsv
it's not,2,172,"[61, 164, 168, 172, 173, 174, 177, 263, 392, 404, 544, 654, 696, 697, 724, 895, 988]",SUWR.tsv
it's just,2,574,"[182, 574, 654, 753]",SUWR.tsv
no it's,2,182,"[168, 173, 177, 181, 182, 263, 299, 827, 894, 895, 988]",SUWR.tsv
be that,2,261,"[186, 261, 284, 304, 398, 568, 593, 768, 807, 1033]",SUWR.tsv
that be,2,186,"[143, 186, 196, 223, 311, 690, 691, 737, 809, 873, 1038]",SUWR.tsv
guy,1,195,"[77, 82, 195, 208, 308, 436, 496, 505, 519, 568, 573, 680, 719, 720, 722, 723, 889, 929, 1051]",SUWR.tsv
think,1,207,"[16, 57, 73, 196, 205, 206, 207, 229, 242, 271, 274, 277, 279, 288, 319, 326, 365, 369, 455, 507, 539, 572, 666, 673, 681, 688, 699, 742, 798, 817, 985]",SUWR.tsv
would,1,370,"[207, 364, 370, 372, 400, 456, 525, 560, 742, 871]",SUWR.tsv
doctor,1,215,"[212, 215, 218, 322, 331]",SUWR.tsv
good,1,222,"[39, 132, 154, 160, 222, 283, 323, 427, 457, 458, 507, 539, 649, 651, 652, 672, 696, 697, 699, 700, 704, 768, 829, 833, 903, 913, 1002, 1006, 1011, 1054, 1056]",SUWR.tsv
see,1,228,"[38, 228, 274, 276, 293, 319, 322, 325, 348, 585, 590, 591, 689, 692, 727, 756, 789, 791, 821, 822, 824, 831, 889, 1035]",SUWR.tsv
can't,1,287,"[228, 287, 524, 544, 588, 594, 696, 716, 719, 727, 777, 822, 826, 834, 835, 836, 838, 844, 880, 881, 884, 941]",SUWR.tsv
london,1,805,"[228, 805, 871, 947]",SUWR.tsv
make,1,254,"[151, 156, 159, 162, 180, 254, 256, 258, 259, 538, 553, 556, 559, 593, 632, 664, 665, 746, 774, 938, 955, 1036]",SUWR.tsv
no it's not,3,263,"[168, 173, 177, 263, 895, 988]",SUWR.tsv
also,1,265,"[151, 237, 265, 311, 458, 940, 956]",SUWR.tsv
call,1,265,"[165, 166, 200, 208, 240, 255, 261, 264, 265, 505, 519, 732, 751, 856, 868, 954]",SUWR.tsv
not call,2,265,"[261, 264, 265]",SUWR.tsv
call but,2,751,"[265, 505, 751]",SUWR.tsv
in a,2,396,"[270, 396, 405, 563, 604, 624, 656, 932]",SUWR.tsv
way,1,270,"[6, 270, 391, 656, 767]",SUWR.tsv
we're,1,652,"[270, 652, 767]",SUWR.tsv
find,1,497,"[273, 497, 797]",SUWR.tsv
old,1,463,"[286, 463, 641, 947]",SUWR.tsv
i think,2,288,"[16, 57, 229, 277, 279, 288, 326, 365, 369, 455, 539, 673, 688, 699, 742, 798, 985]",SUWR.tsv
it's it's,2,654,"[288, 654, 697]",SUWR.tsv
i think it's,3,455,"[288, 455, 798]",SUWR.tsv
it's like,2,290,"[72, 97, 290, 442, 541, 567, 641, 652, 793, 894, 902, 936, 1012, 1044]",SUWR.tsv
you know the,3,320,"[290, 320]",SUWR.tsv
you know,2,290,"[5, 132, 196, 290, 320, 348, 469, 505, 538, 539, 540, 561, 620, 730, 808, 881, 884, 938, 1007, 1009, 1012]",SUWR.tsv
it's get,2,299,"[298, 299, 301, 307, 308]",SUWR.tsv
christopher walken,2,308,"[307, 308]",SUWR.tsv
two,1,312,"[229, 264, 312, 620, 723, 984, 993, 998, 1022, 1025, 1027]",SUWR.tsv
do it,2,316,"[50, 316, 321, 420, 422, 731, 748, 1020]",SUWR.tsv
