Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
yeah,1,1,"[0, 1, 2, 4, 10, 12, 21, 23, 25, 30, 34, 37, 43, 48, 51, 64, 82, 84, 88, 105, 109, 111, 116, 136, 142, 147, 154, 163, 165, 168, 188, 192, 220, 242, 248, 249, 253, 254, 255, 261, 263, 284, 287, 303, 311, 316, 320, 321, 322, 325, 327, 330, 344, 345, 346, 347, 352, 354, 372, 373, 375, 376, 378, 383, 384, 393, 397, 401, 404, 413, 434, 441, 485, 492, 498, 500, 502, 513, 520, 524, 525, 534, 556, 567, 590, 593, 603, 605, 629, 645, 647]",SX2V.tsv
know,1,36,"[0, 2, 20, 21, 23, 36, 38, 39, 54, 58, 81, 84, 113, 122, 151, 180, 182, 197, 201, 202, 239, 246, 306, 308, 310, 326, 331, 332, 340, 354, 365, 375, 448, 473, 486, 487, 488, 510, 511, 516, 531, 541, 542, 544, 548, 601, 617, 621]",SX2V.tsv
like,1,5,"[0, 2, 5, 15, 16, 18, 20, 44, 73, 74, 129, 138, 157, 159, 165, 167, 170, 178, 180, 182, 184, 186, 192, 193, 197, 202, 215, 219, 220, 222, 240, 242, 244, 246, 259, 261, 267, 274, 288, 296, 313, 316, 318, 320, 326, 330, 336, 346, 349, 354, 357, 362, 364, 383, 388, 390, 397, 400, 432, 450, 455, 458, 459, 474, 482, 484, 485, 486, 529, 547, 548, 551, 555, 602, 607, 630]",SX2V.tsv
i don't,2,50,"[0, 2, 20, 50, 54, 58, 62, 81, 84, 101, 113, 132, 180, 193, 197, 267, 306, 308, 310, 326, 340, 342, 354, 450, 549, 575, 580, 649]",SX2V.tsv
i just,2,50,"[0, 50, 256, 529]",SX2V.tsv
i don't know,3,20,"[0, 20, 54, 58, 84, 113, 180, 197, 306, 308, 310, 326, 340, 354]",SX2V.tsv
yeah i,2,64,"[0, 2, 21, 23, 64, 84, 242, 372, 375]",SX2V.tsv
happen,1,156,"[0, 2, 153, 156, 197, 202, 213, 220, 223, 487]",SX2V.tsv
hear,1,199,"[0, 2, 186, 199, 487]",SX2V.tsv
know what,2,38,"[0, 2, 38, 201, 308, 531, 601]",SX2V.tsv
in pain,2,213,"[0, 213]",SX2V.tsv
see,1,82,"[2, 82, 151, 213, 220, 247, 314, 328, 353, 360, 474, 482, 486, 490, 594, 607]",SX2V.tsv
really,1,3,"[2, 3, 13, 81, 108, 110, 129, 184, 185, 187, 202, 255, 274, 288, 349, 365, 370, 372, 397, 408, 414, 420, 451, 453, 477, 482, 484, 521, 536, 602, 604, 648]",SX2V.tsv
even,1,213,"[2, 213, 247, 324, 450, 462, 585]",SX2V.tsv
be like,2,316,"[2, 180, 186, 192, 274, 316, 330, 336, 349, 474, 602]",SX2V.tsv
