Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
say,1,111,"[0, 99, 111, 155, 218, 267, 269, 279, 294, 295, 347, 362, 404, 416, 420, 537, 561, 580, 582, 585, 587, 592, 651, 706, 708, 719, 720, 730, 760, 795, 807, 854, 864, 891, 901, 960, 964, 965, 989, 1036, 1040, 1041, 1042, 1064, 1124, 1156, 1162, 1169]",S4HW.tsv
say that,2,580,"[0, 580, 582, 585, 651, 730, 854, 989, 1156]",S4HW.tsv
she'll,1,712,"[0, 712]",S4HW.tsv
talk,1,208,"[0, 208, 803, 805, 818, 892, 895, 1166]",S4HW.tsv
a month,2,25,"[23, 24, 25, 26]",S4HW.tsv
pound,1,24,"[23, 24, 48, 194, 195]",S4HW.tsv
owe,1,28,"[11, 28, 31, 33, 54]",S4HW.tsv
don't i,2,197,"[31, 197, 901, 955]",S4HW.tsv
i i,2,69,"[31, 69, 221, 891, 1099]",S4HW.tsv
well,1,37,"[25, 37, 42, 48, 55, 92, 104, 111, 126, 164, 183, 196, 200, 204, 219, 220, 278, 284, 326, 350, 390, 402, 409, 417, 492, 516, 587, 591, 611, 689, 705, 706, 707, 708, 713, 720, 729, 738, 756, 760, 792, 793, 834, 839, 861, 893, 901, 904, 935, 936, 941, 945, 956, 960, 963, 973, 974, 978, 1015, 1046, 1077, 1123, 1124, 1131, 1142, 1158, 1159, 1166, 1179, 1204, 1217, 1226]",S4HW.tsv
birthday,1,38,"[37, 38, 42, 49]",S4HW.tsv
go,1,37,"[6, 37, 50, 73, 100, 105, 108, 111, 146, 148, 156, 159, 180, 192, 197, 200, 219, 261, 304, 316, 330, 337, 389, 392, 439, 461, 467, 476, 503, 538, 540, 543, 546, 547, 566, 587, 611, 622, 624, 636, 650, 653, 707, 784, 786, 795, 811, 866, 875, 911, 919, 934, 945, 958, 960, 987, 1021, 1042, 1081, 1097, 1110, 1119, 1127, 1145, 1163, 1166, 1169, 1179, 1182, 1184, 1189, 1238, 1239, 1242]",S4HW.tsv
way,1,701,"[37, 701, 996]",S4HW.tsv
long,1,152,"[37, 152, 805, 1069, 1174, 1179, 1233]",S4HW.tsv
i'll,1,56,"[45, 48, 56, 194, 221, 245, 315, 407, 458, 506, 523, 529, 642, 708, 747, 860, 933, 1021, 1029, 1067, 1069, 1099, 1102, 1110, 1122, 1165, 1212]",S4HW.tsv
back,1,194,"[56, 57, 164, 194, 197, 200, 261, 278, 394, 620, 651, 786, 934, 1004, 1005, 1006, 1172, 1199]",S4HW.tsv
see,1,114,"[66, 114, 245, 276, 342, 377, 503, 747, 838, 850, 869, 933, 957, 1012, 1014, 1018, 1048, 1089]",S4HW.tsv
have you,2,123,"[66, 123, 173, 346, 584, 604, 618, 638, 1072]",S4HW.tsv
have a,2,437,"[68, 437, 438, 526, 531, 543, 548, 549, 744, 748, 777, 778, 866, 902, 963, 978, 1098, 1164]",S4HW.tsv
really,1,100,"[68, 100, 194, 246, 253, 261, 275, 389, 467, 577, 587, 677, 686, 703, 722, 726, 756, 786, 788, 804, 808, 855, 864, 883, 885, 909, 917, 918, 926, 958, 984, 998, 1020, 1039, 1045, 1063, 1070, 1072, 1073, 1083, 1217, 1222]",S4HW.tsv
do it,2,218,"[68, 72, 218, 234, 331, 492, 642, 869, 944, 946, 973, 974, 1166, 1169, 1222]",S4HW.tsv
you have,2,68,"[26, 68, 250, 805, 902, 945, 958, 978, 1072, 1098, 1189]",S4HW.tsv
yeah,1,70,"[25, 29, 30, 32, 46, 50, 63, 67, 69, 70, 73, 81, 95, 101, 102, 109, 112, 113, 120, 123, 125, 128, 131, 136, 140, 149, 153, 154, 165, 167, 170, 174, 179, 181, 190, 191, 198, 211, 219, 235, 249, 272, 366, 372, 411, 418, 427, 448, 481, 501, 540, 542, 543, 545, 562, 567, 585, 588, 606, 609, 610, 612, 621, 627, 630, 636, 642, 643, 647, 651, 655, 658, 659, 665, 668, 670, 672, 676, 679, 683, 687, 688, 690, 692, 694, 701, 709, 710, 711, 715, 724, 731, 732, 743, 745, 750, 770, 772, 782, 792, 793, 795, 805, 806, 809, 816, 817, 823, 828, 837, 839, 851, 857, 862, 866, 867, 900, 906, 914, 924, 928, 931, 935, 945, 948, 952, 961, 967, 968, 971, 976, 979, 986, 988, 992, 998, 1000, 1002, 1013, 1014, 1015, 1016, 1022, 1037, 1041, 1052, 1055, 1062, 1073, 1087, 1095, 1101, 1104, 1106, 1112, 1126, 1132, 1134, 1154, 1157, 1163, 1182, 1198, 1201, 1202, 1204, 1205, 1207, 1211, 1219, 1227, 1229, 1235, 1240]",S4HW.tsv
know,1,44,"[21, 43, 44, 52, 61, 67, 75, 136, 146, 154, 156, 160, 165, 192, 262, 265, 292, 294, 305, 329, 330, 373, 377, 423, 467, 485, 486, 541, 543, 588, 637, 653, 712, 756, 784, 786, 799, 801, 808, 836, 866, 890, 896, 898, 901, 940, 955, 956, 957, 963, 965, 975, 978, 997, 998, 1013, 1025, 1028, 1036, 1041, 1057, 1065, 1097, 1099, 1121, 1127, 1195, 1197, 1213, 1217, 1225, 1237]",S4HW.tsv
know how,2,467,"[21, 75, 467]",S4HW.tsv
you know,2,75,"[21, 43, 67, 75, 192, 330, 373, 485, 543, 637, 653, 712, 756, 808, 866, 890, 896, 898, 955, 956, 957, 963, 975, 978, 997, 1121, 1195, 1197, 1225]",S4HW.tsv
get a,2,81,"[5, 81, 135, 148, 178, 409, 577, 585, 587, 713, 717, 851, 883, 911, 965, 1004]",S4HW.tsv
all the,2,81,"[27, 57, 81, 1081, 1186, 1228, 1233]",S4HW.tsv
get,1,45,"[5, 27, 29, 42, 45, 52, 54, 81, 95, 104, 105, 117, 123, 126, 127, 135, 137, 148, 160, 164, 169, 178, 193, 194, 197, 213, 221, 261, 284, 285, 290, 301, 336, 379, 392, 409, 453, 455, 459, 478, 503, 505, 522, 528, 569, 572, 577, 585, 587, 588, 591, 592, 593, 603, 604, 613, 636, 649, 699, 713, 717, 777, 784, 804, 808, 851, 860, 883, 906, 911, 912, 965, 970, 978, 994, 998, 1000, 1001, 1004, 1020, 1024, 1025, 1036, 1038, 1055, 1059, 1060, 1061, 1066, 1081, 1100, 1111, 1122, 1151, 1152, 1169, 1184, 1199, 1201, 1208, 1218, 1228]",S4HW.tsv
let,1,81,"[62, 81, 407, 777]",S4HW.tsv
yeah they get,3,636,"[81, 636]",S4HW.tsv
yeah they,2,655,"[81, 655, 782]",S4HW.tsv
they get,2,699,"[81, 636, 699, 808, 994]",S4HW.tsv
when the,2,620,"[85, 620]",S4HW.tsv
it's not,2,87,"[44, 51, 87, 88, 135, 535, 536, 768, 948, 978, 980, 984, 1083, 1135, 1136, 1205]",S4HW.tsv
that's,1,90,"[24, 27, 50, 69, 90, 110, 120, 135, 160, 163, 195, 247, 301, 339, 344, 397, 473, 474, 498, 501, 519, 542, 550, 592, 594, 608, 677, 703, 708, 759, 805, 823, 833, 839, 845, 864, 871, 888, 907, 941, 948, 961, 1010, 1013, 1019, 1020, 1044, 1045, 1047]",S4HW.tsv
there's,1,90,"[43, 90, 133, 154, 163, 196, 314, 333, 349, 456, 511, 632, 638, 743, 761, 805, 810, 860, 965, 998, 1012, 1014, 1015, 1036, 1068, 1091]",S4HW.tsv
there's all,2,998,"[90, 998]",S4HW.tsv
i don't,2,99,"[2, 55, 82, 99, 154, 165, 262, 305, 467, 532, 534, 541, 577, 662, 691, 755, 786, 860, 892, 901, 955, 998, 1013, 1028, 1036, 1053, 1097, 1099, 1104, 1149, 1154, 1213, 1219, 1222, 1231, 1237]",S4HW.tsv
you say,2,720,"[99, 155, 720, 1036, 1064]",S4HW.tsv
what you,2,385,"[99, 385, 948]",S4HW.tsv
need,1,73,"[27, 52, 73, 104, 105, 106, 109, 213, 219, 290, 760, 810, 824, 825, 960, 1139, 1159, 1199]",S4HW.tsv
well no,2,104,"[42, 48, 104, 1179]",S4HW.tsv
need to get,3,104,"[52, 104, 105, 290]",S4HW.tsv
no it's,2,104,"[26, 104, 535, 721, 753, 922]",S4HW.tsv
need to,2,109,"[52, 104, 106, 109, 219, 290, 760, 810, 960, 1199]",S4HW.tsv
look,1,106,"[69, 106, 160, 232, 234, 338, 339, 404, 496, 612, 735, 737, 739, 787, 816, 829, 872, 927, 1000, 1012, 1014, 1016, 1048, 1117, 1118]",S4HW.tsv
we're,1,365,"[105, 108, 365, 561, 803, 804, 818, 880, 1081, 1155, 1158]",S4HW.tsv
find,1,329,"[108, 130, 329, 854]",S4HW.tsv
that's the,2,519,"[110, 519, 941]",S4HW.tsv
think,1,112,"[2, 4, 55, 69, 82, 112, 146, 148, 152, 163, 183, 207, 221, 247, 259, 276, 314, 320, 333, 347, 362, 365, 389, 406, 521, 532, 534, 577, 600, 615, 632, 651, 652, 662, 664, 691, 707, 713, 768, 784, 786, 800, 805, 808, 814, 827, 845, 857, 860, 874, 880, 992, 1010, 1019, 1082, 1083, 1099, 1102, 1103, 1104, 1119, 1126, 1146, 1164, 1208, 1213, 1214, 1215, 1219, 1221, 1222, 1236, 1237]",S4HW.tsv
do you,2,112,"[21, 43, 78, 112, 148, 193, 207, 216, 247, 308, 373, 389, 428, 452, 485, 504, 530, 578, 637, 644, 664, 685, 720, 807, 850, 890, 893, 897, 957, 958, 960, 997, 999, 1019, 1026, 1031, 1040, 1069, 1121, 1154, 1214, 1225]",S4HW.tsv
what do you think,4,247,"[112, 247]",S4HW.tsv
do you think,3,148,"[112, 148, 247, 664, 1019, 1214]",S4HW.tsv
book,1,115,"[89, 115, 117, 118, 127, 135, 216, 1169]",S4HW.tsv
one,1,119,"[115, 119, 127, 158, 163, 244, 245, 265, 307, 365, 368, 371, 458, 476, 527, 529, 540, 617, 624, 636, 650, 735, 737, 739, 760, 965, 999, 1099, 1124, 1186, 1215, 1233]",S4HW.tsv
one of,2,265,"[115, 265, 636, 1215]",S4HW.tsv
bring,1,127,"[118, 127, 135, 136, 269, 278, 354, 690, 786]",S4HW.tsv
he didn't,2,585,"[118, 585, 706, 869, 875]",S4HW.tsv
with him,2,919,"[118, 486, 919, 920]",S4HW.tsv
yeah that's,2,501,"[120, 501, 542, 805, 823, 839, 961]",S4HW.tsv
a bite,2,122,"[4, 47, 105, 122, 127, 214, 225, 232, 247, 456, 476, 620, 664, 717, 816, 864, 957, 998, 1095, 1100, 1119, 1169, 1176, 1221]",S4HW.tsv
bite,1,123,"[4, 47, 105, 122, 123, 127, 214, 225, 232, 247, 250, 262, 356, 456, 476, 620, 664, 717, 801, 802, 816, 864, 936, 957, 975, 998, 1024, 1095, 1100, 1119, 1122, 1169, 1176, 1221]",S4HW.tsv
shoot,1,126,"[5, 6, 126, 636]",S4HW.tsv
and then,2,126,"[36, 41, 48, 126, 163, 166, 180, 291, 349, 587, 653, 661, 665, 694, 698, 860, 919, 992, 993, 994, 1166, 1169]",S4HW.tsv
and the,2,126,"[42, 126, 127, 624, 651, 784, 1122]",S4HW.tsv
in the,2,126,"[12, 52, 126, 276, 417, 615, 624, 636, 678, 682, 687, 689, 691, 694, 696, 705, 742, 756, 758, 775, 777, 784, 786, 832, 1021, 1099, 1212]",S4HW.tsv
and they've,2,577,"[126, 577]",S4HW.tsv
they've,1,213,"[126, 213, 577, 603, 705]",S4HW.tsv
and then the,3,166,"[126, 166, 349, 694, 698, 992]",S4HW.tsv
then the,2,992,"[126, 166, 349, 694, 698, 992]",S4HW.tsv
always,1,130,"[33, 130, 196, 353, 653, 1181, 1185, 1227]",S4HW.tsv
