Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
well,1,1,"[0, 1, 2, 31, 35, 39, 51, 59, 68, 86, 98, 114, 127, 153, 201, 238, 256, 257, 272, 279, 306, 332]",S67P.tsv
be get,2,2,"[1, 2]",S67P.tsv
i do,2,5,"[2, 5, 6, 101, 103]",S67P.tsv
get,1,13,"[1, 2, 6, 13, 23, 29, 34, 97, 101, 107, 117, 125, 126, 127, 135, 145, 150, 151, 154, 158, 162, 166, 171, 178, 187, 209, 223, 251, 254, 267, 274, 289, 290, 291, 294, 332, 349, 385, 392]",S67P.tsv
i be,2,101,"[2, 101, 286]",S67P.tsv
get it,2,125,"[2, 6, 125, 126, 135]",S67P.tsv
can't find it,3,7,"[6, 7]",S67P.tsv
love,1,99,"[6, 96, 99, 103, 186]",S67P.tsv
and i,2,101,"[6, 101, 103, 332, 346, 348, 375]",S67P.tsv
i can't,2,66,"[6, 66, 205, 320]",S67P.tsv
go,1,147,"[6, 147, 164, 209, 211, 287, 289, 290, 340, 342, 371, 391]",S67P.tsv
jelly,1,17,"[1, 17]",S67P.tsv
really,1,17,"[7, 17, 227, 232, 233, 245, 319]",S67P.tsv
sorry,1,46,"[17, 46, 59, 336]",S67P.tsv
it isn't,2,207,"[17, 207]",S67P.tsv
to you,2,74,"[29, 74]",S67P.tsv
and the,2,248,"[29, 248, 251, 262, 304, 327, 332, 350]",S67P.tsv
cos,1,31,"[5, 31, 156, 157, 161, 204, 244, 327]",S67P.tsv
i'll,1,31,"[5, 31, 122, 149, 200, 269, 289, 291, 332]",S67P.tsv
ones,1,36,"[33, 36, 59, 260, 262, 374]",S67P.tsv
want,1,35,"[5, 35, 72, 75, 77, 115, 177, 225, 234, 246, 274, 310, 327]",S67P.tsv
you want,2,72,"[35, 72, 115, 225, 234]",S67P.tsv
i think,2,104,"[35, 104, 244, 374, 392]",S67P.tsv
they're,1,39,"[26, 39, 59, 243, 262, 276, 278, 280]",S67P.tsv
long,1,260,"[39, 260, 261, 380]",S67P.tsv
gonna,1,39,"[23, 39, 69, 104, 195, 260, 287, 300]",S67P.tsv
oh sorry,2,48,"[46, 48]",S67P.tsv
i'm,1,59,"[34, 59, 186, 195, 287, 312, 343]",S67P.tsv
hey,1,112,"[59, 112, 133, 295]",S67P.tsv
the ones,2,260,"[59, 260, 262, 374]",S67P.tsv
like,1,62,"[3, 5, 15, 62, 67, 72, 95, 145, 147, 149, 226, 256, 262]",S67P.tsv
