S0115	so the the pie have um quite a lot of spice in it
S0037	mhm
S0115	uh flavour like the uh garlic the carrot onion like the flavour have some extract in them
S0037	taste quite peppery
S0115	yeah they it have like black pepper extract they also have thyme and cleave um and like the concentrate you know vegetables um
S0037	yeah
S0115	and yeast extract go in there that's a bite like marmite innit
S0037	yeah that's true
S0115	and with tomato paste so they do this be typical i think that you do with it be these sort of things they do have a lot of different flavour uh at the same time
S0037	yeah i'm just get me scissor
S0115	like i mean more than you'd you'd always think of put in uh
S0037	have you have any thoughts about what we should buy your mam for her birthday
S0115	um
S0037	d'you think she's like some jewellery or something or
S0115	uh i wasn't hold on i be i be gonna ask her wasn't i and then um i imagine it would probably have something to do with the garden or a plant or some sort um
S0037	or you not plan on spend yeah yeah although we've get her those the past two time i mean i do like a bite of plant action but i just wonder if she might want something more
S0115	yeah more
S0037	should her cook her a cake or something if she's come round
S0115	oh yeah yeah
S0037	with seventy candle
S0115	um yeah
S0037	well i can just get one of those number sevens cos i've get a number zero from when you be thirty
S0115	um
S0037	you know that's in there somewhere i'm sure i saw it the other day
S0115	it sound sound like a great idea
S0037	ah she'd like that wouldn't she she like a bite fuss everyone like a bite fuss well i like a bite fuss
S0115	something um
S0037	doesn't do she
S0115	i think so i mean
S0037	or would she be embarrass
S0115	well maybe a bite but you know you you always get
S0037	what's that for
S0115	i be gonna grill this
S0037	ah put it in the grill pan in the this one
S0115	oh the the the um um alright yeah yeah cool
S0115	uh yeah so i dunno if um what she'd want but i think it would be uh she doesn't normally ask for much do she
S0037	she normally ask for some sock from mark and spencer's
S0115	yeah she do
S0037	i feel like we should probably buy something slightly better if it's like her seventieth and people ask her ooh what do you get from your son and if she's like um some sock
S0115	well i think that
S0037	i know she's a woman of simple mean
S0115	in the um in traditionally um i've ask her and she's not ask for like spectacular things so um that's why you know
S0037	well that's why i be think maybe don't ask her and just buy her
S0115	you know she's she wouldn't be expect
S0037	but then again she might not like it
S0115	um yeah i wouldn't uh i would definitely wanna ask her first uh to make sure cos otherwise it you know could get could make her really well if you be do it as a surprise well what would you you know what would you get
S0037	well she's funny cos she doesn't really like the sort of things that i would like
S0115	yeah that's like uh one of the main reason why
S0037	why what
S0115	just have to sort of
S0037	ask her
S0115	wouldn't wanna surprise her cos we don't really like the same things she do
