Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
go,1,17,"[0, 57, 65, 81, 117, 157, 185, 215, 245, 249, 255, 263, 269, 289, 291, 293, 295, 305, 307, 323, 373, 399, 433, 459, 461, 495, 507, 537, 539]","[17, 53, 66, 92, 94, 134, 148, 166, 168, 186, 196, 234, 240, 268, 284, 286, 296, 336, 346, 412, 430, 442, 444, 456, 460, 480, 492, 520, 534, 536, 538, 546]",S8K9.tsv,S0144,S0024
right so,2,128,[0],"[128, 226, 272]",S8K9.tsv,S0144,S0024
right,1,166,"[0, 201, 279, 287, 379, 437]","[166, 244, 256, 342, 226, 272]",S8K9.tsv,S0144,S0024
we're,1,182,"[0, 65, 79, 191, 249, 291, 465, 515]","[182, 184, 224, 234, 238, 252, 270, 348, 378, 418, 426, 430, 442, 444, 450, 466, 474, 538]",S8K9.tsv,S0144,S0024
finally,1,430,[0],[430],S8K9.tsv,S0144,S0024
yeah,1,5,"[2, 6, 8, 10, 14, 16, 20, 22, 24, 38, 40, 44, 52, 54, 71, 81, 85, 89, 91, 95, 103, 111, 125, 133, 135, 139, 141, 157, 159, 163, 171, 181, 183, 185, 187, 193, 197, 203, 205, 209, 213, 227, 235, 237, 241, 243, 245, 251, 253, 255, 257, 269, 271, 273, 275, 277, 279, 283, 287, 299, 301, 303, 307, 313, 317, 319, 321, 331, 333, 337, 341, 345, 347, 351, 353, 355, 357, 369, 373, 381, 385, 391, 393, 395, 403, 409, 419, 427, 429, 431, 433, 439, 445, 455, 467, 469, 477, 481, 483, 491, 493, 499, 501, 521, 535, 537, 539, 541, 545, 547, 549]","[5, 7, 13, 25, 37, 43, 47, 49, 51, 53, 58, 70, 72, 78, 80, 82, 88, 96, 102, 114, 118, 122, 124, 126, 130, 136, 140, 146, 148, 156, 164, 174, 176, 178, 180, 182, 186, 188, 190, 212, 222, 238, 246, 248, 258, 266, 270, 274, 280, 284, 296, 310, 312, 316, 320, 326, 362, 366, 372, 374, 376, 378, 380, 386, 398, 402, 406, 410, 412, 416, 422, 430, 434, 440, 454, 456, 458, 464, 470, 472, 474, 482, 488, 496, 504, 514, 516, 518, 520, 548, 550, 552]",S8K9.tsv,S0144,S0024
ticket,1,11,[2],"[11, 13, 430]",S8K9.tsv,S0144,S0024
book,1,15,[2],[15],S8K9.tsv,S0144,S0024
do you,2,23,"[2, 449]","[23, 110, 198, 244, 296, 418, 422, 490, 368]",S8K9.tsv,S0144,S0024
think,1,25,"[2, 57, 113, 117, 151, 161, 173, 187, 213, 249, 287, 305, 323, 333, 391, 399, 473, 511, 527]","[25, 64, 74, 76, 92, 98, 134, 138, 148, 182, 286, 310, 346, 382, 390, 396, 400, 452, 494, 526, 330, 368]",S8K9.tsv,S0144,S0024
they've,1,37,"[2, 185, 373]","[37, 51, 134, 222, 264, 326, 368]",S8K9.tsv,S0144,S0024
you think,2,330,[2],[330],S8K9.tsv,S0144,S0024
do you think,3,368,[2],[368],S8K9.tsv,S0144,S0024
saturday,1,5,[4],[5],S8K9.tsv,S0144,S0024
well,1,21,"[4, 18, 22, 24, 36, 42, 46, 79, 99, 125, 143, 147, 161, 163, 175, 185, 187, 215, 257, 263, 285, 287, 377, 397, 409, 443, 451, 455, 457, 461, 475, 477, 493, 515, 523, 529, 537, 551]","[21, 31, 37, 56, 62, 64, 144, 158, 208, 234, 252, 292, 310, 312, 326, 332, 342, 344, 392, 412, 414, 430, 450, 466, 474, 476, 514]",S8K9.tsv,S0144,S0024
they should,2,25,[4],[25],S8K9.tsv,S0144,S0024
tell,1,88,[4],"[88, 426]",S8K9.tsv,S0144,S0024
us,1,108,"[4, 125, 129, 133, 135, 137, 225, 459, 471]","[108, 118, 148, 166, 236, 240, 256, 498]",S8K9.tsv,S0144,S0024
v,1,7,[6],"[7, 9]",S8K9.tsv,S0144,S0024
