Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
where's,1,701,"[0, 443, 541]","[701, 786]",SG4J.tsv,S0144,S0024
yeah,1,27,"[2, 16, 30, 38, 41, 45, 63, 68, 86, 96, 104, 122, 126, 141, 143, 154, 172, 174, 178, 190, 192, 194, 196, 204, 208, 210, 238, 250, 252, 264, 268, 270, 272, 276, 292, 296, 302, 306, 318, 326, 328, 340, 346, 362, 383, 401, 405, 413, 417, 419, 423, 427, 429, 431, 433, 441, 451, 457, 463, 473, 477, 481, 487, 493, 497, 499, 507, 509, 513, 543, 557, 563, 571, 573, 583, 589, 591, 595, 597, 609, 617, 619, 621, 630, 636, 654, 656, 668, 672, 682, 726, 734, 755, 763, 765, 767, 769, 771, 799, 819]","[27, 29, 33, 50, 60, 65, 67, 83, 85, 93, 105, 115, 123, 125, 142, 153, 163, 177, 183, 185, 191, 195, 199, 201, 209, 219, 221, 231, 243, 261, 263, 325, 337, 349, 351, 359, 376, 378, 380, 382, 384, 388, 394, 398, 406, 410, 418, 422, 436, 446, 460, 464, 468, 472, 478, 502, 506, 516, 518, 522, 532, 546, 548, 554, 556, 562, 568, 574, 580, 584, 588, 600, 602, 604, 608, 623, 627, 633, 647, 651, 653, 677, 687, 689, 699, 705, 709, 711, 715, 727, 735, 742, 746, 748, 756, 758, 774, 792, 798, 800, 804, 810, 828]",SG4J.tsv,S0144,S0024
in his garden,3,4,[4],[3],SG4J.tsv,S0144,S0024
no it,2,35,[4],[35],SG4J.tsv,S0144,S0024
it be,2,39,"[4, 6, 16, 51, 74, 132, 264, 322, 336, 356, 425, 439, 475, 545, 712]","[39, 52, 60, 133, 142, 227, 277, 299, 353, 440, 442, 488, 492, 582, 584, 659, 699]",SG4J.tsv,S0144,S0024
garden,1,203,"[4, 110]",[203],SG4J.tsv,S0144,S0024
table,1,6,[6],"[1, 3]",SG4J.tsv,S0144,S0024
buy,1,6,"[6, 615, 759]","[1, 3, 15, 121, 659, 663, 669, 824]",SG4J.tsv,S0144,S0024
um,1,6,"[6, 12, 316, 708, 710, 738, 755]","[1, 95, 138, 370, 464, 552, 643]",SG4J.tsv,S0144,S0024
it wasn't,2,6,[6],"[5, 7, 37, 438]",SG4J.tsv,S0144,S0024
be just,2,44,"[6, 74, 455, 581]","[44, 177, 325, 422, 657, 679]",SG4J.tsv,S0144,S0024
a little,2,44,"[6, 8, 356, 597, 761]","[44, 95, 142, 530, 558, 564, 598]",SG4J.tsv,S0144,S0024
little,1,177,"[6, 8, 254, 356, 597, 650, 761, 781, 797, 811, 813]","[177, 235, 295, 534, 542, 546, 616, 780, 806, 816, 530, 558, 564, 598]",SG4J.tsv,S0144,S0024
just a,2,249,[6],"[249, 683]",SG4J.tsv,S0144,S0024
wasn't a,2,436,[6],[436],SG4J.tsv,S0144,S0024
house,1,556,"[6, 8, 104, 294, 553, 573]","[556, 558, 618, 792, 798]",SG4J.tsv,S0144,S0024
bird,1,8,"[8, 12]","[1, 3]",SG4J.tsv,S0144,S0024
like,1,8,"[8, 55, 66, 72, 74, 122, 162, 164, 170, 176, 288, 290, 312, 391, 393, 397, 461, 573, 624, 630, 694, 710, 722, 728, 755, 779, 793, 815, 827]","[3, 29, 39, 44, 79, 173, 191, 207, 251, 271, 307, 315, 331, 333, 337, 400, 402, 416, 422, 450, 458, 466, 474, 490, 496, 508, 546, 552, 558, 588, 616, 618, 627, 629, 653, 657, 659, 661, 665, 669, 671, 675, 681, 695, 697, 733, 742, 778, 800, 802, 136, 181, 404, 554]",SG4J.tsv,S0144,S0024
stand,1,48,"[8, 308]","[48, 177]",SG4J.tsv,S0144,S0024
