Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
i've,1,15,"[0, 146]","[15, 16]",S3TD.tsv,S0247,S0248
superstitions,1,71,"[0, 234]",[71],S3TD.tsv,S0247,S0248
look,1,125,[0],[125],S3TD.tsv,S0247,S0248
in good luck and bad,5,3,[2],[3],S3TD.tsv,S0247,S0248
believe in,2,3,"[2, 82, 234]","[3, 11]",S3TD.tsv,S0247,S0248
luck,1,3,"[2, 12, 25, 48, 84, 98, 120, 122, 138]","[3, 7, 49, 81, 85, 223]",S3TD.tsv,S0247,S0248
believe,1,3,"[2, 82, 106, 120, 234]","[3, 5, 69, 105, 11]",S3TD.tsv,S0247,S0248
bad,1,3,"[2, 12, 82, 84, 98, 122, 138]","[3, 5, 7, 93, 217, 219, 85]",S3TD.tsv,S0247,S0248
luck and,2,7,"[2, 98]",[7],S3TD.tsv,S0247,S0248
good,1,7,"[2, 12, 110, 138, 168]","[7, 9, 45, 47, 93]",S3TD.tsv,S0247,S0248
bad luck,2,85,"[2, 12, 84, 98, 122, 138]",[85],S3TD.tsv,S0247,S0248
things,1,6,"[6, 10, 25, 48, 98, 100, 106, 116]","[5, 7, 55, 67, 69, 93, 119, 133, 181, 183]",S3TD.tsv,S0247,S0248
wrong,1,6,"[6, 106]",[5],S3TD.tsv,S0247,S0248
go wrong,2,7,"[6, 106]",[7],S3TD.tsv,S0247,S0248
go,1,11,"[6, 48, 106, 120, 234]","[11, 30, 39, 41, 49, 73, 125, 161]",S3TD.tsv,S0247,S0248
yeah,1,24,"[6, 8, 10, 12, 17, 23, 29, 42, 46, 48, 52, 54, 56, 58, 66, 68, 72, 74, 78, 80, 86, 88, 92, 94, 110, 126, 128, 132, 140, 152, 164, 166, 172, 174, 184, 188, 190, 192, 196, 206, 208, 212, 214, 216, 218, 224, 226, 232]","[24, 35, 47, 65, 79, 99, 107, 111, 115, 117, 165, 179, 209, 229, 231, 237]",S3TD.tsv,S0247,S0248
like,1,10,"[10, 17, 52, 70, 100, 116, 124, 164, 170, 182, 208]","[3, 199]",S3TD.tsv,S0247,S0248
walk,1,11,[10],[11],S3TD.tsv,S0247,S0248
do you,2,183,"[10, 25, 27, 34, 48]","[183, 227]",S3TD.tsv,S0247,S0248
erm you know,3,12,"[12, 122]",[3],S3TD.tsv,S0247,S0248
