Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
to be,2,53,"[0, 52, 397, 413]",[53],STY2.tsv,S0203,S0202
use,1,59,[0],"[59, 61, 63, 298, 406]",STY2.tsv,S0203,S0202
give,1,114,"[0, 232]","[114, 154, 285, 422]",STY2.tsv,S0203,S0202
mate,1,4,"[3, 447]",[4],STY2.tsv,S0203,S0202
though,1,110,"[5, 170, 181, 240, 248, 278, 282, 314, 335, 352, 411, 421, 461]","[110, 173, 265, 267, 382]",STY2.tsv,S0203,S0202
in a,2,241,"[5, 447]","[241, 300, 341, 348, 392, 422]",STY2.tsv,S0203,S0202
it's a,2,15,"[7, 79, 181, 200, 264]","[15, 211, 263, 289]",STY2.tsv,S0203,S0202
ipad,1,154,[7],[154],STY2.tsv,S0203,S0202
can't,1,223,"[7, 68, 72, 101, 103, 214, 304, 429]",[223],STY2.tsv,S0203,S0202
beşiktaş,1,10,[9],[10],STY2.tsv,S0203,S0202
they're,1,73,"[11, 72, 74, 76, 101, 427, 429]","[73, 77, 94]",STY2.tsv,S0203,S0202
think they're,2,77,"[11, 76, 101]",[77],STY2.tsv,S0203,S0202
think,1,77,"[11, 66, 76, 87, 91, 101, 170, 172, 181, 183, 190, 212, 248, 260, 268, 273, 321, 335, 359, 365, 371, 375, 377, 387, 399, 401]","[77, 78, 160, 211, 292, 376, 378, 384, 388, 392, 440, 441, 454, 458, 169, 194, 204, 235]",STY2.tsv,S0203,S0202
i think,2,169,"[11, 170, 183, 190, 212, 268, 321, 335, 359, 365, 371, 375, 399, 401]","[169, 194, 204, 235, 378, 392, 441]",STY2.tsv,S0203,S0202
racist,1,58,[12],[58],STY2.tsv,S0203,S0202
i'm not,2,30,"[14, 57, 64, 176]","[30, 31, 194, 341, 360, 364, 388, 404, 58]",STY2.tsv,S0203,S0202
i'm not racist i'm not,5,58,[14],[58],STY2.tsv,S0203,S0202
i'm not racist,3,58,"[14, 57]",[58],STY2.tsv,S0203,S0202
i'm,1,128,"[14, 57, 64, 95, 144, 161, 176, 248, 273, 284, 310, 318, 375, 377, 383, 385, 387, 389]","[128, 154, 225, 300, 305, 306, 317, 320, 322, 341, 362, 390, 418, 422, 440, 456, 467, 194, 360, 364, 388, 404]",STY2.tsv,S0203,S0202
turkey,1,17,[17],[15],STY2.tsv,S0203,S0202
about race,2,24,[23],[24],STY2.tsv,S0203,S0202
it's about,2,358,[23],[358],STY2.tsv,S0203,S0202
