Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
be i,2,244,"[0, 1175]","[244, 1198, 1421, 1538, 1547, 1665, 1844]",SBVQ.tsv,S0018,S0049
where be,2,522,"[0, 916, 983]",[522],SBVQ.tsv,S0018,S0049
so he's just invest in,5,2,[2],[1],SBVQ.tsv,S0018,S0049
yeah,1,11,"[2, 10, 12, 16, 22, 32, 36, 42, 44, 67, 73, 75, 113, 123, 134, 138, 140, 247, 263, 288, 348, 364, 426, 431, 454, 459, 467, 479, 516, 541, 547, 549, 581, 589, 617, 619, 621, 623, 625, 682, 704, 753, 783, 834, 848, 854, 856, 879, 881, 895, 897, 899, 928, 932, 955, 957, 959, 963, 991, 1019, 1037, 1054, 1067, 1071, 1073, 1085, 1092, 1114, 1123, 1130, 1134, 1140, 1142, 1144, 1152, 1158, 1168, 1189, 1206, 1210, 1216, 1234, 1277, 1279, 1311, 1325, 1363, 1379, 1467, 1482, 1500, 1519, 1521, 1544, 1552, 1556, 1558, 1570, 1578, 1586, 1600, 1606, 1614, 1616, 1628, 1630, 1640, 1648, 1654, 1656, 1666, 1668, 1676, 1691, 1722, 1745, 1762, 1789, 1793, 1803, 1807, 1809, 1811, 1821, 1839, 1845, 1847, 1853, 1860, 1866, 1878, 1882, 1902, 1904, 1910, 1912, 1922, 1928, 1946, 1958, 1964]","[11, 25, 39, 55, 59, 63, 78, 80, 96, 106, 112, 173, 185, 204, 208, 227, 267, 281, 303, 323, 325, 327, 361, 369, 377, 387, 411, 421, 427, 429, 434, 446, 457, 470, 520, 522, 528, 530, 548, 560, 574, 576, 578, 582, 588, 592, 628, 649, 665, 673, 675, 683, 685, 689, 695, 699, 723, 727, 735, 739, 741, 747, 780, 795, 805, 815, 833, 835, 859, 882, 905, 907, 931, 936, 940, 948, 970, 977, 1014, 1018, 1030, 1032, 1039, 1068, 1080, 1107, 1133, 1135, 1186, 1322, 1328, 1334, 1352, 1358, 1360, 1364, 1378, 1411, 1419, 1441, 1468, 1479, 1518, 1532, 1540, 1567, 1575, 1585, 1603, 1605, 1609, 1623, 1625, 1635, 1637, 1639, 1641, 1643, 1645, 1651, 1657, 1675, 1682, 1686, 1696, 1707, 1730, 1732, 1738, 1742, 1744, 1784, 1816, 1871, 1883, 1895, 1897, 1905, 1915, 1917, 1919, 1939, 1961, 1979, 550, 1049, 1066, 1830, 1873]",SBVQ.tsv,S0018,S0049
okay so,2,21,"[2, 34, 487, 814, 893, 1535, 1944]","[21, 634, 761, 809, 813, 841, 865, 884, 917, 925, 964, 1105, 1141, 1786, 1066]",SBVQ.tsv,S0018,S0049
okay,1,23,"[2, 34, 36, 40, 101, 213, 220, 228, 475, 487, 603, 615, 635, 660, 666, 674, 814, 836, 864, 893, 910, 951, 953, 971, 1050, 1063, 1325, 1347, 1450, 1471, 1498, 1535, 1568, 1660, 1720, 1726, 1745, 1833, 1920, 1944, 1956, 1984]","[23, 59, 246, 251, 355, 458, 544, 687, 691, 717, 755, 757, 764, 773, 801, 803, 857, 861, 863, 868, 979, 982, 1000, 1004, 1051, 1055, 1101, 1103, 1111, 1113, 1133, 1137, 1139, 1145, 1147, 1176, 1190, 1196, 1342, 1595, 1607, 1611, 634, 761, 809, 813, 841, 865, 884, 917, 925, 964, 1105, 1141, 1786, 1066]",SBVQ.tsv,S0018,S0049
guy,1,66,"[2, 947, 1377]","[66, 419, 769, 1427, 1429, 1816, 1372, 1671]",SBVQ.tsv,S0018,S0049
he's,1,70,"[2, 4, 24, 326, 549, 696, 718, 1130]","[70, 76, 86, 600, 612, 705, 707, 711, 1129, 1393, 1395, 1400, 1402, 1413, 1419, 1423, 1427, 1429, 1431, 1435, 1437, 1985, 94, 769, 1391]",SBVQ.tsv,S0018,S0049
make,1,70,"[2, 64, 81, 97, 226, 348, 489, 676, 790, 1035, 1037, 1073, 1118, 1144, 1146, 1160, 1191, 1275, 1584, 1596, 1618, 1620, 1781]","[70, 76, 82, 86, 100, 321, 399, 486, 568, 630, 677, 713, 751, 764, 962, 1117, 1278, 1366, 1378, 1407, 1530, 1589, 1921]",SBVQ.tsv,S0018,S0049
so he's,2,86,"[2, 326]","[86, 94]",SBVQ.tsv,S0018,S0049
