Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
post codeism,2,1,[0],"[1, 3, 11]",SHSL.tsv,S0073,S0018
post,1,1,"[0, 12]","[1, 3, 11]",SHSL.tsv,S0073,S0018
what be,2,274,"[0, 2, 198, 508]","[274, 361]",SHSL.tsv,S0073,S0018
halal,1,3,[2],[3],SHSL.tsv,S0073,S0018
look,1,21,"[2, 441, 542]","[21, 43, 252, 260, 307, 311, 438, 511, 517, 533, 543]",SHSL.tsv,S0073,S0018
be that,2,125,"[2, 114, 143, 192, 277, 292, 316, 318, 415, 435, 496]","[125, 181, 307, 330, 381, 543]",SHSL.tsv,S0073,S0018
that the,2,227,"[2, 114, 349]",[227],SHSL.tsv,S0073,S0018
side,1,426,"[2, 399]",[426],SHSL.tsv,S0073,S0018
uh,1,11,"[4, 20, 124, 155, 164, 182, 192, 200, 206, 228, 255, 257, 261, 273, 339, 343, 431, 459, 467, 481, 562]","[11, 23, 27, 33, 47, 75, 77, 79, 89, 109, 119, 125, 127, 135, 139, 141, 156, 189, 201, 203, 207, 223, 227, 235, 239, 252, 254, 268, 291, 293, 297, 307, 311, 330, 369, 375, 416, 418, 424, 426, 430, 432, 436, 466, 474, 517, 525, 529, 533, 535, 567]",SHSL.tsv,S0073,S0018
okay,1,218,"[6, 8, 50, 213, 302, 510, 530, 532]","[218, 220, 227, 361, 395, 416]",SHSL.tsv,S0073,S0018
be you,2,10,"[10, 172, 174, 198, 259, 339, 366, 368, 463, 564]","[9, 11, 137, 152, 274, 303]",SHSL.tsv,S0073,S0018
be you local,3,11,[10],[11],SHSL.tsv,S0073,S0018
post code,2,12,[12],[1],SHSL.tsv,S0073,S0018
like,1,12,"[12, 36, 38, 104, 208, 230, 376, 392, 459, 504, 542]","[1, 3, 9, 17, 21, 27, 65, 77, 79, 91, 93, 97, 111, 115, 119, 125, 135, 144, 158, 177, 179, 181, 185, 189, 223, 231, 252, 254, 268, 274, 287, 289, 293, 297, 311, 330, 342, 357, 361, 406, 412, 416, 418, 422, 424, 436, 438, 444, 446, 452, 454, 466, 468, 470, 474, 480, 517, 529, 541]",SHSL.tsv,S0073,S0018
live,1,29,"[12, 118, 149, 292, 477, 552]","[29, 101, 107, 119, 123, 125, 181, 201, 517, 274, 553]",SHSL.tsv,S0073,S0018
well i,2,65,"[12, 102]","[65, 462, 478, 553]",SHSL.tsv,S0073,S0018
well,1,65,"[12, 80, 82, 102, 149, 345, 441]","[65, 67, 109, 125, 127, 141, 152, 227, 233, 248, 260, 291, 299, 301, 361, 406, 422, 442, 543, 462, 478, 553]",SHSL.tsv,S0073,S0018
i'm,1,75,"[12, 28, 92, 192, 265, 335, 417]","[75, 99, 109, 175, 189, 195, 264, 268, 289, 307, 328, 340, 369, 416, 418, 454, 480, 497, 505, 547]",SHSL.tsv,S0073,S0018
live in,2,85,"[12, 118, 149, 477, 552]","[85, 274, 553]",SHSL.tsv,S0073,S0018
enjoy,1,125,[12],"[125, 291]",SHSL.tsv,S0073,S0018
great,1,127,[14],"[127, 474]",SHSL.tsv,S0073,S0018
