Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
well,1,7,"[0, 2, 27, 35, 68, 70, 90, 100, 134, 140, 150, 152, 172, 198, 216, 228, 238, 246, 280, 322, 334, 340, 350, 354, 374, 376, 380, 398, 412, 450, 464, 468, 480, 496, 513, 515, 523, 541, 547, 551, 569, 573, 591, 595, 611, 613, 635, 649, 653, 659, 661, 671, 681, 694, 706, 723, 742, 761, 767, 771, 777, 781, 809, 823, 839, 859, 869, 870, 872, 874, 886, 916, 927, 939, 975, 1007, 1035, 1074, 1076, 1088, 1104, 1124, 1152, 1178, 1188]","[7, 22, 34, 87, 101, 119, 121, 175, 209, 347, 375, 403, 461, 469, 514, 536, 548, 550, 652, 672, 743, 815, 958, 1010, 1034, 1038, 1089, 1099, 1199, 1201, 1167]",SMGY.tsv,S0436,S0435
go,1,7,"[0, 2, 4, 104, 152, 218, 228, 290, 312, 440, 468, 486, 503, 611, 755, 769, 785, 888, 939, 1007, 1043, 1047, 1090, 1118, 1120, 1124, 1128, 1162]","[7, 12, 42, 91, 109, 209, 291, 341, 439, 477, 592, 630, 672, 758, 826, 858, 974, 1052, 1066, 1099, 59, 275, 469, 471, 473, 498, 660, 726, 815, 1008]",SMGY.tsv,S0436,S0435
know,1,38,"[0, 2, 4, 27, 29, 47, 53, 54, 58, 64, 78, 130, 132, 150, 152, 154, 156, 162, 170, 198, 214, 216, 228, 248, 256, 262, 264, 270, 276, 280, 282, 294, 306, 312, 326, 330, 334, 338, 372, 376, 378, 380, 396, 404, 412, 424, 426, 444, 446, 450, 452, 460, 466, 474, 480, 482, 488, 497, 503, 515, 521, 525, 527, 547, 551, 585, 587, 595, 597, 609, 613, 643, 690, 714, 740, 742, 767, 773, 775, 789, 818, 821, 870, 876, 880, 886, 888, 892, 918, 925, 939, 951, 957, 963, 965, 971, 981, 983, 1035, 1057, 1061, 1082, 1094, 1108, 1112, 1120, 1150, 1152, 1204, 1214]","[38, 57, 101, 149, 181, 193, 283, 375, 586, 592, 594, 596, 676, 713, 733, 798, 808, 820, 838, 850, 891, 899, 1032, 1052, 1054, 1056, 1064, 1167, 1201, 67, 79, 91, 175, 287, 313, 437, 457, 938, 960, 1022, 1042]",SMGY.tsv,S0436,S0435
go to,2,42,"[0, 290, 468, 888, 939, 1043, 1047]","[42, 59, 91, 275, 469, 471, 473, 498, 660, 726, 815, 1008]",SMGY.tsv,S0436,S0435
i'm,1,59,"[0, 78, 132, 138, 156, 278, 282, 326, 334, 352, 396, 482, 555, 613, 617, 750, 755, 816, 890, 939, 971, 973, 1041, 1043, 1102, 1110, 1114]","[59, 85, 183, 209, 341, 411, 465, 467, 540, 542, 586, 592, 626, 726, 794, 800, 817, 889, 938, 940, 942, 944, 1056]",SMGY.tsv,S0436,S0435
i don't know,3,67,"[0, 132, 150, 154, 156, 170, 198, 214, 216, 264, 270, 294, 326, 330, 334, 376, 380, 404, 450, 474, 521, 525, 551, 597, 643, 714, 742, 773, 925, 951, 965, 971, 1035, 1057, 1082, 1094, 1108, 1120, 1150, 1152, 1214]","[67, 79, 91, 175, 283, 287, 313, 437, 457, 938, 960, 1032, 1042, 1167]",SMGY.tsv,S0436,S0435
oliver,1,69,"[0, 37]",[69],SMGY.tsv,S0436,S0435
say,1,81,"[0, 23, 116, 124, 130, 198, 204, 306, 312, 338, 378, 396, 410, 424, 456, 507, 623, 633, 755, 757, 861, 888, 939, 1061, 1094, 1134, 1190, 1192]","[81, 119, 129, 181, 283, 367, 385, 393, 399, 421, 443, 664, 672, 915, 1032, 1099, 1197, 1199, 485, 1167]",SMGY.tsv,S0436,S0435
make,1,83,"[0, 198, 220, 266, 274, 334, 378, 388, 476, 565, 675, 708, 727, 874, 878, 937, 943, 965, 983, 1009, 1017, 1152]","[83, 299, 379, 564, 626, 689, 804, 860, 1008, 1010, 1099]",SMGY.tsv,S0436,S0435
i don't,2,99,"[0, 66, 72, 94, 132, 150, 152, 154, 156, 160, 170, 198, 214, 216, 264, 270, 294, 322, 326, 330, 334, 376, 378, 380, 404, 450, 474, 476, 515, 521, 525, 551, 597, 613, 643, 698, 714, 742, 773, 865, 925, 937, 951, 965, 971, 1005, 1013, 1031, 1035, 1057, 1082, 1094, 1108, 1112, 1120, 1150, 1152, 1186, 1214]","[99, 175, 181, 431, 469, 624, 626, 697, 726, 804, 810, 815, 824, 1014, 1056, 1062, 283, 287, 313, 437, 457, 938, 960, 1032, 1042, 1167]",SMGY.tsv,S0436,S0435
anything,1,119,"[0, 6, 74, 116, 1134, 1140]","[119, 175, 193, 337, 604, 720, 722, 760]",SMGY.tsv,S0436,S0435
use,1,181,"[0, 396, 414, 422, 484, 597, 721, 953]","[181, 209, 291, 317, 321, 415, 881, 1002, 319, 367, 455, 858]",SMGY.tsv,S0436,S0435
tell,1,195,"[0, 6, 380, 440, 507, 675, 1134]","[195, 275, 437, 828, 1032]",SMGY.tsv,S0436,S0435
whether,1,289,"[0, 154, 1112]","[289, 341, 722, 838, 361, 542]",SMGY.tsv,S0436,S0435
to use,2,319,[0],"[319, 367, 455, 858]",SMGY.tsv,S0436,S0435
corner,1,341,[0],[341],SMGY.tsv,S0436,S0435
right,1,351,"[0, 158, 282, 334, 380, 775, 821, 965]","[351, 764, 782, 838, 1008]",SMGY.tsv,S0436,S0435
whether you,2,361,[0],"[361, 542]",SMGY.tsv,S0436,S0435
of have,2,415,[0],"[415, 1083]",SMGY.tsv,S0436,S0435
to say,2,485,"[0, 633, 888, 939, 1134]",[485],SMGY.tsv,S0436,S0435
you do,2,524,"[0, 154, 296, 306, 354, 364, 450, 460, 835, 1009]","[524, 838, 883, 1107]",SMGY.tsv,S0436,S0435
anyway,1,528,"[0, 29, 132, 138, 613, 731, 755, 977, 1047, 1102, 1108, 1120, 1132]","[528, 883, 1141]",SMGY.tsv,S0436,S0435
have you,2,676,"[0, 566, 929, 1154]",[676],SMGY.tsv,S0436,S0435
to make,2,1008,"[0, 274, 727, 1009]","[1008, 1010, 1099]",SMGY.tsv,S0436,S0435
don't know,2,1022,"[0, 150, 154, 170, 264, 294, 326, 330, 334, 380, 404, 450, 474, 521, 525, 551, 597, 643, 714, 742, 773, 925, 951, 965, 971, 1082, 1094, 1108, 1150, 1152]",[1022],SMGY.tsv,S0436,S0435
do have,2,1032,"[0, 306, 888, 1009]",[1032],SMGY.tsv,S0436,S0435
say well,2,1167,"[0, 939]",[1167],SMGY.tsv,S0436,S0435
yes,1,9,"[2, 23, 25, 53, 84, 108, 118, 192, 194, 206, 212, 226, 280, 284, 312, 318, 394, 410, 418, 420, 438, 486, 523, 527, 573, 575, 577, 589, 593, 613, 617, 647, 669, 694, 698, 702, 736, 744, 769, 811, 825, 827, 888, 894, 900, 914, 935, 961, 963, 971, 995, 1011, 1029, 1033, 1098, 1110, 1116, 1124, 1128, 1130, 1160, 1172, 1180]","[9, 14, 24, 28, 40, 46, 59, 61, 103, 123, 137, 151, 165, 193, 197, 201, 205, 211, 221, 255, 289, 293, 295, 321, 359, 389, 417, 427, 431, 457, 479, 506, 508, 512, 518, 538, 562, 590, 602, 608, 610, 632, 642, 644, 662, 739, 762, 768, 792, 806, 813, 814, 815, 862, 875, 901, 917, 948, 964, 966, 1018, 1030, 1075, 1095, 1101, 1111, 1119, 1133, 1149, 1165, 1201, 1207, 733, 820, 891, 1125]",SMGY.tsv,S0436,S0435
want to,2,81,"[2, 4, 322, 378, 503, 698, 736, 1112, 1184, 1186]","[81, 155, 455, 608, 620, 697, 810, 815, 1161]",SMGY.tsv,S0436,S0435
to know,2,283,"[2, 4, 503]",[283],SMGY.tsv,S0436,S0435
i want,2,439,"[2, 503, 1112]",[439],SMGY.tsv,S0436,S0435
go on,2,439,"[2, 104, 218, 290, 312, 440, 503, 611, 1007]","[439, 974, 1052, 1066]",SMGY.tsv,S0436,S0435
want,1,455,"[2, 4, 322, 378, 450, 503, 589, 595, 698, 736, 757, 763, 1112, 1184, 1186]","[455, 758, 760, 764, 1139, 608, 620, 697, 810, 815, 1161]",SMGY.tsv,S0436,S0435
yes i,2,733,"[2, 53, 84, 527, 613, 647, 698, 736, 1116, 1128]","[733, 820, 891, 1075, 1125]",SMGY.tsv,S0436,S0435
i just,2,113,"[4, 126, 156, 214, 328, 583, 585, 625, 943, 1116, 1128]","[113, 303, 313, 546, 1060, 1075]",SMGY.tsv,S0436,S0435
it go,2,209,[4],"[209, 291]",SMGY.tsv,S0436,S0435
how it go,3,826,[4],[826],SMGY.tsv,S0436,S0435
cos,1,42,"[6, 106, 170, 172, 198, 298, 312, 334, 424, 448, 450, 486, 563, 690, 767, 819, 923, 1021, 1029, 1150, 1188]","[42, 69, 83, 93, 119, 155, 193, 207, 275, 277, 289, 325, 341, 383, 421, 447, 455, 459, 510, 562, 836, 858, 1032, 1036, 1091, 1123, 1141, 1167]",SMGY.tsv,S0436,S0435
never,1,69,"[6, 21, 354, 396, 416, 880, 920, 921, 983, 993, 1051, 1102, 1140, 1154, 1202]","[69, 143, 181, 191, 383, 516, 636, 648, 802, 1012, 1185]",SMGY.tsv,S0436,S0435
you never,2,1185,"[6, 921, 1154]",[1185],SMGY.tsv,S0436,S0435
pit,1,9,"[8, 17, 21]",[9],SMGY.tsv,S0436,S0435
in the,2,11,"[8, 10, 17, 78, 142, 154, 190, 198, 228, 246, 250, 256, 260, 262, 274, 312, 328, 380, 402, 444, 452, 468, 486, 488, 515, 742, 767, 769, 775, 827, 870, 886, 888, 989, 1096, 1106]","[11, 18, 38, 183, 209, 211, 225, 283, 431, 522, 604, 683, 722, 800, 846, 860, 881, 883, 901, 982, 1038, 1089, 1107]",SMGY.tsv,S0436,S0435
hole in the grind,4,11,[10],[11],SMGY.tsv,S0436,S0435
orchestra,1,12,[10],[12],SMGY.tsv,S0436,S0435
to a,2,203,"[10, 1152]","[203, 207, 950, 1032, 1077]",SMGY.tsv,S0436,S0435
they have,2,69,"[13, 15, 37, 781, 963, 1051, 1106]","[69, 341, 383, 431, 498, 817, 903]",SMGY.tsv,S0436,S0435
what they,2,153,[13],"[153, 337, 540]",SMGY.tsv,S0436,S0435
mean,1,193,"[13, 54, 76, 90, 130, 152, 248, 292, 328, 396, 416, 468, 486, 515, 531, 573, 617, 667, 690, 789, 816, 827, 839, 841, 886, 888, 892, 977, 1057, 1102, 1108, 1118, 1126, 1164, 1184]","[193, 213, 279, 283, 337, 343, 351, 381, 415, 443, 447, 459, 524, 664, 676, 699, 743, 764, 780, 802, 828, 842, 952, 994, 998, 1002, 1062, 1064, 1066, 1071, 1073]",SMGY.tsv,S0436,S0435
you mean,2,443,"[13, 292, 416, 531, 667, 1057, 1118, 1164]",[443],SMGY.tsv,S0436,S0435
a lot,2,15,"[15, 452, 569, 731, 748, 870, 882, 1204]","[12, 77, 337, 343, 749, 826, 127, 193, 209, 267, 269, 347, 461, 518, 596, 780, 782, 928, 1032]",SMGY.tsv,S0436,S0435
have to,2,42,"[15, 104, 290, 364, 404, 412, 450, 456, 468, 474, 503, 673, 740, 775, 841, 888, 910, 1009, 1031, 1130, 1136, 1162, 1194]","[42, 141, 279, 291, 735, 858, 860, 1050, 903]",SMGY.tsv,S0436,S0435
fair enough i,3,67,"[15, 78, 304, 338, 849, 983, 1043, 1182]","[67, 1044]",SMGY.tsv,S0436,S0435
a lot of,3,69,"[15, 452, 569, 1204]","[69, 127, 193, 209, 267, 269, 347, 461, 518, 596, 780, 928, 1032, 782]",SMGY.tsv,S0436,S0435
something,1,131,"[15, 130, 188, 250, 378, 394, 396, 426, 448, 490, 621, 861, 935, 1017, 1067, 1108, 1150, 1156, 1172, 1200]","[131, 279, 369, 409, 437, 457, 764, 786, 1107, 137, 299, 399, 838, 846, 860, 868, 1105, 1171]",SMGY.tsv,S0436,S0435
or something,2,137,"[15, 130, 250, 394, 396, 426, 935, 1067, 1150]","[137, 299, 399, 838, 846, 860, 868, 1105, 1171]",SMGY.tsv,S0436,S0435
