Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
help,1,196,"[0, 278]",[196],SFCW.tsv,S0263,S0264
decide,1,423,[0],[423],SFCW.tsv,S0263,S0264
i'm,1,325,"[2, 9, 66, 82, 110, 165, 185, 238, 260, 276, 303, 328, 341, 458, 460, 461, 465, 469, 487]","[325, 399, 419, 455, 524]",SFCW.tsv,S0263,S0264
sign,1,3,[3],[1],SFCW.tsv,S0263,S0264
sign up for,3,8,[3],[8],SFCW.tsv,S0263,S0264
start,1,10,"[3, 317]","[10, 259, 457, 492]",SFCW.tsv,S0263,S0264
i've,1,85,"[3, 98, 185, 341, 378, 444, 489, 499]",[85],SFCW.tsv,S0263,S0264
for the,2,91,"[3, 98, 414, 481]","[91, 206, 486]",SFCW.tsv,S0263,S0264
the erm,2,190,"[3, 258]","[190, 196]",SFCW.tsv,S0263,S0264
things,1,10,"[5, 23, 40, 54, 240, 252, 499]","[10, 233, 285, 370, 498, 441]",SFCW.tsv,S0263,S0264
to do,2,229,"[5, 21, 23, 40, 286, 418, 438]","[229, 233, 285, 441]",SFCW.tsv,S0263,S0264
things to do,3,441,[5],[441],SFCW.tsv,S0263,S0264
the repeat,2,7,[7],[6],SFCW.tsv,S0263,S0264
it's the,2,429,[7],[429],SFCW.tsv,S0263,S0264
yeah,1,9,"[9, 11, 21, 34, 68, 100, 130, 189, 228, 238, 278, 286, 326, 367, 369, 371, 386, 394, 402, 406, 424, 446, 448, 487, 495, 509, 515]","[1, 4, 8, 41, 47, 75, 129, 139, 141, 155, 161, 184, 196, 200, 202, 208, 210, 227, 237, 247, 293, 295, 310, 318, 350, 352, 355, 379, 405, 415, 437, 455, 459, 468, 482, 484, 492, 504, 508, 516, 526, 530, 532]",SFCW.tsv,S0263,S0264
go,1,39,"[9, 19, 21, 64, 70, 78, 112, 116, 144, 146, 175, 185, 238, 315, 317, 332, 341, 418, 438, 495]","[39, 135, 218, 285, 302, 385, 395, 425, 435, 253, 419, 441, 455, 506]",SFCW.tsv,S0263,S0264
maybe,1,75,"[9, 215, 328, 384, 527]","[75, 427, 526, 528]",SFCW.tsv,S0263,S0264
of it,2,91,[9],[91],SFCW.tsv,S0263,S0264
look,1,202,"[9, 130, 132, 142, 230, 317, 360, 495]","[202, 502, 504, 423]",SFCW.tsv,S0263,S0264
go to,2,253,"[9, 19, 21, 64, 418, 438]","[253, 441, 506, 419, 455]",SFCW.tsv,S0263,S0264
it but,2,285,[9],[285],SFCW.tsv,S0263,S0264
all of,2,393,[9],[393],SFCW.tsv,S0263,S0264
i'm go to,3,419,[9],"[419, 455]",SFCW.tsv,S0263,S0264
look at,2,423,"[9, 142, 230, 317, 360]",[423],SFCW.tsv,S0263,S0264
bite,1,11,"[11, 82, 142, 260, 278, 288, 487]","[10, 445]",SFCW.tsv,S0263,S0264
a bite,2,427,"[11, 82, 142, 260, 278, 288, 487]","[427, 449]",SFCW.tsv,S0263,S0264
yes,1,14,"[13, 40, 344, 346, 465, 473]","[14, 16, 85, 345, 476, 514, 180]",SFCW.tsv,S0263,S0264
oh i,2,125,"[13, 400]","[125, 129, 166, 522]",SFCW.tsv,S0263,S0264
know the,2,149,"[13, 40]",[149],SFCW.tsv,S0263,S0264
oh yes,2,180,[13],[180],SFCW.tsv,S0263,S0264
