Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
well,1,19,"[0, 18, 82, 95, 103, 115, 176, 192, 198, 239, 289, 310, 316, 346, 434, 442, 473, 491, 495, 527, 535, 547, 549, 565, 581, 585, 595, 597, 628, 635, 676, 688, 690, 692, 706, 718, 732, 744, 766, 774, 835, 845, 930, 958, 972, 1030, 1138, 1152, 1301, 1309, 1313, 1315, 1320, 1326, 1328, 1338, 1461, 1508, 1541]","[19, 64, 173, 179, 185, 236, 276, 301, 404, 478, 496, 554, 596, 663, 697, 705, 715, 724, 739, 850, 877, 971, 1005, 1025, 1047, 1180, 1195, 1223, 1227, 1228, 1357, 1437, 1442, 1463, 1501, 1513, 1571, 1519]",S7FK.tsv,S0517,S0558
go,1,68,"[0, 14, 77, 87, 91, 95, 99, 101, 103, 119, 176, 231, 255, 299, 432, 438, 440, 442, 473, 481, 485, 487, 549, 563, 565, 571, 593, 615, 640, 718, 758, 766, 774, 784, 786, 804, 820, 841, 843, 845, 912, 924, 926, 934, 960, 962, 964, 968, 972, 980, 1144, 1252, 1254, 1276, 1280, 1295, 1301, 1309, 1332, 1336, 1345, 1358, 1377, 1459, 1479, 1506, 1582]","[68, 90, 138, 140, 189, 199, 207, 212, 282, 284, 286, 288, 290, 294, 298, 305, 317, 321, 323, 325, 347, 358, 383, 429, 437, 445, 447, 451, 526, 572, 580, 590, 598, 647, 703, 715, 717, 728, 731, 799, 805, 850, 893, 907, 913, 915, 1001, 1003, 1055, 1091, 1120, 1137, 1141, 1160, 1178, 1180, 1232, 1241, 1251, 1269, 1277, 1281, 1296, 1335, 1343, 1363, 1384, 1413, 1415, 1417, 1435, 1437, 1444, 1480, 1482, 1497, 1513, 1538, 1542, 1573, 1585, 919, 1521]",S7FK.tsv,S0517,S0558
there we go,3,919,[0],[919],S7FK.tsv,S0517,S0558
oh well,2,1519,"[0, 95, 192, 491, 1030, 1152, 1461, 1541]",[1519],S7FK.tsv,S0517,S0558
we go,2,1521,"[0, 485, 843]",[1521],S7FK.tsv,S0517,S0558
do you,2,5,"[2, 10, 16, 55, 361, 419, 573, 680, 704, 861, 1014, 1252, 1270, 1276, 1450, 1481, 1483, 1485]","[5, 35, 48, 70, 81, 140, 205, 390, 399, 472, 518, 669, 834, 850, 1049, 1161, 1169, 1180, 1227, 1269, 1357, 1482, 1176, 1523]",S7FK.tsv,S0517,S0558
know,1,5,"[2, 39, 47, 55, 87, 91, 95, 103, 105, 113, 115, 121, 131, 168, 188, 322, 330, 352, 381, 395, 419, 477, 481, 487, 491, 527, 549, 553, 563, 565, 573, 575, 577, 579, 585, 589, 613, 619, 662, 666, 672, 680, 684, 686, 688, 694, 696, 710, 714, 716, 764, 772, 778, 788, 808, 810, 838, 840, 845, 855, 869, 872, 888, 898, 918, 934, 942, 966, 972, 976, 978, 998, 1016, 1026, 1034, 1036, 1078, 1138, 1177, 1183, 1185, 1194, 1210, 1226, 1256, 1262, 1303, 1313, 1318, 1356, 1358, 1374, 1376, 1399, 1401, 1445, 1450, 1459, 1570]","[5, 11, 48, 70, 72, 132, 145, 165, 201, 228, 294, 298, 323, 353, 429, 451, 500, 510, 534, 540, 679, 693, 747, 753, 791, 811, 839, 858, 893, 987, 1019, 1027, 1031, 1043, 1045, 1049, 1051, 1075, 1077, 1081, 1083, 1095, 1097, 1103, 1111, 1169, 1178, 1180, 1186, 1199, 1203, 1243, 1390, 1392, 1415, 1425, 1433, 1475, 1535, 1176, 327, 468, 470, 492, 548, 562, 741, 832, 844, 866, 903, 945, 1035, 1037, 1188, 1192, 1193, 1221, 1291, 1294, 1505, 272]",S7FK.tsv,S0517,S0558
not do,2,56,[2],[56],S7FK.tsv,S0517,S0558
i know,2,272,"[2, 39, 47, 121, 188, 477, 553, 579, 585, 688, 694, 808, 840, 845, 855, 869, 872, 898, 918, 942, 966, 976, 1078, 1138, 1183, 1210]","[272, 327, 429, 468, 470, 492, 548, 562, 741, 832, 844, 866, 903, 945, 1035, 1037, 1188, 1192, 1193, 1221, 1291, 1294, 1505]",S7FK.tsv,S0517,S0558
know do you,3,1176,[2],[1176],S7FK.tsv,S0517,S0558
