Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
the castle,2,3,[2],"[3, 21]",SGV4.tsv,S0619,S0618
about the,2,21,"[2, 59]",[21],SGV4.tsv,S0619,S0618
talk,1,211,"[2, 73, 76, 196, 212]","[211, 411]",SGV4.tsv,S0619,S0618
australian,1,10,"[5, 9]","[10, 19]",SGV4.tsv,S0619,S0618
anyway,1,15,"[5, 7, 222, 259]","[15, 40]",SGV4.tsv,S0619,S0618
get,1,24,"[5, 43, 45, 51, 59, 67, 78, 131, 135, 139, 141, 143, 173, 188, 214, 216, 218, 246, 248, 259, 305, 372, 374, 384, 386]","[24, 31, 54, 90, 109, 117, 152, 156, 162, 174, 182, 367, 395, 396, 402, 38]",SGV4.tsv,S0619,S0618
and get,2,38,[5],[38],SGV4.tsv,S0619,S0618
in a,2,52,"[5, 59, 167]",[52],SGV4.tsv,S0619,S0618
want,1,176,"[5, 7, 47, 74, 108, 116, 212, 319]","[176, 182]",SGV4.tsv,S0619,S0618
it's about,2,385,[5],[385],SGV4.tsv,S0619,S0618
go,1,19,"[7, 69, 131, 139, 143, 145, 149, 214, 255, 301, 309, 313, 315, 319, 320, 382]","[19, 28, 29, 37, 38, 105, 329]",SGV4.tsv,S0619,S0618
a bite,2,44,"[7, 61, 116, 196]","[44, 298]",SGV4.tsv,S0619,S0618
one,1,99,"[7, 61, 208, 238, 240, 248, 285, 326]","[99, 130, 323, 327]",SGV4.tsv,S0619,S0618
try to,2,166,"[7, 43, 73, 167, 319]",[166],SGV4.tsv,S0619,S0618
remember,1,174,[7],"[174, 404]",SGV4.tsv,S0619,S0618
can't,1,201,"[7, 84, 305, 313, 324, 374]","[201, 314]",SGV4.tsv,S0619,S0618
things,1,276,"[7, 25, 43, 147, 305, 342, 344, 408]","[276, 331]",SGV4.tsv,S0619,S0618
bite of,2,296,"[7, 116, 196]",[296],SGV4.tsv,S0619,S0618
a bite of,3,298,"[7, 116, 196]",[298],SGV4.tsv,S0619,S0618
tell him,2,310,[7],[310],SGV4.tsv,S0619,S0618
i can't,2,314,"[7, 84, 313, 374]",[314],SGV4.tsv,S0619,S0618
try,1,314,"[7, 43, 63, 73, 89, 116, 167, 319, 378]",[314],SGV4.tsv,S0619,S0618
bite,1,314,"[7, 61, 84, 116, 131, 196]","[314, 391]",SGV4.tsv,S0619,S0618
and in,2,321,[7],[321],SGV4.tsv,S0619,S0618
buy,1,323,[7],[323],SGV4.tsv,S0619,S0618
and he,2,395,"[7, 78, 378]","[395, 396]",SGV4.tsv,S0619,S0618
he's,1,395,"[7, 9, 78, 382, 389]","[395, 398, 400, 402]",SGV4.tsv,S0619,S0618
it's the,2,52,"[11, 240, 285]",[52],SGV4.tsv,S0619,S0618
since,1,109,[11],[109],SGV4.tsv,S0619,S0618
thing,1,19,"[13, 159, 291]","[19, 109, 130, 156, 211]",SGV4.tsv,S0619,S0618
please,1,130,[13],[130],SGV4.tsv,S0619,S0618
much,1,24,"[14, 65, 82, 157, 214]","[24, 286, 351]",SGV4.tsv,S0619,S0618
thank you,2,35,"[14, 96, 317]","[35, 117]",SGV4.tsv,S0619,S0618
so much,2,351,"[14, 65]",[351],SGV4.tsv,S0619,S0618
like,1,24,"[16, 18, 47, 51, 59, 61, 69, 73, 74, 76, 78, 80, 86, 88, 89, 91, 120, 137, 167, 169, 212, 277, 285, 289, 293, 315, 319, 320, 324, 342, 344, 354, 360, 380, 382, 407]","[24, 28, 29, 174, 278, 286, 296, 347, 363, 365, 367, 391, 404]",SGV4.tsv,S0619,S0618
and i,2,38,"[16, 61, 78, 80, 293, 313, 319]","[38, 174, 184, 276, 329]",SGV4.tsv,S0619,S0618
i know,2,19,"[18, 255, 313, 346, 364]","[19, 130, 245]",SGV4.tsv,S0619,S0618
i'm,1,21,"[18, 45, 47, 59, 67, 139, 143, 145, 159, 167, 169, 255, 293, 301, 303, 305, 311, 315, 319, 324, 356, 360, 374]","[21, 105, 182, 264, 306]",SGV4.tsv,S0619,S0618
