Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
go to,2,3,"[0, 7, 33, 37, 113, 123, 127, 131, 149, 153, 180, 196]","[3, 30, 36, 102, 130, 62]",STBF.tsv,S0432,S0428
go,1,22,"[0, 7, 17, 33, 37, 87, 97, 113, 119, 121, 123, 127, 129, 131, 139, 149, 153, 159, 172, 180, 196, 202, 204]","[22, 28, 62, 102, 122, 124, 126, 130, 132, 136, 138, 158, 183, 189, 30, 36, 195, 197, 203]",STBF.tsv,S0432,S0428
to be,2,24,"[0, 29, 33, 123, 125]","[24, 26, 102, 173]",STBF.tsv,S0432,S0428
to go to,3,62,"[0, 7, 196]",[62],STBF.tsv,S0432,S0428
to go,2,132,"[0, 7, 87, 121, 159, 196, 202]","[132, 138, 183, 195, 197, 203]",STBF.tsv,S0432,S0428
we be,2,181,"[0, 37]",[181],STBF.tsv,S0432,S0428
take the day off,4,2,[2],[1],STBF.tsv,S0432,S0428
actually,1,2,"[2, 21, 29, 55, 71, 123, 204]","[1, 163]",STBF.tsv,S0432,S0428
yeah,1,3,"[2, 4, 6, 9, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 45, 49, 53, 55, 59, 61, 63, 65, 69, 71, 73, 77, 81, 83, 85, 91, 93, 97, 109, 115, 119, 123, 127, 131, 133, 135, 137, 139, 145, 147, 149, 151, 153, 157, 159, 160, 162, 164, 166, 176, 178, 180, 184, 186, 188, 192, 194, 198, 200, 204]","[3, 12, 14, 18, 20, 24, 26, 28, 32, 34, 36, 40, 50, 52, 56, 60, 66, 70, 72, 74, 78, 82, 84, 86, 90, 94, 98, 100, 102, 106, 108, 114, 116, 118, 120, 122, 124, 126, 128, 130, 132, 134, 140, 142, 144, 146, 150, 156, 161, 167, 169, 173, 179, 181, 193, 197, 199, 201, 205]",STBF.tsv,S0432,S0428
the day,2,64,"[2, 71]","[64, 72]",STBF.tsv,S0432,S0428
god,1,92,"[2, 89]",[92],STBF.tsv,S0432,S0428
day,1,118,"[2, 51, 63, 71]","[118, 142]",STBF.tsv,S0432,S0428
take,1,193,"[2, 29, 31, 35, 41]",[193],STBF.tsv,S0432,S0428
i'd,1,203,"[2, 117, 202]",[203],STBF.tsv,S0432,S0428
it be,2,4,"[4, 6, 33, 41, 43, 45, 51, 55, 59, 65, 71, 73, 77, 83, 99, 121, 125, 129, 131, 145, 149, 153, 160, 180, 192, 196]","[1, 16, 24, 26, 28, 32, 36, 40, 62, 72, 90, 92, 110, 124, 126, 130, 134, 138, 140, 146, 152, 156, 193, 203]",STBF.tsv,S0432,S0428
think,1,4,"[4, 6, 19, 25, 33, 41, 55, 63, 71, 73, 75, 107, 127, 149, 153, 160, 180, 196, 204]","[1, 26, 72, 80, 100, 130, 136, 148, 163, 173, 193, 28]",STBF.tsv,S0432,S0428
night,1,4,"[4, 6, 7, 41, 71, 119, 192]","[1, 56, 126, 138]",STBF.tsv,S0432,S0428
last,1,12,"[4, 9, 25, 41]","[12, 28, 62, 70, 116, 148, 183]",STBF.tsv,S0432,S0428
think it be,3,28,"[4, 6]","[28, 193]",STBF.tsv,S0432,S0428
but it be,3,36,"[4, 41]","[36, 110, 203]",STBF.tsv,S0432,S0428
but it's,2,84,[4],"[84, 177]",STBF.tsv,S0432,S0428
yeah but,2,106,[4],"[106, 199]",STBF.tsv,S0432,S0428
that be,2,146,"[4, 25, 75, 133, 153]","[146, 163]",STBF.tsv,S0432,S0428
be like,2,6,"[6, 29, 31, 33, 35, 43, 65, 71, 99, 121, 123, 125, 129, 133, 159, 160, 162, 178, 180]","[1, 3, 24, 62, 72, 92, 96, 102, 116, 124, 126, 138, 146, 152, 173, 181]",STBF.tsv,S0432,S0428
you be,2,6,"[6, 71]","[1, 3, 181, 193, 148]",STBF.tsv,S0432,S0428
like,1,6,"[6, 25, 27, 29, 31, 33, 35, 41, 43, 51, 65, 67, 71, 73, 85, 93, 97, 99, 101, 105, 107, 111, 115, 119, 121, 123, 125, 127, 129, 133, 139, 141, 145, 151, 153, 159, 160, 162, 172, 178, 180, 184, 188, 192, 194, 196, 198, 202, 204]","[1, 3, 20, 22, 24, 26, 40, 42, 44, 56, 58, 62, 72, 84, 88, 92, 96, 98, 102, 106, 110, 114, 116, 118, 122, 124, 126, 130, 136, 138, 144, 146, 152, 158, 163, 165, 167, 173, 181, 183, 185, 193, 195, 197, 199, 203]",STBF.tsv,S0432,S0428
get,1,20,"[6, 29, 31, 41, 65, 87, 101, 105, 159]","[20, 30, 38, 40, 72, 102, 142, 148]",STBF.tsv,S0432,S0428
well,1,26,"[6, 23, 41, 63, 119, 121, 127, 129, 145]","[26, 84, 114, 132, 197]",STBF.tsv,S0432,S0428
so you,2,30,[6],"[30, 138, 199]",STBF.tsv,S0432,S0428
so now,2,58,[6],[58],STBF.tsv,S0432,S0428
it and,2,72,[6],"[72, 92, 98]",STBF.tsv,S0432,S0428
time,1,72,[6],"[72, 116]",STBF.tsv,S0432,S0428
start,1,90,"[6, 41]","[90, 175]",STBF.tsv,S0432,S0428
in like,2,92,[6],[92],STBF.tsv,S0432,S0428
be like yeah,3,116,"[6, 159]",[116],STBF.tsv,S0432,S0428
like yeah,2,122,"[6, 159]",[122],STBF.tsv,S0432,S0428
he be like,3,146,[6],[146],STBF.tsv,S0432,S0428
so you be,3,148,[6],[148],STBF.tsv,S0432,S0428
and we be like,4,181,"[6, 160]",[181],STBF.tsv,S0432,S0428
and we,2,181,"[6, 41]",[181],STBF.tsv,S0432,S0428
fireworks,1,40,"[7, 71, 121]","[40, 72, 118, 124]",STBF.tsv,S0432,S0428
i don't know,3,44,"[7, 29, 31, 47, 117, 137, 149, 178, 204]","[44, 126, 163]",STBF.tsv,S0432,S0428
know,1,62,"[7, 29, 31, 47, 83, 93, 117, 137, 149, 178, 204]","[62, 92, 152, 163, 197, 126]",STBF.tsv,S0432,S0428
i don't,2,72,"[7, 29, 31, 47, 79, 117, 137, 149, 178, 180, 182, 204]","[72, 126, 163]",STBF.tsv,S0432,S0428
so i,2,183,"[7, 159, 204]",[183],STBF.tsv,S0432,S0428
don't know,2,197,"[7, 29, 31, 47, 117, 137, 149, 178, 204]",[197],STBF.tsv,S0432,S0428
they be really good,4,9,"[9, 55, 61]",[8],STBF.tsv,S0432,S0428
last year they,3,12,[9],[12],STBF.tsv,S0432,S0428
good,1,16,"[9, 15, 55, 61, 160, 174]","[16, 38]",STBF.tsv,S0432,S0428
they be,2,20,"[9, 41, 55, 61, 123, 145, 160]","[20, 54, 92, 116, 122, 173, 175, 197]",STBF.tsv,S0432,S0428
yeah and,2,20,"[9, 31, 33, 65]","[20, 34, 52, 98, 124]",STBF.tsv,S0432,S0428
really,1,20,"[9, 15, 25, 55, 59, 61, 71, 79, 93, 103, 149, 160, 168, 182, 196, 202]","[20, 24, 26, 42, 56, 72, 88, 92, 158, 161, 173, 179, 205, 36, 126, 146]",STBF.tsv,S0432,S0428
last year,2,28,"[9, 25]","[28, 148, 183]",STBF.tsv,S0432,S0428
need to,2,34,"[9, 29]",[34],STBF.tsv,S0432,S0428
be really,2,36,"[9, 55, 61, 79, 196, 202]","[36, 126, 146]",STBF.tsv,S0432,S0428
year,1,72,"[9, 25, 115, 198]","[72, 102, 108, 148, 156, 163, 173, 197, 183]",STBF.tsv,S0432,S0428
they do,2,12,"[11, 13, 25, 63, 115]","[12, 24, 52, 56, 84]",STBF.tsv,S0432,S0428
ones,1,32,"[11, 41, 55, 71, 145]","[32, 38, 56, 122]",STBF.tsv,S0432,S0428
be you,2,48,"[11, 71]",[48],STBF.tsv,S0432,S0428
do the,2,148,"[11, 63]",[148],STBF.tsv,S0432,S0428
to the,2,62,"[13, 127]","[62, 118, 132]",STBF.tsv,S0432,S0428
really good,2,15,[15],[8],STBF.tsv,S0432,S0428
i might,2,17,"[17, 21, 37, 200]",[1],STBF.tsv,S0432,S0428
be say,2,17,[17],[1],STBF.tsv,S0432,S0428
i be,2,17,"[17, 31, 33, 35, 43, 47, 65, 71, 113, 123, 125, 127, 153, 162, 178, 180, 204]","[1, 10, 44, 62, 72, 88, 116, 126, 146, 148, 152, 163, 197, 96]",STBF.tsv,S0432,S0428
make,1,17,[17],"[16, 92]",STBF.tsv,S0432,S0428
yeah that,2,28,[17],"[28, 146]",STBF.tsv,S0432,S0428
that and,2,56,"[17, 41]","[56, 165]",STBF.tsv,S0432,S0428
and i be,3,62,"[17, 127]","[62, 96, 116, 146]",STBF.tsv,S0432,S0428
say,1,92,"[17, 113]",[92],STBF.tsv,S0432,S0428
and i,2,126,"[17, 25, 31, 33, 43, 65, 71, 79, 127, 151, 160, 172, 180]","[126, 158, 146]",STBF.tsv,S0432,S0428
i think,2,19,"[19, 25, 33, 41, 55, 63, 71, 73, 75, 127, 149, 153, 160, 196, 204]","[1, 28, 72, 80, 130, 148, 163, 173, 193, 26, 100]",STBF.tsv,S0432,S0428
yeah i think,3,26,"[19, 55, 149]","[26, 100]",STBF.tsv,S0432,S0428
yeah i,2,26,"[21, 25, 29, 37, 127, 137, 139, 151, 153, 162, 178, 180, 188, 194, 198, 204]","[26, 100]",STBF.tsv,S0432,S0428
yeah yeah,2,72,"[21, 31, 69, 73, 85, 119, 135, 137, 139, 153, 157, 186, 194, 204]","[72, 74, 98, 102, 106, 126, 130, 146]",STBF.tsv,S0432,S0428
yeah oh,2,66,"[23, 186, 200]","[66, 179]",STBF.tsv,S0432,S0428
that's,1,25,"[25, 113, 141, 192, 204]","[5, 16, 88, 116, 118, 158, 177, 189, 193]",STBF.tsv,S0432,S0428
obviously,1,25,"[25, 41, 107]","[16, 72, 146]",STBF.tsv,S0432,S0428
like the,2,25,"[25, 121, 127, 133, 145, 188]","[20, 56, 62, 92, 102, 124, 126, 163, 165, 193]",STBF.tsv,S0432,S0428
cos,1,25,"[25, 119, 139]","[20, 32, 72, 84, 116, 136, 156, 173, 183, 201]",STBF.tsv,S0432,S0428
they do it to,4,25,[25],[24],STBF.tsv,S0432,S0428
massive,1,25,"[25, 71]","[24, 94, 118, 126, 181]",STBF.tsv,S0432,S0428
to like,2,40,"[25, 153]",[40],STBF.tsv,S0432,S0428
or like,2,27,"[27, 33, 184, 196]","[24, 199]",STBF.tsv,S0432,S0428
just like,2,62,"[27, 93, 139]","[62, 124]",STBF.tsv,S0432,S0428
like a,2,62,"[27, 41, 71, 129, 139, 153, 160]","[62, 116, 126, 130, 136, 181]",STBF.tsv,S0432,S0428
town,1,92,[27],[92],STBF.tsv,S0432,S0428
be like i,3,29,"[29, 180]","[1, 72, 124]",STBF.tsv,S0432,S0428
be but,2,29,[29],[22],STBF.tsv,S0432,S0428
get some,2,30,[29],[30],STBF.tsv,S0432,S0428
she be,2,102,"[29, 31, 121, 127, 159, 204]","[102, 152]",STBF.tsv,S0432,S0428
like i,2,116,"[29, 71, 107, 119, 125, 153, 180]","[116, 126, 197, 124]",STBF.tsv,S0432,S0428
