Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
cos,1,1,"[0, 16, 40, 42, 91, 101, 125, 127, 141, 169, 210, 255, 323, 335, 337, 343, 355, 383, 387, 393, 400, 406, 408, 451, 477, 539, 615, 629, 637, 739, 757, 767]","[1, 35, 68, 74, 150, 180, 205, 258, 352, 390, 414, 420, 432, 478, 532, 604, 606, 632, 656, 746, 768, 782, 784, 786, 522]",S346.tsv,S0319,S0255
round,1,324,"[0, 125, 169, 253, 499]","[324, 438, 328]",S346.tsv,S0319,S0255
round here,2,328,"[0, 169]",[328],S346.tsv,S0319,S0255
cos it's,2,522,"[0, 355]",[522],S346.tsv,S0319,S0255
yeah,1,4,"[4, 8, 50, 57, 63, 65, 71, 73, 77, 81, 87, 103, 121, 127, 137, 147, 151, 153, 167, 171, 173, 195, 199, 201, 204, 216, 220, 243, 251, 253, 257, 259, 274, 294, 319, 321, 369, 375, 400, 402, 413, 419, 433, 437, 439, 441, 443, 449, 451, 457, 463, 473, 475, 481, 483, 489, 515, 523, 531, 537, 541, 561, 587, 591, 633, 645, 655, 657, 665, 669, 673, 687, 701, 705, 712, 717, 733, 767, 771]","[1, 9, 11, 13, 17, 25, 27, 29, 31, 39, 43, 47, 51, 58, 60, 62, 66, 74, 86, 92, 94, 104, 124, 126, 128, 130, 140, 142, 150, 156, 158, 160, 162, 164, 170, 194, 202, 203, 207, 213, 224, 230, 234, 242, 244, 246, 248, 250, 252, 254, 256, 266, 267, 271, 277, 285, 289, 293, 295, 320, 336, 338, 340, 342, 344, 380, 388, 390, 392, 394, 398, 401, 403, 407, 418, 426, 432, 438, 446, 448, 450, 452, 454, 468, 470, 472, 486, 496, 506, 514, 530, 532, 540, 548, 552, 556, 562, 572, 576, 588, 592, 594, 614, 626, 628, 630, 638, 652, 658, 660, 674, 684, 688, 709, 711, 715, 728, 730, 736, 748, 750, 758, 760, 762, 764, 776, 800, 802, 804, 806, 810]",S346.tsv,S0319,S0255
these be,2,200,"[6, 8, 767]","[200, 215, 256, 273, 412, 572, 766]",S346.tsv,S0319,S0255
yeah these be,3,572,[8],[572],S346.tsv,S0319,S0255
be be,2,748,"[8, 18]",[748],S346.tsv,S0319,S0255
see,1,166,"[10, 46, 105, 119, 161, 212, 220, 255, 331, 337, 406, 427, 453, 459, 481, 501, 523, 529, 539, 545, 569, 587, 593, 611, 691, 708, 712, 716, 737, 757, 759, 809]","[166, 168, 172, 188, 200, 213, 254, 256, 258, 281, 283, 308, 316, 324, 330, 366, 416, 532, 568, 580, 640, 814, 430, 436, 472, 782, 812]",S346.tsv,S0319,S0255
can you,2,392,[10],[392],S346.tsv,S0319,S0255
you see,2,430,"[10, 105, 119, 255, 337, 406, 453, 587, 593, 716]","[430, 436, 472, 782, 812]",S346.tsv,S0319,S0255
right,1,19,"[12, 16, 187, 282, 317, 404, 406, 457, 473, 539, 555, 557, 567, 571, 605, 661, 675, 679, 691]","[19, 23, 96, 98, 102, 211, 232, 273, 283, 295, 308, 326, 342, 370, 407, 414, 420, 450, 456, 466, 490, 492, 502, 532, 556, 606, 718, 742, 788, 790, 798, 108, 176, 209, 258, 262, 572, 592]",S346.tsv,S0319,S0255
fourteen,1,29,"[12, 16, 22, 30, 280]","[29, 154, 164, 281, 568, 332, 420]",S346.tsv,S0319,S0255
get,1,41,"[12, 16, 26, 52, 53, 55, 59, 67, 95, 99, 105, 129, 141, 145, 157, 159, 161, 227, 237, 241, 247, 268, 313, 339, 353, 397, 399, 402, 409, 437, 443, 445, 449, 451, 457, 471, 491, 559, 593, 615, 623, 631, 633, 641, 669, 677, 719, 729, 753, 783, 789]","[41, 56, 68, 76, 80, 118, 138, 146, 154, 178, 188, 219, 230, 232, 258, 273, 299, 352, 368, 420, 440, 442, 474, 478, 482, 510, 514, 532, 550, 572, 604, 632, 644, 656, 672, 718, 776, 778, 812, 126, 283, 332, 374, 486, 612]",S346.tsv,S0319,S0255
could,1,102,"[12, 65, 85, 284, 323, 449, 451, 633]","[102, 318, 354, 524, 604, 416]",S346.tsv,S0319,S0255
right so,2,108,"[12, 282]","[108, 176, 209, 258, 262, 420, 572, 592]",S346.tsv,S0319,S0255
so i,2,122,"[12, 91, 119, 133, 191, 245, 268, 402, 406, 408, 409, 457, 521, 613]","[122, 168, 176, 301, 366, 432, 552]",S346.tsv,S0319,S0255
get a,2,126,"[12, 53, 268, 339, 437]","[126, 154, 283, 332, 374, 486, 612]",S346.tsv,S0319,S0255
really,1,192,"[12, 40, 143, 255, 306, 355, 569, 585, 797]","[192, 336, 364, 384, 438, 448, 478, 608, 612, 786]",S346.tsv,S0319,S0255
a fourteen,2,332,"[12, 16]","[332, 420]",S346.tsv,S0319,S0255
i could,2,416,"[12, 65, 85]",[416],S346.tsv,S0319,S0255
primark,1,230,"[14, 141, 741]",[230],S346.tsv,S0319,S0255
say,1,16,"[16, 20, 32, 40, 155, 210, 288, 304, 313, 331, 369, 373, 383, 387, 389, 406, 453, 459, 461, 479, 513, 521, 529, 583, 615, 716, 793]","[15, 56, 68, 122, 188, 281, 303, 324, 386, 478, 528, 530, 536, 700, 748, 768]",S346.tsv,S0319,S0255
oh right,2,102,"[16, 404, 406, 473, 539, 567, 605]","[102, 407, 420]",S346.tsv,S0319,S0255
buy,1,146,"[16, 18, 139, 141, 247, 451, 539, 716]","[146, 150, 524, 610, 632, 702, 812]",S346.tsv,S0319,S0255
be a,2,192,"[16, 22, 30, 121, 387, 491, 569, 615, 619, 759, 799]","[192, 200, 230, 420, 590]",S346.tsv,S0319,S0255
rather than get,3,232,[16],[232],S346.tsv,S0319,S0255
there be,2,258,"[16, 24, 32, 483, 649]","[258, 512, 590]",S346.tsv,S0319,S0255
cos i,2,258,"[16, 91, 127, 141, 383, 539]","[258, 432]",S346.tsv,S0319,S0255
rather than,2,552,[16],[552],S346.tsv,S0319,S0255
there be a,3,590,[16],[590],S346.tsv,S0319,S0255
and what,2,18,"[18, 22, 125, 133, 155, 169, 339, 351, 383, 406, 583, 712, 741, 757]",[15],S346.tsv,S0319,S0255
a pair,2,35,[18],[35],S346.tsv,S0319,S0255
go,1,41,"[18, 38, 91, 101, 141, 155, 161, 208, 243, 247, 253, 339, 355, 373, 385, 387, 393, 397, 406, 423, 451, 457, 499, 521, 597, 643, 653, 657, 659, 716, 747, 753, 789, 793, 795]","[41, 80, 164, 205, 209, 226, 230, 258, 328, 336, 352, 354, 370, 392, 422, 494, 524, 528, 552, 566, 600, 602, 604, 622, 644, 656, 782, 358, 407, 500, 512, 522]",S346.tsv,S0319,S0255
actually,1,68,"[18, 159, 595]","[68, 88, 164, 256, 273, 283, 301, 362, 401, 656, 734, 782]",S346.tsv,S0319,S0255
on the,2,72,"[18, 329, 353, 406, 409, 441]","[72, 78, 80, 130, 326, 432, 486, 552, 572, 604, 618, 742]",S346.tsv,S0319,S0255
do be,2,146,[18],"[146, 209]",S346.tsv,S0319,S0255
go on,2,164,"[18, 355, 716]","[164, 354, 358, 407, 500, 512, 522, 524]",S346.tsv,S0319,S0255
pair of,2,232,[18],"[232, 273, 348]",S346.tsv,S0319,S0255
pair,1,232,"[18, 276, 343, 635]","[232, 610, 273, 348]",S346.tsv,S0319,S0255
just buy,2,524,[18],"[524, 632, 812]",S346.tsv,S0319,S0255
the internet,2,538,[18],[538],S346.tsv,S0319,S0255
internet,1,552,[18],[552],S346.tsv,S0319,S0255
that have,2,590,[18],[590],S346.tsv,S0319,S0255
thirty four waist,3,29,[20],[29],S346.tsv,S0319,S0255
a thirty,2,29,[20],"[29, 192, 200, 203, 610]",S346.tsv,S0319,S0255
i think,2,76,"[20, 65, 67, 133, 159, 265, 355, 387, 457, 545, 649, 769]","[76, 122, 148, 154, 180, 320, 405, 420, 432, 468, 474, 478, 514, 528, 534, 538, 606, 718, 722, 772, 782, 812]",S346.tsv,S0319,S0255
so they,2,146,"[20, 745, 763, 783]",[146],S346.tsv,S0319,S0255
think,1,168,"[20, 40, 65, 67, 133, 159, 265, 355, 387, 451, 457, 481, 499, 545, 649, 716, 769]","[168, 176, 230, 232, 273, 412, 432, 510, 600, 612, 654, 702, 732, 180, 320, 405, 420, 468, 474, 478, 514, 528, 534, 538, 606, 718, 722, 772, 782, 812]",S346.tsv,S0319,S0255
thirty,1,168,"[20, 197, 210, 247, 749]","[168, 188, 192, 196, 198, 200, 203, 604, 610, 748, 812]",S346.tsv,S0319,S0255
waist,1,174,"[20, 30, 253]","[174, 176, 188, 412]",S346.tsv,S0319,S0255
thirty four,2,188,"[20, 210, 749]","[188, 748]",S346.tsv,S0319,S0255
they be,2,430,"[20, 22, 91, 571, 639, 741]","[430, 528, 672, 772]",S346.tsv,S0319,S0255
four,1,556,"[20, 101, 210, 749]","[556, 678, 748]",S346.tsv,S0319,S0255
size,1,22,"[22, 284]","[5, 15, 182, 281, 283, 291, 316, 320, 420, 490, 618, 164]",S346.tsv,S0319,S0255
size fourteen,2,164,[22],[164],S346.tsv,S0319,S0255
to be a,3,192,"[22, 491, 619, 799]",[192],S346.tsv,S0319,S0255
length,1,198,[22],"[198, 203]",S346.tsv,S0319,S0255
leg,1,203,"[22, 181, 197, 282, 284, 323, 435, 513]","[203, 432, 484, 504, 514, 572, 768, 786]",S346.tsv,S0319,S0255
be a size,3,230,[22],[230],S346.tsv,S0319,S0255
to be,2,273,"[22, 91, 95, 409, 491, 543, 613, 619, 717, 799]","[273, 474, 510, 654, 698, 796]",S346.tsv,S0319,S0255
a size,2,324,"[22, 284]",[324],S346.tsv,S0319,S0255
what have,2,510,"[22, 125, 133, 155, 169, 339, 351, 383, 406, 583, 712, 741, 757]",[510],S346.tsv,S0319,S0255
look,1,24,"[24, 48, 155, 253, 276, 365, 367, 408, 441, 453, 467, 483, 577, 611, 687, 705, 712, 716, 737, 763, 805]","[7, 80, 146, 152, 168, 209, 213, 222, 226, 256, 264, 301, 308, 368, 432, 436, 442, 454, 470, 472, 502, 514, 516, 552, 560, 572, 610, 618, 656, 668, 686, 702, 728, 732, 734, 736, 742, 746, 768, 440]",S346.tsv,S0319,S0255
room,1,35,[24],"[35, 386, 718]",S346.tsv,S0319,S0255
put,1,82,"[24, 95, 101, 127, 129, 243, 284, 333, 406, 409, 425, 449, 457, 471, 521, 545, 547, 595, 627]","[82, 120, 122, 130, 240, 293, 403, 532, 654, 656, 736, 422, 424, 430, 632, 366]",S346.tsv,S0319,S0255
back,1,150,"[24, 38, 91, 129, 239, 243, 247, 333, 493, 495, 585, 595]","[150, 178, 186, 232, 238, 240, 258, 332, 352, 422, 478, 602, 604, 700, 736, 756, 764, 486]",S346.tsv,S0319,S0255
at the,2,164,"[24, 46, 284, 453, 471, 571, 593, 787]","[164, 209, 426, 440, 472, 474, 492, 734, 784, 786]",S346.tsv,S0319,S0255
bite,1,164,"[24, 121, 284, 286, 367, 387, 406, 539, 569, 615]","[164, 168, 215, 364, 374, 386, 434, 474, 572, 632, 720, 780, 782, 786]",S346.tsv,S0319,S0255
nice,1,172,"[24, 339, 343, 415, 635, 639, 673, 716, 803, 809]","[172, 412, 484, 608, 786, 792, 802, 432]",S346.tsv,S0319,S0255
when i,2,230,"[24, 545]","[230, 232, 590]",S346.tsv,S0319,S0255
i put,2,366,"[24, 406, 457, 521]","[366, 424]",S346.tsv,S0319,S0255
put them,2,422,[24],"[422, 424, 430]",S346.tsv,S0319,S0255
they look nice,3,432,[24],[432],S346.tsv,S0319,S0255
they look,2,440,"[24, 483, 763]",[440],S346.tsv,S0319,S0255
the back there,3,486,[24],[486],S346.tsv,S0319,S0255
but when,2,606,[24],[606],S346.tsv,S0319,S0255
put them on,3,632,[24],[632],S346.tsv,S0319,S0255
this bite,2,786,[24],[786],S346.tsv,S0319,S0255
i'm,1,26,"[26, 30, 40, 42, 46, 59, 65, 67, 119, 268, 327, 329, 357, 481, 543, 577, 613, 627, 631, 717, 767]","[1, 35, 37, 148, 230, 352, 370, 518, 522, 524, 534, 552, 610, 632, 782, 472]",S346.tsv,S0319,S0255
but i'm,2,35,"[26, 40]","[35, 472]",S346.tsv,S0319,S0255
now i,2,35,"[26, 597]",[35],S346.tsv,S0319,S0255
come,1,54,"[26, 46, 97, 133, 304, 355, 399, 406, 408, 501, 561, 569, 599, 645, 757]","[54, 62, 68, 76, 78, 82, 86, 178, 303, 320, 344, 496, 552, 736, 740, 764]",S346.tsv,S0319,S0255
get the,2,56,"[26, 105, 339, 449, 641]","[56, 232, 672]",S346.tsv,S0319,S0255
i'll,1,146,"[26, 59, 133, 247, 457, 547, 767, 795]","[146, 178, 232, 258, 308, 366, 374, 524, 640, 702, 812]",S346.tsv,S0319,S0255
side,1,164,"[26, 783]","[164, 266, 326]",S346.tsv,S0319,S0255
hip,1,203,[26],[203],S346.tsv,S0319,S0255
this be,2,230,"[26, 52, 335, 389, 551, 563, 623]","[230, 254, 330, 374, 510, 534, 644, 656]",S346.tsv,S0319,S0255
i haven't,2,301,"[26, 139, 615, 641]",[301],S346.tsv,S0319,S0255
i have,2,35,"[28, 123, 145, 261, 399, 408, 615, 741]","[35, 528]",S346.tsv,S0319,S0255
that i,2,122,"[28, 141, 145, 547, 741]","[122, 552, 608]",S346.tsv,S0319,S0255
of it,2,130,"[28, 247]",[130],S346.tsv,S0319,S0255
top,1,474,"[28, 339, 343]",[474],S346.tsv,S0319,S0255
well,1,35,"[30, 32, 42, 52, 123, 129, 139, 157, 165, 169, 218, 241, 261, 284, 321, 337, 377, 389, 406, 427, 441, 511, 545, 547, 581, 583, 619, 631, 645, 649, 701, 727, 731, 745, 757, 759]","[35, 51, 74, 76, 146, 154, 162, 205, 219, 222, 289, 303, 354, 382, 386, 432, 436, 482, 608, 664, 668, 715, 728, 734, 764, 766, 776, 796]",S346.tsv,S0319,S0255
we'll,1,146,"[30, 335]","[146, 168, 178, 209, 258, 330, 332, 334, 336, 420, 422, 514, 516, 572, 734, 782, 610, 732]",S346.tsv,S0319,S0255
sure,1,148,"[30, 521, 543]",[148],S346.tsv,S0319,S0255
it be,2,320,"[30, 65, 141, 300, 537, 615, 651, 699, 708]","[320, 362, 546, 552, 582, 604, 606, 652, 656]",S346.tsv,S0319,S0255
have to,2,534,"[30, 95, 101, 123, 351, 399, 408, 539, 565, 627, 747, 799]","[534, 696, 718, 782]",S346.tsv,S0319,S0255
we'll have,2,610,[30],"[610, 732]",S346.tsv,S0319,S0255
you say,2,32,[32],"[15, 530]",S346.tsv,S0319,S0255
oh i,2,32,"[32, 265, 373, 487, 509, 545, 643, 649, 716]","[31, 116, 281, 424, 426, 702]",S346.tsv,S0319,S0255
say that,2,56,"[32, 387, 453, 716]","[56, 528, 536]",S346.tsv,S0319,S0255
as well,2,74,"[32, 42, 129, 157, 218, 261, 337, 631, 757]","[74, 146, 154, 205, 219, 289, 432, 436, 608, 715, 734]",S346.tsv,S0319,S0255
it's a,2,164,"[32, 75]","[164, 283, 364, 474, 610]",S346.tsv,S0319,S0255
mind you,2,164,"[32, 85, 109, 333, 479]","[164, 550]",S346.tsv,S0319,S0255
that be,2,168,"[32, 265, 377, 387, 649]","[168, 528, 672]",S346.tsv,S0319,S0255
mine,1,202,"[32, 671]",[202],S346.tsv,S0319,S0255
in my,2,258,"[32, 145, 595]",[258],S346.tsv,S0319,S0255
it's it's,2,322,[32],[322],S346.tsv,S0319,S0255
to have,2,352,"[32, 101, 539, 611]","[352, 560, 782, 786]",S346.tsv,S0319,S0255
you say that,3,536,[32],[536],S346.tsv,S0319,S0255
case,1,696,"[32, 34]",[696],S346.tsv,S0319,S0255
thank you,2,713,"[32, 757, 781]",[713],S346.tsv,S0319,S0255
that's,1,34,"[34, 48, 85, 111, 143, 149, 218, 225, 255, 284, 306, 357, 379, 391, 408, 415, 453, 499, 517, 547, 687, 803]","[1, 102, 104, 146, 150, 164, 166, 176, 198, 213, 226, 258, 262, 281, 289, 312, 342, 360, 362, 364, 372, 403, 407, 420, 454, 472, 478, 496, 506, 516, 540, 556, 592, 604, 606, 632, 678, 764, 782, 788, 790, 802, 106, 168, 190, 332, 610]",S346.tsv,S0319,S0255
glass,1,34,[34],[31],S346.tsv,S0319,S0255
that's a,2,106,"[34, 284, 453, 803]","[106, 168, 190, 198, 332, 610]",S346.tsv,S0319,S0255
normally,1,138,[34],"[138, 219, 258, 606]",S346.tsv,S0319,S0255
first,1,403,[34],[403],S346.tsv,S0319,S0255
yes,1,184,"[36, 55, 427, 519, 521]","[184, 209, 526]",S346.tsv,S0319,S0255
i be,2,222,"[36, 38, 91, 155, 210, 286, 304, 331, 369, 373, 409, 575, 583, 643, 793]","[222, 386, 590, 732]",S346.tsv,S0319,S0255
go and,2,41,"[38, 397, 451, 521, 657, 795]",[41],S346.tsv,S0319,S0255
eye,1,164,[38],[164],S346.tsv,S0319,S0255
and i,2,219,"[38, 141, 161, 169, 399, 443, 451, 455, 457, 615, 716]","[219, 230, 320, 590, 610, 632]",S346.tsv,S0319,S0255
go back,2,258,"[38, 91]","[258, 352, 422, 604]",S346.tsv,S0319,S0255
i'm find,2,40,[40],[35],S346.tsv,S0319,S0255
and i'm,2,40,"[40, 67, 119, 357, 627, 631]","[37, 230]",S346.tsv,S0319,S0255
struggle,1,41,[40],"[41, 258]",S346.tsv,S0319,S0255
time,1,54,"[40, 75, 716, 761]","[54, 86, 230, 532, 602, 604, 606]",S346.tsv,S0319,S0255
