Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
think,1,3,"[0, 12, 90, 108, 136, 156, 188, 213, 263, 303, 305, 307, 361, 449, 470, 491, 505, 509]","[3, 49, 77, 127, 302, 304, 306, 372, 460, 506, 536, 41, 99, 316, 324, 340, 450, 485]",S5QP.tsv,S0687,S0688
i think,2,41,"[0, 12, 90, 136, 156, 188, 303, 305, 307, 449, 470, 505]","[41, 99, 316, 324, 340, 450, 460, 485]",S5QP.tsv,S0687,S0688
what do,2,336,"[0, 96, 100]",[336],S5QP.tsv,S0687,S0688
yeah,1,5,"[2, 4, 10, 30, 32, 34, 48, 52, 54, 56, 58, 60, 66, 68, 74, 86, 98, 110, 114, 134, 140, 156, 174, 176, 182, 202, 204, 206, 213, 215, 249, 253, 259, 273, 277, 287, 309, 313, 315, 325, 339, 343, 353, 377, 391, 419, 427, 441, 451, 453, 461, 465, 470, 480, 484, 487, 507, 511, 513, 521, 523, 541]","[5, 13, 39, 43, 61, 69, 99, 113, 129, 177, 193, 210, 218, 230, 234, 238, 260, 270, 272, 314, 318, 350, 356, 364, 366, 380, 384, 408, 410, 412, 420, 426, 430, 442, 450, 452, 458, 483, 494, 498, 514, 516, 518, 526, 538]",S5QP.tsv,S0687,S0688
go,1,9,"[2, 26, 106, 118, 150, 219, 235, 259, 339, 341, 369, 395, 431, 515, 539]","[9, 55, 61, 75, 91, 121, 127, 133, 141, 232, 376, 380, 442, 458, 506]",S5QP.tsv,S0687,S0688
know,1,37,"[2, 32, 34, 118, 136, 142, 166, 172, 184, 200, 313, 315, 325, 347, 425, 509]","[37, 51, 127, 151, 171, 216, 272, 278, 282, 284, 485, 500, 506]",S5QP.tsv,S0687,S0688
like,1,41,"[2, 4, 38, 146, 170, 172, 174, 184, 186, 188, 190, 259, 275, 313, 315, 339, 445, 447, 472]","[41, 51, 55, 73, 87, 214, 216, 252, 272, 310, 442, 481, 496, 520]",S5QP.tsv,S0687,S0688
where he be,3,53,[2],[53],S5QP.tsv,S0687,S0688
there's,1,61,"[2, 64, 96, 184, 241, 327, 339]","[61, 131, 268]",S5QP.tsv,S0687,S0688
look,1,121,"[2, 70, 80, 100, 130, 142, 150, 154, 339, 407, 411, 429, 472, 474, 487]","[121, 238, 344, 376, 406, 418, 440, 473, 475]",S5QP.tsv,S0687,S0688
