Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
time table,2,5,[0],[5],S7WY.tsv,S0325,S0324
time,1,7,"[0, 163, 165, 575, 588, 643]","[7, 41, 61, 131, 288, 380, 389, 395, 410]",S7WY.tsv,S0325,S0324
well,1,119,"[0, 10, 13, 50, 60, 118, 122, 146, 171, 176, 182, 186, 196, 234, 249, 271, 333, 361, 377, 390, 396, 403, 415, 417, 419, 423, 429, 451, 510, 532, 538, 550, 566, 581, 617, 619, 633, 676, 698, 706, 764]","[119, 136, 141, 157, 219, 229, 362, 387, 469, 497, 533, 557, 561, 687, 753, 761]",S7WY.tsv,S0325,S0324
be do,2,201,[0],[201],S7WY.tsv,S0325,S0324
basically,1,201,"[0, 66, 564, 581, 588, 627]","[201, 253, 444, 622, 735]",S7WY.tsv,S0325,S0324
we be,2,440,"[0, 118, 171, 176, 349, 430, 457]",[440],S7WY.tsv,S0325,S0324
do a,2,513,"[0, 15]",[513],S7WY.tsv,S0325,S0324
like,1,5,"[2, 6, 10, 13, 15, 16, 20, 27, 28, 46, 60, 62, 66, 68, 92, 99, 101, 113, 122, 146, 152, 163, 169, 171, 176, 178, 180, 182, 198, 220, 226, 232, 234, 247, 251, 252, 254, 255, 259, 307, 315, 333, 349, 369, 411, 415, 419, 429, 430, 447, 455, 457, 460, 476, 488, 494, 496, 500, 502, 504, 508, 512, 532, 536, 542, 551, 566, 575, 577, 592, 598, 601, 602, 619, 621, 631, 635, 647, 649, 655, 657, 674, 680, 688, 698, 706, 708, 709, 727, 738, 750, 764]","[5, 21, 61, 95, 102, 110, 114, 117, 125, 132, 147, 157, 158, 160, 172, 246, 256, 260, 274, 276, 278, 294, 300, 302, 308, 342, 346, 376, 402, 442, 454, 497, 521, 530, 552, 569, 596, 597, 603, 605, 607, 610, 614, 626, 642, 658, 683, 712, 714, 716, 720, 739, 751, 759, 112, 116, 134, 145, 174, 270, 280, 292, 387, 401, 438, 517, 519, 570, 728, 730, 753, 761]",S7WY.tsv,S0325,S0324
question,1,51,"[2, 15, 16, 22, 25, 40, 50, 68, 76, 92, 101, 107, 109, 592]","[51, 63, 77, 114, 691]",S7WY.tsv,S0325,S0324
and i be,3,112,"[2, 10, 27, 62, 566, 592]","[112, 145, 517, 530, 759, 761]",S7WY.tsv,S0325,S0324
be like,2,112,"[2, 10, 13, 15, 27, 28, 62, 146, 152, 171, 176, 178, 234, 259, 349, 429, 457, 460, 508, 532, 566, 577, 592, 601, 688, 698, 708, 709, 738, 764]","[112, 116, 134, 145, 157, 174, 270, 280, 292, 387, 401, 438, 517, 519, 570, 728, 730, 753, 759, 761]",S7WY.tsv,S0325,S0324
i be,2,119,"[2, 10, 13, 27, 62, 133, 135, 140, 152, 163, 241, 457, 472, 480, 566, 581, 592, 601, 602, 696, 709]","[119, 132, 157, 497, 692, 726, 730, 517, 530, 145, 759, 761]",S7WY.tsv,S0325,S0324
and i,2,175,"[2, 4, 10, 15, 27, 62, 92, 146, 457, 504, 555, 566, 592, 678, 711]","[175, 530, 531, 569, 737, 517, 759, 761]",S7WY.tsv,S0325,S0324
there be,2,530,"[2, 435, 472]",[530],S7WY.tsv,S0325,S0324
table,1,5,"[4, 575, 577]",[5],S7WY.tsv,S0325,S0324
else,1,59,"[4, 99, 146, 333]","[59, 98, 387]",S7WY.tsv,S0325,S0324
person,1,63,"[4, 62, 74]","[63, 607, 517]",S7WY.tsv,S0325,S0324
get,1,282,"[4, 10, 15, 16, 22, 27, 34, 36, 96, 107, 118, 169, 176, 311, 333, 355, 357, 367, 377, 451, 457, 459, 462, 502, 504, 506, 508, 532, 555, 571, 719]","[282, 286, 288, 356, 376, 378, 391, 454, 517, 521, 529, 530, 549, 557, 563, 569, 761]",S7WY.tsv,S0325,S0324
everyone,1,302,"[4, 146, 152, 600, 764]","[302, 563]",S7WY.tsv,S0325,S0324
the only person,3,517,[4],[517],S7WY.tsv,S0325,S0324
that didn't,2,521,[4],[521],S7WY.tsv,S0325,S0324
i get,2,521,"[4, 10, 16, 22, 27, 457, 504, 506, 555]","[521, 557]",S7WY.tsv,S0325,S0324
the only,2,530,"[4, 419]",[530],S7WY.tsv,S0325,S0324
on the,2,640,"[4, 103, 206, 222, 291, 457, 600]",[640],S7WY.tsv,S0325,S0324
yeah,1,6,"[6, 13, 18, 32, 34, 48, 52, 62, 64, 85, 107, 126, 128, 152, 161, 167, 200, 202, 224, 226, 230, 232, 237, 243, 254, 259, 261, 269, 279, 289, 299, 301, 309, 321, 323, 329, 331, 339, 341, 343, 349, 363, 375, 379, 381, 396, 409, 411, 437, 441, 443, 455, 466, 476, 482, 486, 516, 536, 558, 560, 564, 592, 595, 601, 609, 615, 625, 633, 639, 641, 653, 659, 660, 668, 670, 694, 696, 702, 704, 709, 715, 719, 727, 729, 733, 736, 742, 748, 754, 758, 760, 764]","[1, 9, 26, 37, 39, 61, 67, 71, 80, 93, 97, 100, 102, 104, 108, 110, 119, 121, 147, 153, 155, 160, 164, 166, 172, 177, 179, 181, 183, 197, 205, 207, 211, 217, 219, 229, 233, 258, 272, 278, 292, 294, 296, 298, 306, 312, 314, 316, 338, 350, 354, 358, 360, 362, 366, 368, 372, 378, 391, 406, 408, 414, 416, 424, 431, 446, 448, 461, 463, 473, 477, 479, 489, 491, 495, 513, 527, 547, 552, 557, 572, 574, 576, 618, 620, 622, 634, 646, 648, 650, 656, 658, 673, 677, 681, 689, 697, 699, 707, 734, 739, 759, 765, 442, 603]",S7WY.tsv,S0325,S0324
it be,2,43,"[6, 18, 317, 329, 343, 345, 411, 468, 560, 575, 577, 764]","[43, 45, 49, 116, 175, 314, 570, 442]",S7WY.tsv,S0325,S0324
like a,2,346,"[6, 369, 512]","[346, 683]",S7WY.tsv,S0325,S0324
yeah it be,3,442,"[6, 411]",[442],S7WY.tsv,S0325,S0324
yeah it,2,603,"[6, 411]",[603],S7WY.tsv,S0325,S0324
just like,2,642,"[6, 122, 598]",[642],S7WY.tsv,S0325,S0324
do you,2,47,"[10, 27, 239, 688, 708, 709, 764]","[47, 610]",S7WY.tsv,S0325,S0324
like oh,2,102,"[10, 349, 429, 508, 536, 592, 621, 709]","[102, 114, 294, 342, 607, 116, 517, 519, 728, 759, 761]",S7WY.tsv,S0325,S0324
and i be like,4,112,"[10, 566, 592]","[112, 145, 759, 761]",S7WY.tsv,S0325,S0324
she be like oh,4,116,"[10, 592]","[116, 519]",S7WY.tsv,S0325,S0324
be like oh,3,116,"[10, 349, 429, 592, 709]","[116, 517, 728, 759, 761, 519]",S7WY.tsv,S0325,S0324
i be like,3,157,"[10, 13, 27, 152, 457, 566, 592, 709]","[157, 730, 759, 761]",S7WY.tsv,S0325,S0324
you get,2,454,"[10, 27, 451, 532, 555, 719]",[454],S7WY.tsv,S0325,S0324
she be,2,596,"[10, 13, 15, 30, 349, 459, 460, 532, 536, 592, 601, 688, 708, 709, 727, 738]","[596, 718, 735, 753]",S7WY.tsv,S0325,S0324
do i,2,634,"[10, 502]","[634, 726]",S7WY.tsv,S0325,S0324
