Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
thirty,1,4,[1],[4],SYXU.tsv,S0203,S0202
one,1,14,"[1, 152, 171, 177, 183, 209, 246]","[14, 18, 33, 35, 87, 132, 172, 182]",SYXU.tsv,S0203,S0202
forty,1,14,[1],"[14, 19]",SYXU.tsv,S0203,S0202
eight,1,18,"[1, 248]","[18, 255]",SYXU.tsv,S0203,S0202
two,1,18,"[1, 246, 248]","[18, 19, 21, 53]",SYXU.tsv,S0203,S0202
forty nine,2,21,[1],[21],SYXU.tsv,S0203,S0202
sorry,1,41,"[1, 82]","[41, 103, 148, 203, 263, 302]",SYXU.tsv,S0203,S0202
hours,1,50,"[1, 248]",[50],SYXU.tsv,S0203,S0202
nearly,1,53,[1],[53],SYXU.tsv,S0203,S0202
nine,1,255,[1],[255],SYXU.tsv,S0203,S0202
minutes,1,255,"[1, 15, 17]","[255, 296]",SYXU.tsv,S0203,S0202
four,1,296,"[1, 152, 248, 256]",[296],SYXU.tsv,S0203,S0202
put me off,3,310,"[1, 220]",[310],SYXU.tsv,S0203,S0202
get,1,12,"[3, 5, 69, 92, 135, 139, 147, 164, 171, 181, 183, 229, 235, 242, 246, 248, 250, 276, 313]","[12, 43, 50, 56, 120, 130, 136, 172, 251, 302, 161, 62]",SYXU.tsv,S0203,S0202
you get,2,62,"[3, 5, 242]","[62, 161]",SYXU.tsv,S0203,S0202
what do,2,87,"[3, 5]",[87],SYXU.tsv,S0203,S0202
do you,2,109,"[3, 5]","[109, 169, 210, 239, 281]",SYXU.tsv,S0203,S0202
how much,2,5,[5],[2],SYXU.tsv,S0203,S0202
an hour,2,6,"[5, 246, 250]","[6, 8, 148]",SYXU.tsv,S0203,S0202
much,1,132,[5],[132],SYXU.tsv,S0203,S0202
eighteen,1,7,[7],[6],SYXU.tsv,S0203,S0202
pound,1,9,[9],[6],SYXU.tsv,S0203,S0202
that's,1,11,"[11, 106, 215, 280, 307]","[8, 76, 81, 102, 132, 300, 308, 312]",SYXU.tsv,S0203,S0202
cos,1,31,"[11, 122, 147, 153, 168, 248, 261, 284]","[31, 116, 132, 255, 50, 134]",SYXU.tsv,S0203,S0202
cos i,2,50,"[11, 147, 248]","[50, 134]",SYXU.tsv,S0203,S0202
right,1,146,"[11, 127, 157, 246, 276]","[146, 182, 296]",SYXU.tsv,S0203,S0202
try,1,262,[11],[262],SYXU.tsv,S0203,S0202
