Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
about it,2,1492,"[0, 381, 996, 1493]",[1492],SUUE.tsv,S0262,S0371
yeah,1,2,"[2, 4, 6, 19, 23, 25, 27, 31, 47, 53, 77, 85, 87, 95, 105, 118, 120, 126, 128, 134, 136, 144, 152, 154, 156, 158, 160, 162, 177, 179, 183, 189, 197, 201, 203, 205, 209, 210, 212, 214, 231, 241, 243, 247, 249, 253, 264, 268, 270, 282, 284, 286, 290, 296, 300, 302, 346, 348, 350, 354, 356, 370, 376, 378, 385, 387, 391, 393, 404, 408, 410, 412, 414, 416, 418, 420, 424, 426, 430, 434, 436, 438, 442, 446, 448, 456, 458, 460, 489, 498, 500, 502, 508, 510, 512, 518, 520, 524, 526, 528, 536, 538, 546, 552, 554, 556, 562, 566, 570, 574, 576, 580, 598, 600, 602, 606, 612, 616, 618, 622, 628, 630, 632, 634, 646, 650, 652, 654, 660, 662, 664, 668, 670, 679, 681, 683, 685, 687, 691, 695, 697, 699, 702, 704, 706, 711, 713, 715, 719, 723, 727, 729, 731, 735, 737, 743, 745, 747, 749, 751, 753, 755, 757, 761, 765, 767, 769, 771, 786, 788, 791, 795, 797, 799, 801, 805, 811, 813, 818, 823, 838, 847, 849, 851, 869, 871, 873, 875, 877, 879, 883, 887, 889, 891, 901, 903, 904, 910, 920, 922, 924, 926, 930, 936, 938, 950, 954, 956, 972, 978, 990, 1004, 1006, 1008, 1010, 1014, 1016, 1027, 1029, 1031, 1035, 1043, 1057, 1059, 1061, 1063, 1081, 1085, 1087, 1089, 1097, 1111, 1115, 1117, 1121, 1123, 1139, 1145, 1177, 1179, 1181, 1183, 1185, 1187, 1201, 1203, 1207, 1209, 1213, 1231, 1233, 1235, 1241, 1243, 1245, 1256, 1258, 1259, 1283, 1285, 1287, 1291, 1297, 1301, 1303, 1305, 1307, 1323, 1327, 1329, 1331, 1333, 1335, 1339, 1341, 1343, 1345, 1356, 1376, 1388, 1390, 1392, 1401, 1410, 1412, 1414, 1416, 1422, 1424, 1426, 1489, 1491, 1493, 1510, 1544, 1550, 1586]","[1, 9, 32, 34, 38, 40, 44, 52, 56, 60, 66, 68, 72, 82, 92, 102, 109, 113, 121, 184, 186, 190, 192, 200, 211, 217, 221, 223, 226, 230, 234, 240, 242, 252, 254, 256, 258, 265, 267, 269, 275, 279, 283, 293, 295, 301, 309, 317, 319, 321, 323, 335, 337, 345, 347, 351, 361, 363, 373, 379, 397, 411, 415, 417, 419, 421, 427, 429, 441, 445, 451, 455, 461, 463, 465, 471, 475, 477, 481, 492, 497, 503, 509, 511, 549, 551, 559, 561, 565, 575, 577, 585, 590, 592, 594, 597, 615, 623, 633, 635, 637, 641, 655, 667, 669, 673, 675, 677, 690, 694, 708, 718, 720, 744, 758, 762, 764, 772, 774, 776, 778, 782, 794, 806, 808, 815, 822, 829, 846, 862, 878, 884, 896, 900, 929, 931, 981, 995, 1011, 1013, 1030, 1062, 1088, 1096, 1104, 1106, 1108, 1112, 1114, 1122, 1138, 1140, 1154, 1160, 1168, 1174, 1206, 1208, 1218, 1224, 1244, 1257, 1260, 1274, 1280, 1288, 1322, 1350, 1367, 1371, 1381, 1385, 1387, 1391, 1396, 1398, 1400, 1425, 1466, 1468, 1474, 1475, 1488, 1490, 1492, 1498, 1501, 1503, 1505, 1513, 1515, 1517, 1529, 1531, 1533, 1537, 1543, 1557, 1559, 1561, 1565, 1575, 1583, 1587, 1589, 30, 78, 219, 359, 382, 425, 547, 645, 820, 1268, 1402, 1407, 1525]",SUUE.tsv,S0262,S0371
yeah yeah,2,30,"[2, 31, 177, 197, 201, 214, 231, 253, 268, 296, 346, 408, 410, 438, 458, 460, 715, 723, 753, 761, 771, 883, 903, 922, 954, 1043, 1081, 1085, 1087, 1213, 1233, 1303, 1323, 1327, 1392, 1414, 1416]","[30, 78, 219, 359, 382, 425, 547, 645, 820, 1268, 1402, 1407, 1525]",SUUE.tsv,S0262,S0371
enough,1,613,[2],[613],SUUE.tsv,S0262,S0371
when you,2,515,"[4, 372, 582, 1406, 1454]","[515, 712]",SUUE.tsv,S0262,S0371
want,1,575,"[4, 67, 69, 71, 75, 324, 396, 1253]","[575, 770, 790, 1028, 1046, 1084, 1204, 1232, 1286, 1294, 1310, 1326, 1334]",SUUE.tsv,S0262,S0371
a lot,2,6,"[6, 1560]","[5, 401, 535, 754, 907, 961, 973, 1042, 1198, 1509]",SUUE.tsv,S0262,S0371
like,1,18,"[6, 7, 16, 31, 33, 39, 43, 57, 63, 67, 75, 138, 177, 220, 278, 280, 320, 346, 358, 472, 478, 596, 598, 612, 644, 646, 707, 717, 739, 779, 781, 821, 838, 840, 928, 938, 980, 1045, 1061, 1067, 1107, 1137, 1169, 1265, 1273, 1397, 1406, 1424, 1428, 1460, 1518, 1536, 1556, 1560, 1572]","[18, 20, 46, 52, 54, 109, 147, 161, 168, 192, 305, 415, 481, 493, 519, 521, 527, 535, 561, 575, 619, 700, 705, 712, 730, 792, 844, 905, 919, 925, 927, 929, 949, 1005, 1048, 1076, 1078, 1158, 1164, 1166, 1198, 1324, 1326, 1413, 1443, 1523, 88, 529, 1435]",SUUE.tsv,S0262,S0371
you know,2,22,"[6, 7, 8, 15, 16, 39, 67, 71, 75, 101, 103, 142, 225, 278, 322, 326, 334, 364, 374, 378, 428, 478, 480, 646, 707, 739, 819, 821, 828, 854, 863, 1022, 1023, 1067, 1137, 1281, 1283, 1397, 1461, 1467, 1536, 1538, 1542, 1572, 1584, 1588]","[22, 151, 176, 180, 244, 285, 384, 439, 535, 575, 623, 684, 696, 700, 703, 716, 720, 738, 789, 792, 798, 810, 837, 843, 844, 882, 890, 907, 941, 951, 961, 965, 967, 969, 975, 983, 991, 1017, 1026, 1054, 1064, 1076, 1078, 1080, 1084, 1132, 1136, 1164, 1166, 1176, 1188, 1192, 1202, 1222, 1228, 1240, 1252, 1264, 1268, 1272, 1296, 1318, 1326, 1330, 1334, 1357, 1359, 1363, 1367, 1371, 1385, 1389, 1411, 1415, 1421, 1433, 1435, 1437, 1449, 1492, 1496, 1498, 1501, 1507, 1509, 1511, 1545, 1547, 1594, 796, 1212]",SUUE.tsv,S0262,S0371
go,1,26,"[6, 8, 10, 15, 16, 47, 81, 93, 107, 199, 220, 241, 330, 707, 739, 823, 827, 863, 1067, 1109, 1171, 1237, 1345, 1518, 1538, 1562, 1572, 1574, 1591]","[26, 44, 46, 52, 111, 163, 204, 248, 403, 435, 437, 481, 490, 495, 503, 515, 537, 543, 545, 553, 571, 573, 583, 605, 607, 682, 728, 740, 752, 790, 800, 837, 874, 876, 896, 947, 999, 1003, 1024, 1042, 1050, 1080, 1082, 1090, 1142, 1180, 1184, 1318, 1326, 1413, 1499]",SUUE.tsv,S0262,S0371
it's like,2,88,"[6, 67, 280, 346, 928, 1406, 1424, 1428, 1572]","[88, 168, 529, 1435]",SUUE.tsv,S0262,S0371
